 	Label	slice	Saturated	J.D.-2400000	JD_UTC	BJD-OBS	AIRMASS	EXPTIME	FWHM_Mean	Source_Radius	Sky_Rad(min)	Sky_Rad(max)	X(IJ)_T1	Y(IJ)_T1	X(FITS)_T1	Y(FITS)_T1	Source-Sky_T1	N_Src_Pixels_T1	Source_Error_T1	Source_SNR_T1	Peak_T1	Mean_T1	Sky/Pixel_T1	N_Sky_Pixels_T1	FWHM_T1	Width_T1	X-Width_T1	Y-Width_T1	Angle_T1	Roundness_T1	RA_T1	DEC_T1
80	lsc1m005-fa15-20190407-0137-e91.fits	80.000000	0.000000	58581.538694	2458581.538694	NaN	1.570348	42.000000	224.640875	22.000000	39.000000	59.000000	402.762111	403.622193	403.262111	415.877807	40466.420966	1520.530844	773.355987	52.325736	8434.749023	26.613351	244.949091	5198.000000	2.708983	9.407320	11.186101	7.628540	358.791541	0.866453	5.036701	-54.353719
81	lsc1m005-fa15-20190407-0138-e91.fits	81.000000	0.000000	58581.539482	2458581.539482	NaN	1.575912	42.000000	227.278126	22.000000	39.000000	59.000000	402.725827	403.793779	403.225827	415.706221	38070.868838	1520.530844	774.109263	49.180226	8274.608398	25.037880	246.767451	5189.000000	2.637251	8.635729	8.953476	8.317982	9.653640	0.993936	5.036703	-54.353777
82	lsc1m005-fa15-20190407-0139-e91.fits	82.000000	0.000000	58581.540269	2458581.540269	NaN	1.581476	42.000000	230.063743	22.000000	39.000000	59.000000	402.532161	403.777583	403.032161	415.722417	39193.836878	1520.530844	776.989016	50.443232	6503.683594	25.776417	250.106017	5257.000000	2.785617	10.301255	10.673790	9.928720	338.128447	0.990003	5.036711	-54.353797
83	lsc1m005-fa15-20190407-0140-e91.fits	83.000000	0.000000	58581.541055	2458581.541055	NaN	1.587094	42.000000	232.941165	22.000000	39.000000	59.000000	402.607732	403.752771	403.107732	415.747229	37701.407881	1520.530844	773.457073	48.744021	6230.718262	24.794898	248.973915	5362.000000	2.877421	9.106214	11.370415	6.842013	5.151701	0.773415	5.036709	-54.353764
84	lsc1m005-fa15-20190407-0141-e91.fits	84.000000	0.000000	58581.541840	2458581.541840	NaN	1.592767	42.000000	235.966152	22.000000	39.000000	59.000000	402.560183	403.720375	403.060183	415.779625	38201.284312	1520.530844	778.893471	49.045583	5838.628418	25.123650	252.642668	5266.000000	3.024987	8.705509	10.140285	7.270733	348.784853	0.879470	5.036712	-54.353765
85	lsc1m005-fa15-20190407-0142-e91.fits	85.000000	0.000000	58581.542628	2458581.542628	NaN	1.598546	42.000000	238.696523	22.000000	39.000000	59.000000	402.681985	403.673734	403.181985	415.826266	37926.569851	1520.530844	776.471416	48.844773	6436.171387	24.942980	251.349793	5329.000000	2.730371	7.468662	9.790299	5.147025	11.179008	0.624227	5.036704	-54.353760
86	lsc1m005-fa15-20190407-0143-e91.fits	86.000000	0.000000	58581.543415	2458581.543415	NaN	1.604327	42.000000	241.453522	22.000000	39.000000	59.000000	402.708032	403.661363	403.208032	415.838637	39323.257005	1520.530844	776.401582	50.648090	7568.007812	25.861532	249.036672	5230.000000	2.756999	9.091170	10.056563	8.125777	31.026073	0.799202	5.036702	-54.353723
87	lsc1m005-fa15-20190407-0144-e91.fits	87.000000	0.000000	58581.544202	2458581.544202	NaN	1.610217	42.000000	244.471517	22.000000	39.000000	59.000000	402.646141	403.680399	403.146141	415.819601	37950.328808	1520.530844	777.870458	48.787466	6161.510254	24.958605	249.018609	5095.000000	3.017995	7.803529	10.176252	5.430806	1.572976	0.689202	5.036708	-54.353741
88	lsc1m005-fa15-20190407-0145-e91.fits	88.000000	0.000000	58581.544993	2458581.544993	NaN	1.616137	42.000000	247.195339	22.000000	39.000000	59.000000	402.710966	403.739113	403.210966	415.760887	38010.050661	1520.530844	777.317923	48.898976	7553.994141	24.997882	252.574655	5357.000000	2.723822	8.531874	10.383285	6.680464	6.302882	0.819614	5.036702	-54.353748
89	lsc1m005-fa15-20190407-0146-e91.fits	89.000000	0.000000	58581.545778	2458581.545778	NaN	1.622109	42.000000	249.957383	22.000000	39.000000	59.000000	402.726446	403.694427	403.226446	415.805573	39399.231863	1520.530844	778.871641	50.585013	7726.958984	25.911498	251.586521	5239.000000	2.762044	8.849291	10.686180	7.012401	348.488479	0.812990	5.036702	-54.353749
90	lsc1m005-fa15-20190407-0147-e91.fits	90.000000	0.000000	58581.546567	2458581.546567	NaN	1.628165	42.000000	252.628857	22.000000	39.000000	59.000000	402.736951	403.646553	403.236951	415.853447	39663.440508	1520.530844	779.785804	50.864533	7695.236328	26.085259	252.249227	5232.000000	2.671474	10.204808	11.473622	8.935995	12.646746	0.926640	5.036700	-54.353707
91	lsc1m005-fa15-20190407-0148-e91.fits	91.000000	0.000000	58581.547354	2458581.547354	NaN	1.634225	42.000000	255.466188	22.000000	39.000000	59.000000	402.766137	403.638905	403.266137	415.861095	43248.816949	1520.530844	783.937602	55.168698	7421.046875	28.443236	255.283979	5278.000000	2.837331	11.320423	12.891771	9.749075	0.370853	0.925805	5.036699	-54.353749
92	lsc1m005-fa15-20190407-0149-e91.fits	92.000000	0.000000	58581.548145	2458581.548145	NaN	1.640399	42.000000	258.112508	22.000000	39.000000	59.000000	402.795889	403.677754	403.295889	415.822246	38589.005294	1520.530844	787.211024	49.019900	8288.655273	25.378640	256.726503	5023.000000	2.646320	7.766452	8.903457	6.629447	358.052322	0.917448	5.036699	-54.353741
93	lsc1m005-fa15-20190407-0150-e91.fits	93.000000	0.000000	58581.548931	2458581.548931	NaN	1.646635	42.000000	260.908546	22.000000	39.000000	59.000000	402.752267	403.725173	403.252267	415.774827	39189.440820	1520.530844	786.945848	49.799412	7113.706543	25.773526	260.053613	5258.000000	2.796038	8.742661	9.241097	8.244225	335.835527	0.970777	5.036700	-54.353774
94	lsc1m005-fa15-20190407-0151-e91.fits	94.000000	0.000000	58581.549722	2458581.549722	NaN	1.652929	42.000000	263.712374	22.000000	39.000000	59.000000	402.674819	403.653590	403.174819	415.846410	40233.497151	1520.530844	786.718762	51.140889	7543.965332	26.460165	259.563794	5275.000000	2.803827	10.464478	11.144448	9.784508	330.276018	0.935186	5.036702	-54.353719
95	lsc1m005-fa15-20190407-0152-e91.fits	95.000000	0.000000	58581.550510	2458581.550510	NaN	1.659229	42.000000	266.327515	22.000000	39.000000	59.000000	402.756856	403.796891	403.256856	415.703109	39449.706912	1520.530844	789.093581	49.993699	8180.144043	25.944694	262.383997	5277.000000	2.615141	8.663767	11.153381	6.174154	1.811929	0.717035	5.036698	-54.353771
96	plate_solved.fits	96.000000	0.000000	58581.476441	2458581.476441	NaN	1.263135	42.000000	268.887791	22.000000	39.000000	59.000000	402.534783	403.797911	403.034783	415.702089	39053.744821	1520.530844	1328.531430	29.396177	8507.376953	25.684283	986.800449	5176.000000	2.560276	9.580864	9.989303	9.172426	29.850921	0.971542	5.036712	-54.353762
