 ,Label,slice,Saturated,J.D.-2400000,JD_UTC,BJD-OBS,EXPTIME,AIRMASS,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_C4,rel_flux_C5,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_err_C5,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_C4,rel_flux_SNR_C5,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_C2,Y(IJ)_C2,X(FITS)_C2,Y(FITS)_C2,RA_C2,DEC_C2,Source-Sky_C2,Source_Error_C2,Source_SNR_C2,Peak_C2,Mean_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,X-Width_C2,Y-Width_C2,Angle_C2,Roundness_C2,X(IJ)_C3,Y(IJ)_C3,X(FITS)_C3,Y(FITS)_C3,RA_C3,DEC_C3,Source-Sky_C3,Source_Error_C3,Source_SNR_C3,Peak_C3,Mean_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,X-Width_C3,Y-Width_C3,Angle_C3,Roundness_C3,X(IJ)_C4,Y(IJ)_C4,X(FITS)_C4,Y(FITS)_C4,RA_C4,DEC_C4,Source-Sky_C4,Source_Error_C4,Source_SNR_C4,Peak_C4,Mean_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,X-Width_C4,Y-Width_C4,Angle_C4,Roundness_C4,X(IJ)_C5,Y(IJ)_C5,X(FITS)_C5,Y(FITS)_C5,RA_C5,DEC_C5,Source-Sky_C5,Source_Error_C5,Source_SNR_C5,Peak_C5,Mean_C5,Sky/Pixel_C5,FWHM_C5,Width_C5,X-Width_C5,Y-Width_C5,Angle_C5,Roundness_C5
11,cpt1m013-fa14-20190616-0084-e91.fits,11,0,58651.2397,2458651.24,2458651.24,60.068,1.135012,7.478076,10,21,32,0.089397,0.182803,0.591619,0.088808,0.645213,0.000239,0.000339,0.000744,0.000255,0.000804,373.808003,540.031147,795.013335,348.238582,802.108385,3054818.877,1898.27857,2030.538983,2060.545494,2031.038983,2035.954506,11.046013,-16.406463,273091.5992,314.159265,710.583683,384.32011,6803.64209,869.277559,839.38739,1546,6.052753,8.612585,8.857169,8.368,336.507976,0.99308,1515.203895,1555.465915,1515.703895,2541.034085,11.042108,-16.352268,472123.5464,816.187572,578.44981,10860.1377,1502.815923,840.286123,5.961522,8.676633,8.941966,8.411301,340.390538,0.99378,1025.731931,1315.585869,1026.231931,2780.914131,11.038414,-16.326731,1135503.979,1094.565612,1037.401474,24662.99805,3614.421423,842.647579,6.130786,8.700391,8.991225,8.409558,346.30424,0.994343,2035.58668,1361.006598,2036.08668,2735.493402,11.046007,-16.330766,249165.1373,698.115811,356.910893,5978.339355,793.117265,840.067805,6.030585,8.757341,8.897908,8.616774,328.679238,0.995123,1556.188313,3068.893526,1556.688313,1027.606474,11.042508,-16.51599,1198026.214,1118.865414,1070.750959,24160.11328,3813.435879,854.067577,6.256792,8.840813,9.148719,8.532907,344.183562,0.993323
12,cpt1m013-fa14-20190616-0085-e91.fits,12,0,58651.24071,2458651.241,2458651.241,60.068,1.137902,7.405876,10,21,32,0.089405,0.181848,0.588956,0.088377,0.650917,0.000324,0.000437,0.00092,0.000347,0.001007,275.869936,416.172446,639.975717,254.885923,646.464165,2482624.687,1935.26935,2030.522602,2060.260616,2031.022602,2036.239384,11.046012,-16.406487,221958.4158,314.159265,785.752088,282.478938,6431.561523,706.515581,1340.40642,1541,5.711476,8.451771,8.650839,8.252702,333.166047,0.993685,1515.261504,1555.103184,1515.761504,2541.396816,11.042107,-16.352287,381995.3319,862.105261,443.095929,9733.420898,1215.928906,1336.624414,5.944744,8.572249,8.794166,8.350332,337.412733,0.994613,1025.69138,1315.272772,1026.19138,2781.227228,11.038413,-16.326757,920199.3482,1084.618796,848.408078,21615.69922,2929.085498,1339.676421,5.920878,8.566347,8.855822,8.276873,347.595573,0.994469,2035.598886,1360.666973,2036.098886,2735.833027,11.046007,-16.330789,201590.6604,775.224465,260.041665,5755.823242,641.683002,1340.258132,5.929207,8.5886,8.724115,8.453085,324.821443,0.991192,1556.203279,3068.481458,1556.703279,1028.018542,11.042507,-16.515995,978839.3464,1106.648575,884.507845,21763.93164,3115.74241,1343.218805,6.045001,8.630264,8.882851,8.377678,343.067099,0.995039
13,cpt1m013-fa14-20190616-0086-e91.fits,13,0,58651.24171,2458651.242,2458651.242,60.068,1.140844,7.335674,10,21,32,0.090139,0.181998,0.594598,0.088888,0.643416,0.00036,0.00048,0.001004,0.000387,0.001079,250.144377,379.278189,592.128053,229.753662,596.397155,2313035.258,1958.939425,2030.101645,2060.533079,2030.601645,2035.966921,11.046013,-16.406467,208495.6361,314.159265,814.582453,255.953999,6204.700684,663.662222,1531.338539,1624,5.737323,8.49627,8.716474,8.276065,332.165009,0.991563,1514.849652,1555.442867,1515.349652,2541.057133,11.042107,-16.352273,356148.7796,883.457867,403.130464,9771.431641,1133.656775,1525.009404,5.6902,8.462158,8.716657,8.207659,335.815309,0.991817,1025.290942,1315.536529,1025.790942,2780.963471,11.038413,-16.326736,862490.4256,1087.799325,792.876412,21382.58984,2745.392292,1523.035634,5.877381,8.469973,8.743242,8.196704,341.831162,0.993597,2035.182116,1360.976308,2035.682116,2735.523692,11.046007,-16.330769,188816.6325,806.355499,234.160532,5741.084961,601.022008,1527.167706,5.71602,8.568125,8.712468,8.423783,325.012625,0.990324,1555.813114,3068.858741,1556.313114,1027.641259,11.042507,-16.515993,905579.4202,1106.087386,818.723215,19879.6543,2882.548822,1547.215972,6.251572,8.64362,8.931024,8.356215,341.26054,0.992993
14,cpt1m013-fa14-20190616-0087-e91.fits,14,0,58651.24271,2458651.243,2458651.243,60.068,1.143849,7.002764,10,21,32,0.090017,0.182084,0.593674,0.088613,0.644858,0.000316,0.000427,0.000907,0.000337,0.000977,285.163899,426.34081,654.861816,262.607365,660.197117,2556176.276,1948.322927,2030.636212,2060.317767,2031.136212,2036.182233,11.046013,-16.406476,230099.4084,314.159265,787.611833,292.148237,7314.36084,732.429165,1329.147154,1586,5.425439,8.135008,8.295164,7.974851,333.765614,0.995826,1515.384095,1555.22033,1515.884095,2541.27967,11.042107,-16.352281,393745.0304,867.187728,454.048204,11410.16406,1253.329358,1327.919235,5.452621,8.170429,8.338585,8.002272,336.220191,0.996282,1025.834845,1315.319635,1026.334845,2781.180365,11.038413,-16.326744,952224.1918,1095.034665,869.583605,25248.96875,3031.023741,1329.079594,5.436375,8.210119,8.396432,8.023806,342.157444,0.996881,2035.674694,1360.727881,2036.174694,2735.772119,11.046006,-16.330772,208071.4958,776.345064,268.014193,6615.683105,662.312142,1328.997745,5.458248,8.292354,8.34603,8.238678,320.943963,0.996051,1556.373226,3068.509079,1556.873226,1027.990921,11.042508,-16.515992,1002135.558,1114.511147,899.170511,24692.79102,3189.896553,1346.370033,5.905464,8.337936,8.554969,8.120903,340.68101,0.995564
15,cpt1m013-fa14-20190616-0088-e91.fits,15,0,58651.24372,2458651.244,2458651.244,60.068,1.146896,6.884042,10,21,32,0.089822,0.182869,0.593036,0.088786,0.643624,0.00033,0.000445,0.000938,0.000354,0.00101,272.020366,411.263498,632.498652,251.058713,637.490141,2464858.445,1947.545863,2030.502633,2060.353622,2031.002633,2036.146378,11.046012,-16.406475,221399.7091,314.159265,794.887082,278.529761,7071.364258,704.737162,1392.27508,1581,5.445253,8.170611,8.27656,8.064662,327.038284,0.99596,1515.317292,1555.222639,1515.817292,2541.277361,11.042108,-16.352275,381062.336,870.055882,437.974553,11177.69727,1212.959088,1390.372395,5.344715,8.175876,8.325183,8.026568,333.518499,0.996326,1025.785612,1315.292511,1026.285612,2781.207489,11.038413,-16.326734,917587.4127,1090.304828,841.587957,25137.85156,2920.771449,1394.38301,5.335818,8.21099,8.441448,7.980532,342.394421,0.995287,2035.63681,1360.633359,2036.13681,2735.866641,11.046007,-16.330757,200998.7267,784.807846,256.112025,6635.290527,639.798818,1395.653619,5.467483,8.274665,8.405795,8.143535,325.793136,0.992582,1556.270811,3068.573481,1556.770811,1027.926519,11.042508,-16.515991,965209.9693,1109.616906,869.858745,23985.8457,3072.358755,1407.52732,5.824177,8.361781,8.565382,8.158179,337.870098,0.995382
16,cpt1m013-fa14-20190616-0089-e91.fits,16,0,58651.24472,2458651.245,2458651.245,60.068,1.149998,7.037848,10,21,32,0.089629,0.182204,0.592314,0.087665,0.648248,0.00029,0.000397,0.000852,0.000309,0.000924,309.039072,458.726192,695.431853,283.337013,701.859522,2681560.37,1918.191008,2030.522931,2060.639385,2031.022931,2035.860615,11.046014,-16.406474,240345.5744,314.159265,758.477775,316.878862,7197.961426,765.043724,1153.824103,1591,5.537169,8.28503,8.431987,8.138074,331.197894,0.995618,1515.29488,1555.525495,1515.79488,2540.974505,11.042109,-16.352275,413288.4146,844.531543,489.370016,11385.0293,1315.537882,1154.202516,5.614561,8.241471,8.410592,8.07235,332.745965,0.995007,1025.763344,1315.616554,1026.263344,2780.883446,11.038414,-16.326737,997494.9754,1086.612134,917.986229,26253.28711,3175.125121,1156.598785,5.592632,8.29995,8.517466,8.082433,341.195257,0.995628,2035.630338,1361.081067,2036.130338,2735.418933,11.046008,-16.330771,216131.9844,746.918725,289.364796,6344.895508,687.969474,1162.768451,5.588582,8.348072,8.484712,8.211432,328.123107,0.994523,1556.266317,3068.860428,1556.766317,1027.639572,11.042509,-16.515997,1054644.996,1107.975498,951.866713,24413.90625,3357.039287,1159.28499,5.972253,8.492502,8.701514,8.28349,342.920912,0.996466
17,cpt1m013-fa14-20190616-0090-e91.fits,17,0,58651.24572,2458651.246,2458651.246,60.064,1.153166,6.601301,10,21,32,0.089566,0.18236,0.590645,0.088127,0.648675,0.000262,0.000364,0.000788,0.00028,0.000857,342.045544,500.953116,749.507802,314.69131,756.619503,2919681.931,1931.581946,2030.249432,2060.335907,2030.749432,2036.164093,11.046013,-16.406472,261502.8587,314.159265,744.694951,351.154333,8485.204102,832.389452,1032.692902,1541,5.240082,7.914437,8.05898,7.769894,330.392852,0.994911,1514.907474,1555.19433,1515.407474,2541.30567,11.042106,-16.352274,450313.6858,841.129527,535.367825,13743.77246,1433.392981,1035.347065,5.008248,7.921882,8.112745,7.731018,334.474999,0.994131,1025.394567,1315.315187,1025.894567,2781.184813,11.038412,-16.326741,1084148.859,1101.969526,983.828348,31516.26367,3450.952999,1038.769012,5.113252,7.925259,8.13233,7.718189,340.959642,0.995599,2035.313826,1360.725355,2035.813826,2735.774645,11.046006,-16.330765,236463.2676,734.736994,321.833893,7901.992676,752.685958,1037.342773,5.105334,7.950296,8.00645,7.894142,320.112582,0.993668,1555.943807,3068.530057,1556.443807,1027.969943,11.042508,-16.515991,1148756.119,1126.647525,1019.623346,30303.07031,3656.604295,1041.565274,5.50174,8.037885,8.273428,7.802343,344.018605,0.995236
18,cpt1m013-fa14-20190616-0091-e91.fits,18,0,58651.24672,2458651.247,2458651.247,60.072,1.156366,6.589409,10,21,32,0.090009,0.182157,0.592593,0.088156,0.646916,0.000343,0.00046,0.000964,0.000367,0.001043,262.036697,396.267913,614.896259,240.026755,620.265333,2429380.055,1977.031777,2030.510771,2060.389332,2031.010771,2036.110668,11.046014,-16.406475,218667.0925,314.159265,815.295895,268.205806,7505.305664,696.038973,1504.909452,1570,5.311653,7.968108,8.217472,7.718745,341.599615,0.993902,1515.274924,1555.226295,1515.774924,2541.273705,11.042109,-16.352273,374339.2651,888.18281,421.46646,12097.17188,1191.558889,1507.641702,5.073875,7.976827,8.209632,7.744021,343.403815,0.995143,1025.682167,1315.343216,1026.182167,2781.156784,11.038414,-16.326739,903955.7475,1102.450299,819.951474,27152.10742,2877.380511,1511.276283,5.151885,7.966031,8.237959,7.694103,350.8709,0.994844,2035.572578,1360.801362,2036.072578,2735.698638,11.046008,-16.33077,196813.217,804.358569,244.683434,7012.958496,626.475927,1508.463799,5.211652,8.022913,8.206025,7.839801,334.829693,0.99489,1556.187531,3068.600417,1556.687531,1027.899583,11.042509,-16.515994,954271.8254,1121.336957,851.012552,25348.53125,3037.541561,1521.459748,5.596678,8.130085,8.366487,7.893684,347.931473,0.995946
19,cpt1m013-fa14-20190616-0092-e91.fits,19,0,58651.24772,2458651.248,2458651.248,60.068,1.15963,6.483061,10,21,32,0.090601,0.183103,0.591416,0.088186,0.646272,0.000336,0.000452,0.000946,0.000359,0.001024,269.410707,404.693553,625.474078,245.307146,631.04847,2464870.683,1970.737041,2030.437012,2060.427494,2030.937012,2036.072506,11.046014,-16.406469,223320.5103,314.159265,809.463644,275.887017,7989.989258,710.851262,1461.731021,1588,5.200565,7.997937,8.170597,7.825278,338.624243,0.996546,1515.203358,1555.278326,1515.703358,2541.221674,11.042109,-16.352269,381476.1959,885.802518,430.65603,12443.84082,1214.276445,1458.681746,5.066091,7.919022,8.143291,7.694754,345.005287,0.99573,1025.666671,1315.412744,1026.166671,2781.087256,11.038414,-16.326738,916016.6985,1099.708472,832.96321,28465.13086,2915.77171,1460.438812,5.055348,7.903493,8.136959,7.670027,350.754505,0.996126,2035.462305,1360.923767,2035.962305,2735.576233,11.046008,-16.330772,199751.3075,798.640165,250.114277,7171.196777,635.82816,1458.492883,5.057154,7.929447,8.060586,7.798308,328.638869,0.994794,1556.203695,3068.586821,1556.703695,1027.913179,11.04251,-16.515985,967626.481,1118.916239,864.789023,27021.90234,3080.05075,1471.059058,5.446737,8.061942,8.312458,7.811427,346.701141,0.995179
20,cpt1m013-fa14-20190616-0093-e91.fits,20,0,58651.24872,2458651.249,2458651.249,60.068,1.16295,6.361775,10,21,32,0.089612,0.18208,0.594066,0.089977,0.641345,0.000396,0.000522,0.001078,0.000425,0.001156,226.29249,348.540109,550.924276,211.505794,554.659642,2184481.225,1994.310028,2030.384162,2060.55703,2030.884162,2035.94297,11.046012,-16.406473,195756.3759,314.159265,846.397241,231.281916,7757.135254,623.111897,1736.44938,1617,5.196253,7.818464,8.089856,7.547072,336.996262,0.990034,1515.161669,1555.418276,1515.661669,2541.081724,11.042107,-16.352274,336483.9507,909.721674,369.875711,12013.91602,1071.061681,1731.892409,4.814547,7.825474,8.068308,7.58264,341.623,0.994011,1025.593296,1315.535363,1026.093296,2780.964637,11.038413,-16.326739,814098.3918,1097.87142,741.52435,26651.50391,2591.355664,1730.100529,5.11583,7.853494,8.13281,7.574177,350.438541,0.994346,2035.485186,1360.967189,2035.985186,2735.532811,11.046007,-16.330769,180327.2454,836.885121,215.474312,7037.5625,573.99945,1724.904818,4.86725,8.040673,8.112809,7.968536,322.365851,0.995022,1556.147954,3068.742331,1556.647954,1027.757669,11.042508,-16.51599,853571.6376,1115.338784,765.30257,24381.67969,2717.002908,1753.13314,5.331935,8.016689,8.270738,7.76264,347.862059,0.995176
21,cpt1m013-fa14-20190616-0094-e91.fits,21,0,58651.24972,2458651.25,2458651.25,60.068,1.166328,6.213214,10,21,32,0.090453,0.182526,0.594226,0.089018,0.642492,0.000356,0.000474,0.00099,0.000381,0.001064,254.133959,385.134302,600.070224,233.684757,603.991953,2375323.519,1985.061361,2030.425849,2060.379463,2030.925849,2036.120537,11.046014,-16.406466,214855.6818,314.159265,826.155652,260.06683,8326.15918,683.906876,1569.753791,1533,4.993612,7.681318,7.859287,7.503349,332.786809,0.993662,1515.196882,1555.238484,1515.696882,2541.261516,11.042109,-16.352268,366637.5396,895.366925,409.483006,13150.28027,1167.043535,1569.53623,4.796189,7.630721,7.856233,7.405208,339.88215,0.994016,1025.63527,1315.369302,1026.13527,2781.130698,11.038414,-16.326736,885369.8394,1101.960026,803.450051,29801.11719,2818.219728,1567.503433,4.833172,7.681458,7.947426,7.41549,346.838664,0.994045,2035.515853,1360.811981,2036.015853,2735.688019,11.046008,-16.330764,194163.2466,815.104789,238.206485,7647.398438,618.040809,1568.402357,4.767807,7.769753,7.855578,7.683928,323.904228,0.994783,1556.181625,3068.593868,1556.681625,1027.906132,11.042509,-16.515987,929152.8933,1122.530605,827.730566,27117.16016,2957.585517,1590.097444,5.313516,7.851885,8.076321,7.62745,342.118463,0.995045
22,cpt1m013-fa14-20190616-0095-e91.fits,22,0,58651.25072,2458651.251,2458651.251,60.068,1.169764,5.93596,10,21,32,0.090212,0.18338,0.591549,0.089296,0.643061,0.000431,0.000564,0.001148,0.000462,0.001238,209.500919,324.855826,515.507821,193.350518,519.570067,2071821.286,2024.899983,2030.205945,2060.437176,2030.705945,2036.062824,11.046012,-16.406469,186902.3587,314.159265,873.229851,214.035696,8604.548828,594.928685,1916.742244,1595,4.655014,7.502332,7.734492,7.270172,341.626456,0.994046,1514.944711,1555.297356,1515.444711,2541.202644,11.042107,-16.35227,321055.5294,931.690803,344.594503,12971.96875,1021.95149,1907.511772,4.619155,7.473912,7.735856,7.211968,337.899726,0.990463,1025.470067,1315.397248,1025.970067,2781.102752,11.038413,-16.326733,770056.8509,1106.979972,695.637564,29618.57813,2451.167086,1909.290396,4.556808,7.458431,7.724836,7.192025,344.776599,0.993151,2035.305615,1360.877712,2035.805615,2735.622288,11.046007,-16.330767,169839.6878,863.039261,196.792539,7926.59668,540.616517,1908.188882,4.594306,7.554866,7.719198,7.390533,328.434151,0.990743,1555.919887,3068.678063,1556.419887,1027.821937,11.042508,-16.515994,810869.2178,1123.356919,721.826878,26064.41602,2581.076884,1922.175467,5.041305,7.685713,7.91046,7.460965,345.640751,0.99556
23,cpt1m013-fa14-20190616-0096-e91.fits,23,0,58651.25172,2458651.252,2458651.252,60.068,1.173272,6.166327,10,21,32,0.089293,0.18191,0.593332,0.089284,0.644028,0.000326,0.000437,0.000925,0.000349,0.000995,273.774684,415.966241,641.700415,255.65877,646.952493,2532691.145,1972.364866,2030.481963,2060.371612,2030.981963,2036.128388,11.046014,-16.406469,226151.1314,314.159265,807.055359,280.217619,8507.426758,719.861409,1434.485009,1619,5.016832,7.630933,7.787976,7.47389,331.58656,0.994346,1515.242509,1555.244959,1515.742509,2541.255041,11.042109,-16.352274,389811.7847,880.407638,442.762838,13780.07324,1240.809448,1427.429873,4.808406,7.640333,7.83625,7.444417,334.312589,0.993259,1025.696441,1315.385439,1026.196441,2781.114561,11.038414,-16.326744,943134.6321,1104.613945,853.813802,31770.63477,3002.090774,1425.104474,4.844065,7.660362,7.899785,7.42094,345.78771,0.994958,2035.521249,1360.86775,2036.021249,2735.63225,11.046008,-16.330774,207593.5526,795.847353,260.845942,8054.038086,660.790801,1427.13293,4.81662,7.766412,7.850126,7.682698,322.554355,0.993161,1556.199121,3068.585583,1556.699121,1027.914417,11.04251,-16.515991,992151.1759,1123.192139,883.33166,28334.71289,3158.115279,1442.663178,5.409754,7.858436,8.058829,7.658042,342.307394,0.996092
24,cpt1m013-fa14-20190616-0097-e91.fits,24,0,58651.25277,2458651.253,2458651.253,60.072,1.177004,6.106663,10,21,32,0.090135,0.181966,0.593107,0.089179,0.644397,0.000259,0.000359,0.000783,0.000276,0.000844,347.870314,506.673661,757.746512,323.452838,763.911188,2953328.322,1932.322963,2030.366749,2060.45577,2030.866749,2036.04423,11.046012,-16.406472,266198.6057,314.159265,745.138947,357.246936,9724.070312,847.336479,1019.804612,1516,4.900473,7.706251,7.892882,7.51962,331.705199,0.992271,1515.184364,1555.302254,1515.684364,2541.197746,11.042107,-16.35227,454671.6751,839.626906,541.516324,15823.21387,1447.264892,1015.766575,4.759094,7.67538,7.868938,7.481823,334.913951,0.993807,1025.651266,1315.406722,1026.151266,2781.093278,11.038413,-16.326733,1099512.097,1105.348753,994.719625,36702.61328,3499.855704,1018.077701,4.796512,7.671286,7.940904,7.401667,345.671071,0.993599,2035.459619,1360.907202,2035.959619,2735.592798,11.046007,-16.33077,241810.9962,730.371217,331.079581,8880.051758,769.708307,1013.179763,4.641018,7.766333,7.875868,7.656799,323.998842,0.991669,1556.134691,3068.652709,1556.634691,1027.847291,11.042508,-16.515992,1157333.554,1128.565776,1025.490563,33231.81641,3683.907118,1029.982228,5.26989,7.840328,8.055923,7.624733,340.784253,0.995078
25,cpt1m013-fa14-20190616-0098-e91.fits,25,0,58651.25377,2458651.254,2458651.254,60.067,1.180616,6.502232,10,21,32,0.089841,0.182213,0.59235,0.088585,0.646084,0.000319,0.000431,0.000912,0.000342,0.000986,281.229202,422.940629,649.590853,259.34203,655.343129,2548503.31,1958.221377,2030.42823,2060.428011,2030.92823,2036.071989,11.046013,-16.406472,228959.8156,314.159265,794.90403,288.034539,7821.898926,728.801728,1371.512666,1563,5.296679,8.04931,8.287213,7.811407,337.143369,0.992846,1515.242257,1555.240726,1515.742257,2541.259274,11.042109,-16.352272,392797.2039,872.049729,450.429821,12129.2041,1250.312333,1367.952241,5.10994,7.986332,8.23561,7.737053,340.358001,0.993508,1025.694011,1315.353811,1026.194011,2781.146189,11.038414,-16.32674,948036.4683,1099.319003,862.385227,27623.97461,3017.693803,1370.404922,5.2129,7.997574,8.276446,7.718703,345.407292,0.993635,2035.504437,1360.800375,2036.004437,2735.699625,11.046007,-16.330766,207388.2077,783.709973,264.623668,7184.20752,660.137168,1369.508503,5.180525,8.002865,8.115849,7.889882,325.019818,0.993213,1556.137648,3068.645299,1556.637648,1027.854701,11.042509,-16.515989,1000281.43,1118.685228,894.158075,26178.85742,3183.994683,1378.616348,5.604453,8.188988,8.436599,7.941378,342.721384,0.994618
26,cpt1m013-fa14-20190616-0099-e91.fits,26,0,58651.25478,2458651.255,2458651.255,60.072,1.184303,6.539322,10,21,32,0.090117,0.182289,0.592482,0.088622,0.645711,0.000253,0.000353,0.00077,0.000269,0.000831,356.43901,517.112792,769.707134,329.962912,776.854669,2996535.468,1927.380166,2030.369748,2060.678049,2030.869748,2035.821951,11.046012,-16.406481,270038.589,314.159265,737.422107,366.192695,8701.879883,859.559525,971.060856,1546,5.263079,7.960196,8.163056,7.757335,342.763498,0.996183,1515.177075,1555.565292,1515.677075,2540.934708,11.042107,-16.352285,462014.6092,835.468851,553.0004,14525.03223,1470.638177,971.783306,5.112418,7.915793,8.103104,7.728483,337.884843,0.995643,1025.648619,1315.675369,1026.148619,2780.824631,11.038413,-16.326751,1114859.653,1106.042672,1007.971646,33575.54297,3548.708491,978.658817,5.112553,7.920155,8.147488,7.692823,346.411697,0.995843,2035.43196,1361.202489,2035.93196,2735.297511,11.046006,-16.330788,243940.6669,722.136079,337.804292,7892.791992,776.487259,971.65306,5.095733,7.95048,8.086261,7.814699,328.295018,0.99418,1556.158941,3068.782481,1556.658941,1027.717519,11.042508,-16.515989,1175720.539,1127.818777,1042.472925,29786.5332,3742.434709,979.596464,5.610598,8.120649,8.342567,7.898731,348.22978,0.996451
27,cpt1m013-fa14-20190616-0100-e91.fits,27,0,58651.25578,2458651.256,2458651.256,60.064,1.18808,6.393435,10,21,32,0.089686,0.182049,0.591125,0.088234,0.648519,0.000238,0.000335,0.000737,0.000253,0.000801,376.875854,542.938709,801.617905,349.080924,809.918392,3110621.024,1916.409431,2030.145323,2060.491435,2030.645323,2036.008565,11.046012,-16.406478,278978.5865,314.159265,720.009963,387.464897,9326.095703,888.016421,860.527776,1607,4.914124,7.814174,8.051532,7.576816,339.129971,0.993384,1514.935553,1555.399549,1515.435553,2541.100451,11.042107,-16.352286,479069.9881,824.23661,581.228718,15261.24902,1524.927134,863.328074,4.934877,7.789308,8.033536,7.54508,340.203273,0.993391,1025.42704,1315.513528,1025.92704,2780.986472,11.038413,-16.326752,1155639.332,1105.432376,1045.418388,36338.89453,3678.514243,869.732592,5.106413,7.794746,8.068677,7.520814,345.362313,0.993523,2035.269537,1360.949275,2035.769537,2735.550725,11.046007,-16.330782,252208.8614,705.178516,357.652503,8518.022461,802.80574,865.911089,4.985574,7.875506,8.040947,7.710065,328.132114,0.990993,1555.852329,3068.706659,1556.352329,1027.793341,11.042508,-16.515991,1223702.842,1128.716811,1084.153997,32601.32227,3895.167124,865.655804,5.486864,7.951459,8.15689,7.746028,348.637606,0.996866
28,cpt1m013-fa14-20190616-0101-e91.fits,28,0,58651.25679,2458651.257,2458651.257,60.068,1.191881,6.458664,10,21,32,0.090054,0.182035,0.592362,0.08908,0.645285,0.000247,0.000345,0.000757,0.000263,0.000817,364.065446,527.027401,782.531041,338.46597,789.407981,3048965.127,1928.081261,2030.426112,2060.505654,2030.926112,2035.994346,11.046013,-16.406468,274570.9698,314.159265,733.921043,374.115134,8915.342773,873.986541,941.495077,1567,5.264697,7.951134,8.13002,7.772247,335.496443,0.995299,1515.212991,1555.404275,1515.712991,2541.095725,11.042108,-16.352274,469545.7329,832.800293,563.815523,14938.5,1494.610488,942.021635,4.997022,7.869714,8.073,7.666429,337.661486,0.994728,1025.685461,1315.532772,1026.185461,2780.967228,11.038413,-16.326742,1134221.397,1107.658884,1023.98077,34295.94531,3610.338836,949.84011,5.167234,7.893276,8.124118,7.662434,344.728909,0.995396,2035.490538,1361.056914,2035.990538,2735.443086,11.046007,-16.33078,249386.0645,719.375041,346.670443,8083.139648,793.820498,940.088811,4.935871,7.996152,8.05712,7.935184,321.358069,0.995201,1556.130267,3068.729723,1556.630267,1027.770277,11.042508,-16.515989,1195811.933,1131.164165,1057.151535,31232.11133,3806.387604,953.857658,5.535063,8.102481,8.278789,7.926174,341.245734,0.996993
29,cpt1m013-fa14-20190616-0102-e91.fits,29,0,58651.25779,2458651.258,2458651.258,60.108,1.195759,6.391304,10,21,32,0.090284,0.181511,0.589821,0.088463,0.650441,0.00024,0.000336,0.000738,0.000255,0.000805,376.115002,539.859078,799.177769,346.680699,807.770938,3126647.449,1932.73081,2030.206248,2060.55011,2030.706248,2035.94989,11.046013,-16.406472,282286.7102,314.159265,729.966608,386.711813,9384.000977,898.546506,902.041452,1557,5.04476,7.906517,8.054963,7.758072,337.029701,0.997086,1514.972967,1555.423195,1515.472967,2541.076805,11.042107,-16.352273,480335.9187,831.475057,577.691314,15315.27637,1528.956716,910.206583,4.805016,7.829742,8.043643,7.61584,341.751675,0.995387,1025.431434,1315.515968,1025.931434,2780.984032,11.038413,-16.326734,1159981.14,1112.603207,1042.582956,35653.85938,3692.334648,913.741363,5.119628,7.887667,8.12687,7.648465,345.995123,0.995289,2035.291512,1360.981733,2035.791512,2735.518267,11.046007,-16.330768,254114.0429,715.577478,355.117441,8435.412109,808.870121,909.630121,5.060583,7.964745,8.059658,7.869832,324.815022,0.994968,1555.880049,3068.705611,1556.380049,1027.794389,11.042507,-16.515987,1232216.347,1137.611793,1083.160666,32537.48633,3922.266452,904.716214,5.467869,8.034341,8.217797,7.850885,349.885111,0.997634
