Label,Saturated,J.D.-2400000,JD_UTC,BJD_TDB,AIRMASS,EXPTIME,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_T2,rel_flux_T3,rel_flux_T4,rel_flux_T5,rel_flux_C6,rel_flux_C7,rel_flux_C8,rel_flux_C9,rel_flux_err_T1,rel_flux_err_T2,rel_flux_err_T3,rel_flux_err_T4,rel_flux_err_T5,rel_flux_err_C6,rel_flux_err_C7,rel_flux_err_C8,rel_flux_err_C9,rel_flux_SNR_T1,rel_flux_SNR_T2,rel_flux_SNR_T3,rel_flux_SNR_T4,rel_flux_SNR_T5,rel_flux_SNR_C6,rel_flux_SNR_C7,rel_flux_SNR_C8,rel_flux_SNR_C9,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_T2,Y(IJ)_T2,X(FITS)_T2,Y(FITS)_T2,RA_T2,DEC_T2,Source-Sky_T2,Source_Error_T2,Source_SNR_T2,Peak_T2,Mean_T2,Sky/Pixel_T2,FWHM_T2,Width_T2,X-Width_T2,Y-Width_T2,Angle_T2,Roundness_T2,X(IJ)_T3,Y(IJ)_T3,X(FITS)_T3,Y(FITS)_T3,RA_T3,DEC_T3,Source-Sky_T3,Source_Error_T3,Source_SNR_T3,Peak_T3,Mean_T3,Sky/Pixel_T3,FWHM_T3,Width_T3,X-Width_T3,Y-Width_T3,Angle_T3,Roundness_T3,X(IJ)_T4,Y(IJ)_T4,X(FITS)_T4,Y(FITS)_T4,RA_T4,DEC_T4,Source-Sky_T4,Source_Error_T4,Source_SNR_T4,Peak_T4,Mean_T4,Sky/Pixel_T4,FWHM_T4,Width_T4,X-Width_T4,Y-Width_T4,Angle_T4,Roundness_T4,X(IJ)_T5,Y(IJ)_T5,X(FITS)_T5,Y(FITS)_T5,RA_T5,DEC_T5,Source-Sky_T5,Source_Error_T5,Source_SNR_T5,Peak_T5,Mean_T5,Sky/Pixel_T5,FWHM_T5,Width_T5,X-Width_T5,Y-Width_T5,Angle_T5,Roundness_T5,X(IJ)_C6,Y(IJ)_C6,X(FITS)_C6,Y(FITS)_C6,RA_C6,DEC_C6,Source-Sky_C6,Source_Error_C6,Source_SNR_C6,Peak_C6,Mean_C6,Sky/Pixel_C6,FWHM_C6,Width_C6,X-Width_C6,Y-Width_C6,Angle_C6,Roundness_C6,X(IJ)_C7,Y(IJ)_C7,X(FITS)_C7,Y(FITS)_C7,RA_C7,DEC_C7,Source-Sky_C7,Source_Error_C7,Source_SNR_C7,Peak_C7,Mean_C7,Sky/Pixel_C7,FWHM_C7,Width_C7,X-Width_C7,Y-Width_C7,Angle_C7,Roundness_C7,X(IJ)_C8,Y(IJ)_C8,X(FITS)_C8,Y(FITS)_C8,RA_C8,DEC_C8,Source-Sky_C8,Source_Error_C8,Source_SNR_C8,Peak_C8,Mean_C8,Sky/Pixel_C8,FWHM_C8,Width_C8,X-Width_C8,Y-Width_C8,Angle_C8,Roundness_C8,X(IJ)_C9,Y(IJ)_C9,X(FITS)_C9,Y(FITS)_C9,RA_C9,DEC_C9,Source-Sky_C9,Source_Error_C9,Source_SNR_C9,Peak_C9,Mean_C9,Sky/Pixel_C9,FWHM_C9,Width_C9,X-Width_C9,Y-Width_C9,Angle_C9,Roundness_C9
elp1m008-fa05-20201224-0367-e91.fits,0,59208.86567,2459208.866,2459208.868909,1.595348,59.984,32.332583,35,62,93,0.042935,0.372728,0.02422,0.017458,0.007167,2.848367,0.090243,0.102222,0.092104,0.000203,0.000344,0.000197,0.000194,0.000192,0.004313,0.000238,0.000245,0.00024,211.153291,1082.155049,122.926182,89.817312,37.294397,660.352012,379.843752,416.890491,384.427495,8137995.884,4201.350739,2028.852944,1821.625516,2029.352944,2274.874484,11.607538,75.567448,349400.9972,3848.451001,1644.865515,212.419188,1204.217407,90.790034,472.544449,12902,32.176384,33.04399,34.832007,31.255972,347.469879,0.985811,2324.368561,2021.614384,2324.868561,2074.885616,11.599088,75.545233,3033256.127,2324.747879,1304.767779,5080.74707,788.175847,475.614573,34.467787,33.454314,35.213796,31.694833,340.789906,0.982074,2120.97676,1982.928421,2121.47676,2113.571579,11.60495,75.549817,197100.4908,1600.17321,123.174472,773.822571,51.215539,471.700531,11.633528,44.733607,42.717567,46.749648,50.831939,0.802032,2287.730577,2144.546132,2288.230577,1951.953868,11.600213,75.531998,142076.9387,1580.14209,89.914027,780.863464,36.917954,470.639127,30.936379,33.852954,34.141903,33.564006,327.775752,0.998434,2116.568186,1883.853884,2117.068186,2212.646116,11.605029,75.560551,58324.30899,1563.599437,37.301311,639.004456,15.155269,472.629043,28.589942,30.549871,36.409872,24.68987,349.16103,0.841451,2807.463798,1158.277742,2807.963798,2938.222258,11.584563,75.637621,6023333.643,2904.527565,2073.773964,12857.95215,1565.131956,480.451055,30.971777,33.345678,34.648513,32.042842,339.509524,0.989319,2611.656748,2512.716191,2612.156748,1583.783809,11.591076,75.491455,673605.33,1739.468737,387.247736,2007.88562,175.032846,471.304214,29.978349,33.055562,35.030305,31.080819,346.484347,0.982136,2138.623231,2828.141191,2139.123231,1268.358809,11.604861,75.458279,754731.6469,1767.966364,426.892537,2131.256348,196.113098,473.809612,29.327014,32.915487,35.220253,30.61072,350.979555,0.978519,1283.987112,2347.450848,1284.487112,1749.049152,11.629277,75.511629,686325.265,1750.317429,392.114741,1951.871582,178.338055,475.718163,30.5733,33.271458,35.257908,31.285007,356.161936,0.985585
elp1m008-fa05-20201224-0368-e91.fits,0,59208.86668,2459208.867,2459208.869919,1.592587,59.98,33.757075,35,62,93,0.042665,0.372988,0.023409,0.017212,0.0069,2.86206,0.089332,0.102741,0.09141,0.000204,0.000345,0.000197,0.000195,0.000193,0.004351,0.000237,0.000246,0.00024,209.311873,1081.034126,118.808691,88.416434,35.767612,657.749744,376.171592,418.310679,381.597616,8113074.141,4193.085839,2029.025539,1821.636321,2029.525539,2274.863679,11.607521,75.567371,346141.3361,3848.451001,1644.006067,210.547481,1184.743286,89.943028,471.176604,12982,33.343438,33.416432,36.075917,30.756946,354.282068,0.973958,2324.317251,2021.608104,2324.817251,2074.891896,11.599076,75.545177,3026080.952,2321.588621,1303.452698,5178.671875,786.311415,475.138101,34.14565,33.953086,35.959092,31.94708,343.853656,0.980596,2120.335221,1980.044784,2120.835221,2116.455216,11.604954,75.550061,189915.5081,1595.482067,119.033308,800.230469,49.348558,471.168735,19.187113,43.669908,42.599585,44.740232,48.651412,0.851468,2287.755185,2144.604792,2288.255185,1951.895208,11.600197,75.531934,139642.5137,1577.72298,88.508893,768.645325,36.285382,470.354423,31.161205,34.386745,35.550228,33.223262,351.916603,0.995047,2115.939502,1883.058272,2116.439502,2213.441728,11.605034,75.560568,55982.99541,1564.919372,35.773725,659.015747,14.546891,472.220831,30.905126,29.439081,34.70846,24.169701,347.27278,0.852418,2807.392614,1158.142496,2807.892614,2938.357504,11.584566,75.637597,6012362.643,2899.684182,2073.454302,13079.81836,1562.281199,479.37357,30.923743,33.911725,35.534536,32.288914,343.581362,0.987084,2611.545175,2512.646391,2612.045175,1583.853609,11.591059,75.491428,665323.965,1735.49022,383.363708,1915.073608,172.880976,470.350524,30.662535,33.427103,35.898277,30.955928,350.489503,0.975806,2138.398487,2828.061807,2138.898487,1268.438193,11.604841,75.458229,755887.6819,1764.232084,428.451386,2081.490723,196.413487,472.260496,30.566291,33.576587,36.095764,31.05741,352.182524,0.975991,1284.055051,2347.411319,1284.555051,1749.088681,11.629253,75.511521,679499.8518,1746.24149,389.121353,1975.075317,176.564507,474.904314,30.585993,33.686694,36.122424,31.250963,357.424801,0.979137
elp1m008-fa05-20201224-0369-e91.fits,0,59208.86769,2459208.868,2459208.870922,1.589878,60.019,34.189087,35,62,93,0.042851,0.371458,0.023888,0.017003,0.006605,2.847864,0.090243,0.102392,0.091977,0.000203,0.000343,0.000196,0.000193,0.000191,0.004298,0.000237,0.000244,0.000239,211.387874,1082.702141,122.093078,87.933011,34.519683,662.563815,380.854269,419.307925,385.048019,8142397.184,4191.223936,2028.632061,1821.294191,2029.132061,2275.205809,11.607526,75.567372,348913.306,3848.451001,1640.783133,212.650471,1119.481323,90.66331,468.438005,12727,34.204763,33.729721,35.880328,31.579114,350.208808,0.981829,2323.810493,2021.346448,2324.310493,2075.153552,11.599085,75.54516,3024561.289,2319.479036,1303.983025,5202.16748,785.916538,471.308581,35.370788,33.99132,35.77908,32.203561,342.318601,0.983454,2120.716685,1982.579649,2121.216685,2113.920351,11.604938,75.549744,194505.4248,1589.942146,122.334907,801.043823,50.541224,467.67301,14.713125,44.437728,42.112456,46.762999,52.128501,0.820403,2287.305745,2144.298181,2287.805745,1952.201819,11.600204,75.53192,138441.8971,1572.788302,88.023224,791.287476,35.973408,466.797958,31.875323,34.226839,35.346209,33.107469,339.486164,0.992498,2115.276161,1882.96657,2115.776161,2213.53343,11.605047,75.560539,53780.57557,1557.72242,34.525134,654.934998,13.974603,469.140274,32.23642,29.906096,35.778612,24.03358,346.652708,0.820848,2806.891782,1157.882163,2807.391782,2938.617837,11.584567,75.637584,6026314.96,2898.639668,2079.014866,13257.10449,1565.906636,474.969969,31.441823,33.879722,35.261933,32.497512,342.047328,0.989886,2610.841509,2512.251104,2611.341509,1584.248896,11.591075,75.491411,673969.691,1735.816521,388.272426,2959.336914,175.127523,467.571321,31.42323,33.455078,35.591656,31.318501,349.158432,0.98126,2138.083941,2827.89459,2138.583941,1268.60541,11.604849,75.458192,756280.9893,1761.098716,429.437023,2269.483154,196.515686,468.983936,31.202148,33.448311,35.87278,31.023842,351.790724,0.977398,1283.405543,2347.077581,1283.905543,1749.422419,11.629273,75.511528,685831.5443,1746.344316,392.724125,1911.518799,178.209764,471.546485,31.477093,33.905461,36.031246,31.779676,357.243147,0.984254
elp1m008-fa05-20201224-0370-e91.fits,0,59208.86869,2459208.869,2459208.871925,1.58719,59.979,38.372089,35,62,93,0.043337,0.372628,0.023963,0.017196,0.006777,2.856832,0.089273,0.102741,0.091888,0.000203,0.000344,0.000196,0.000193,0.000191,0.004312,0.000236,0.000244,0.000238,213.754887,1084.426719,122.537624,89.067803,35.498598,662.556897,378.569268,421.0601,385.472785,8131850.292,4181.802619,2028.559643,1821.338243,2029.059643,2275.161757,11.60752,75.567389,352409.2294,3848.451001,1638.669668,215.058127,1209.395752,91.571707,466.093235,12966,33.874655,33.78723,36.106043,31.468418,351.300087,0.979503,2323.870766,2021.583269,2324.370766,2074.916731,11.599076,75.545149,3030156.528,2319.407706,1306.435483,5183.036133,787.370432,469.474512,34.800075,34.017747,35.960069,32.075425,344.805235,0.982588,2122.557753,1985.588107,2123.057753,2110.911893,11.604879,75.549435,194859.9238,1587.044451,122.781642,774.644226,50.633339,465.114331,56.944762,45.157266,42.218477,48.096055,53.384159,0.798177,2287.283052,2144.137382,2287.783052,1952.362618,11.600198,75.531953,139832.6662,1568.309816,89.161379,790.82959,36.334792,464.789798,30.911271,34.544122,35.289051,33.799194,336.314778,0.995948,2115.75569,1882.870369,2116.25569,2213.629631,11.605025,75.560569,55107.16541,1552.117132,35.504515,653.001221,14.319311,467.05485,30.08806,29.704418,35.760653,23.648184,345.227066,0.797489,2806.983795,1158.062412,2807.483795,2938.437588,11.584551,75.637572,6023422.712,2896.293993,2079.700033,13629.19336,1565.1551,472.609389,31.694812,33.933794,35.445322,32.422265,345.03438,0.989474,2611.211576,2512.542928,2611.711576,1583.957072,11.591059,75.491384,666458.9377,1727.32604,385.832739,1973.467773,173.175893,465.049035,30.422392,33.600529,35.953522,31.247535,351.403739,0.978715,2138.006683,2827.932136,2138.506683,1268.567864,11.604849,75.458203,757630.9857,1756.59045,431.307699,2263.374756,196.866476,466.617024,30.850668,33.495828,36.019331,30.972325,353.726486,0.976441,1283.471367,2347.409229,1283.971367,1749.090771,11.629267,75.511529,684337.6559,1740.600182,393.161889,2020.948486,177.821585,469.859575,31.573022,33.895349,36.242106,31.548591,359.078312,0.980989
elp1m008-fa05-20201224-0371-e91.fits,0,59208.86971,2459208.87,2459208.872943,1.584476,60.016,34.732066,35,62,93,0.042816,0.372476,0.023588,0.017065,0.007224,2.853366,0.089956,0.102625,0.091593,0.000202,0.000343,0.000195,0.000191,0.000191,0.004294,0.000236,0.000243,0.000238,212.324718,1086.113081,120.896487,89.166643,37.91002,664.487971,381.625976,421.716363,385.521844,8132953.047,4176.282864,2029.069965,1822.092403,2029.569965,2274.407597,11.607522,75.567394,348216.6248,3848.451001,1630.242379,213.598069,1112.915283,90.482281,462.425177,12892,33.40967,33.952242,36.127775,31.776709,350.826811,0.98192,2324.328783,2022.129278,2324.828783,2074.370722,11.599079,75.545191,3029325.867,2315.069784,1308.524645,5077.574219,787.154589,465.756689,34.552314,34.063605,35.945049,32.182161,342.763775,0.982154,2120.172716,1981.783703,2120.672716,2114.716297,11.604962,75.549945,191840.4691,1583.755177,121.130129,760.567566,49.848749,462.139121,17.713066,44.199423,42.589943,45.808902,50.19166,0.837153,2288.068945,2144.970581,2288.568945,1951.529419,11.600191,75.531965,138789.0706,1554.880914,89.260257,802.24176,36.063619,461.477222,31.362525,33.943575,35.170434,32.716716,345.098728,0.993078,2115.373359,1883.512562,2115.873359,2212.987438,11.605053,75.560592,58750.50628,1549.441879,37.917206,630.966248,15.266014,463.006095,33.43321,31.853337,37.191769,26.514905,344.525924,0.855485,2807.328443,1158.665699,2807.828443,2937.834301,11.584569,75.637605,6022342.954,2895.168608,2080.135485,12820.21289,1564.874531,470.246162,31.460415,34.008731,35.559266,32.458195,343.333705,0.988138,2611.602775,2513.255583,2612.102775,1583.244417,11.591062,75.491429,671230.0966,1725.273562,389.057197,1904.209229,174.415654,461.194965,30.645638,33.813173,36.002216,31.624131,349.234365,0.980787,2138.517495,2828.6783,2139.017495,1267.8217,11.604842,75.458235,756962.9577,1752.289879,431.985008,2175.025635,196.692892,463.349595,30.694871,33.604858,36.110759,31.098956,352.719764,0.976519,1283.912783,2347.710468,1284.412783,1748.789532,11.629261,75.51157,682417.0385,1735.583075,393.191803,1929.668579,177.322522,466.137346,30.944796,33.900561,36.121779,31.679342,356.84313,0.982766
elp1m008-fa05-20201224-0372-e91.fits,0,59208.87071,2459208.871,2459208.873946,1.581825,60.011,35.44695,35,62,93,0.043154,0.3724,0.023488,0.017037,0.006858,2.846879,0.089902,0.10271,0.092086,0.000202,0.000344,0.000196,0.000193,0.000191,0.00429,0.000236,0.000244,0.000238,213.147034,1083.994736,120.132631,88.244072,35.897932,663.66373,380.276786,420.614648,386.519099,8117418.292,4176.890304,2028.962119,1821.692635,2029.462119,2274.807365,11.607532,75.567394,350296.5659,3848.451001,1633.535922,214.440687,1054.729004,91.022743,463.366883,13020,34.31471,34.135155,36.309483,31.960828,351.943384,0.982558,2324.145143,2021.552987,2324.645143,2074.947013,11.599089,75.545193,3022928.632,2314.585633,1306.034475,4790.558594,785.492301,467.30488,35.776431,34.364605,36.250996,32.478213,343.610148,0.983051,2120.206558,1979.240632,2120.706558,2117.259368,11.604966,75.550167,190663.9664,1584.077028,120.362813,758.346558,49.543041,463.332117,22.14966,43.478958,42.478038,44.479877,48.524347,0.859376,2288.453433,2144.097218,2288.953433,1952.402782,11.600186,75.531993,138294.047,1565.56021,88.335183,736.209473,35.93499,462.607002,31.86144,35.002686,35.901479,34.103893,340.091381,0.995535,2115.934366,1883.053424,2116.434366,2213.446576,11.605043,75.560592,55671.15735,1550.553339,35.904058,630.280701,14.465861,464.567588,31.351993,31.331642,35.819034,26.844251,356.448397,0.919991,2807.283558,1158.159735,2807.783558,2938.340265,11.584562,75.637625,6007287.418,2893.057461,2076.449396,11949.36328,1560.962428,472.182761,32.323791,34.252734,35.758772,32.746696,344.155806,0.989361,2611.503961,2512.559309,2612.003961,1583.940691,11.591069,75.491413,669578.1638,1727.251606,387.655256,1772.08313,173.986407,462.169477,32.051402,34.021686,36.32781,31.715561,350.776789,0.979763,2138.284248,2828.017055,2138.784248,1268.482945,11.604862,75.458214,756079.5483,1754.895759,430.840148,1968.756714,196.463343,464.169529,31.941864,34.004733,36.504546,31.50492,353.670063,0.977536,1283.799508,2347.253979,1284.299508,1749.246021,11.629284,75.511573,684473.1616,1735.964834,394.289762,1739.418579,177.856795,467.046837,32.519189,34.272141,36.513293,32.030988,357.516918,0.982912
elp1m008-fa05-20201224-0373-e91.fits,0,59208.87171,2459208.872,2459208.874947,1.579216,59.983,36.315856,35,62,93,0.042775,0.371981,0.023348,0.017154,0.006992,2.849268,0.089539,0.102541,0.092424,0.000203,0.000343,0.000196,0.000193,0.000191,0.004299,0.000236,0.000244,0.000239,211.146857,1083.188722,119.24549,88.663855,36.526369,662.780254,378.956958,420.171137,386.546637,8127357.4,4183.426571,2028.61301,1821.95096,2029.11301,2274.54904,11.607531,75.567378,347650.427,3848.451001,1636.733103,212.405081,1144.182373,90.335157,465.868945,12719,33.319287,34.022436,36.404198,31.640674,354.262282,0.979788,2323.906482,2021.849085,2324.406482,2074.650915,11.599084,75.545181,3023226.579,2316.958563,1304.825484,5059.202148,785.569721,469.5207,34.718072,34.380218,36.354982,32.405454,345.408404,0.9828,2119.933384,1981.693005,2120.433384,2114.806995,11.604964,75.549917,189761.3343,1588.349697,119.470753,774.713196,49.308497,465.411223,NaN,43.847792,41.893453,45.80213,51.344906,0.835983,2287.795199,2144.89525,2288.295199,1951.60475,11.600193,75.531929,139418.6715,1570.802462,88.756336,778.498047,36.227218,464.47154,30.421212,34.86941,36.589386,33.149434,345.86997,0.987516,2114.539732,1883.270771,2115.039732,2213.229229,11.605072,75.560584,56830.53516,1555.601924,36.532826,655.097412,14.767119,466.875446,32.605676,29.945411,36.016865,23.873958,347.778023,0.816954,2807.03105,1158.390173,2807.53105,2938.109827,11.584565,75.637617,6015954.016,2895.759738,2077.504545,13214.90332,1563.214399,473.030361,31.1679,34.333238,35.935842,32.730634,345.818393,0.988793,2611.285687,2512.931948,2611.785687,1583.568052,11.591063,75.491407,667910.3366,1729.177971,386.258874,1854.91748,173.553031,464.987776,30.633448,34.055553,36.482449,31.628656,352.147362,0.978301,2138.117972,2828.245217,2138.617972,1268.254783,11.60485,75.458219,755879.9467,1756.345655,430.370835,2115.267822,196.411477,466.515999,30.8983,33.869673,36.519526,31.21982,355.547763,0.975219,1283.573709,2347.517994,1284.073709,1748.982006,11.629273,75.511548,687613.1005,1743.796691,394.319535,2206.404541,178.672692,469.348486,31.315999,34.080012,36.598969,31.561056,359.688882,0.978382
elp1m008-fa05-20201224-0374-e91.fits,0,59208.87272,2459208.873,2459208.875952,1.576613,59.992,30.850038,35,62,93,0.042861,0.372404,0.024169,0.017151,0.006861,2.855374,0.089919,0.102355,0.091734,0.000202,0.000343,0.000195,0.000193,0.000191,0.004304,0.000236,0.000244,0.000238,212.389656,1085.611769,123.723641,88.903671,35.982557,663.347398,380.819059,419.773127,386.047271,8142853.295,4184.547037,2028.671296,1821.354477,2029.171296,2275.145523,11.607519,75.567416,349007.7623,3848.451001,1633.425691,213.66614,1160.368286,90.687854,465.084276,12914,32.662881,33.684106,35.728378,31.639834,350.654164,0.983701,2323.740029,2021.431278,2324.240029,2075.068722,11.599082,75.545209,3032430.903,2318.200124,1308.097119,5155.748535,787.961417,468.846563,34.220839,33.66081,35.323764,31.997857,342.860672,0.985771,2121.516552,1984.175262,2122.016552,2112.324738,11.60491,75.549626,196801.7649,1587.43774,123.974478,768.204407,51.137916,464.327532,14.428527,44.931866,42.27789,47.585843,52.657129,0.801326,2287.4458,2144.525477,2287.9458,1951.974523,11.600195,75.531956,139659.7799,1569.270953,88.9966,764.566589,36.289868,463.800752,29.647526,33.826139,34.390182,33.262096,331.023398,0.996052,2115.202382,1882.599761,2115.702382,2213.900239,11.605043,75.560632,55865.52336,1552.306902,35.98871,661.912903,14.516366,465.524155,8.967777,28.829852,34.033887,23.625817,343.433414,0.825684,2806.875777,1158.024456,2807.375777,2938.475544,11.584567,75.637609,6030774.525,2898.872856,2080.386007,13659.80859,1567.065431,472.817436,30.803996,33.527071,34.803738,32.250404,342.40362,0.991341,2611.037615,2512.495461,2611.537615,1584.004539,11.591065,75.491456,671789.5111,1730.479145,388.210117,1960.01062,174.561015,464.30831,30.247164,33.253604,35.280857,31.226351,348.521586,0.982596,2137.802148,2827.940702,2138.302148,1268.559298,11.60485,75.458263,756075.0755,1758.72198,429.900282,2157.00708,196.462181,465.966214,29.409668,33.006663,35.379025,30.6343,353.042724,0.978292,1283.417598,2347.008678,1283.917598,1749.491322,11.62926,75.511594,684214.1835,1737.615893,393.766071,1939.301514,177.789501,467.37364,30.946112,33.440278,35.538689,31.341867,356.562566,0.984145
elp1m008-fa05-20201224-0375-e91.fits,0,59208.87372,2459208.874,2459208.876952,1.57404,60.027,29.438002,35,62,93,0.042884,0.373014,0.0243,0.016877,0.006927,2.849753,0.089571,0.102627,0.092268,0.000202,0.000343,0.000195,0.000192,0.000191,0.004277,0.000235,0.000243,0.000238,212.800754,1088.640114,124.707322,87.765147,36.33386,666.314153,381.137656,422.710242,388.475891,8138963.584,4172.766861,2028.441728,1821.472745,2028.941728,2275.027255,11.607528,75.567388,349034.1846,3848.451001,1630.401595,214.078657,1119.623535,90.69472,461.274866,12937,33.371695,33.167206,34.879856,31.454557,348.60112,0.987517,2323.767114,2021.574863,2324.267114,2074.925137,11.599087,75.545191,3035943.992,2313.96467,1312.009656,5215.403809,788.874275,465.211125,34.336125,33.419354,35.024051,31.814657,340.855314,0.985098,2120.119563,1982.513236,2120.619563,2113.986764,11.604953,75.549802,197778.8472,1582.699282,124.962998,793.286621,51.391806,461.31144,10.120885,44.445862,42.580346,46.311377,50.33137,0.794887,2287.635198,2144.484146,2288.135198,1952.015854,11.600195,75.531964,137364.404,1563.550903,87.85413,753.885742,35.693427,460.354274,30.891138,33.554053,34.287437,32.820669,336.05765,0.995755,2114.913857,1883.480231,2115.413857,2213.019769,11.605056,75.560526,56378.78628,1551.417959,36.340166,671.816772,14.649735,462.523967,1.434554,28.344201,33.38227,23.306133,355.61512,0.878421,2806.825458,1158.10323,2807.325458,2938.39677,11.584584,75.637563,6024811.348,2894.139614,2081.727958,13566.55469,1565.51593,469.286591,30.818664,33.287253,34.463705,32.110802,340.100396,0.991557,2610.999295,2512.569202,2611.499295,1583.930798,11.591074,75.491473,669086.9543,1722.172144,388.5134,1918.643921,173.858769,460.776045,30.6778,32.916505,34.903526,30.929483,347.476969,0.98237,2137.935138,2827.944514,2138.435138,1268.555486,11.604847,75.458297,757536.3968,1749.412566,433.023297,2125.240723,196.841897,462.709984,30.628934,32.838672,35.124434,30.552911,352.329984,0.979362,1283.385985,2347.281214,1283.885985,1749.218786,11.629253,75.511567,687528.8848,1734.825049,396.310213,1952.365479,178.650809,464.959869,31.812189,33.393455,35.290949,31.49596,356.653527,0.986991
elp1m008-fa05-20201224-0376-e91.fits,0,59208.87472,2459208.875,2459208.877955,1.57149,59.987,32.86339,35,62,93,0.042854,0.372661,0.023922,0.016764,0.006898,2.867164,0.089325,0.102331,0.091412,0.0002,0.000342,0.000194,0.000191,0.000189,0.004305,0.000234,0.000242,0.000236,214.323159,1090.277933,123.272877,87.795615,36.554741,666.036827,381.251728,422.871077,387.460812,8138478.793,4162.870504,2028.287546,1821.883465,2028.787546,2274.616535,11.607536,75.56744,348766.8184,3848.451001,1617.486041,215.622769,1113.585205,90.625246,455.103995,12851,32.772665,33.13222,34.899564,31.364876,345.546249,0.985232,2323.693743,2021.840955,2324.193743,2074.659045,11.599085,75.545239,3032890.677,2309.011649,1313.501679,5239.735352,788.080887,459.369483,34.753158,33.492654,35.055295,31.930014,340.116198,0.985326,2120.40956,1983.867748,2120.90956,2112.632252,11.604946,75.549735,194688.0345,1576.183059,123.51867,758.538025,50.588674,455.349228,12.162113,44.930388,42.63045,47.230326,51.449056,0.790743,2287.480383,2144.423664,2287.980383,1952.076336,11.600196,75.532036,136432.181,1552.407135,87.884279,785.153625,35.451193,455.025994,30.854435,33.821377,35.074018,32.568736,343.851382,0.992342,2114.847168,1883.395217,2115.347168,2213.104783,11.605059,75.560625,56141.66952,1535.556065,36.561133,641.184448,14.588121,456.327802,31.262714,29.63087,34.128999,25.132741,344.53685,0.880314,2806.808416,1158.423001,2807.308416,2938.076999,11.584568,75.637683,6033970.647,2891.846921,2086.545662,13708.06348,1567.895926,463.523153,31.440184,33.2684,34.391297,32.145504,338.570009,0.991538,2611.002845,2513.033619,2611.502845,1583.466381,11.591064,75.491452,667356.9931,1717.349633,388.597045,1928.136475,173.409248,455.468973,31.273823,33.074759,34.965056,31.184462,348.196022,0.98454,2137.735407,2828.314682,2138.235407,1268.185318,11.604854,75.45826,755508.1674,1744.243762,433.143683,2149.291748,196.314872,456.58876,30.841757,32.825332,35.060563,30.590101,352.064669,0.980138,1283.276418,2347.600407,1283.776418,1748.899593,11.629278,75.511581,681642.9856,1724.829312,395.194458,1900.966553,177.121389,458.509333,30.971656,33.187297,35.005287,31.369307,356.611424,0.9879
elp1m008-fa05-20201224-0377-e91.fits,0,59208.87572,2459208.876,2459208.878959,1.568946,59.98,33.296182,35,62,93,0.042805,0.372519,0.023831,0.01695,0.006695,2.857181,0.08967,0.102589,0.09161,0.0002,0.000341,0.000193,0.000191,0.000188,0.004275,0.000234,0.000242,0.000236,213.978306,1090.900294,123.233069,88.820862,35.539979,668.282109,383.162156,424.435833,388.360516,8128089.449,4153.816592,2028.58541,1822.087348,2029.08541,2274.412652,11.607507,75.567273,347925.687,3848.451001,1616.234827,215.269267,1096.456299,90.406682,453.464667,12882,33.47407,33.508675,35.786104,31.231247,355.267692,0.981184,2323.865745,2021.755265,2324.365745,2074.744735,11.599065,75.545118,3027869.434,2304.216,1314.056249,5254.544922,786.776143,457.668498,34.674985,33.980108,35.847128,32.113088,343.613313,0.983022,2120.403824,1983.719637,2120.903824,2112.780363,11.604927,75.549619,193701.8689,1568.71334,123.47818,764.832581,50.332424,453.271745,14.27427,44.538476,42.148938,46.928013,52.151448,0.812432,2287.926907,2144.725964,2288.426907,1951.774036,11.600167,75.531881,137768.1406,1549.479888,88.912506,754.718262,35.798336,452.981236,30.719307,34.036734,35.261247,32.812221,348.948874,0.993985,2115.598838,1883.007871,2116.098838,2213.492129,11.605018,75.560526,54418.81811,1530.94747,35.545843,649.308777,14.140447,454.377214,29.864989,28.091293,34.370699,21.811887,345.063108,0.758877,2807.076176,1158.487398,2807.576176,2938.012602,11.584554,75.637488,6020827.662,2886.488442,2085.865848,12861.62793,1564.48079,460.832349,31.188591,33.852711,35.42323,32.282192,344.592481,0.988378,2611.230375,2512.848502,2611.730375,1583.651498,11.591047,75.491377,668868.8398,1712.352467,390.613996,1919.481201,173.802093,453.05399,30.782507,33.547745,35.90838,31.18711,349.436408,0.977461,2138.055108,2828.1691,2138.555108,1268.3309,11.604825,75.4582,756266.7059,1739.286067,434.814445,2081.658936,196.511975,454.755024,30.621019,33.428922,35.881339,30.976505,353.796637,0.977671,1283.445642,2347.528859,1283.945642,1748.971141,11.629238,75.511479,682126.242,1721.949406,396.136053,1956.454468,177.24696,456.681103,31.202513,33.84842,36.171835,31.525006,359.228439,0.981316
