Label,Saturated,J.D.-2400000,JD_UTC,BJD_TDB,AIRMASS,EXPTIME,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_T2,rel_flux_T3,rel_flux_T4,rel_flux_T5,rel_flux_T6,rel_flux_C7,rel_flux_C8,rel_flux_C9,rel_flux_err_T1,rel_flux_err_T2,rel_flux_err_T3,rel_flux_err_T4,rel_flux_err_T5,rel_flux_err_T6,rel_flux_err_C7,rel_flux_err_C8,rel_flux_err_C9,rel_flux_SNR_T1,rel_flux_SNR_T2,rel_flux_SNR_T3,rel_flux_SNR_T4,rel_flux_SNR_T5,rel_flux_SNR_T6,rel_flux_SNR_C7,rel_flux_SNR_C8,rel_flux_SNR_C9,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_T2,Y(IJ)_T2,X(FITS)_T2,Y(FITS)_T2,RA_T2,DEC_T2,Source-Sky_T2,Source_Error_T2,Source_SNR_T2,Peak_T2,Mean_T2,Sky/Pixel_T2,FWHM_T2,Width_T2,X-Width_T2,Y-Width_T2,Angle_T2,Roundness_T2,X(IJ)_T3,Y(IJ)_T3,X(FITS)_T3,Y(FITS)_T3,RA_T3,DEC_T3,Source-Sky_T3,Source_Error_T3,Source_SNR_T3,Peak_T3,Mean_T3,Sky/Pixel_T3,FWHM_T3,Width_T3,X-Width_T3,Y-Width_T3,Angle_T3,Roundness_T3,X(IJ)_T4,Y(IJ)_T4,X(FITS)_T4,Y(FITS)_T4,RA_T4,DEC_T4,Source-Sky_T4,Source_Error_T4,Source_SNR_T4,Peak_T4,Mean_T4,Sky/Pixel_T4,FWHM_T4,Width_T4,X-Width_T4,Y-Width_T4,Angle_T4,Roundness_T4,X(IJ)_T5,Y(IJ)_T5,X(FITS)_T5,Y(FITS)_T5,RA_T5,DEC_T5,Source-Sky_T5,Source_Error_T5,Source_SNR_T5,Peak_T5,Mean_T5,Sky/Pixel_T5,FWHM_T5,Width_T5,X-Width_T5,Y-Width_T5,Angle_T5,Roundness_T5,X(IJ)_T6,Y(IJ)_T6,X(FITS)_T6,Y(FITS)_T6,RA_T6,DEC_T6,Source-Sky_T6,Source_Error_T6,Source_SNR_T6,Peak_T6,Mean_T6,Sky/Pixel_T6,FWHM_T6,Width_T6,X-Width_T6,Y-Width_T6,Angle_T6,Roundness_T6,X(IJ)_C7,Y(IJ)_C7,X(FITS)_C7,Y(FITS)_C7,RA_C7,DEC_C7,Source-Sky_C7,Source_Error_C7,Source_SNR_C7,Peak_C7,Mean_C7,Sky/Pixel_C7,FWHM_C7,Width_C7,X-Width_C7,Y-Width_C7,Angle_C7,Roundness_C7,X(IJ)_C8,Y(IJ)_C8,X(FITS)_C8,Y(FITS)_C8,RA_C8,DEC_C8,Source-Sky_C8,Source_Error_C8,Source_SNR_C8,Peak_C8,Mean_C8,Sky/Pixel_C8,FWHM_C8,Width_C8,X-Width_C8,Y-Width_C8,Angle_C8,Roundness_C8,X(IJ)_C9,Y(IJ)_C9,X(FITS)_C9,Y(FITS)_C9,RA_C9,DEC_C9,Source-Sky_C9,Source_Error_C9,Source_SNR_C9,Peak_C9,Mean_C9,Sky/Pixel_C9,FWHM_C9,Width_C9,X-Width_C9,Y-Width_C9,Angle_C9,Roundness_C9
coj1m011-fa12-20190330-0113-e91.fits,0,58572.9251,2458572.925103,2458572.928238,1.384637,55,6.790678,15,30,45,0.24038,0.007806,0.025326,0.028294,0.060755,0.007233,0.27418,0.650259,0.641453,0.000353,0.00015,0.000169,0.000172,0.000205,0.00015,0.000433,0.000837,0.000827,681.092074,52.211959,149.99612,164.218134,297.013302,48.340581,632.637433,776.825352,775.217226,2960536.397,1870.01977,2065.488242,2035.154227,2065.988242,2061.345773,8.222958,12.222232,711654.6089,706.858347,943.236293,754.481793,14880.23828,1006.785322,203.553562,2955,5.908968,9.933221,9.849387,10.017055,81.138948,0.999686,2256.524343,1895.189363,2257.024343,2201.310637,8.224379,12.207321,23110.90197,442.395391,52.240377,687.124329,32.695238,196.95129,6.110436,9.498176,8.894424,10.101929,62.406676,0.950811,2331.986358,1845.291928,2332.486358,2251.208072,8.22494,12.202013,74977.52789,497.614525,150.673913,1765.334106,106.071504,198.116131,6.096197,9.83117,9.772943,9.889398,78.869727,0.999836,1895.683889,1827.50751,1896.183889,2268.99249,8.221722,12.199562,83764.84854,507.331266,165.108784,2007.645508,118.50302,199.26299,5.913812,9.892458,9.88448,9.900437,46.482313,0.999027,1871.855777,1755.98965,1872.355777,2340.51035,8.221552,12.191796,179867.5993,594.834846,302.382418,3948.686768,254.4606,199.542715,5.989472,9.809109,9.758507,9.859711,77.147325,0.999869,1960.568203,2224.195157,1961.068203,1872.304843,8.222168,12.242557,21414.38528,442.78326,48.363132,607.374512,30.295158,199.859166,5.891932,12.157621,11.156409,13.158832,80.286629,0.969908,2607.689242,2237.773683,2608.189242,1858.726317,8.226942,12.244803,637053.1965,901.210122,706.886419,13649.66309,901.245913,201.042225,5.979502,9.948513,9.888561,10.008464,272.836951,0.999853,1536.328131,2714.287517,1536.828131,1382.212483,8.218995,12.295057,1166553.785,1159.853208,1005.77709,24412.38281,1650.336011,204.782541,5.874462,9.953062,9.895007,10.011117,74.415845,0.999814,1127.537057,1893.111461,1128.037057,2203.388539,8.216048,12.20571,1156929.416,1157.382733,999.608325,24595.45117,1636.720314,208.383381,5.847956,9.771787,9.719125,9.824449,75.347786,0.999847
coj1m011-fa12-20190330-0114-e91.fits,0,58572.92605,2458572.926052,2458572.929187,1.385662,55,6.627672,15,30,45,0.24029,0.007677,0.025268,0.02832,0.060721,0.007176,0.27422,0.650502,0.641147,0.000353,0.000149,0.000169,0.000172,0.000205,0.00015,0.000433,0.000837,0.000827,681.080858,51.489973,149.445414,164.473925,296.351529,47.806043,632.701029,777.311082,775.647619,2965024.502,1871.865089,2065.636919,2034.74027,2066.136919,2061.75973,8.222958,12.222227,712465.352,706.858347,944.443227,754.376051,15785.87402,1007.932289,204.779922,2968,5.941732,9.844892,9.763112,9.926672,70.512874,0.999543,2256.652214,1895.09527,2257.152214,2201.40473,8.224379,12.20735,22761.70117,441.827228,51.517199,701.025818,32.20122,198.583039,5.931133,8.8429,9.167282,8.518519,22.147986,0.989521,2332.130218,1845.068973,2332.630218,2251.431027,8.22494,12.202028,74918.95189,499.076977,150.115023,1832.757446,105.988636,199.54505,5.820218,9.790433,9.606902,9.973964,73.032508,0.997959,1895.891932,1827.362333,1896.391932,2269.137667,8.221722,12.199584,83970.37772,507.779455,165.367813,2019.821777,118.793784,200.398172,5.75105,9.585827,9.447557,9.724098,71.406701,0.998689,1872.080282,1755.919984,1872.580282,2340.580016,8.221553,12.191826,180038.3676,596.78905,301.678403,4221.191406,254.702188,201.72805,5.807317,9.531561,9.393519,9.669603,70.493278,0.998611,1960.691468,2223.585109,1961.191468,1872.914891,8.222168,12.24253,21277.52619,444.877507,47.827831,568.951965,30.101542,201.963387,5.980883,12.061616,11.070311,13.052921,73.926278,0.962814,2607.828571,2237.341515,2608.328571,1859.158485,8.226943,12.244798,638091.3989,902.724016,706.851028,13633.85352,902.714669,203.420955,5.892674,9.875228,9.741506,10.00895,72.495627,0.998907,1536.472731,2713.748047,1536.972731,1382.751953,8.218995,12.29504,1168586.395,1160.926694,1006.59792,24926.47656,1653.211566,205.717669,5.864281,9.848027,9.700622,9.995432,73.235382,0.998711,1127.744152,1892.867194,1128.244152,2203.632806,8.216049,12.205721,1158346.709,1158.10944,1000.204876,25570.16211,1638.725373,208.863021,5.869081,9.729004,9.622,9.836007,65.444744,0.998871
coj1m011-fa12-20190330-0115-e91.fits,0,58572.927,2458572.926996,2458572.930131,1.38674,55,7.317149,15,30,45,0.240583,0.008192,0.025137,0.028151,0.061335,0.007381,0.273792,0.650972,0.641393,0.000355,0.000152,0.000171,0.000174,0.000207,0.000151,0.000436,0.000842,0.000832,677.383342,53.986544,147.32318,161.565689,296.116471,48.728198,627.984911,772.721116,770.995041,2936983.112,1865.586826,2065.52404,2035.025734,2066.02404,2061.474266,8.222958,12.222213,706586.9155,706.858347,941.614075,750.399696,11886.19824,999.616003,206.517495,2976,6.579524,10.593344,10.467106,10.719581,70.277126,0.999048,2256.607143,1895.052003,2257.107143,2201.447997,8.224379,12.207301,24059.79843,445.40075,54.018316,621.276917,34.037652,199.907302,6.627117,10.752967,10.882904,10.623031,29.603765,0.997772,2332.029299,1845.209622,2332.529299,2251.290378,8.22494,12.201999,73828.08932,498.931066,147.972524,1424.955566,104.445381,201.312556,6.661389,10.36652,10.243233,10.489807,274.457717,0.99942,1895.752456,1827.60266,1896.252456,2268.89734,8.221722,12.199567,82679.86826,509.03944,162.423305,1612.272827,116.968086,202.589708,6.65391,10.508464,10.328126,10.688802,67.641479,0.997668,1871.971657,1756.069464,1872.471657,2340.430536,8.221552,12.1918,180141.2603,597.487534,301.497939,3161.358154,254.847751,201.944534,6.680385,10.573131,10.466023,10.680239,79.308705,0.999527,1960.540275,2223.930131,1961.040275,1872.569869,8.222167,12.242522,21678.65827,444.676226,48.751557,492.991821,30.669028,202.224416,6.449229,12.617656,10.860129,14.375183,79.74855,0.914875,2607.729247,2237.697015,2608.229247,1858.802985,8.226942,12.244789,631282.9374,900.210734,701.261287,11028.48828,893.082666,205.435919,6.529375,10.578291,10.494929,10.661653,76.080688,0.999682,1536.310312,2714.228614,1536.810312,1382.271386,8.218995,12.295044,1158040.916,1156.781773,1001.088488,19835.14648,1638.292765,207.238028,6.492705,10.531962,10.479051,10.584872,61.267402,0.999651,1127.603368,1893.248021,1128.103368,2203.251979,8.216048,12.20572,1147659.259,1154.075721,994.440172,19998.24219,1623.605725,210.526697,6.553038,10.50067,10.422312,10.579028,59.649395,0.99907
coj1m011-fa12-20190330-0116-e91.fits,0,58572.92794,2458572.927939,2458572.931074,1.387876,55,6.353633,15,30,45,0.23994,0.007906,0.025471,0.027853,0.061082,0.00703,0.272739,0.652424,0.641709,0.000352,0.00015,0.000169,0.000173,0.000205,0.00015,0.000432,0.000839,0.000827,681.645635,52.736431,150.400421,161.429119,298.030345,46.734479,631.353749,778.072181,776.293493,2971850.102,1875.085531,2065.584727,2035.026668,2066.084727,2061.473332,8.222958,12.222218,713066.5976,706.858347,944.40382,755.044169,16860.36133,1008.782878,206.205629,3044,5.493996,9.488642,9.363035,9.61425,72.474319,0.998954,2256.628768,1895.261427,2257.128768,2201.238573,8.224379,12.207327,23495.0497,445.271686,52.765649,755.13446,33.238696,200.197198,5.512667,9.387784,9.216904,9.558665,300.511359,0.994357,2332.069403,1845.299951,2332.569403,2251.200049,8.22494,12.202013,75696.63382,501.029429,151.082211,1964.557495,107.088831,201.218148,5.65361,9.406752,9.433037,9.380468,18.073751,0.999952,1895.774727,1827.519285,1896.274727,2268.980715,8.221722,12.199562,82775.5136,510.100236,162.273035,2189.581299,117.103397,202.773746,5.573416,9.075435,8.844147,9.306722,78.652138,0.996952,1872.018272,1756.111754,1872.518272,2340.388246,8.221553,12.191807,181527.2843,598.224384,303.443472,4576.719238,256.808574,201.923587,5.505734,9.368655,9.231776,9.505535,64.418508,0.99783,1960.665818,2223.726676,1961.165818,1872.773324,8.222168,12.242507,20892.98785,446.862855,46.75481,604.195618,29.557531,203.641798,5.621811,10.628846,8.400937,12.856755,86.597628,0.836441,2607.777469,2237.667763,2608.277469,1858.832237,8.226943,12.244792,636847.2128,903.708417,704.704306,15664.62891,900.954506,206.912048,5.496955,9.430026,9.306772,9.55328,77.407018,0.999166,1536.44309,2714.19916,1536.94309,1382.30084,8.218996,12.295052,1173370.575,1163.587918,1008.407321,28593.71094,1659.979796,206.588297,5.410882,9.414587,9.3426,9.486573,65.902487,0.999474,1127.707011,1893.151912,1128.207011,2203.348088,8.216049,12.205714,1161632.315,1159.879305,1001.511372,27955.52539,1643.373555,210.809226,5.596478,9.39701,9.232338,9.561683,79.843011,0.998604
coj1m011-fa12-20190330-0117-e91.fits,0,58572.92888,2458572.928883,2458572.932018,1.38907,55,6.44835,15,30,45,0.241463,0.00812,0.025104,0.028089,0.061077,0.007063,0.272927,0.653173,0.640657,0.000354,0.00015,0.000169,0.000172,0.000205,0.000149,0.000433,0.000841,0.000827,682.104462,53.96883,148.338679,162.847941,297.429378,47.383149,630.17545,776.313668,774.450236,2957784.162,1870.44843,2065.278059,2034.986956,2065.778059,2061.513044,8.222958,12.222229,714196.2785,706.858347,944.6307,756.058721,15766.64356,1010.381049,204.81871,3072,5.691111,9.765036,9.711404,9.818668,58.366962,0.999404,2256.366535,1894.986077,2256.866535,2201.513923,8.224379,12.207313,24016.62079,444.749863,54.000288,723.997681,33.976568,198.34066,5.697249,9.526332,9.498567,9.554097,48.384501,0.997554,2331.772561,1845.115716,2332.272561,2251.384284,8.22494,12.202009,74251.94762,498.349649,148.995686,1887.304932,105.045018,199.727673,5.801754,9.719013,9.832084,9.605942,7.740522,0.999417,1895.532817,1827.426665,1896.032817,2269.073335,8.221722,12.199568,83081.21514,507.464139,163.718397,2122.521729,117.535876,200.753781,5.71389,9.632316,9.389993,9.87464,88.806531,0.997467,1871.700021,1756.012506,1872.200021,2340.487494,8.221552,12.191813,180652.1965,596.537971,302.834363,4446.673828,255.570578,200.579833,5.640235,9.566855,9.443733,9.689977,77.607709,0.999197,1960.256457,2223.504829,1960.756457,1872.995171,8.222167,12.242497,20890.34524,440.683347,47.404435,600.350708,29.553793,201.246361,6.125675,10.931764,9.34151,12.522018,77.367696,0.900745,2607.473788,2237.57854,2607.973788,1858.92146,8.226943,12.244796,634176.3972,901.480046,703.483566,14827.83984,897.176075,204.146496,5.659711,9.68126,9.571869,9.790651,79.640598,0.999416,1536.13904,2714.09849,1536.63904,1382.40151,8.218996,12.295053,1168628.811,1161.473569,1006.160487,25447.7207,1653.271573,205.599644,5.712508,9.760507,9.664881,9.856132,84.274466,0.9996,1127.376997,1893.048234,1127.876997,2203.451766,8.216048,12.20572,1154978.953,1156.239683,998.909629,26121.61523,1633.960974,209.129047,5.639386,9.601583,9.478425,9.72474,74.950635,0.999121
coj1m011-fa12-20190330-0118-e91.fits,0,58572.92983,2458572.929828,2458572.932963,1.390327,55,6.545719,15,30,45,0.241203,0.007813,0.02546,0.028439,0.061305,0.007356,0.274122,0.651778,0.640051,0.000354,0.00015,0.00017,0.000173,0.000206,0.00015,0.000435,0.000841,0.000828,680.937046,52.09125,149.641211,164.302683,297.579801,48.955262,630.505068,775.077667,773.152509,2952907.295,1869.994154,2065.254945,2034.784774,2065.754945,2061.715226,8.222957,12.222222,712249.0311,706.858347,943.736177,754.712015,15409.79981,1007.626258,204.713023,2932,5.835514,9.819307,9.766517,9.872097,77.504446,0.999859,2256.270865,1894.912448,2256.770865,2201.587552,8.224378,12.207321,23072.22534,442.67834,52.119617,723.334412,32.640522,199.05675,5.747903,9.63997,9.828383,9.451558,3.650538,0.998448,2331.713094,1844.91131,2332.213094,2251.58869,8.224939,12.202002,75181.51212,500.150862,150.31767,1834.241089,106.360083,200.028511,6.010464,9.741835,9.687618,9.796052,72.900572,0.999819,1895.467933,1827.292065,1895.967933,2269.207935,8.221721,12.19957,83977.07432,508.337816,165.199345,2065.121826,118.803258,200.068875,5.759105,9.885584,9.747992,10.023177,62.687271,0.997689,1871.660251,1755.720395,1872.160251,2340.779605,8.221552,12.191799,181026.698,597.430462,303.008818,4183.128906,256.100389,201.320235,5.921157,9.697338,9.714987,9.679689,28.506586,0.999955,1960.307137,2223.628488,1960.807137,1872.871512,8.222167,12.242523,21720.17093,443.460612,48.978805,587.558411,30.727756,200.886694,5.775174,11.856606,10.595989,13.117224,71.745313,0.931563,2607.482169,2237.430656,2607.982169,1859.069344,8.226942,12.244792,635304.9713,902.030645,704.305308,13950.05664,898.772681,204.134511,5.844222,9.790265,9.718215,9.862314,85.012644,0.999777,1536.110549,2713.950883,1536.610549,1382.549117,8.218995,12.295046,1165192.716,1160.366176,1004.159498,24769.75586,1648.410493,206.366307,5.8153,9.790821,9.753953,9.827689,82.56953,0.999939,1127.336971,1892.907303,1127.836971,2203.592697,8.216048,12.205721,1152409.607,1156.18735,996.732586,25477.07227,1630.326093,210.067807,5.754287,9.666996,9.634748,9.699245,55.695028,0.999665
coj1m011-fa12-20190330-0119-e91.fits,0,58572.93077,2458572.930774,2458572.933909,1.39164,55,6.11414,15,30,45,0.240717,0.007978,0.025185,0.02862,0.061229,0.007298,0.27299,0.653897,0.63984,0.000353,0.00015,0.000169,0.000173,0.000205,0.00015,0.000433,0.000842,0.000826,681.446082,53.13523,148.833442,165.400706,298.385099,48.595179,630.62823,776.988266,774.696836,2962879.101,1872.520646,2065.485921,2034.870923,2065.985921,2061.629077,8.222957,12.222209,713216.0128,706.858347,944.585894,755.056811,18238.59375,1008.994257,204.615983,3024,5.270761,9.344011,9.299838,9.388184,59.098154,0.9996,2256.595707,1895.050199,2257.095707,2201.449801,8.224379,12.207313,23638.93392,444.631579,53.165216,781.226379,33.442251,199.592293,5.559315,9.680739,9.498484,9.862993,70.308501,0.997629,2331.937124,1845.153239,2332.437124,2251.346761,8.224939,12.202005,74618.80768,499.134965,149.496254,2115.034668,105.564019,200.255382,5.420067,9.044467,8.864018,9.224915,63.638644,0.995663,1895.707242,1827.39566,1896.207242,2269.10434,8.221722,12.199559,84797.15355,509.868394,166.311845,2475.977783,119.963432,201.325366,5.187159,9.332271,9.325858,9.338684,46.110909,0.998743,1871.892807,1755.929191,1872.392807,2340.570809,8.221552,12.191799,181412.9375,597.074333,303.836436,5030.175781,256.646807,200.894867,5.288148,9.171163,9.152596,9.18973,49.351452,0.999284,1960.611321,2223.763541,1961.111321,1872.736459,8.222168,12.242517,21623.10243,444.754042,48.618113,629.170044,30.590432,202.380214,5.553287,11.446137,9.413419,13.478856,84.973384,0.877717,2607.668091,2237.459911,2608.168091,1859.040089,8.226942,12.244773,635383.8504,902.516582,704.013492,16417.77734,898.884272,204.878254,5.456149,9.306986,9.263002,9.350971,68.195011,0.99983,1536.290626,2714.090436,1536.790626,1382.409564,8.218995,12.295043,1171425.612,1162.645374,1007.551949,29034.48242,1657.228237,206.436112,5.337822,9.255033,9.203645,9.30642,75.070135,0.999836,1127.605852,1892.944841,1128.105852,2203.555159,8.216049,12.205705,1156069.638,1157.606637,998.672262,30480.58008,1635.503977,210.885886,5.408834,9.170564,9.106785,9.234343,65.104613,0.999536
coj1m011-fa12-20190330-0120-e91.fits,0,58572.93173,2458572.931728,2458572.934863,1.393027,55,6.514133,15,30,45,0.240905,0.007675,0.02534,0.027924,0.060929,0.007048,0.273189,0.651274,0.642096,0.000354,0.00015,0.000169,0.000172,0.000205,0.000149,0.000433,0.00084,0.00083,680.816842,51.330273,149.688457,162.092425,297.164288,47.187271,630.417471,775.357474,773.655344,2946273.658,1864.949377,2065.348997,2034.638358,2065.848997,2061.861642,8.222958,12.222214,709772.0311,706.858347,940.755215,754.470472,16203.64844,1004.12202,201.490698,2932,5.762695,9.621312,9.431822,9.810801,68.759192,0.99715,2256.290515,1894.991003,2256.790515,2201.508997,8.224378,12.207337,22612.6822,440.300468,51.357389,758.382812,31.990401,195.726389,5.747793,9.377463,9.928697,8.82623,11.893277,0.983607,2331.771377,1844.796318,2332.271377,2251.703682,8.224939,12.201998,74658.50547,496.51537,150.364943,1859.59436,105.620179,196.190471,5.808921,9.44314,8.966264,9.920015,76.294514,0.987121,1895.542455,1827.120034,1896.042455,2269.379966,8.221722,12.199558,82273.15404,504.890682,162.952411,2002.192993,116.392704,198.188255,5.785159,9.46059,9.309841,9.61134,63.294286,0.997143,1871.745119,1755.617133,1872.245119,2340.882867,8.221552,12.191794,179513.3995,593.304932,302.565156,4332.82959,253.95951,198.205451,5.750728,9.452589,9.319157,9.58602,61.166795,0.997215,1960.346339,2223.524415,1960.846339,1872.975585,8.222167,12.242521,20764.36539,439.845327,47.208335,597.435669,29.375568,198.218223,6.159009,11.177213,9.592595,12.761832,83.91494,0.919146,2607.530148,2237.261935,2608.030148,1859.238065,8.226942,12.244785,632183.9777,897.890572,704.076863,13806.00684,894.357378,200.37219,5.99166,9.648659,9.390744,9.906573,73.562451,0.995954,1536.198064,2713.86643,1536.698064,1382.63357,8.218996,12.295048,1162030.948,1157.018934,1004.331834,25328.29102,1643.937506,202.286415,5.814854,9.637182,9.411779,9.862585,72.574756,0.996754,1127.461026,1892.709948,1127.961026,2203.790052,8.216049,12.205705,1152058.732,1154.615039,997.786009,27212.45703,1629.829706,206.326173,5.692237,9.454514,9.252188,9.65684,67.340853,0.996299
coj1m011-fa12-20190330-0121-e91.fits,0,58572.93268,2458572.932677,2458572.935812,1.394463,55,6.24414,15,30,45,0.241416,0.007502,0.025257,0.028513,0.061339,0.006993,0.272746,0.652677,0.641448,0.000354,0.000148,0.000168,0.000172,0.000205,0.000148,0.000432,0.00084,0.000828,682.216194,50.616105,150.153427,165.856832,299.718099,47.168027,630.752504,776.648689,774.697554,2950887.607,1865.250072,2065.215427,2034.778592,2065.715427,2061.721408,8.222957,12.222207,712390.3342,706.858347,942.149088,756.133338,17531.375,1007.826161,200.004581,2976,5.44842,9.443262,9.388836,9.497688,55.470066,0.99896,2256.184954,1895.076681,2256.684954,2201.423319,8.224378,12.207324,22138.01511,437.147063,50.642031,799.865112,31.318885,194.327993,5.299827,8.565179,8.206956,8.923401,293.994113,0.984435,2331.65312,1844.971712,2332.15312,2251.528288,8.224939,12.201994,74531.55086,494.128534,150.834339,2003.720337,105.440575,194.331058,5.594703,9.385901,9.135799,9.636003,76.179343,0.996386,1895.425462,1827.29309,1895.925462,2269.20691,8.221722,12.199556,84138.7922,504.50217,166.775878,2204.939209,119.032042,195.340189,5.513033,9.488489,9.440187,9.536791,60.946805,0.999629,1871.602861,1755.726544,1872.102861,2340.773456,8.221552,12.191785,181005.3997,592.981929,305.246064,4609.585449,256.070259,195.343072,5.604999,9.35318,9.264137,9.442222,61.392454,0.998764,1960.179732,2223.677259,1960.679732,1872.822741,8.222167,12.242515,20635.34158,437.291299,47.189006,578.510437,29.193037,195.672589,5.847413,11.344405,9.595313,13.093497,74.001817,0.873864,2607.433884,2237.414057,2607.933884,1859.085943,8.226942,12.244777,632366.8237,897.936455,704.244515,15600.13281,894.616052,198.678048,5.523193,9.503143,9.399224,9.607062,66.603091,0.99898,1536.049106,2714.01997,1536.549106,1382.48003,8.218995,12.295043,1165367.664,1157.787471,1006.547137,28296.26172,1648.657993,200.817128,5.471309,9.460603,9.389446,9.53176,60.766726,0.999173,1127.308413,1892.888586,1127.808413,2203.611414,8.216048,12.205706,1153153.119,1154.294644,999.011063,29063.31445,1631.377947,204.823925,5.380229,9.329171,9.21291,9.445431,67.300456,0.99874
coj1m011-fa12-20190330-0122-e91.fits,0,58572.93363,2458572.933629,2458572.936764,1.395969,55,6.427308,15,30,45,0.24095,0.007786,0.025199,0.028439,0.06087,0.007241,0.272633,0.654781,0.639565,0.000354,0.000148,0.000168,0.000172,0.000205,0.000149,0.000433,0.000843,0.000826,681.555008,52.485493,149.618255,165.387856,297.652688,48.584289,630.190874,776.397017,773.896001,2947066.965,1864.1224,2065.176432,2034.797356,2065.676432,2061.702644,8.222957,12.222234,710095.492,706.858347,940.085017,755.35242,16534.48438,1004.579623,199.485797,2990,5.607044,9.622518,9.540979,9.704056,86.433263,0.999708,2256.327207,1894.984322,2256.827207,2201.515678,8.224379,12.207339,22945.55386,436.937983,52.514441,736.105408,32.461318,193.675078,5.674753,9.559217,9.719065,9.39937,39.734278,0.966538,2331.61324,1844.972042,2332.11324,2251.527958,8.224939,12.202019,74263.14306,494.123037,150.292817,1993.712402,105.060856,194.583367,5.501774,9.313696,9.109691,9.5177,76.304414,0.997568,1895.380008,1827.206556,1895.880008,2269.293444,8.221722,12.19957,83812.80156,503.984501,166.300355,2093.26709,118.570859,195.139691,5.632807,9.667932,9.490254,9.845611,75.280827,0.99822,1871.597717,1755.744313,1872.097717,2340.755687,8.221552,12.19181,179388.2436,591.898245,303.072775,4313.279297,253.782451,196.17894,5.79285,9.34164,9.317962,9.365318,52.619709,0.999628,1960.208571,2223.422226,1960.708571,1873.077774,8.222167,12.242512,21341.17575,439.053374,48.607247,565.496399,30.191588,196.363822,6.591016,11.117193,9.231647,13.002739,86.072872,0.889211,2607.413915,2237.418295,2607.913915,1859.081705,8.226942,12.244804,631343.4845,897.34227,703.570428,14584.66895,893.168323,198.807743,5.633336,9.601038,9.438206,9.76387,273.124771,0.998836,1536.070435,2713.919352,1536.570435,1382.580648,8.218996,12.295055,1166125.658,1158.023783,1006.996294,26797.33203,1649.730335,200.562834,5.596766,9.616127,9.47597,9.756284,275.139615,0.999123,1127.266455,1892.792612,1127.766455,2203.707388,8.216048,12.205716,1149597.823,1152.696878,997.311474,27089.82422,1626.348231,204.858647,5.571285,9.47162,9.347487,9.595754,87.40752,0.999308
coj1m011-fa12-20190330-0123-e91.fits,0,58572.93458,2458572.934577,2458572.937712,1.397524,55,5.655376,15,30,45,0.240826,0.007882,0.025391,0.028332,0.061069,0.007143,0.273749,0.652358,0.640096,0.000352,0.000148,0.000168,0.000171,0.000204,0.000148,0.000432,0.000838,0.000824,683.61871,53.400147,151.255852,165.452766,299.687814,48.2132,633.696359,778.544032,776.365299,2960328.422,1866.438603,2065.337267,2034.952425,2065.837267,2061.547575,8.222957,12.222219,712923.2604,706.858347,941.027688,757.600727,21607.83398,1008.580097,198.200859,2948,4.845846,8.861268,8.793508,8.929029,72.432576,0.99965,2256.370104,1895.149307,2256.870104,2201.350693,8.224379,12.207325,23333.94507,436.716331,53.430439,898.755859,33.01078,192.68162,4.94562,8.777526,8.803266,8.751785,28.979669,0.999878,2331.83701,1845.151934,2332.33701,2251.348066,8.224939,12.202007,75165.9406,494.680809,151.948366,2439.338379,106.338053,192.998633,4.949444,8.861224,8.872251,8.850198,330.425869,0.999976,1895.546493,1827.42731,1896.046493,2269.07269,8.221722,12.199563,83871.27354,504.154132,166.360381,2766.286377,118.65358,194.512512,4.921422,8.810979,8.726862,8.895096,63.789727,0.99902,1871.772027,1755.946197,1872.272027,2340.553803,8.221552,12.191801,180783.8374,592.374391,305.185099,5699.219727,255.756812,194.821314,5.029405,8.679358,8.588935,8.769781,68.140047,0.999169,1960.444255,2223.765023,1960.944255,1872.734977,8.222168,12.242517,21144.51726,438.36016,48.23549,680.171875,29.913373,195.743466,5.043437,10.931704,8.989395,12.874013,76.232656,0.849082,2607.573375,2237.545835,2608.073375,1858.954165,8.226942,12.244784,636222.0705,898.576732,708.033101,19380.69727,900.070111,196.950618,5.132125,8.892637,8.818109,8.967164,72.601498,0.999583,1536.181823,2714.195168,1536.681823,1382.304832,8.218996,12.295052,1168750.042,1158.598497,1008.761918,33921.29688,1653.443079,199.607382,4.867674,8.852529,8.759035,8.946024,80.97506,0.999507,1127.424385,1893.062961,1127.924385,2203.437039,8.216049,12.205716,1155356.31,1154.903649,1000.391947,35673.75,1634.494825,203.541746,4.7361,8.711084,8.630409,8.79176,72.21463,0.999482
