Label,Saturated,J.D.-2400000,JD_UTC,BJD_TDB,AIRMASS,EXPTIME,FWHM_Mean,Source_Radius,FWHM_Mult,Source_Rad(base),Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_T2,rel_flux_T3,rel_flux_T4,rel_flux_T5,rel_flux_T6,rel_flux_C7,rel_flux_C8,rel_flux_err_T1,rel_flux_err_T2,rel_flux_err_T3,rel_flux_err_T4,rel_flux_err_T5,rel_flux_err_T6,rel_flux_err_C7,rel_flux_err_C8,rel_flux_SNR_T1,rel_flux_SNR_T2,rel_flux_SNR_T3,rel_flux_SNR_T4,rel_flux_SNR_T5,rel_flux_SNR_T6,rel_flux_SNR_C7,rel_flux_SNR_C8,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_T2,Y(IJ)_T2,X(FITS)_T2,Y(FITS)_T2,RA_T2,DEC_T2,Source-Sky_T2,Source_Error_T2,Source_SNR_T2,Peak_T2,Mean_T2,Sky/Pixel_T2,FWHM_T2,Width_T2,X-Width_T2,Y-Width_T2,Angle_T2,Roundness_T2,X(IJ)_T3,Y(IJ)_T3,X(FITS)_T3,Y(FITS)_T3,RA_T3,DEC_T3,Source-Sky_T3,Source_Error_T3,Source_SNR_T3,Peak_T3,Mean_T3,Sky/Pixel_T3,FWHM_T3,Width_T3,X-Width_T3,Y-Width_T3,Angle_T3,Roundness_T3,X(IJ)_T4,Y(IJ)_T4,X(FITS)_T4,Y(FITS)_T4,RA_T4,DEC_T4,Source-Sky_T4,Source_Error_T4,Source_SNR_T4,Peak_T4,Mean_T4,Sky/Pixel_T4,FWHM_T4,Width_T4,X-Width_T4,Y-Width_T4,Angle_T4,Roundness_T4,X(IJ)_T5,Y(IJ)_T5,X(FITS)_T5,Y(FITS)_T5,RA_T5,DEC_T5,Source-Sky_T5,Source_Error_T5,Source_SNR_T5,Peak_T5,Mean_T5,Sky/Pixel_T5,FWHM_T5,Width_T5,X-Width_T5,Y-Width_T5,Angle_T5,Roundness_T5,X(IJ)_T6,Y(IJ)_T6,X(FITS)_T6,Y(FITS)_T6,RA_T6,DEC_T6,Source-Sky_T6,Source_Error_T6,Source_SNR_T6,Peak_T6,Mean_T6,Sky/Pixel_T6,FWHM_T6,Width_T6,X-Width_T6,Y-Width_T6,Angle_T6,Roundness_T6,X(IJ)_C7,Y(IJ)_C7,X(FITS)_C7,Y(FITS)_C7,RA_C7,DEC_C7,Source-Sky_C7,Source_Error_C7,Source_SNR_C7,Peak_C7,Mean_C7,Sky/Pixel_C7,FWHM_C7,Width_C7,X-Width_C7,Y-Width_C7,Angle_C7,Roundness_C7,X(IJ)_C8,Y(IJ)_C8,X(FITS)_C8,Y(FITS)_C8,RA_C8,DEC_C8,Source-Sky_C8,Source_Error_C8,Source_SNR_C8,Peak_C8,Mean_C8,Sky/Pixel_C8,FWHM_C8,Width_C8,X-Width_C8,Y-Width_C8,Angle_C8,Roundness_C8
elp1m008-fa05-20201220-0202-e91.fits,0,59204.90286,2459204.903,2459204.906514,1.418668,90.004,17.66911,25.408673,1.35,21,37,56,0.17724,0.112027,0.159048,0.151227,1.006489,0.037669,4.344899,0.230155,0.0005,0.000461,0.000491,0.000485,0.001131,0.000417,0.011803,0.000625,354.556519,243.127226,323.649793,311.943731,890.122314,90.294744,368.130441,368.130441,2565899.331,2165.731932,2315.802736,2060.209517,2316.302736,2036.290483,10.107893,74.827159,454780.3482,2028.214336,1223.890368,371.585854,2724.916504,224.226967,362.788158,4807,15.481757,17.905752,18.684735,17.126769,347.328029,0.990766,2176.460596,1946.169588,2176.960596,2150.330412,10.111677,74.839787,287451.0026,1157.145009,248.413985,1838.427246,141.726147,362.429848,16.040535,17.968709,18.833701,17.103718,349.113202,0.989301,2205.726172,1775.134933,2206.226172,2321.365067,10.110781,74.85824,408101.0243,1212.97367,336.44673,2464.679932,201.211981,365.251659,15.818021,18.122193,18.90496,17.339426,349.592981,0.99149,2017.245541,2289.86122,2017.745541,1806.63878,10.116234,74.802894,388032.3374,1200.026809,323.353057,2344.635498,191.317224,364.181921,16.004074,18.046586,18.809843,17.283329,352.485937,0.992357,2248.676276,2399.594329,2249.176276,1696.905671,10.10992,74.790565,2582550.019,1914.764752,1348.755776,14059.03223,1273.312181,372.077489,15.459494,17.926907,18.870806,16.983007,350.048629,0.987526,2131.66833,2287.132848,2132.16833,1809.367152,10.113083,74.802971,96655.90746,1067.335568,90.558125,798.650879,47.655667,361.279509,13.965066,20.289385,18.901399,21.677371,84.744639,0.980816,1764.723041,1476.929324,1765.223041,2619.570676,10.122836,74.891334,2085834.302,1776.808735,1173.921683,10728.05371,1028.409209,369.895224,15.794705,18.160139,18.865441,17.454837,351.895091,0.993476,3080.230172,1592.056728,3080.730172,2504.443272,10.086502,74.876,480065.0299,1238.283296,387.685945,2824.185303,236.693441,365.134481,15.908927,18.025925,18.69903,17.35282,339.785156,0.990401
elp1m008-fa05-20201220-0203-e91.fits,0,59204.90422,2459204.904,2459204.907870,1.417314,89.984,17.355285,24.868343,1.35,21,37,56,0.174842,0.111383,0.15948,0.151338,0.999631,0.036806,4.36313,0.229193,0.000562,0.000522,0.000553,0.000547,0.001238,0.000478,0.013361,0.000702,310.907082,213.323805,288.636415,276.83731,807.435169,76.925773,326.562612,326.562612,2251565.402,2103.087518,2315.581204,2059.615494,2316.081204,2036.884506,10.107889,74.827165,393668.4386,1942.86928,1211.625317,324.909387,2678.67334,202.622195,393.135931,4766,15.280976,17.481326,18.386549,16.576102,348.397396,0.987371,2176.448925,1945.563449,2176.948925,2150.936551,10.111667,74.839794,250785.5548,1152.035768,217.689035,1843.640015,129.079994,391.218437,15.288853,17.46639,18.354033,16.578746,350.926962,0.988618,2205.499036,1774.542853,2205.999036,2321.957147,10.110778,74.858246,359080.6929,1197.993488,299.735096,2408.516357,184.81979,393.534553,15.741515,17.744144,18.548629,16.939659,351.676068,0.991079,2017.077163,2289.214778,2017.577163,1807.285222,10.116228,74.802905,340747.7844,1188.997127,286.584195,2347.996582,175.383793,393.025451,15.294748,17.661178,18.457473,16.864883,349.622195,0.990738,2248.481988,2398.989094,2248.981988,1697.510906,10.109916,74.790571,2250734.91,1830.438779,1229.614962,13458.57422,1158.459261,399.032823,15.273368,17.516107,18.462367,16.569847,349.104856,0.986539,2131.566074,2286.465531,2132.066074,1810.034469,10.113075,74.802984,82871.39023,1074.505774,77.125123,842.229797,42.654126,390.480167,13.157324,19.733831,18.287403,21.180258,89.916763,0.978739,1764.560228,1476.588105,1765.060228,2619.911895,10.122831,74.891312,1831742.372,1709.925191,1071.241234,10469.34473,942.802684,398.459232,15.610548,17.74116,18.447415,17.034905,352.72745,0.993256,3079.88608,1591.511475,3080.38608,2504.988525,10.086502,74.876004,419823.0302,1224.390849,342.883182,2737.468994,216.084033,394.562106,15.525836,17.744544,18.424091,17.064997,340.615196,0.990378
elp1m008-fa05-20201220-0204-e91.fits,0,59204.90558,2459204.906,2459204.909226,1.415989,89.983,17.727153,25.438408,1.35,21,37,56,0.174879,0.110888,0.159942,0.152597,1.008,0.036712,4.360951,0.229308,0.000571,0.000531,0.000561,0.000556,0.001253,0.000488,0.013518,0.000711,306.163717,208.936009,284.967244,274.517895,804.391845,75.266843,322.604867,322.604867,2269634.883,2136.616431,2315.631712,2059.766901,2316.131712,2036.733099,10.107889,74.827166,396912.1379,2032.96423,1241.390882,319.731797,2550.326416,195.238132,394.180773,4853,15.61358,17.66314,18.750163,16.576117,350.812423,0.983305,2176.335209,1945.705596,2176.835209,2150.794404,10.111672,74.839795,251674.602,1181.023254,213.098769,1761.94812,123.796867,393.488965,16.005046,17.698211,18.720747,16.675675,352.776952,0.985856,2205.698889,1774.570278,2206.198889,2321.929722,10.110774,74.858259,363009.1678,1227.169218,295.810197,2343.58252,178.561513,394.457348,15.500952,18.069787,19.029469,17.110104,350.381307,0.987415,2017.136974,2289.344692,2017.636974,1807.155308,10.116227,74.802907,346339.5204,1218.771023,284.171115,2240.352051,170.361837,393.877201,15.673291,18.008266,18.963412,17.05312,352.401642,0.987985,2248.49825,2399.117926,2248.99825,1697.382074,10.109916,74.790575,2287791.13,1857.57573,1231.600464,12632.71973,1125.347459,399.875198,15.786125,17.806551,18.86372,16.749382,351.346033,0.98464,2131.534159,2286.705519,2132.034159,1809.794481,10.113077,74.802975,83321.75794,1104.235707,75.456497,798.465271,40.985354,391.479665,13.900845,19.882239,18.693253,21.071226,83.425399,0.985022,1764.551728,1476.359001,1765.051728,2620.140999,10.122833,74.891352,1846270.62,1732.25317,1065.820315,9722.166992,908.1668,399.927443,16.049229,18.190906,18.890859,17.490952,348.49536,0.99303,3080.128629,1591.549192,3080.628629,2504.950808,10.086496,74.876019,423364.2628,1250.771254,338.482565,2651.847656,208.249735,395.48887,15.932871,17.998034,18.834501,17.161568,342.117706,0.986934
elp1m008-fa05-20201220-0205-e91.fits,0,59204.90692,2459204.907,2459204.910570,1.414716,89.979,17.285346,24.965905,1.35,21,37,56,0.175112,0.11153,0.158331,0.150971,0.994243,0.036619,4.366867,0.228997,0.000576,0.000534,0.000566,0.00056,0.001254,0.00049,0.013687,0.000718,304.05845,208.989037,279.503465,269.668544,793.104076,74.723879,319.063238,319.063238,2211731.035,2102.306813,2315.598389,2059.664273,2316.098389,2036.835727,10.107892,74.827179,387299.9862,1958.143489,1219.409473,317.612742,2736.84375,197.78938,396.537296,4690,15.400766,17.43969,18.38253,16.496849,345.899855,0.985035,2176.341535,1945.583758,2176.841535,2150.916242,10.111674,74.839809,246674.8378,1156.801157,213.238754,1861.574341,125.973831,395.180619,15.320854,17.575756,18.440061,16.711451,346.092741,0.987694,2205.463728,1774.560463,2205.963728,2321.939537,10.110783,74.858262,350186.1269,1207.86105,289.922526,2486.583008,178.835784,398.048135,15.644556,17.569151,18.335393,16.802908,347.104088,0.990651,2017.161368,2289.193822,2017.661368,1807.306178,10.116229,74.802924,333907.9485,1196.847566,278.989537,2379.895508,170.522717,397.212727,14.792471,17.547201,18.579397,16.515006,351.143298,0.984852,2248.532094,2399.036377,2249.032094,1697.463623,10.109917,74.790586,2198997.46,1821.708163,1207.107431,13608.47461,1123.001186,404.789307,15.079939,17.404284,18.471201,16.337367,350.01895,0.983112,2131.803193,2286.469993,2132.303193,1810.030007,10.113072,74.803001,80992.06355,1081.147159,74.91308,817.732361,41.361659,396.023041,12.897767,20.07654,18.759349,21.39373,272.004845,0.982846,1764.618137,1476.509634,1765.118137,2619.990366,10.122834,74.891334,1799622.62,1704.018821,1056.104896,10171.88477,919.045325,401.004306,15.594043,17.697245,18.465568,16.928923,350.391055,0.991576,3080.016683,1591.656338,3080.516683,2504.843662,10.086503,74.876012,412108.415,1231.26512,334.703232,2788.377197,210.458742,397.620329,15.825217,17.646017,18.512607,16.779427,340.109612,0.983744
elp1m008-fa05-20201220-0206-e91.fits,0,59204.90827,2459204.908,2459204.911921,1.413462,89.98,17.992388,25.544618,1.35,21,37,56,0.176407,0.111917,0.158806,0.15173,1.003683,0.037467,4.370278,0.228818,0.000488,0.000448,0.000478,0.000474,0.001106,0.000407,0.011649,0.00061,361.401213,250.018874,332.408568,319.984665,907.582678,92.14072,375.155271,375.155271,2638437.85,2180.302419,2315.093861,2059.912628,2315.593861,2036.587372,10.107895,74.827179,465439.8907,2049.975607,1229.101519,378.683033,2740.123291,227.046551,357.030615,4695,15.984009,17.949613,18.877526,17.021699,346.591065,0.98665,2175.905716,1945.903698,2176.405716,2150.596302,10.111675,74.839801,295287.1525,1155.577199,255.532173,1910.50647,144.044227,355.349959,15.974811,18.107209,18.911321,17.303097,346.336221,0.990044,2205.155785,1774.81449,2205.655785,2321.68551,10.110781,74.858261,418998.6834,1212.005619,345.706882,2419.684814,204.392034,358.594349,16.401419,18.159045,18.851967,17.466123,345.491542,0.992406,2016.595419,2289.440955,2017.095419,1807.059045,10.116233,74.802924,400329.0124,1206.557929,331.794274,2364.226807,195.284769,357.855816,15.594337,18.20635,19.134787,17.277913,350.896216,0.988532,2247.974916,2399.19695,2248.474916,1697.30305,10.109921,74.790595,2648155.874,1929.981102,1372.114924,13839.42481,1291.798724,365.051601,15.702728,18.012693,18.971399,17.053986,347.759497,0.986397,2131.087859,2286.886667,2131.587859,1809.613333,10.113081,74.802983,98855.41707,1069.759845,92.408981,800.731506,48.222728,355.08941,14.308597,20.433023,18.840099,22.025947,85.387438,0.975349,1764.05252,1476.832637,1764.55252,2619.667363,10.122839,74.891325,2147134.059,1790.684657,1199.057607,10538.12109,1047.394931,362.614009,16.432114,18.243979,18.918471,17.569488,348.423707,0.993551,3079.578127,1591.95117,3080.078127,2504.54883,10.086504,74.876008,491303.7908,1243.851719,394.98582,2872.607666,239.663237,358.437164,16.255741,18.268032,18.869943,17.666121,336.46589,0.99066
elp1m008-fa05-20201220-0207-e91.fits,0,59204.90962,2459204.91,2459204.913270,1.412248,90.088,17.928778,25.302183,1.35,21,37,56,0.176275,0.110346,0.157558,0.153012,1.010928,0.036859,4.391228,0.227727,0.000674,0.000627,0.000661,0.000657,0.001437,0.000584,0.016063,0.000833,261.726751,175.870499,238.51703,232.777966,703.48853,63.082475,273.380232,273.380232,1887066.942,2048.928595,2315.212927,2059.431824,2315.712927,2037.068176,10.107893,74.82718,332642.1373,2011.249074,1218.553299,272.981196,2189.659424,165.390822,400.686857,4794,15.633564,17.735228,18.584001,16.886455,348.857436,0.989349,2175.917893,1945.329515,2176.417893,2151.170485,10.111676,74.839811,208230.3077,1162.210796,179.167418,1494.359741,103.53283,399.716724,15.880951,17.868773,18.64552,17.092027,348.1179,0.99101,2205.153674,1774.264749,2205.653674,2322.235251,10.110782,74.858267,297322.6261,1204.019367,246.941731,1932.943726,147.829839,401.391107,15.873664,17.955473,18.771693,17.139252,349.837968,0.990639,2016.588685,2289.106967,2017.088685,1807.393033,10.116234,74.80291,288744.3172,1200.155203,240.589147,2017.853638,143.564674,400.168598,15.647815,18.02177,18.853379,17.190161,351.284474,0.990683,2248.076519,2398.899202,2248.576519,1697.600798,10.109919,74.790579,1907688.411,1750.214958,1089.973778,10449.96387,948.50928,405.728289,15.560959,17.914285,18.889952,16.938617,351.566386,0.987121,2131.035234,2286.716476,2131.535234,1809.783524,10.113083,74.802952,69554.61896,1100.00876,63.230968,746.831238,34.582797,398.407475,14.680948,20.182516,18.555282,21.809751,84.134093,0.973226,1764.032965,1476.035046,1764.532965,2620.464954,10.12284,74.891355,1537041.515,1642.783879,935.632212,8225.356445,764.222361,404.264494,16.182367,18.102951,18.826139,17.379763,353.676886,0.993316,3079.621411,1591.405468,3080.121411,2505.094532,10.086506,74.876015,350025.4264,1224.48745,285.854646,2183.210205,174.033853,402.483518,15.977571,18.0307,18.812897,17.248503,340.852565,0.987825
elp1m008-fa05-20201220-0208-e91.fits,0,59204.91096,2459204.911,2459204.914611,1.411072,89.983,17.10062,24.931889,1.35,21,37,56,0.17548,0.111218,0.157426,0.153414,1.01459,0.035874,4.323323,0.231304,0.001049,0.001001,0.001039,0.001033,0.002097,0.000952,0.024366,0.001304,167.313432,111.140043,151.452562,148.483646,483.851926,37.688987,177.43554,177.43554,1206364.274,1945.431181,2314.792622,2059.942124,2315.292622,2036.557876,10.107899,74.827189,211693.1928,1952.811128,1218.323438,173.757794,1709.478394,108.404336,462.724849,4703,15.058203,17.608426,18.601105,16.615747,354.897815,0.986958,2175.55397,1945.968825,2176.05397,2150.531175,10.111681,74.839806,134169.3676,1187.662111,112.969309,1254.836304,68.705757,462.502089,14.899151,17.520286,18.230677,16.809896,356.539045,0.993349,2204.804152,1774.934134,2205.304152,2321.565866,10.110787,74.85826,189912.8038,1215.96711,156.182517,1569.799072,97.250984,465.941179,15.32541,17.913344,18.701213,17.125474,350.069132,0.991286,2016.398954,2289.463436,2016.898954,1807.036564,10.116234,74.802931,185073.3707,1210.162332,152.932682,1500.110107,94.772796,463.290857,15.590699,17.992572,18.903929,17.081214,353.878214,0.989309,2247.765221,2399.343803,2248.265221,1697.156197,10.109922,74.790592,1223964.532,1582.108406,773.628739,7324.431641,626.770564,466.619832,15.073479,17.735824,18.654967,16.816681,352.591851,0.988567,2130.874847,2286.635548,2131.374847,1809.864452,10.113081,74.803021,43277.226,1146.149613,37.758793,687.914795,22.161501,461.152708,12.240012,18.930226,17.42656,20.433892,74.474252,0.966043,1763.877413,1476.985739,1764.377413,2619.514261,10.122841,74.891315,979745.6297,1508.382934,649.533754,5819.698242,501.710389,467.105203,15.094395,17.979167,18.597841,17.360494,357.451309,0.995237,3079.344096,1592.117427,3079.844096,2504.382573,10.086508,74.876011,226618.6448,1228.610355,184.451192,1750.339355,116.047395,464.105242,15.594831,17.835513,18.628234,17.042793,347.174793,0.990314
elp1m008-fa05-20201220-0209-e91.fits,0,59204.9123,2459204.912,2459204.915954,1.409922,89.983,17.085062,24.885814,1.35,21,37,56,0.173899,0.112356,0.159578,0.152708,1.004114,0.036796,4.306633,0.2322,0.000734,0.000689,0.000725,0.000718,0.001541,0.000645,0.016983,0.000916,236.833532,163.022933,220.072167,212.689452,651.614583,57.050352,253.581597,253.581597,1717538.791,2015.284543,2314.772242,2059.965686,2315.272242,2036.534314,10.10789,74.827168,298678.8499,1945.600129,1211.461691,246.544197,2190.42041,153.515024,425.393268,4777,15.069172,17.343175,18.342748,16.343601,344.247537,0.981842,2175.515644,1945.938254,2176.015644,2150.561746,10.111672,74.839793,192975.5704,1161.874736,166.089824,1543.000732,99.185628,423.823516,15.291398,17.646658,18.576709,16.716608,345.175029,0.98537,2204.702044,1774.71446,2205.202044,2321.78554,10.11078,74.858268,274081.7281,1203.179583,227.797855,2023.578003,140.872589,426.271385,15.487196,17.612252,18.474958,16.749547,345.365636,0.987448,2016.222871,2289.501513,2016.722871,1806.998487,10.11623,74.802909,262282.258,1194.151569,219.639001,1881.44519,134.807895,425.041282,14.880955,17.652418,18.627294,16.677542,348.67596,0.985763,2247.617213,2399.305285,2248.117213,1697.194715,10.109917,74.790576,1724604.791,1705.864024,1010.986085,10460.93945,886.412765,430.075451,14.697031,17.457464,18.448928,16.466001,346.230918,0.983696,2130.626039,2286.936234,2131.126039,1809.563766,10.113079,74.80297,63199.0082,1105.291197,57.178604,753.324463,32.483041,423.456997,13.512217,19.774611,18.142557,21.406666,275.471101,0.972116,1763.809474,1476.700495,1764.309474,2619.799505,10.122833,74.891336,1393879.951,1603.408403,869.323092,8422.073242,716.426736,429.334164,15.29256,17.727828,18.431308,17.024348,346.690085,0.992144,3079.369623,1591.913189,3079.869623,2504.586811,10.086495,74.876014,323658.8403,1220.841219,265.111331,2314.911377,166.354245,426.062783,15.34935,17.726237,18.426991,17.025484,335.928173,0.986004
elp1m008-fa05-20201220-0210-e91.fits,0,59204.91365,2459204.914,2459204.917299,1.408812,89.98,17.330729,24.983281,1.35,21,37,56,0.174468,0.109324,0.158305,0.151265,0.999156,0.038253,4.383707,0.228117,0.000701,0.000655,0.000692,0.000686,0.001479,0.000614,0.016758,0.000872,248.743922,166.963739,228.819038,220.575236,675.424503,62.347192,261.593159,261.593159,1792100.946,2023.288415,2314.514934,2059.895931,2315.014934,2036.604069,10.10789,74.82717,312664.0747,1960.870026,1206.387043,259.173933,2183.206787,159.451708,412.622104,4684,15.226358,17.454201,18.386203,16.522199,345.825252,0.985358,2175.345197,1945.86511,2175.845197,2150.63489,10.11167,74.839793,195918.9125,1152.385613,170.011592,1513.242798,99.914278,411.398362,15.419336,17.550001,18.366797,16.733204,347.326881,0.989437,2204.570614,1774.898166,2205.070614,2321.601834,10.110777,74.85824,283698.1522,1197.749725,236.859292,1956.930176,144.679733,413.022948,15.311257,17.613419,18.559903,16.666935,348.062364,0.986266,2015.881243,2289.353429,2016.381243,1807.146571,10.116231,74.802918,271081.7153,1190.258177,227.750349,1924.276367,138.245632,413.603159,15.255417,17.666098,18.607159,16.725038,346.635846,0.985852,2247.339572,2399.156564,2247.839572,1697.343436,10.109916,74.790587,1790588.156,1715.024817,1044.059619,10671.00195,913.160043,417.656319,14.97799,17.506316,18.607713,16.404919,347.004212,0.980558,2130.268885,2286.531563,2130.768885,1809.968437,10.113081,74.803008,68553.44414,1096.816021,62.502227,745.561646,34.960728,409.33915,13.98053,19.946866,18.640078,21.253654,85.790213,0.982605,1763.494559,1476.616313,1763.994559,2619.883687,10.122835,74.891332,1459226.064,1615.641264,903.186924,8249.367188,744.172763,415.897782,15.763817,17.794154,18.522942,17.065366,347.069159,0.991741,3079.01777,1591.991181,3079.51777,2504.508819,10.086499,74.876003,332874.8818,1217.948815,273.307776,2252.001465,169.758769,413.513531,15.62606,17.632981,18.358276,16.907686,335.849218,0.984758
elp1m008-fa05-20201220-0211-e91.fits,0,59204.915,2459204.915,2459204.918653,1.407723,89.984,16.900211,24.640096,1.35,21,37,56,0.175442,0.111517,0.158442,0.151333,1.003407,0.037245,4.335356,0.230662,0.000596,0.000554,0.000587,0.000583,0.001304,0.000509,0.014007,0.000745,294.229094,201.123774,269.878339,259.458473,769.459386,73.108942,309.503349,309.503349,2086221.642,2051.525547,2314.308173,2059.635676,2314.808173,2036.864324,10.107892,74.827157,366009.9574,1907.368766,1190.755328,307.376292,2744.282715,191.892603,394.155302,4733,14.669317,17.202739,18.127186,16.278293,345.424133,0.984942,2174.957973,1945.553353,2175.457973,2150.946647,10.111676,74.839786,232648.8562,1133.895112,205.176699,1816.69397,121.973716,392.668342,15.150257,17.147909,17.92125,16.374568,344.398799,0.988925,2204.241427,1774.472186,2204.741427,2322.027814,10.110781,74.858245,330545.3988,1180.874402,279.915797,2360.160645,173.299157,396.446399,14.946795,17.360444,18.25036,16.470529,347.825119,0.987403,2015.702459,2289.055618,2016.202459,1807.444382,10.116232,74.802911,315713.8012,1176.545473,268.339651,2361.907227,165.52321,395.829669,14.405792,17.364338,18.285367,16.443308,346.89931,0.9861,2247.099352,2398.840599,2247.599352,1697.659401,10.109919,74.790582,2093329.488,1778.691421,1176.893003,13002.87305,1097.495946,401.623001,14.797455,17.333318,18.304764,16.361872,346.928588,0.984507,2130.259066,2286.410845,2130.759066,1810.089155,10.113077,74.802981,77701.43838,1060.066964,73.298613,866.376221,40.737502,392.499425,13.615059,19.868694,18.671043,21.066344,277.362212,0.984575,1763.311289,1476.35857,1763.811289,2620.14143,10.122835,74.891318,1695203.408,1661.162759,1020.492061,9976.495117,888.765423,399.666627,15.408169,17.536468,18.272581,16.800354,350.752562,0.992191,3078.859795,1591.724958,3079.359795,2504.775042,10.0865,74.875989,391018.2344,1203.866836,324.801899,2850.182129,205.004004,395.382385,14.878119,17.40974,18.182834,16.636647,339.95115,0.986573
elp1m008-fa05-20201220-0212-e91.fits,0,59204.91637,2459204.916,2459204.920024,1.406653,89.975,16.645966,24.937149,1.35,21,37,56,0.175392,0.11081,0.15977,0.150665,1.004138,0.037467,4.366934,0.228994,0.000525,0.000484,0.000516,0.00051,0.001179,0.000444,0.012525,0.000657,334.059441,228.792862,309.695895,295.255954,851.682545,84.449441,348.660983,348.660983,2393723.586,2115.022686,2314.325517,2060.337861,2314.825517,2036.162139,10.107896,74.827178,419839.1655,1953.63521,1200.785647,349.637062,2966.938721,214.901515,373.790615,4805,14.927876,17.274662,18.299092,16.250233,349.358683,0.983912,2175.163364,1946.177416,2175.663364,2150.322584,10.111676,74.839815,265249.4053,1135.406792,233.616187,1938.876709,135.772228,373.345828,14.546833,17.399097,18.378182,16.420012,345.767668,0.983714,2204.283042,1775.152307,2204.783042,2321.347693,10.110786,74.858268,382446.1455,1187.775589,321.985187,2594.127441,195.761288,374.996729,14.742567,17.519044,18.442547,16.595542,346.404924,0.986029,2015.778278,2289.940716,2016.278278,1806.559284,10.116235,74.80291,360649.636,1179.183161,305.847003,2457.970947,184.60439,374.946873,14.590483,17.481524,18.420428,16.54262,348.420448,0.986429,2247.187125,2399.768486,2247.687125,1696.731514,10.109921,74.790578,2403628.72,1858.618386,1293.234124,14627.21777,1230.336507,381.257152,14.703351,17.403222,18.43446,16.371983,347.679282,0.983119,2130.180147,2287.260583,2130.680147,1809.239417,10.113084,74.802985,89685.39447,1059.040461,84.685522,831.125854,45.90693,372.689381,12.659454,19.93751,19.086797,20.788222,86.645738,0.992644,1763.312278,1476.994445,1763.812278,2619.505555,10.122842,74.891343,1947710.339,1730.294421,1125.652556,11172.35938,996.967258,379.066235,15.24343,17.628812,18.379849,16.877775,349.993145,0.991807,3078.880077,1592.518122,3079.380077,2503.981878,10.086506,74.876006,446013.2474,1216.306778,366.694698,2962.766113,228.299145,375.97438,14.853521,17.571771,18.334344,16.809199,337.760357,0.985258
elp1m008-fa05-20201220-0213-e91.fits,0,59204.91772,2459204.918,2459204.921373,1.405637,89.979,15.711151,23.942552,1.35,21,37,56,0.175332,0.110802,0.159129,0.153228,1.011141,0.03738,4.364042,0.229145,0.000681,0.000638,0.00067,0.000666,0.001466,0.000592,0.016189,0.00085,257.555732,173.77862,237.646285,230.19059,689.806049,63.127269,269.575163,269.575163,1793233.208,1983.309842,2314.455286,2059.692291,2314.955286,2036.807709,10.107891,74.827168,314411.8361,1800.904723,1170.177322,268.687344,2624.067627,174.585491,426.56649,4660,13.820374,16.658812,17.750505,15.567119,347.250787,0.979094,2175.10868,1945.450816,2175.60868,2151.049184,10.111675,74.839812,198693.473,1122.054277,177.080091,1834.777832,110.329808,425.53049,13.813211,16.558949,17.525524,15.592374,345.300968,0.982166,2204.377312,1774.36941,2204.877312,2322.13059,10.110781,74.85827,285354.7332,1158.53615,246.306283,2432.514893,158.450766,428.262858,13.825238,16.804635,17.632817,15.976453,343.006263,0.985937,2015.764326,2289.286718,2016.264326,1807.213282,10.116232,74.802903,274773.9163,1154.347203,238.03403,2399.563721,152.575488,426.331746,13.631145,16.984501,17.902244,16.066759,348.084936,0.986124,2247.203496,2399.117485,2247.703496,1697.382515,10.109918,74.790572,1813212.388,1699.350425,1067.003228,13076.87305,1006.834157,430.61887,13.532021,16.745768,17.860302,15.631235,347.089251,0.978325,2130.205058,2286.777421,2130.705058,1809.722579,10.113081,74.802959,67031.77452,1059.260106,63.281695,808.942871,37.221166,422.99753,12.119836,18.959126,17.615898,20.302353,270.487413,0.980116,1763.343047,1476.311907,1763.843047,2620.188093,10.122837,74.89133,1458926.888,1590.085521,917.51473,10004.31738,810.107758,430.527564,14.238663,16.978109,17.775236,16.180982,348.242071,0.989559,3079.067999,1591.750445,3079.567999,2504.749555,10.0865,74.876005,334306.3204,1185.388528,282.022571,2658.729736,185.63243,428.787087,14.062757,16.990826,17.819261,16.162391,338.17131,0.981919
