Label,Saturated,J.D.-2400000,JD_UTC,BJD_TDB,AIRMASS,EXPTIME,FWHM_Mean,Source_Radius,FWHM_Mult,Source_Rad(base),Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_T2,rel_flux_T3,rel_flux_T4,rel_flux_T5,rel_flux_C6,rel_flux_C7,rel_flux_C8,rel_flux_C9,rel_flux_err_T1,rel_flux_err_T2,rel_flux_err_T3,rel_flux_err_T4,rel_flux_err_T5,rel_flux_err_C6,rel_flux_err_C7,rel_flux_err_C8,rel_flux_err_C9,rel_flux_SNR_T1,rel_flux_SNR_T2,rel_flux_SNR_T3,rel_flux_SNR_T4,rel_flux_SNR_T5,rel_flux_SNR_C6,rel_flux_SNR_C7,rel_flux_SNR_C8,rel_flux_SNR_C9,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_T2,Y(IJ)_T2,X(FITS)_T2,Y(FITS)_T2,RA_T2,DEC_T2,Source-Sky_T2,Source_Error_T2,Source_SNR_T2,Peak_T2,Mean_T2,Sky/Pixel_T2,FWHM_T2,Width_T2,X-Width_T2,Y-Width_T2,Angle_T2,Roundness_T2,X(IJ)_T3,Y(IJ)_T3,X(FITS)_T3,Y(FITS)_T3,RA_T3,DEC_T3,Source-Sky_T3,Source_Error_T3,Source_SNR_T3,Peak_T3,Mean_T3,Sky/Pixel_T3,FWHM_T3,Width_T3,X-Width_T3,Y-Width_T3,Angle_T3,Roundness_T3,X(IJ)_T4,Y(IJ)_T4,X(FITS)_T4,Y(FITS)_T4,RA_T4,DEC_T4,Source-Sky_T4,Source_Error_T4,Source_SNR_T4,Peak_T4,Mean_T4,Sky/Pixel_T4,FWHM_T4,Width_T4,X-Width_T4,Y-Width_T4,Angle_T4,Roundness_T4,X(IJ)_T5,Y(IJ)_T5,X(FITS)_T5,Y(FITS)_T5,RA_T5,DEC_T5,Source-Sky_T5,Source_Error_T5,Source_SNR_T5,Peak_T5,Mean_T5,Sky/Pixel_T5,FWHM_T5,Width_T5,X-Width_T5,Y-Width_T5,Angle_T5,Roundness_T5,X(IJ)_C6,Y(IJ)_C6,X(FITS)_C6,Y(FITS)_C6,RA_C6,DEC_C6,Source-Sky_C6,Source_Error_C6,Source_SNR_C6,Peak_C6,Mean_C6,Sky/Pixel_C6,FWHM_C6,Width_C6,X-Width_C6,Y-Width_C6,Angle_C6,Roundness_C6,X(IJ)_C7,Y(IJ)_C7,X(FITS)_C7,Y(FITS)_C7,RA_C7,DEC_C7,Source-Sky_C7,Source_Error_C7,Source_SNR_C7,Peak_C7,Mean_C7,Sky/Pixel_C7,FWHM_C7,Width_C7,X-Width_C7,Y-Width_C7,Angle_C7,Roundness_C7,X(IJ)_C8,Y(IJ)_C8,X(FITS)_C8,Y(FITS)_C8,RA_C8,DEC_C8,Source-Sky_C8,Source_Error_C8,Source_SNR_C8,Peak_C8,Mean_C8,Sky/Pixel_C8,FWHM_C8,Width_C8,X-Width_C8,Y-Width_C8,Angle_C8,Roundness_C8,X(IJ)_C9,Y(IJ)_C9,X(FITS)_C9,Y(FITS)_C9,RA_C9,DEC_C9,Source-Sky_C9,Source_Error_C9,Source_SNR_C9,Peak_C9,Mean_C9,Sky/Pixel_C9,FWHM_C9,Width_C9,X-Width_C9,Y-Width_C9,Angle_C9,Roundness_C9
elp1m008-fa05-20201224-0390-e91.fits,0,59208.88884,2459208.888843,2459208.892079,1.537808,60.02,43.322114,49.849053,1.35,35,62,93,0.041997,0.373198,0.033273,0.01703,0.00621,2.846957,0.089342,0.102343,0.093004,0.000291,0.000431,0.00029,0.000284,0.000285,0.005904,0.000331,0.000338,0.000333,144.113959,866.452212,114.872966,59.958296,21.769441,482.176401,270.179489,302.69494,279.178216,8296410.949,5502.691448,2026.443489,1822.5414,2026.943489,2273.9586,11.607565,75.567277,348421.178,7806.631737,2406.608246,144.776857,1070.031982,44.631435,433.787301,12890,36.608602,34.302149,36.264429,32.33987,346.543126,0.983644,2321.469057,2022.688983,2321.969057,2073.811017,11.599125,75.545078,3096205.459,2924.40502,1058.747143,4423.291992,396.612209,436.970601,37.955629,34.605147,36.191411,33.018884,340.161375,0.985871,2125.161248,1987.855517,2125.661248,2108.644483,11.604784,75.54921,276048.8926,2396.094564,115.207846,742.977966,35.360819,433.467633,63.407606,44.636051,42.314649,46.957454,52.194969,0.825771,2285.13292,2145.93925,2285.63292,1950.56075,11.600238,75.531805,141286.6765,2354.551755,60.005764,726.555725,18.098289,432.650206,35.010592,34.778808,35.617129,33.940486,351.007407,0.997434,2113.657477,1883.514095,2114.157477,2212.985905,11.605068,75.560526,51524.04048,2366.559109,21.771711,598.30896,6.600035,434.24111,33.354751,32.175232,37.320365,27.0301,352.381956,0.895538,2804.594482,1159.596142,2805.094482,2936.903858,11.584623,75.637485,6139794.417,3423.584612,1793.381824,12042.93262,786.484443,441.797718,35.023802,34.511199,35.663988,33.35841,337.528715,0.991111,2608.60723,2513.990543,2609.10723,1582.509457,11.591104,75.491311,680425.0579,2479.885065,274.377659,1723.318848,87.159876,433.095336,34.485945,34.236176,36.359069,32.113282,349.136638,0.982314,2135.219163,2829.188317,2135.719163,1267.311683,11.604889,75.458113,770248.4913,2494.635296,308.761963,1948.481201,98.665919,434.655764,34.445097,34.049118,36.262182,31.836054,349.95448,0.981002,1280.672988,2348.204884,1281.172988,1748.295116,11.629315,75.511404,705942.9835,2487.095973,283.842277,1738.790771,90.428626,437.082707,35.436104,34.379291,36.333796,32.424787,356.651986,0.986978
elp1m008-fa05-20201224-0391-e91.fits,0,59208.88985,2459208.889847,2459208.893083,1.535581,60.067,44.902923,49.731349,1.35,35,62,93,0.042313,0.372971,0.033824,0.017077,0.006016,2.847893,0.089452,0.10272,0.092447,0.000292,0.000431,0.00029,0.000285,0.000286,0.00591,0.00033,0.000339,0.000334,144.867863,864.846871,116.627972,59.999015,21.017074,481.893021,271.065458,303.451979,276.898224,8287420.061,5495.154271,2025.674627,1822.428615,2026.174627,2274.071385,11.607556,75.567173,350665.8289,7769.809065,2409.397483,145.54088,1021.177429,45.131846,436.799504,12724,37.636786,34.601314,36.435153,32.767474,346.555481,0.985954,2320.744808,2022.463046,2321.244808,2074.036954,11.599119,75.544983,3090969.723,2927.958534,1055.674008,4552.541016,397.817977,439.978165,38.755766,34.785804,36.194206,33.377401,337.242919,0.98669,2123.96562,1986.700685,2124.46562,2109.799315,11.60479,75.549222,280317.3277,2396.319411,116.978282,712.961121,36.077763,436.090276,69.101669,44.301207,42.058947,46.543467,52.152042,0.832989,2284.044654,2145.537431,2284.544654,1950.962569,11.600243,75.531735,141527.6558,2356.96553,60.046553,710.305847,18.215075,435.703155,36.39156,34.987595,35.284931,34.690258,324.354008,0.997192,2112.284729,1884.465465,2112.784729,2212.034535,11.605078,75.560307,49853.69449,2371.826464,21.019116,588.177917,6.416335,437.268941,34.627137,31.429257,36.835324,26.023189,347.084552,0.862196,2803.762129,1159.445308,2804.262129,2937.054692,11.584618,75.63734,6133664.572,3414.531671,1796.341391,11529.83984,789.422819,443.862435,36.436641,34.741362,35.709713,33.773012,334.652018,0.992267,2607.784087,2513.711329,2608.284087,1582.788671,11.591108,75.491228,680458.9563,2471.623946,275.308449,1706.636475,87.577307,435.657581,35.789701,34.453658,36.319793,32.587522,345.699098,0.984865,2134.400971,2828.913604,2134.900971,1267.586396,11.604891,75.458054,771983.3308,2493.785027,309.562902,1927.403076,99.356796,437.335255,35.74281,34.225279,36.197079,32.253479,349.949864,0.985045,1279.893421,2347.987273,1280.393421,1748.512727,11.629304,75.51135,701313.2019,2491.94808,281.431707,1691.654175,90.261317,440.089432,36.322126,34.570425,36.507178,32.633673,356.074785,0.987287
elp1m008-fa05-20201224-0392-e91.fits,0,59208.89085,2459208.890851,2459208.894087,1.533374,59.983,40.900305,49.759172,1.35,35,62,93,0.042493,0.372754,0.032848,0.017583,0.006008,2.841836,0.089834,0.102311,0.092953,0.000292,0.000431,0.00029,0.000286,0.000286,0.005876,0.000329,0.000338,0.000333,145.364511,865.194837,113.425935,61.549765,21.02739,483.641954,273.287576,302.434637,278.987541,8290116.808,5490.078321,2025.803915,1822.764471,2026.303915,2273.735529,11.607555,75.567174,352275.2746,7778.505358,2412.137288,146.042796,1032.77478,45.288299,436.381699,12981,37.389168,34.167496,35.939043,32.395949,345.614791,0.98608,2321.003146,2022.765143,2321.503146,2073.734857,11.599114,75.544986,3090177.672,2927.244376,1055.660982,4437.555176,397.271395,439.669834,38.50921,34.724021,36.237561,33.210481,337.226883,0.984564,2124.458714,1985.983359,2124.958714,2110.516641,11.604777,75.549336,272314.5167,2394.030797,113.747291,749.179993,35.008592,436.849995,64.733857,44.049938,42.83896,45.260915,49.114492,0.852658,2284.471166,2145.772,2284.971166,1950.728,11.600233,75.531745,145768.346,2366.332376,61.60096,1348.721558,18.739891,435.510341,35.798236,34.894622,35.607346,34.181897,330.226454,0.993509,2111.923982,1883.685373,2112.423982,2212.814627,11.605091,75.56043,49807.81569,2368.481646,21.029429,593.650757,6.403263,437.578617,4.139667,30.914977,36.133777,25.696177,342.819285,0.841864,2804.116557,1159.763842,2804.616557,2936.736158,11.584609,75.637342,6132263.847,3417.714346,1794.258743,11975.49609,788.360175,443.98236,36.066169,34.729421,35.803351,33.655491,334.572296,0.99042,2607.933708,2513.950696,2608.433708,1582.549304,11.591106,75.491237,683349.3058,2461.306747,277.63679,1701.800415,87.850978,434.792745,34.992613,34.431712,36.365248,32.498175,344.878271,0.983205,2134.512077,2829.172864,2135.012077,1267.327136,11.604891,75.458061,769448.4282,2494.491535,308.459026,1942.159668,98.91983,436.91831,35.365891,34.209776,36.429655,31.989898,347.267082,0.97951,1279.993139,2348.272537,1280.493139,1748.227463,11.629305,75.511358,705055.2273,2485.894144,283.622386,1819.474487,90.641479,440.013607,36.205009,34.55543,36.37287,32.737989,352.087222,0.988112
elp1m008-fa05-20201224-0393-e91.fits,0,59208.89185,2459208.891854,2459208.895090,1.531181,59.968,40.794136,50.423515,1.35,35,62,93,0.043164,0.372787,0.033906,0.017525,0.005946,2.843645,0.089264,0.103027,0.092677,0.000296,0.000435,0.000293,0.000289,0.000289,0.005967,0.000334,0.000343,0.000338,146.037108,856.050601,115.781164,60.619125,20.591772,476.580262,267.117319,300.653995,274.120852,8289234.254,5556.088064,2025.609215,1822.869798,2026.109215,2273.630202,11.60757,75.567226,357799.4218,7987.596231,2438.29232,146.741807,983.285461,44.79438,431.316854,12710,38.362628,35.244536,37.3273,33.161772,349.465562,0.98407,2320.652316,2022.99992,2321.152316,2073.50008,11.599136,75.545044,3090118.848,2956.380855,1045.237065,4238.277344,386.864678,436.241063,39.315193,35.043123,36.709302,33.376943,340.748477,0.985301,2124.319227,1988.540137,2124.819227,2107.959863,11.604792,75.549133,281056.457,2420.159051,116.131399,707.272827,35.186613,431.921179,63.111732,44.875274,42.670662,47.079885,51.846832,0.828562,2283.719524,2146.049052,2284.219524,1950.450948,11.600265,75.531803,145272.4424,2394.499694,60.669226,703.698059,18.187254,431.2179,37.218134,35.418146,36.266293,34.569999,331.894115,0.992592,2111.493767,1884.864806,2111.993767,2211.635194,11.605114,75.560371,49287.96927,2393.347934,20.593733,598.086365,6.170563,432.670029,1.721592,31.029343,36.368893,25.689792,346.148155,0.857461,2803.773371,1160.02014,2804.273371,2936.47986,11.584645,75.637373,6132626.332,3443.769384,1780.788911,11069.95606,767.768695,439.810063,37.014831,35.015412,36.241576,33.789248,339.036331,0.99116,2607.710526,2514.169403,2608.210526,1582.330597,11.591123,75.491329,679296.5386,2504.23017,271.259626,1642.736206,85.043925,431.334456,36.107687,34.658503,36.839417,32.477588,347.951313,0.981143,2134.198356,2829.47246,2134.698356,1267.02754,11.604902,75.458143,774245.1842,2524.209353,306.727801,1848.743164,96.930937,432.069693,36.519397,34.541228,36.845468,32.236987,351.857358,0.980851,1279.777546,2348.490744,1280.277546,1748.009256,11.629307,75.511396,703066.1998,2523.443163,278.613844,1625.921997,88.019747,435.414705,36.875732,34.826351,36.887853,32.764849,354.885788,0.985629
elp1m008-fa05-20201224-0394-e91.fits,0,59208.89286,2459208.892857,2459208.896093,1.529016,60.087,40.500805,50.475001,1.35,35,62,93,0.042274,0.372302,0.033211,0.017534,0.006125,2.825654,0.089269,0.103479,0.09369,0.000295,0.000433,0.000292,0.000287,0.000288,0.005886,0.000333,0.000342,0.000338,143.532017,858.913485,113.816604,61.015049,21.242313,480.056414,268.103643,302.92655,277.288068,8320103.009,5561.518783,2025.840909,1822.532597,2026.340909,2273.967403,11.607462,75.568618,351725.1225,8003.916555,2439.194823,144.197224,1060.613281,43.944127,430.984088,12589,37.254765,34.660127,36.715147,32.605107,349.275189,0.983881,2320.945837,2022.626111,2321.445837,2073.873889,11.599021,75.54642,3097592.732,2952.784868,1049.041116,4423.967773,387.009623,434.684075,38.948639,34.932613,36.523696,33.341531,339.109741,0.985139,2125.034157,1986.945216,2125.534157,2109.554784,11.604668,75.550648,276315.3103,2420.687862,114.147435,733.333252,34.522513,431.332311,65.417228,44.327577,42.616829,46.038325,50.633839,0.844413,2284.463113,2145.782342,2284.963113,1950.717658,11.600138,75.53316,145881.9062,2388.927431,61.065859,702.510925,18.226315,429.455802,36.112744,35.289107,36.353846,34.224369,343.269844,0.994778,2111.815821,1884.534728,2112.315821,2211.965272,11.605002,75.561757,50962.96931,2398.883377,21.244455,593.082581,6.367254,432.01289,2.267079,32.167084,37.943263,26.390904,350.031953,0.863029,2804.071267,1159.531968,2804.571267,2936.968032,11.584515,75.638809,6145284.256,3449.129385,1781.691427,11766.00098,767.784648,439.02207,36.651897,34.96822,36.176523,33.759916,336.245677,0.989557,2607.975318,2513.921714,2608.475318,1582.578286,11.591006,75.492653,681861.4311,2504.345037,272.271361,1694.308838,85.190972,430.324614,35.502236,34.642739,36.674549,32.610929,346.43504,0.982747,2134.818313,2829.132617,2135.318313,1267.367383,11.604786,75.459466,780220.8154,2524.041563,309.115677,1906.386597,97.479879,431.630477,35.257006,34.601628,36.739853,32.463404,346.451273,0.980873,1280.078758,2347.990656,1280.578758,1748.509344,11.629214,75.512787,712736.5066,2528.135238,281.921828,1732.053955,89.048468,433.649153,36.301515,34.729019,36.756304,32.701734,353.188964,0.985667
elp1m008-fa05-20201224-0395-e91.fits,0,59208.89386,2459208.893859,2459208.897095,1.526876,59.983,43.785086,50.654621,1.35,35,62,93,0.042192,0.373421,0.034778,0.016916,0.005604,2.832727,0.088884,0.102451,0.094514,0.000294,0.000435,0.000292,0.000287,0.000289,0.005901,0.000333,0.000341,0.000337,143.303018,858.422031,119.078451,58.94591,19.413468,480.018877,266.904012,300.816577,280.622923,8303609.958,5547.421746,2025.250468,1822.265473,2025.750468,2274.234527,11.607929,75.568576,350349.4666,8060.983081,2433.585844,143.964293,1060.373047,43.462375,425.850939,12957,37.696271,34.740453,36.865533,32.615373,350.090645,0.983215,2320.263003,2022.296032,2320.763003,2074.203968,11.599499,75.546431,3100741.418,2959.113789,1047.861502,4577.922852,384.660455,429.038767,38.741119,35.069236,36.737254,33.401219,342.300119,0.986442,2124.031004,1987.02305,2124.531004,2109.47695,11.605149,75.550599,288783.019,2417.46306,119.457055,722.809387,35.824789,424.980869,62.128244,44.72835,42.759526,46.697174,51.363312,0.840926,2283.958889,2145.200934,2284.458889,1951.299066,11.600608,75.533214,140463.1113,2381.066877,58.99167,703.89093,17.42506,424.457363,34.746316,35.510919,36.34212,34.679718,353.73276,0.997703,2111.52141,1882.680006,2112.02141,2213.819994,11.605462,75.5619,46531.22901,2396.651423,19.415101,576.724548,5.772401,426.77475,35.600245,32.128437,37.76698,26.489893,350.210103,0.869382,2803.439953,1159.197158,2803.939953,2937.302842,11.585024,75.63872,6137108.267,3447.382999,1780.222351,11347.22559,761.334964,433.766273,36.689443,35.111044,36.373826,33.848261,339.730812,0.991065,2607.274952,2513.573914,2607.774952,1582.926086,11.591489,75.492755,677812.3236,2501.107395,271.004886,1724.258057,84.085566,424.481642,35.616696,34.728886,36.780442,32.67733,347.944312,0.983362,2133.798427,2828.758959,2134.298427,1267.741041,11.605255,75.459592,771652.8765,2514.674382,306.859959,1871.122314,95.726894,426.018463,35.748648,34.659388,36.880354,32.438422,351.103739,0.982031,1279.206102,2347.728843,1279.706102,1748.771157,11.629652,75.512782,717036.4905,2512.033646,285.44064,1685.11792,88.951494,427.668139,36.59799,35.108378,37.191437,33.025319,355.91582,0.985729
elp1m008-fa05-20201224-0396-e91.fits,0,59208.89488,2459208.894878,2459208.898114,1.524714,60.072,42.869446,50.404237,1.35,35,62,93,0.042244,0.373267,0.033631,0.016833,0.00568,2.847246,0.089815,0.1021,0.092744,0.000293,0.000433,0.00029,0.000287,0.000288,0.005925,0.000331,0.000339,0.000335,144.149366,862.880133,115.973149,58.662664,19.724811,480.535262,271.210819,300.903006,276.979882,8285120.584,5511.5878,2025.655953,1822.861796,2026.155953,2273.638204,11.607473,75.568787,349997.9773,7981.489662,2416.833638,144.816744,928.839661,43.85121,424.854267,12873,39.226523,35.088614,37.006498,33.17073,350.709356,0.986778,2320.58262,2022.899936,2321.08262,2073.600064,11.599035,75.546559,3092560.187,2934.720589,1053.783518,3703.176514,387.46654,427.93964,40.355973,35.324102,36.834838,33.813366,343.729727,0.989743,2123.752951,1987.941711,2124.252951,2108.558289,11.604712,75.550727,278636.2342,2395.431723,116.31984,656.219849,34.910304,423.938423,69.92197,44.429176,42.517964,46.340387,51.447176,0.85191,2284.146831,2145.521166,2284.646831,1950.978834,11.600154,75.53335,139462.564,2375.55404,58.707384,651.949036,17.47325,424.083186,37.885464,35.320857,35.616894,35.024821,330.684311,0.998963,2111.390005,1884.332763,2111.890005,2212.167237,11.605019,75.561973,47061.78387,2385.712691,19.726509,580.71759,5.896366,425.577655,2.390384,30.929037,36.664761,25.193314,349.017047,0.850516,2803.799983,1159.810141,2804.299983,2936.689859,11.584499,75.638971,6131600.892,3426.685545,1789.367834,9131.655273,768.227631,431.933517,38.23769,35.287828,36.395921,34.179735,341.551573,0.993845,2607.646826,2514.179502,2608.146826,1582.320498,11.591024,75.492736,682800.9267,2478.472446,275.492644,1499.120361,85.548056,423.312131,37.223193,35.082584,36.991076,33.174092,349.167655,0.986375,2134.119283,2829.304433,2134.619283,1267.195567,11.60483,75.459572,767542.4662,2501.020532,306.891709,1566.074097,96.165315,424.946101,38.009514,34.807752,36.875614,32.73989,351.41136,0.984642,1279.667559,2348.287524,1280.167559,1748.212476,11.629257,75.512979,703176.2998,2497.498125,281.552283,1463.783203,88.100885,427.933027,38.789221,35.200974,37.124677,33.277271,359.930575,0.988125
elp1m008-fa05-20201224-0397-e91.fits,0,59208.89588,2459208.895882,2459208.899118,1.522614,60.067,41.790775,50.11481,1.35,35,62,93,0.04244,0.372172,0.03312,0.017281,0.005134,2.840872,0.089147,0.103017,0.09303,0.000292,0.000432,0.00029,0.000285,0.000287,0.005894,0.000331,0.000339,0.000334,145.267849,862.201489,114.161465,60.600738,17.914214,481.989354,269.732062,303.501068,278.425512,8285331.136,5502.268281,2024.74231,1823.5512,2025.24231,2272.9488,11.607659,75.56861,351629.4045,7890.09156,2409.268814,145.948598,951.200745,44.565947,429.121811,12929,38.758445,35.102879,36.758801,33.446958,349.352736,0.989792,2319.762714,2023.496126,2320.262714,2073.003874,11.599185,75.546431,3083565.029,2932.0809,1051.664376,4051.216064,390.81486,433.470218,39.960953,35.42147,36.863006,33.979935,342.049862,0.989937,2122.638006,1987.880409,2123.138006,2108.619591,11.604893,75.550655,274412.5585,2396.805133,114.490976,702.946045,34.779388,429.649187,66.007004,44.202008,42.278006,46.126009,51.52954,0.852124,2283.51196,2146.315141,2284.01196,1950.184859,11.600303,75.533211,143182.2139,2360.799863,60.649874,681.943787,18.147092,428.279499,1.501501,35.463173,35.913365,35.01298,332.26858,0.997995,2110.21526,1885.179191,2110.71526,2211.320809,11.605203,75.561791,42534.6109,2374.181844,17.915481,588.298218,5.390889,431.030341,38.195817,31.261642,34.9227,27.600584,350.59628,0.940423,2803.019386,1160.512932,2803.519386,2935.987068,11.584596,75.638772,6128182.705,3419.604515,1792.073521,9504.101562,776.693484,437.454475,37.668408,35.390297,36.438208,34.342386,340.121137,0.994076,2606.911152,2514.794054,2607.411152,1581.705946,11.591139,75.492674,678155.4872,2475.726379,273.921825,1539.396973,85.950268,428.292912,36.638226,35.03313,36.912912,33.153347,349.832623,0.986977,2133.413214,2829.877294,2133.913214,1266.622706,11.604996,75.459519,773813.3168,2499.113077,309.635176,1610.315063,98.07406,429.359148,36.786416,35.012307,36.956537,33.068078,352.091832,0.986758,1278.850668,2348.863442,1279.350668,1747.636558,11.629522,75.512819,705179.6264,2491.279575,283.059209,1542.303589,89.375341,432.914584,37.730758,35.312653,37.055196,33.570111,357.341281,0.990223
elp1m008-fa05-20201224-0398-e91.fits,0,59208.89693,2459208.896926,2459208.900162,1.520443,60.035,37.425069,50.110017,1.35,35,62,93,0.042118,0.373242,0.03343,0.017306,0.005573,2.852592,0.089075,0.102098,0.09306,0.000293,0.000432,0.000291,0.000286,0.000287,0.005938,0.000331,0.000339,0.000335,143.74922,863.88001,114.786682,60.512701,19.409234,480.418669,269.507608,301.211037,278.029206,8274259.445,5497.011575,2024.818899,1822.001673,2025.318899,2274.498327,11.607473,75.568808,348498.8603,7888.582493,2413.27239,144.409252,936.978027,44.177628,430.774014,12939,38.07435,35.127931,36.870821,33.385041,349.186758,0.988661,2319.74726,2022.127853,2320.24726,2074.372147,11.599035,75.546571,3088298.042,2927.540342,1054.912207,3868.457031,391.489605,433.134409,39.853116,35.347713,36.607437,34.08799,339.913818,0.991321,2122.951605,1987.290639,2123.451605,2109.209361,11.604712,75.550725,276609.3831,2402.751886,115.121909,675.125793,35.064523,429.710041,64.148573,44.70409,42.680742,46.727438,51.813325,0.852972,2283.230025,2144.430784,2283.730025,1952.069216,11.600157,75.533397,143194.467,2364.440913,60.56166,684.519043,18.152116,428.784683,37.281009,35.342891,35.337287,35.348496,314.857849,0.995915,2111.528204,1882.883367,2112.028204,2213.616633,11.604991,75.562056,46113.36603,2375.649232,19.410848,573.480164,5.845583,431.530828,2.228795,33.029358,36.473038,29.585678,343.357769,0.93911,2803.003782,1159.037006,2803.503782,2937.462994,11.584499,75.638985,6126547.314,3415.453388,1793.772778,9780.621094,776.634753,437.327484,37.193512,35.335413,36.136005,34.53482,336.326087,0.995532,2606.710374,2513.44592,2607.210374,1583.05408,11.591026,75.492746,676746.6368,2472.675276,273.690057,1459.026978,85.788117,428.622436,36.974898,35.057082,36.639113,33.47505,347.185073,0.99002,2133.217778,2828.486105,2133.717778,1268.013895,11.604831,75.45959,766521.5795,2495.17941,307.200988,1610.473877,97.168481,430.433972,1.20296,34.844481,36.60546,33.083502,350.308436,0.988577,1278.778711,2347.504579,1279.278711,1748.995421,11.629258,75.512989,704443.9148,2492.342494,282.643303,1510.231323,89.299176,433.630794,38.077631,35.229768,36.716876,33.742661,358.878682,0.992887
elp1m008-fa05-20201224-0399-e91.fits,0,59208.89793,2459208.897929,2459208.901165,1.518376,60.016,38.213086,49.999812,1.35,35,62,93,0.041941,0.372677,0.034036,0.017418,0.006758,2.851079,0.089096,0.103019,0.092255,0.000293,0.000433,0.00029,0.000286,0.000287,0.005941,0.000332,0.00034,0.000334,142.908912,861.434502,117.164636,60.946874,23.548777,479.924062,268.60883,303.124736,276.159988,8295933.592,5519.955593,2025.028047,1822.252004,2025.528047,2274.247996,11.607547,75.567137,347942.6619,7853.922611,2423.684124,143.55941,1039.456909,44.301769,435.401455,12995,36.728433,34.359629,36.314428,32.404829,346.625891,0.983869,2320.098556,2022.250842,2320.598556,2074.249158,11.599109,75.544953,3091707.184,2940.94514,1051.263127,4649.254883,393.651343,438.742907,38.07483,34.63358,36.213889,33.053271,338.099185,0.984079,2123.862328,1987.918305,2124.362328,2108.581695,11.604765,75.549034,282359.1232,2402.600222,117.522308,723.496399,35.95135,434.514052,58.591864,44.893554,42.927299,46.859809,51.182538,0.833309,2283.399619,2145.467421,2283.899619,1951.032579,11.600233,75.531689,144500.8464,2368.980892,60.99705,1654.165405,18.398557,434.116175,1.615302,34.803769,35.322549,34.284988,334.305275,0.997719,2112.874489,1883.386635,2113.374489,2213.113365,11.605033,75.560367,56061.33254,2380.355036,23.551668,617.025635,7.138004,435.521869,31.888322,33.128232,37.850801,28.405662,339.551582,0.863344,2803.310282,1159.173814,2803.810282,2937.326186,11.584604,75.63732,6141749.191,3430.809187,1790.175103,12270.38867,781.997671,442.819917,35.358862,34.625802,35.788858,33.462746,336.129397,0.990043,2607.007966,2513.511481,2607.507966,1582.988519,11.591101,75.491199,678670.7935,2488.181636,272.757738,1771.104614,86.411699,434.057312,34.406523,34.197732,36.277974,32.117489,345.675867,0.980923,2133.597321,2828.693032,2134.097321,1267.806968,11.604884,75.458023,774817.5239,2505.373333,309.262302,1976.525757,98.653573,435.217217,34.325521,34.164845,36.314254,32.015437,348.060424,0.981214,1279.040749,2347.645129,1279.540749,1748.854871,11.6293,75.511326,700696.0839,2496.300197,280.693838,1753.023804,89.216067,438.846679,35.503045,34.272766,36.322028,32.223505,352.849378,0.984878
elp1m008-fa05-20201224-0400-e91.fits,0,59208.89895,2459208.898948,2459208.902184,1.516307,60.003,43.146826,49.526149,1.35,35,62,93,0.042317,0.373099,0.033835,0.017293,0.006087,2.846949,0.088757,0.102545,0.093395,0.000291,0.000429,0.000288,0.000283,0.000284,0.005869,0.000328,0.000336,0.000331,145.599427,869.403711,117.63129,61.111644,21.433371,485.103753,270.474457,304.793313,282.051987,8299829.803,5476.711817,2025.439679,1822.287526,2025.939679,2274.212474,11.607845,75.56842,351221.6318,7705.822227,2401.087159,146.276086,1095.773071,45.578735,435.839511,12934,36.282496,34.234972,36.129608,32.340335,347.864685,0.985348,2320.489473,2022.363211,2320.989473,2074.136789,11.599408,75.546228,3096662.323,2917.408266,1061.442911,4850.570312,401.860078,439.414373,37.889727,34.535925,36.120872,32.950978,338.593871,0.984411,2124.475378,1986.575161,2124.975378,2109.924839,11.605057,75.550467,280822.9376,2380.11246,117.987256,709.964111,36.442956,435.442427,65.946293,44.800946,42.954018,46.647874,50.728472,0.828283,2284.21387,2145.599308,2284.71387,1950.900692,11.600519,75.532961,143532.9501,2346.790121,61.161392,717.683472,18.626559,434.624376,35.068376,34.371291,35.150562,33.59202,331.609041,0.993156,2111.325806,1882.862921,2111.825806,2213.637079,11.605388,75.561714,50521.11794,2356.888416,21.435515,617.180847,6.556227,436.87553,34.651011,29.381883,35.746468,23.017298,348.875249,0.800098,2803.743058,1159.336865,2804.243058,2937.163135,11.5849,75.638588,6142320.261,3413.424313,1799.459926,12662.60645,797.101215,443.687547,35.432537,34.519099,35.685749,33.35245,336.237389,0.990003,2607.464872,2513.584376,2607.964872,1582.915624,11.591397,75.492479,676614.6836,2463.624993,274.641914,1860.766602,87.805644,434.839996,34.662574,34.022491,36.062474,31.982508,346.647952,0.982109,2134.093905,2828.897879,2134.593905,1267.602121,11.60518,75.45929,771945.797,2482.72251,310.927135,1968.425537,100.176954,436.335069,34.752696,33.905121,36.074748,31.735495,348.24194,0.980678,1279.50766,2347.644951,1280.00766,1748.855049,11.629598,75.512614,708949.0619,2471.74991,286.820709,1901.126343,92.001741,439.103821,35.422636,34.368912,36.249826,32.487998,351.933935,0.987095
