Label,slice,Saturated,J.D.-2400000,JD_UTC,BJD-OBS,AIRMASS,EXPTIME,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_C4,rel_flux_C5,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_err_C5,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_C4,rel_flux_SNR_C5,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_C2,Y(IJ)_C2,X(FITS)_C2,Y(FITS)_C2,RA_C2,DEC_C2,Source-Sky_C2,Source_Error_C2,Source_SNR_C2,Peak_C2,Mean_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,X-Width_C2,Y-Width_C2,Angle_C2,Roundness_C2,X(IJ)_C3,Y(IJ)_C3,X(FITS)_C3,Y(FITS)_C3,RA_C3,DEC_C3,Source-Sky_C3,Source_Error_C3,Source_SNR_C3,Peak_C3,Mean_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,X-Width_C3,Y-Width_C3,Angle_C3,Roundness_C3,X(IJ)_C4,Y(IJ)_C4,X(FITS)_C4,Y(FITS)_C4,RA_C4,DEC_C4,Source-Sky_C4,Source_Error_C4,Source_SNR_C4,Peak_C4,Mean_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,X-Width_C4,Y-Width_C4,Angle_C4,Roundness_C4,X(IJ)_C5,Y(IJ)_C5,X(FITS)_C5,Y(FITS)_C5,RA_C5,DEC_C5,Source-Sky_C5,Source_Error_C5,Source_SNR_C5,Peak_C5,Mean_C5,Sky/Pixel_C5,FWHM_C5,Width_C5,X-Width_C5,Y-Width_C5,Angle_C5,Roundness_C5,AIRMASS
lsc1m005-fa15-20190224-0154-e91.fits,90,0,58539.60213,2458539.602,2458539.603280,1.226173,42,13.917597,11,20,30,0.165514,0.230623,0.829611,0.202675,0.235545,0.000219,0.000291,0.000803,0.000268,0.000294,757.288609,793.74256,1033.057896,755.728188,800.237598,3897107.923,1886.702731,2077.613641,2032.035223,2078.113641,2064.464777,5.267015,-31.413022,645027.5408,380.132711,792.450077,813.966153,10326.15234,1696.84829,170.291413,1368,10.681628,9.712209,9.847635,9.576784,338.010811,0.998499,3031.662232,2148.918282,3032.162232,1947.581718,5.275062,-31.399567,730331.051,833.186361,876.551855,9300.574219,1921.252841,167.263967,11.275509,10.157972,10.759268,9.556676,343.948763,0.980604,3034.170871,1850.273041,3034.670871,2246.226959,5.275105,-31.431846,1767088.294,1235.682784,1430.050105,26796.22266,4648.608875,174.74554,11.428815,9.999298,10.244917,9.75368,329.408228,0.989624,1633.930709,2859.485082,1634.430709,1237.014918,5.263221,-31.323924,656742.1491,796.906464,824.114471,11656.10547,1727.665444,166.161144,10.379603,9.558285,9.917185,9.199385,359.241418,0.994372,2410.355668,1637.263176,2410.855668,2459.236824,5.269851,-31.45542,742946.4281,838.734658,885.794358,11143.45801,1954.439611,165.936153,11.312687,9.899732,9.971529,9.827934,322.80579,0.997095,1.226173
lsc1m005-fa15-20190224-0155-e91.fits,91,0,58539.60291,2458539.603,2458539.604280,1.22983,42,13.882351,11,20,30,0.165248,0.229607,0.830258,0.202444,0.23652,0.000218,0.00029,0.000803,0.000268,0.000295,757.85989,793.064633,1033.757604,755.440728,801.929301,3903964.363,1888.844829,2077.478168,2032.027248,2077.978168,2064.472752,5.267016,-31.413012,645123.7645,380.132711,791.954736,814.596763,10132.9375,1697.101422,169.299691,1315,10.994826,9.801019,9.822784,9.779254,320.060315,0.999361,3031.463866,2148.876821,3031.963866,1947.623179,5.275062,-31.399562,728995.7179,832.719134,875.440096,8929.477539,1917.740033,167.592004,11.365513,10.181797,10.631536,9.732057,339.479347,0.986334,3034.005938,1850.275823,3034.505938,2246.224177,5.275105,-31.431835,1770951.304,1237.078876,1431.558924,25892.91211,4658.771141,174.737865,11.234127,10.032147,10.121826,9.942468,320.782047,0.992047,1633.792994,2859.434256,1634.292994,1237.065744,5.263221,-31.323921,657272.5799,798.043385,823.605073,11513.1875,1729.060827,167.110969,10.525244,9.539716,9.725388,9.354044,4.365992,0.99845,2410.199083,1637.258682,2410.699083,2459.241318,5.269851,-31.455409,746744.7612,840.878259,888.053358,10788.00488,1964.431735,164.929607,11.374447,9.976954,9.923469,10.030439,309.018504,0.997325,1.22983
lsc1m005-fa15-20190224-0156-e91.fits,92,0,58539.6037,2458539.604,2458539.605280,1.233529,42,14.322715,11,20,30,0.165165,0.230001,0.828138,0.202964,0.236541,0.000218,0.00029,0.000802,0.000269,0.000295,756.838273,792.872036,1032.395101,755.085264,801.444625,3894464.757,1886.491438,2077.709941,2031.79831,2078.209941,2064.70169,5.267016,-31.41303,643230.8988,380.132711,790.716504,813.478529,10181.47656,1692.121935,168.395884,1363,11.385653,9.922062,10.23478,9.609345,346.426307,0.994992,3031.762818,2148.686073,3032.262818,1947.813927,5.275062,-31.399575,728234.8459,831.829256,875.46193,8638.019531,1915.738437,166.892828,11.612714,10.319842,11.059532,9.580153,345.328344,0.973231,3034.294326,1850.010115,3034.794326,2246.489885,5.275105,-31.431855,1764174.336,1235.18726,1428.264679,25783.04492,4640.943239,175.317263,11.961103,10.161986,10.522817,9.801156,333.948366,0.986667,1633.970921,2859.201522,1634.470921,1237.298478,5.263221,-31.323942,657073.4008,798.044564,823.354272,11445.88281,1728.536855,165.682107,10.891589,9.696662,10.188643,9.20468,1.57082,0.989725,2410.486366,1637.028791,2410.986366,2459.471209,5.269851,-31.455426,744982.1746,839.254038,887.671838,10989.53711,1959.794969,163.765714,11.880168,10.094201,10.278281,9.910121,330.534734,0.995009,1.233529
lsc1m005-fa15-20190224-0157-e91.fits,93,0,58539.60449,2458539.604,2458539.605280,1.237288,42,14.80194,11,20,30,0.165396,0.229805,0.830035,0.202791,0.236055,0.000219,0.000291,0.000805,0.000269,0.000295,755.110723,790.516415,1030.490195,753.627921,799.066923,3879758.777,1883.072654,2077.72571,2031.813199,2078.22571,2064.686801,5.267016,-31.413026,641695.194,380.132711,790.672129,811.581907,10445.37598,1688.082018,168.563478,1372,11.767576,10.135616,10.413904,9.857327,349.074338,0.996505,3031.775463,2148.663805,3032.275463,1947.836195,5.275063,-31.399577,724982.5574,830.82015,872.610705,8839.701172,1907.182771,167.350391,11.974647,10.489021,11.175522,9.802519,345.393218,0.977699,3034.342978,1850.04045,3034.842978,2246.45955,5.275106,-31.431852,1759712.387,1233.211021,1426.93534,24866.56836,4629.20537,174.614192,12.350819,10.348297,10.66777,10.028825,333.488828,0.989483,1634.087885,2859.175223,1634.587885,1237.324777,5.263222,-31.32394,654128.5982,795.995474,821.774268,10558.04395,1720.79008,166.429072,11.356524,9.948365,10.426305,9.470425,3.867305,0.990641,2410.495252,1636.974283,2410.995252,2459.525717,5.269851,-31.455431,740935.2336,837.425986,884.776979,11207.05078,1949.148842,164.609016,12.237418,10.304366,10.4612,10.147533,333.031412,0.997327,1.237288
lsc1m005-fa15-20190224-0158-e91.fits,94,0,58539.60528,2458539.605,2458539.606280,1.241056,42,14.891693,11,20,30,0.165491,0.229966,0.827536,0.202964,0.236851,0.000219,0.000291,0.000803,0.000269,0.000296,755.571354,790.741838,1030.616945,754.867669,799.25405,3881775.224,1883.724656,2077.753322,2031.874557,2078.253322,2064.625443,5.267015,-31.413116,642398.2986,380.132711,791.002317,812.132006,10747.27832,1689.931647,170.636909,1283,11.716819,10.167583,10.539339,9.795827,353.49729,0.994382,3031.807261,2148.651897,3032.307261,1947.848103,5.275065,-31.399635,725774.0821,831.464821,872.886097,9366.791992,1909.265004,169.815503,11.990507,10.55301,11.33294,9.77308,347.685227,0.973846,3034.327213,1850.107044,3034.827213,2246.392956,5.275108,-31.431913,1757726.825,1232.456132,1426.198287,27392.34766,4623.982029,176.594556,12.365381,10.378362,10.780989,9.975736,337.61326,0.98809,1634.040128,2859.232881,1634.540128,1237.267119,5.263217,-31.324016,654932.7089,795.385382,823.415571,11617.96094,1722.905422,165.84678,11.335443,9.943194,10.486328,9.400059,4.750177,0.987804,2410.504403,1637.098814,2411.004403,2459.401186,5.269853,-31.455515,743341.6083,839.939765,884.993948,11814.47559,1955.479196,166.278204,12.248374,10.292093,10.547893,10.036293,338.305106,0.995327,1.241056
lsc1m005-fa15-20190224-0159-e91.fits,95,0,58539.60607,2458539.606,2458539.607280,1.244902,42,14.705562,11,20,30,0.166005,0.23034,0.829518,0.202683,0.235864,0.00022,0.000292,0.000807,0.000269,0.000296,755.288674,789.320816,1028.266088,752.231864,797.096425,3868156.933,1881.445361,2077.817759,2031.472633,2078.317759,2065.027367,5.267013,-31.413032,642133.275,380.132711,790.734369,812.072043,9423.672852,1689.23446,171.37359,1366,11.624284,10.101133,10.36066,9.841607,335.33739,0.993792,3031.978406,2148.395606,3032.478406,1948.104394,5.275062,-31.399574,724183.8718,831.019287,871.44051,8244.082031,1905.081701,170.115379,11.958473,10.529904,11.232386,9.827421,340.819344,0.971301,3034.424884,1849.708903,3034.924884,2246.791097,5.275104,-31.431857,1753852.806,1232.053281,1423.52026,23662.23828,4613.790802,178.175524,12.282204,10.388044,10.714502,10.061586,329.20665,0.982586,1634.187016,2858.890381,1634.687016,1237.609619,5.26322,-31.323938,651884.2897,794.682937,820.307395,10633.3457,1714.886067,168.148759,10.930147,9.878618,10.28067,9.476566,351.682805,0.992807,2410.539841,1636.693965,2411.039841,2459.806035,5.269849,-31.45543,738235.9653,836.520971,882.507422,10226.7793,1942.047984,166.000818,11.841012,10.273636,10.418571,10.128701,324.654089,0.992721,1.244902
lsc1m005-fa15-20190224-0160-e91.fits,96,0,58539.60685,2458539.607,2458539.608280,1.248757,42,14.547077,11,20,30,0.165543,0.229827,0.830771,0.203013,0.235463,0.00022,0.000291,0.000806,0.000269,0.000295,754.090548,790.601449,1030.247195,754.114583,797.673343,3882304.114,1884.775146,2077.7445,2031.778901,2078.2445,2064.721099,5.267016,-31.413015,642688.5958,380.132711,793.103166,810.346779,10994.8457,1690.695321,172.32612,1344,11.360228,10.031635,10.285734,9.777535,342.67518,0.996213,3031.777451,2148.59024,3032.277451,1947.90976,5.275062,-31.399572,725515.6245,831.257127,872.793268,8999.352539,1908.58509,170.536123,11.782214,10.42797,11.115608,9.740332,343.198085,0.975143,3034.347204,1850.000392,3034.847204,2246.499608,5.275105,-31.431843,1761719.94,1234.692522,1426.849121,25895.63086,4634.486559,178.977723,12.05841,10.291645,10.590584,9.992706,330.889397,0.987852,1634.044948,2859.141865,1634.544948,1237.358135,5.263221,-31.323928,655153.3844,796.559053,822.479365,10998.66406,1723.485944,168.185199,10.93038,9.834307,10.237879,9.430735,1.344289,0.993272,2410.545952,1637.011134,2411.045952,2459.488866,5.269851,-31.455412,739915.165,838.103209,882.844925,10928.71094,1946.465388,168.351983,11.89859,10.216149,10.368456,10.063842,327.33187,0.994897,1.248757
lsc1m005-fa15-20190224-0161-e91.fits,97,0,58539.60765,2458539.608,2458539.609280,1.252692,42,14.020693,11,20,30,0.166165,0.23028,0.829412,0.202578,0.236085,0.000219,0.000291,0.000805,0.000269,0.000295,757.081857,791.381791,1030.826393,753.608271,798.950638,3887150.314,1886.080393,2077.205241,2031.853368,2077.705241,2064.646632,5.267015,-31.413007,645906.5211,380.132711,793.505124,813.99162,10402.50781,1699.160589,173.50035,1363,10.973021,9.910163,10.110671,9.709655,330.832496,0.994063,3031.323625,2148.658292,3031.823625,1947.841708,5.275062,-31.399561,727584.3714,832.705924,873.759091,9373.966797,1914.02726,172.263224,11.079301,10.278084,10.914673,9.641495,338.865913,0.972193,3033.857912,1850.093135,3034.357912,2246.406865,5.275105,-31.43183,1762341.603,1234.64928,1427.402609,28729.24219,4636.121943,179.933501,11.442908,10.133958,10.398855,9.869061,326.189405,0.981171,1633.614375,2859.195169,1634.114375,1237.304831,5.263221,-31.323925,654802.1608,796.897605,821.689206,11816.05273,1722.561994,170.890918,10.69067,9.595734,9.99628,9.195188,350.704089,0.992269,2410.031,1637.040174,2410.531,2459.459826,5.269851,-31.455408,742422.1787,839.342275,884.528518,11029.01367,1953.060489,169.41241,11.37049,10.083252,10.230777,9.935727,323.689383,0.990407,1.252692
lsc1m005-fa15-20190224-0163-e91.fits,98,0,58539.60922,2458539.609,2458539.610280,1.26068,42,13.639077,11,20,30,0.165882,0.229656,0.82922,0.203057,0.236297,0.000219,0.00029,0.000803,0.000268,0.000295,758.77056,791.699924,1033.053481,756.336356,801.005614,3902771.535,1889.597549,2077.386435,2032.028223,2077.886435,2064.471777,5.267016,-31.413001,647399.8272,380.132711,793.559616,815.817507,11231.33887,1703.08897,172.788092,1322,10.774022,9.67036,9.853495,9.487225,331.750832,0.995295,3031.337817,2148.845073,3031.837817,1947.654927,5.275062,-31.399556,728899.0322,834.287235,873.678755,10142.00781,1917.485686,170.233286,10.8419,10.116054,10.729608,9.502501,340.295635,0.975532,3033.874358,1850.203608,3034.374358,2246.296392,5.275105,-31.431834,1769199.983,1236.751352,1430.521972,30467.89844,4654.16401,178.098911,11.168612,9.969125,10.224222,9.714029,326.924346,0.984,1633.710343,2859.410132,1634.210343,1237.089868,5.263221,-31.323909,658725.7071,798.50417,824.949614,13085.96289,1732.883511,169.136288,10.316973,9.44361,9.798624,9.088595,352.969913,0.994009,2410.086385,1637.223902,2410.586385,2459.276098,5.269851,-31.455404,745946.8129,841.059386,886.913369,12101.9082,1962.332604,167.670604,11.073187,9.887154,9.997392,9.776916,322.615483,0.992797,1.26068
lsc1m005-fa15-20190224-0164-e91.fits,99,0,58539.61002,2458539.61,2458539.611280,1.264772,42,13.82217,11,20,30,0.166409,0.230332,0.828823,0.202986,0.23587,0.00022,0.000291,0.000804,0.000269,0.000295,757.595917,791.332861,1030.69258,753.869328,798.213845,3889906.883,1887.743708,2077.558015,2032.049225,2078.058015,2064.450775,5.267014,-31.412996,647316.2299,380.132711,794.591732,814.652612,11552.84473,1702.869054,174.977962,1308,10.82321,9.78776,9.905664,9.669856,328.388945,0.997141,3031.634988,2148.820743,3032.134988,1947.679257,5.275062,-31.399553,728233.1456,833.473853,873.732443,9665.133789,1915.733964,173.033698,11.494324,10.257708,10.88399,9.631426,340.275246,0.975179,3034.205155,1850.193088,3034.705155,2246.306912,5.275105,-31.431829,1762907.005,1235.046987,1427.400758,27325.58398,4637.609323,180.826931,11.294702,10.096613,10.33978,9.853446,326.89117,0.985749,1633.977984,2859.263451,1634.477984,1237.236549,5.263221,-31.323925,656364.3611,798.426659,822.072202,11943.94727,1726.671612,173.007814,10.430607,9.55813,9.896191,9.220069,355.931745,0.994907,2410.388028,1637.179341,2410.888028,2459.320659,5.269851,-31.455404,742402.3714,840.280581,883.51723,12196.9375,1953.008383,170.885215,11.428928,10.014629,10.079252,9.950005,319.632955,0.993576,1.264772
lsc1m005-fa15-20190224-0165-e91.fits,100,0,58539.61081,2458539.611,2458539.612280,1.268893,42,13.846477,11,20,30,0.166197,0.229977,0.82857,0.202662,0.236687,0.00022,0.000291,0.000804,0.000269,0.000296,756.566511,790.845621,1030.595332,753.505888,799.14113,3889793.356,1887.817006,2077.637969,2031.885351,2078.137969,2064.614649,5.267016,-31.413004,646471.4656,380.132711,794.794706,813.381696,10132.19727,1700.646766,177.228799,1328,10.862097,9.792196,9.940787,9.643604,328.423028,0.995486,3031.657809,2148.681696,3032.157809,1947.818304,5.275063,-31.399558,727300.5587,833.047513,873.060116,8899.899414,1913.280645,174.361326,11.331154,10.240177,10.851365,9.62899,338.865092,0.974162,3034.177297,1850.096093,3034.677297,2246.403907,5.275106,-31.43183,1762561.224,1235.136383,1427.017492,25847.92969,4636.69969,182.813317,11.387113,10.091845,10.304503,9.879188,324.598299,0.983586,1633.962692,2859.1769,1634.462692,1237.3231,5.263222,-31.323925,655473.1102,797.803304,821.597387,11153.86133,1724.327034,172.238064,10.498146,9.572154,9.898347,9.245961,350.851558,0.994859,2410.363996,1637.076542,2410.863996,2459.423458,5.269851,-31.455405,744458.4636,841.328053,884.861097,10752.38867,1958.417263,172.155534,11.331705,9.998383,10.060549,9.936218,318.956063,0.99184,1.268893
lsc1m005-fa15-20190224-0166-e91.fits,101,0,58539.6116,2458539.612,2458539.613280,1.273061,42,13.794068,11,20,30,0.166221,0.230528,0.82867,0.20214,0.236636,0.00022,0.000291,0.000804,0.000269,0.000296,757.118196,791.092458,1030.50973,752.694464,799.564813,3891300.799,1888.675435,2077.733766,2031.932014,2078.233766,2064.567986,5.267015,-31.413008,646814.7578,380.132711,794.538652,814.075887,11232.84277,1701.549851,177.095309,1375,10.805601,9.748674,9.967571,9.529776,339.810428,0.996528,3031.722945,2148.802881,3032.222945,1947.697119,5.275062,-31.399556,728999.1739,834.646196,873.422987,9847.036133,1917.749125,174.948791,11.234998,10.140067,10.785059,9.495076,342.327995,0.975872,3034.316387,1850.157881,3034.816387,2246.342119,5.275105,-31.431834,1763360.086,1235.880467,1426.804723,30076.18945,4638.801226,182.459632,11.460968,9.97025,10.244825,9.695675,329.183955,0.986582,1634.031172,2859.235533,1634.531172,1237.264467,5.263221,-31.323926,654322.26,797.44897,820.519287,12178.28418,1721.299538,173.574618,10.396932,9.498965,9.892633,9.105296,359.133378,0.993147,2410.491342,1637.13689,2410.991342,2459.36311,5.269851,-31.455408,744619.2792,840.913337,885.488725,12877.79981,1958.840314,172.22688,11.225365,9.893856,9.974526,9.813186,322.007176,0.995466,1.273061
lsc1m005-fa15-20190224-0167-e91.fits,102,0,58539.61238,2458539.612,2458539.613280,1.27724,42,13.466792,11,20,30,0.166513,0.230265,0.829376,0.202274,0.236437,0.00022,0.000292,0.000806,0.000269,0.000296,757.04504,789.924751,1029.607337,752.355133,798.444354,3884738.415,1887.214312,2077.252559,2031.59268,2077.752559,2064.90732,5.267015,-31.413011,646860.8771,380.132711,794.570604,814.101194,11329.65625,1701.671175,177.510819,1372,10.586442,9.712951,9.735719,9.690183,317.657781,0.997439,3031.268009,2148.437365,3031.768009,1948.062635,5.275062,-31.399561,727095.3671,833.829724,871.99502,9736.560547,1912.740856,176.086585,11.01043,10.1148,10.567349,9.662252,336.469925,0.982815,3033.801618,1849.76389,3034.301618,2246.73611,5.275105,-31.431842,1761205.928,1235.077498,1425.988192,28065.94922,4633.134368,184.47122,11.021199,9.97267,10.029653,9.915688,318.021441,0.988217,1633.690384,2858.973335,1634.190384,1237.526665,5.263222,-31.32392,653580.3974,796.817142,820.238876,11785.31348,1719.34795,174.572691,10.082287,9.451326,9.606358,9.296294,350.799659,0.998805,2410.04084,1636.723137,2410.54084,2459.776863,5.269851,-31.45542,742856.7229,840.221319,884.120298,11755.14648,1954.203627,172.726136,10.839535,9.897871,9.797328,9.998413,307.221175,0.994264,1.27724
lsc1m005-fa15-20190224-0168-e91.fits,103,0,58539.61318,2458539.613,2458539.614280,1.281523,42,13.91131,11,20,30,0.166907,0.229625,0.830288,0.202141,0.236809,0.000221,0.000291,0.000808,0.000269,0.000297,755.661793,788.17255,1028.120723,750.989979,797.558923,3875756.989,1885.628735,2077.591836,2032.021907,2078.091836,2064.478093,5.267015,-31.413007,646891.0931,380.132711,796.106406,812.568631,10775.29395,1701.750663,179.139653,1364,10.968005,9.887395,10.022129,9.75266,331.726345,0.997557,3031.610699,2148.909411,3032.110699,1947.590589,5.275062,-31.399551,723773.7159,832.038235,869.880355,8794.21875,1904.00272,176.196034,11.462812,10.306197,10.880377,9.732017,340.348669,0.979394,3034.11311,1850.288341,3034.61311,2246.211659,5.275105,-31.431827,1758190.409,1234.383568,1424.3469,25932.07031,4625.201561,184.692674,11.560993,10.153808,10.369599,9.938018,326.026542,0.987196,1633.958816,2859.394301,1634.458816,1237.105699,5.263221,-31.323918,651710.8983,796.046096,818.684875,11343.27441,1714.429933,175.70801,10.575922,9.660635,10.041634,9.279636,356.241109,0.99369,2410.294742,1637.251744,2410.794742,2459.248256,5.269851,-31.455404,742081.9662,840.188028,883.233206,11588.08301,1952.165506,173.810717,11.522028,10.073931,10.164469,9.983392,322.141187,0.994692,1.281523
lsc1m005-fa15-20190224-0169-e91.fits,104,0,58539.61397,2458539.614,2458539.615280,1.285852,42,13.914744,11,20,30,0.167082,0.230195,0.830151,0.20228,0.236148,0.000221,0.000292,0.000808,0.00027,0.000296,756.849429,788.495769,1027.654275,750.212479,796.658795,3874489.284,1885.925605,2077.526226,2031.619582,2078.026226,2064.880418,5.267016,-31.413011,647355.9778,380.132711,795.172358,814.107748,9588.90918,1702.973617,179.139855,1379,10.77527,9.862182,9.938502,9.785862,320.847523,0.994171,3031.514366,2148.387586,3032.014366,1948.112414,5.275063,-31.399568,724996.3135,832.893359,870.455149,9161.291016,1907.218959,176.963447,11.686031,10.310638,10.816599,9.804677,334.873332,0.976552,3034.019956,1849.77732,3034.519956,2246.72268,5.275105,-31.431842,1757456.451,1234.258303,1423.896802,25034.52148,4623.270766,185.100777,11.469705,10.202291,10.385308,10.019274,322.590913,0.981243,1633.822433,2858.961833,1634.322433,1237.538167,5.263221,-31.323924,651871.2346,797.173473,817.728207,10527.32129,1714.851723,175.819987,10.542904,9.668316,9.920888,9.415745,341.736967,0.995778,2410.175668,1636.816086,2410.675668,2459.683914,5.269851,-31.455412,740165.285,839.121525,882.071622,9956.663086,1947.123369,173.832555,11.188501,10.128212,10.158067,10.098357,316.683627,0.989926,1.285852
lsc1m005-fa15-20190224-0170-e91.fits,105,0,58539.61476,2458539.615,2458539.616280,1.290211,42,13.956692,11,20,30,0.167287,0.230667,0.826765,0.203145,0.236306,0.000221,0.000292,0.000805,0.00027,0.000297,756.083411,788.866198,1027.393291,751.654285,796.233009,3875610.29,1886.808326,2077.55858,2031.791792,2078.05858,2064.708208,5.267015,-31.413011,648340.8143,380.132711,797.293223,813.177381,11727.08301,1705.564387,180.499712,1344,10.910516,9.872915,10.077399,9.668431,328.192196,0.991319,3031.582489,2148.584843,3032.082489,1947.915157,5.275062,-31.399566,726415.4551,833.98039,871.022225,9337.588867,1910.952238,179.032501,11.392732,10.329282,10.988119,9.670445,337.837376,0.968459,3034.094946,1849.918315,3034.594946,2246.581685,5.275105,-31.431846,1754039.691,1233.298927,1422.23402,27569.00781,4614.282434,186.540574,11.49072,10.172902,10.440942,9.904861,325.503778,0.978422,1633.921617,2859.127389,1634.421617,1237.372611,5.263221,-31.323927,654376.5718,798.309113,819.703247,11828.78711,1721.442414,176.792098,10.640626,9.671168,10.04004,9.302296,344.976126,0.992256,2410.314858,1636.968897,2410.814858,2459.531103,5.269851,-31.455414,740778.5723,840.356285,881.505363,12160.69141,1948.736719,176.275141,11.43412,10.09865,10.243091,9.954208,322.259913,0.986987,1.290211
lsc1m005-fa15-20190224-0171-e91.fits,106,0,58539.61555,2458539.616,2458539.617280,1.294642,42,13.663891,11,20,30,0.167581,0.229691,0.82841,0.202809,0.236893,0.000221,0.000291,0.000805,0.00027,0.000297,757.799279,788.141061,1028.448885,752.032452,797.856531,3883546.342,1888.832581,2077.750298,2031.886591,2078.250298,2064.613409,5.26702,-31.412973,650808.1678,380.132711,798.353162,815.188313,11743.11621,1712.055155,182.173349,1361,10.572569,9.746946,9.960599,9.533292,331.046114,0.993197,3031.761923,2148.69534,3032.261923,1947.80466,5.275065,-31.399536,725398.971,834.023905,869.758009,9710.003906,1908.278214,178.39522,11.112345,10.152755,10.787534,9.517977,338.830624,0.971604,3034.336909,1850.096226,3034.836909,2246.403774,5.275108,-31.431798,1759544.194,1235.245913,1424.448506,28716.13086,4628.762911,188.071245,11.311019,9.985125,10.240962,9.729289,325.701271,0.980307,1634.043007,2859.26981,1634.543007,1237.23019,5.263227,-31.323911,654815.3107,798.529648,820.026297,12165.42773,1722.596587,177.554564,10.267964,9.495274,9.857898,9.13265,348.068713,0.993045,2410.503743,1637.042348,2411.003743,2459.457652,5.269855,-31.455367,743787.8656,841.790106,883.578769,12694.22949,1956.653147,177.090583,11.098868,9.880367,9.955328,9.805406,319.656662,0.99121,1.294642
lsc1m005-fa15-20190224-0172-e91.fits,107,0,58539.61634,2458539.616,2458539.617280,1.299086,42,13.491244,11,20,30,0.167213,0.2299,0.829649,0.202555,0.236384,0.000221,0.000292,0.000807,0.00027,0.000297,757.243841,788.27753,1028.458131,750.955817,796.60358,3885612.734,1890.137192,2077.546848,2031.805923,2078.046848,2064.694077,5.267015,-31.413001,649724.1198,380.132711,797.67998,814.51727,12056.06445,1709.203394,184.002288,1272,10.583751,9.675897,9.864145,9.487649,340.485907,0.997493,3031.688241,2148.594201,3032.188241,1947.905799,5.275062,-31.399555,726320.9019,834.861939,869.989238,9859.480469,1910.703501,181.193011,11.000137,10.113527,10.76046,9.466594,343.011958,0.976393,3034.178298,1849.973659,3034.678298,2246.526341,5.275105,-31.431831,1761919.259,1235.592973,1425.970605,28320.47852,4635.010899,188.534468,10.914486,9.978653,10.251893,9.705414,329.807374,0.987737,1634.000464,2859.122361,1634.500464,1237.377639,5.263221,-31.323919,654483.0661,799.510283,818.604938,12687.98145,1721.722564,181.199515,10.319894,9.480828,9.826217,9.135439,2.221008,0.994673,2410.359985,1636.917093,2410.859985,2459.582907,5.269851,-31.455411,742889.5065,842.447304,881.823116,12239.5,1954.28987,177.319768,10.974062,9.929309,10.066388,9.79223,327.131006,0.995487,1.299086
lsc1m005-fa15-20190224-0173-e91.fits,108,0,58539.61713,2458539.617,2458539.618280,1.303582,42,13.873795,11,20,30,0.168283,0.230121,0.829037,0.202526,0.236471,0.000222,0.000292,0.000807,0.00027,0.000297,758.179605,787.21411,1026.693357,749.889844,795.881371,3873492.063,1887.307823,2077.48444,2031.854122,2077.98444,2064.645878,5.267015,-31.41301,651844.2819,380.132711,798.935085,815.891421,10399.01074,1714.78082,184.693863,1375,11.022966,9.913253,10.151604,9.674903,336.424332,0.995006,3031.465457,2148.67197,3031.965457,1947.82803,5.275062,-31.399562,724620.516,833.968526,868.88233,9146.360352,1906.230363,182.622909,11.364229,10.346225,11.016333,9.676116,341.980374,0.974551,3034.013147,1850.07263,3034.513147,2246.42737,5.275105,-31.431835,1755715.362,1234.060148,1422.714577,27013.2832,4618.690553,189.838143,11.446646,10.208005,10.514405,9.901604,329.647198,0.984975,1633.861632,2859.12866,1634.361632,1237.37134,5.263221,-31.323933,652363.7156,798.014583,817.483452,11230.7334,1716.147273,180.906493,10.64966,9.725007,10.128484,9.32153,357.723672,0.993095,2410.210698,1637.113194,2410.710698,2459.386806,5.269851,-31.455404,740792.4696,840.651886,881.211929,10790.47656,1948.773278,178.980972,11.394231,10.134273,10.27223,9.996316,324.50158,0.993012,1.303582
