 	Label	slice	Saturated	J.D.-2400000	JD_UTC	BJD-OBS	AIRMASS	EXPTIME	FWHM_Mean	Source_Radius	Sky_Rad(min)	Sky_Rad(max)	rel_flux_T1	rel_flux_C2	rel_flux_C3	rel_flux_C4	rel_flux_C5	rel_flux_err_T1	rel_flux_err_C2	rel_flux_err_C3	rel_flux_err_C4	rel_flux_err_C5	rel_flux_SNR_T1	rel_flux_SNR_C2	rel_flux_SNR_C3	rel_flux_SNR_C4	rel_flux_SNR_C5	tot_C_cnts	tot_C_err	X(IJ)_T1	Y(IJ)_T1	X(FITS)_T1	Y(FITS)_T1	Source-Sky_T1	N_Src_Pixels_T1	Source_Error_T1	Source_SNR_T1	Peak_T1	Mean_T1	Sky/Pixel_T1	N_Sky_Pixels_T1	FWHM_T1	Width_T1	X-Width_T1	Y-Width_T1	Angle_T1	Roundness_T1	X(IJ)_C2	Y(IJ)_C2	X(FITS)_C2	Y(FITS)_C2	Source-Sky_C2	Source_Error_C2	Source_SNR_C2	Peak_C2	Mean_C2	Sky/Pixel_C2	FWHM_C2	Width_C2	X-Width_C2	Y-Width_C2	Angle_C2	Roundness_C2	X(IJ)_C3	Y(IJ)_C3	X(FITS)_C3	Y(FITS)_C3	Source-Sky_C3	Source_Error_C3	Source_SNR_C3	Peak_C3	Mean_C3	Sky/Pixel_C3	FWHM_C3	Width_C3	X-Width_C3	Y-Width_C3	Angle_C3	Roundness_C3	X(IJ)_C4	Y(IJ)_C4	X(FITS)_C4	Y(FITS)_C4	Source-Sky_C4	Source_Error_C4	Source_SNR_C4	Peak_C4	Mean_C4	Sky/Pixel_C4	FWHM_C4	Width_C4	X-Width_C4	Y-Width_C4	Angle_C4	Roundness_C4	X(IJ)_C5	Y(IJ)_C5	X(FITS)_C5	Y(FITS)_C5	Source-Sky_C5	Source_Error_C5	Source_SNR_C5	Peak_C5	Mean_C5	Sky/Pixel_C5	FWHM_C5	Width_C5	X-Width_C5	Y-Width_C5	Angle_C5	Roundness_C5	RA_T1	DEC_T1
40	cpt1m012-fa06-20190714-0226-e91.fits	40.000000	0.000000	58679.445534	2458679.445534	NaN	1.257229	49.976000	6.312730	9.000000	18.000000	27.000000	0.133675	0.421475	0.176566	0.636255	0.196999	0.000341	0.000705	0.000419	0.000990	0.000443	391.787762	597.837760	421.229326	642.511135	444.924493	2037514.226093	1582.670412	1942.762754	1845.834182	1943.262754	1840.665818	272364.362986	254.469005	662.209202	411.296555	10975.837891	1070.324313	757.186282	1091.000000	5.194960	6.860424	6.566315	7.154533	284.433078	0.990450	2520.928649	1624.135644	2521.428649	2062.364356	604133.546559	837.065771	721.727692	22753.046875	2374.094820	758.538603	4.966478	6.543430	5.996539	7.090321	275.328343	0.971469	1768.685673	1098.464368	1769.185673	2588.035632	305768.089615	680.643545	449.233805	11215.499023	1201.592664	753.482799	4.904422	6.843734	6.455694	7.231774	73.439930	0.981784	1400.443054	1604.464643	1400.943054	2082.035357	792284.309807	922.532027	858.814965	26981.208984	3113.480599	749.193861	5.167837	6.785030	6.718797	6.851263	77.916230	0.999542	2961.178920	1004.376503	2961.678920	2682.123497	335328.280113	699.875384	479.125696	12689.707031	1317.756873	767.022909	4.910128	6.631889	5.862531	7.401248	86.111167	0.946610	22.193577	-58.968758
41	cpt1m012-fa06-20190714-0227-e91.fits	41.000000	0.000000	58679.446412	2458679.446412	NaN	1.254820	49.972000	6.391659	9.000000	18.000000	27.000000	0.134066	0.419641	0.176987	0.638381	0.196729	0.000340	0.000702	0.000419	0.000992	0.000442	394.317147	597.651062	422.598188	643.656191	444.594054	2038031.292678	1581.218073	1942.712274	1845.826739	1943.212274	1840.673261	273231.237607	254.469005	659.698970	414.175632	10808.028320	1073.730915	748.663049	1055.000000	5.050561	6.914898	6.671245	7.158551	285.149599	0.993355	2520.883923	1624.058029	2521.383923	2062.441971	602435.187915	835.972170	720.640243	21427.662109	2367.420693	752.275553	5.061319	6.633183	6.060448	7.205918	277.686275	0.968398	1768.617891	1098.412889	1769.117891	2588.087111	306464.833197	679.748692	450.850199	10500.429688	1204.330694	745.355618	5.178450	6.971706	6.608901	7.334511	74.163074	0.985125	1400.372621	1604.381001	1400.872621	2082.118999	794101.027310	921.565415	861.687097	25345.742188	3120.619847	740.960072	5.311546	6.845424	6.779015	6.911833	275.567431	0.999609	2961.126983	1004.257022	2961.626983	2682.242978	335030.244256	700.042875	478.585321	12369.555664	1316.585666	763.235778	5.043687	6.627010	5.852508	7.401511	86.841531	0.946176	22.193577	-58.968746
42	cpt1m012-fa06-20190714-0228-e91.fits	42.000000	0.000000	58679.447288	2458679.447288	NaN	1.252416	50.076000	6.348460	9.000000	18.000000	27.000000	0.134198	0.421084	0.178014	0.634416	0.196764	0.000340	0.000704	0.000419	0.000985	0.000441	394.726413	598.471741	424.504615	643.871077	446.027903	2036416.479688	1578.176001	1942.763966	1845.948964	1943.263966	1840.551036	273283.434890	254.469005	659.147381	414.601412	10679.255859	1073.936038	741.992744	1097.000000	5.166153	6.893557	6.598944	7.188171	286.424706	0.989686	2520.943429	1624.228216	2521.443429	2062.271784	603414.406438	835.994559	721.792265	22364.457031	2371.268778	746.219357	4.979709	6.621992	6.036667	7.207316	279.356817	0.965700	1768.690069	1098.659493	1769.190069	2587.840507	307730.779502	679.112613	453.136598	11260.272461	1209.305548	742.676736	5.211148	6.848057	6.479750	7.216363	76.157091	0.985329	1400.455492	1604.544994	1400.955492	2081.955006	790457.116485	919.069564	860.062336	26583.416016	3106.300182	736.458116	5.153616	6.807026	6.694707	6.919346	274.811454	0.998880	2961.192232	1004.505059	2961.692232	2681.994941	334814.177264	697.043601	480.334626	12310.789062	1315.736576	753.795930	4.840013	6.631750	5.829007	7.434492	87.967141	0.942785	22.193576	-58.968752
43	cpt1m012-fa06-20190714-0229-e91.fits	43.000000	0.000000	58679.448175	2458679.448175	NaN	1.250028	49.969000	6.506949	9.000000	18.000000	27.000000	0.135378	0.420172	0.176073	0.637541	0.197747	0.000341	0.000704	0.000418	0.000992	0.000443	396.484923	596.577841	421.499968	642.432212	446.453309	2026223.590837	1574.025405	1942.802870	1845.785085	1943.302870	1840.714915	274305.448918	254.469005	658.210252	416.744419	10376.924805	1077.952299	737.116196	1120.000000	5.263052	7.040913	6.774746	7.307080	289.597526	0.990510	2520.973176	1624.027580	2521.473176	2062.472420	599478.511329	833.701087	719.056891	20215.138672	2355.801688	740.820063	5.201947	6.734324	6.186810	7.281837	279.382901	0.970894	1768.689774	1098.488588	1769.189774	2588.011412	303351.717443	674.734996	449.586459	10226.011719	1192.096922	735.293156	5.333036	7.022261	6.653794	7.390728	77.326546	0.986590	1400.458396	1604.383295	1400.958396	2082.116705	788865.894320	918.562360	858.804942	24983.796875	3100.047075	732.017668	5.289248	6.943151	6.867939	7.018364	281.348500	0.999449	2961.199925	1004.356939	2961.699925	2682.143061	334527.467745	695.323198	481.110753	11942.669922	1314.609879	748.508633	5.099003	6.789427	6.043987	7.534867	88.144401	0.952725	22.193577	-58.968754
44	cpt1m012-fa06-20190714-0230-e91.fits	44.000000	0.000000	58679.449060	2458679.449060	NaN	1.247664	49.993000	6.457124	9.000000	18.000000	27.000000	0.135838	0.418406	0.178259	0.639354	0.195776	0.000341	0.000701	0.000420	0.000993	0.000440	398.317031	596.919103	424.730898	643.797719	444.485443	2029294.075037	1573.933750	1942.785926	1846.011160	1943.285926	1840.488840	275655.925435	254.469005	658.198071	418.803910	10598.781250	1083.259336	733.321513	1081.000000	5.079413	6.980904	6.714246	7.247562	286.373803	0.991773	2520.949408	1624.329227	2521.449408	2062.170773	598607.359041	832.688170	718.885389	21132.337891	2352.378276	736.577399	5.162524	6.710897	6.160702	7.261092	277.193937	0.971726	1768.692042	1098.620774	1769.192042	2587.879226	307012.335297	677.010513	453.482375	10479.803711	1206.482241	731.114919	5.322052	7.013141	6.606913	7.419369	76.686270	0.983318	1400.442699	1604.633174	1400.942699	2081.866826	791432.368253	918.313785	861.832177	25258.449219	3110.132680	726.804786	5.347853	6.925234	6.841404	7.009063	86.699773	0.999406	2961.205085	1004.524514	2961.705085	2681.975486	332242.012446	694.445404	478.427837	11803.046875	1305.628607	745.193212	4.866828	6.750065	5.971185	7.528946	86.336617	0.947275	22.193578	-58.968750
45	cpt1m012-fa06-20190714-0231-e91.fits	45.000000	0.000000	58679.449948	2458679.449948	NaN	1.245327	49.973000	6.465584	9.000000	18.000000	27.000000	0.134876	0.419938	0.178980	0.633893	0.196863	0.000339	0.000701	0.000420	0.000984	0.000441	397.463130	598.851326	426.217553	644.211506	446.871515	2032446.930239	1573.569000	1942.748461	1845.951380	1943.248461	1840.548620	274127.580242	254.469005	656.225880	417.733571	10348.875977	1077.253319	728.144112	1093.000000	5.170217	6.962866	6.610078	7.315655	282.749230	0.987460	2520.924684	1624.273523	2521.424684	2062.226477	601083.812981	832.481048	722.039035	22038.531250	2362.110125	730.725565	5.116682	6.660915	6.073417	7.248414	276.458854	0.967749	1768.656006	1098.583575	1769.156006	2587.916425	308543.451611	677.823894	455.197072	10656.786133	1212.499148	727.013009	5.298125	6.952951	6.546345	7.359558	74.740151	0.981692	1400.422430	1604.541805	1400.922430	2081.958195	788518.014791	917.209417	859.692454	25165.154297	3098.679994	722.938612	5.365367	6.880852	6.776072	6.985632	83.920467	0.999030	2961.182319	1004.453780	2961.682319	2682.046220	334301.650857	694.533194	481.332863	12244.298828	1313.722475	740.919676	4.920408	6.683633	5.921376	7.445890	86.570460	0.948566	22.193577	-58.968750
46	cpt1m012-fa06-20190714-0232-e91.fits	46.000000	0.000000	58679.450834	2458679.450834	NaN	1.243035	49.977000	6.536077	9.000000	18.000000	27.000000	0.136518	0.420128	0.177642	0.634845	0.197598	0.000341	0.000702	0.000419	0.000986	0.000442	400.862417	598.165871	424.222096	643.749173	447.512330	2025923.220153	1569.922075	1942.848212	1845.981084	1943.348212	1840.518916	276574.537463	254.469005	655.816505	421.725491	10467.042969	1086.869254	720.283567	1104.000000	5.129356	7.037455	6.790368	7.284541	288.593470	0.992250	2521.033158	1624.182365	2521.533158	2062.317635	599344.886803	831.178707	721.078249	20289.019531	2355.276577	726.178888	5.156349	6.754603	6.241663	7.267542	278.544222	0.975042	1768.755045	1098.584550	1769.255045	2587.915450	305601.706452	674.943309	452.781296	10412.319336	1200.938820	722.257626	5.315337	7.068000	6.728026	7.407975	75.444857	0.987932	1400.491495	1604.599982	1400.991495	2081.900018	786708.779255	915.310068	859.499755	24143.347656	3091.570148	714.838337	5.496255	7.015876	6.964534	7.067219	283.728177	0.999728	2961.307824	1004.459440	2961.807824	2682.040560	334267.847643	693.149542	482.244923	11881.176758	1313.589636	734.976833	5.117505	6.790642	6.071216	7.510068	86.634055	0.955483	22.193578	-58.968750
47	cpt1m012-fa06-20190714-0233-e91.fits	47.000000	0.000000	58679.451710	2458679.451710	NaN	1.240767	49.977000	6.773727	9.000000	18.000000	27.000000	0.136757	0.418220	0.179233	0.638244	0.195497	0.000342	0.000701	0.000421	0.000993	0.000440	399.505537	596.468302	425.469734	642.592235	443.988952	2016841.545348	1566.197647	1942.734381	1845.979641	1943.234381	1840.520359	275817.068421	254.469005	656.330802	420.240933	9430.310547	1083.892588	713.425072	1084.000000	5.492070	7.163226	6.875622	7.450830	289.382861	0.989428	2520.922367	1624.240490	2521.422367	2062.259510	594747.542715	827.651811	718.596316	19249.865234	2337.210156	720.101447	5.342782	6.873330	6.340802	7.405857	280.061702	0.973089	1768.628886	1098.598075	1769.128886	2587.901925	306542.577689	674.466259	454.496535	9538.832031	1204.636210	715.815859	5.643669	7.176058	6.791386	7.560729	80.845734	0.987321	1400.387792	1604.586166	1400.887792	2081.913834	785742.225428	914.774152	858.946685	22834.546875	3087.771831	711.097076	5.684835	7.089591	7.005513	7.173670	288.913214	0.999099	2961.122522	1004.478567	2961.622522	2682.021433	329809.199516	690.109459	477.908533	10884.957031	1296.068256	729.508291	5.169203	6.959776	6.247643	7.671909	89.146443	0.958948	22.193578	-58.968757
48	cpt1m012-fa06-20190714-0234-e91.fits	48.000000	0.000000	58679.452588	2458679.452588	NaN	1.238516	50.029000	6.650645	9.000000	18.000000	27.000000	0.136211	0.418428	0.177106	0.639805	0.196710	0.000339	0.000698	0.000417	0.000990	0.000438	402.004397	599.186207	425.056292	646.065120	448.841649	2028159.566604	1566.651356	1942.735119	1845.876641	1943.235119	1840.623359	276257.161148	254.469005	653.227081	422.911372	10232.239258	1085.622043	708.813905	1144.000000	5.335472	7.027612	6.800913	7.254311	292.116465	0.991909	2520.874363	1624.154647	2521.374363	2062.345353	598295.668266	829.285842	721.458920	20828.406250	2351.153408	713.313498	5.125949	6.725242	6.170691	7.279793	278.451164	0.970691	1768.616601	1098.542010	1769.116601	2587.957990	305153.873539	672.764310	453.582137	10062.159180	1199.178948	708.239770	5.547923	7.019424	6.652550	7.386297	77.570220	0.986800	1400.377229	1604.458753	1400.877229	2082.041247	791330.107247	915.953811	863.941061	24288.638672	3109.730819	703.227582	5.422257	6.960902	6.881705	7.040098	280.938920	0.999399	2961.149621	1004.351191	2961.649621	2682.148809	333379.917552	689.273721	483.668400	12221.038086	1310.100292	721.903667	5.047896	6.748875	5.987283	7.510467	87.492922	0.949953	22.193578	-58.968752
49	cpt1m012-fa06-20190714-0235-e91.fits	49.000000	0.000000	58679.453480	2458679.453480	NaN	1.236281	49.977000	6.896676	9.000000	18.000000	27.000000	0.138962	0.416891	0.179525	0.637019	0.196797	0.000344	0.000701	0.000421	0.000993	0.000442	404.358006	594.999936	426.041724	641.702655	444.814789	2005518.165371	1559.216894	1942.759646	1845.983078	1943.259646	1840.516922	278691.617053	254.469005	654.276089	425.954153	9195.426758	1095.188851	702.949739	1070.000000	5.549203	7.306653	7.078021	7.535285	294.293653	0.991067	2520.971351	1624.212353	2521.471351	2062.287647	590081.989701	824.026616	716.095789	18617.738281	2318.875691	709.119804	5.477151	6.972642	6.467433	7.477851	281.190257	0.975696	1768.647331	1098.561333	1769.147331	2587.938667	305242.006468	670.407689	455.308033	9336.154297	1199.525288	704.021209	5.632075	7.261111	6.882387	7.639835	82.574442	0.988416	1400.437874	1604.506745	1400.937874	2081.993255	780414.158864	910.406771	857.214801	22375.587891	3066.833853	698.101530	5.727548	7.212762	7.176160	7.249363	295.665773	0.999736	2961.193918	1004.407689	2961.693918	2682.092311	329780.010338	688.367997	479.075163	10535.213867	1295.953550	717.977746	5.446761	7.037623	6.351198	7.724048	89.176230	0.962629	22.193577	-58.968739
50	cpt1m012-fa06-20190714-0236-e91.fits	50.000000	0.000000	58679.454370	2458679.454370	NaN	1.234060	49.973000	7.003689	9.000000	18.000000	27.000000	0.140474	0.415655	0.180827	0.640783	0.194338	0.000346	0.000700	0.000424	0.001000	0.000440	406.365091	593.609393	426.889421	641.039357	441.487207	1995659.342981	1553.969339	1942.802328	1846.184172	1943.302328	1840.315828	280338.738613	254.469005	654.421691	428.376294	8650.148438	1101.661629	697.195292	1080.000000	5.551285	7.406297	7.206897	7.605697	291.025038	0.994749	2520.971223	1624.563344	2521.471223	2061.936656	585951.788510	820.685263	713.978689	17440.041016	2302.645026	702.203513	5.520273	7.122412	6.654190	7.590634	278.300137	0.981339	1768.684947	1098.894020	1769.184947	2587.605980	305607.462005	669.476089	456.487494	8619.716797	1200.961438	696.622066	5.803309	7.433703	7.112376	7.755031	75.903013	0.990414	1400.464385	1604.883296	1400.964385	2081.616704	779374.861051	908.650872	857.727522	20462.029297	3062.749671	691.070283	5.876699	7.351627	7.296424	7.406830	288.053504	0.999655	2961.288697	1004.686572	2961.788697	2681.813428	324725.231415	683.704441	474.949718	9914.330078	1276.089524	710.101505	5.370200	7.185257	6.507656	7.862858	88.379877	0.964939	22.193578	-58.968758
51	cpt1m012-fa06-20190714-0237-e91.fits	51.000000	0.000000	58679.455245	2458679.455245	NaN	1.231880	50.041000	6.843452	9.000000	18.000000	27.000000	0.137116	0.417866	0.179000	0.637300	0.196491	0.000339	0.000697	0.000418	0.000986	0.000438	404.239446	599.660181	428.191574	646.417550	449.077668	2019216.684975	1558.066791	1942.814471	1845.852792	1943.314471	1840.647208	276867.348025	254.469005	650.738263	425.466526	9642.934570	1088.019926	694.247546	1155.000000	5.381901	7.209425	7.034144	7.384706	293.730369	0.994833	2520.979237	1624.173717	2521.479237	2062.326283	595093.278127	824.385113	721.863203	18726.943359	2338.568810	698.392715	5.387717	6.929297	6.452559	7.406036	279.601354	0.978969	1768.693378	1098.579735	1769.193378	2587.920265	306564.963578	670.223295	457.407204	9773.158203	1204.724181	692.825163	5.538785	7.225734	6.885810	7.565659	78.191861	0.989502	1400.471455	1604.545252	1400.971455	2081.954748	785956.821957	910.555735	863.161684	23225.634766	3088.615142	689.946163	5.627474	7.123792	7.092144	7.155440	295.003877	0.999809	2961.250828	1004.434589	2961.750828	2682.065411	331601.621313	685.310367	483.870721	11121.084961	1303.112029	707.153154	5.277695	6.927374	6.288394	7.566354	89.128423	0.966508	22.193578	-58.968754
52	cpt1m012-fa06-20190714-0238-e91.fits	52.000000	0.000000	58679.456131	2458679.456131	NaN	1.229717	49.977000	6.766222	9.000000	18.000000	27.000000	0.136811	0.417241	0.179569	0.638693	0.195609	0.000339	0.000696	0.000419	0.000988	0.000439	403.457982	599.688321	428.997344	646.143100	445.867543	2019406.813516	1559.432569	1942.799261	1845.945598	1943.299261	1840.554402	276277.388104	254.469005	650.690137	424.591326	9581.958008	1085.701530	690.876543	1008.000000	5.350328	7.114695	6.861570	7.367820	283.887343	0.993549	2520.972082	1624.239103	2521.472082	2062.260897	594521.168132	823.052092	722.337230	19034.650391	2336.320560	696.681318	5.378487	6.891241	6.382652	7.399829	277.155068	0.977046	1768.689980	1098.644776	1769.189980	2587.855224	307419.611793	670.521399	458.478450	10248.922852	1208.082736	690.523997	5.369743	7.158428	6.791864	7.524991	77.502575	0.987298	1400.459759	1604.563595	1400.959759	2081.936405	787079.062730	911.396478	863.596779	23270.962891	3093.025270	686.005593	5.607232	7.073868	6.994615	7.153120	89.340639	0.999498	2961.243883	1004.456441	2961.743883	2682.043559	330386.970861	688.601994	479.793805	11201.974609	1298.338754	707.602543	5.281868	6.940534	6.261084	7.619983	86.192866	0.961718	22.193579	-58.968756
53	cpt1m012-fa06-20190714-0239-e91.fits	53.000000	0.000000	58679.457019	2458679.457019	NaN	1.227578	50.017000	6.743081	9.000000	18.000000	27.000000	0.136217	0.414256	0.179020	0.644060	0.195454	0.000338	0.000693	0.000417	0.000996	0.000437	402.692526	598.057527	429.380901	646.950918	447.251550	2018855.435167	1557.880067	1942.663041	1846.008165	1943.163041	1840.491835	275003.404025	254.469005	649.103213	423.666681	9565.428711	1080.695089	688.091409	1077.000000	5.409116	7.179506	6.911552	7.447460	287.295799	0.991801	2520.866311	1624.311822	2521.366311	2062.188178	591351.949123	823.085208	718.457753	19551.218750	2323.866316	696.322948	5.218576	6.866486	6.341779	7.391194	277.176745	0.975401	1768.559540	1098.702976	1769.059540	2587.797024	306538.775019	667.970480	458.910662	9712.500977	1204.621267	689.134067	5.526705	7.158681	6.773739	7.543622	76.852069	0.985693	1400.348201	1604.646854	1400.848201	2081.853146	790886.161922	912.926657	866.319496	22841.134766	3107.986225	682.627327	5.667892	7.101473	6.990431	7.212515	271.958783	0.999018	2961.103174	1004.568247	2961.603174	2681.931753	330078.549103	685.493543	481.519560	10881.765625	1297.126733	702.376416	5.126893	6.945299	6.246292	7.644307	86.680658	0.959753	22.193578	-58.968747
54	cpt1m012-fa06-20190714-0240-e91.fits	54.000000	0.000000	58679.457908	2458679.457908	NaN	1.225473	49.976000	6.514780	9.000000	18.000000	27.000000	0.136712	0.421895	0.176144	0.636792	0.196850	0.000338	0.000699	0.000413	0.000982	0.000437	404.696040	603.162882	426.515499	648.460780	450.919037	2027160.945501	1558.860659	1942.803360	1845.874289	1943.303360	1840.625711	277137.555500	254.469005	650.798529	425.842320	10673.281250	1089.081775	684.287992	1101.000000	5.046684	6.967386	6.766305	7.168466	291.139454	0.993924	2520.987796	1624.135383	2521.487796	2062.364617	601485.797012	826.791299	727.494106	20821.970703	2363.689822	690.675115	4.992473	6.714397	6.237475	7.191319	281.481729	0.976434	1768.714490	1098.561390	1769.214490	2587.938610	303596.109996	667.143157	455.068911	10258.977539	1193.057324	686.642780	5.373978	6.990940	6.665517	7.316364	79.030359	0.989970	1400.465993	1604.484493	1400.965993	2082.015507	788664.675360	911.358893	865.372227	24683.578125	3099.256334	680.126446	5.371838	6.962544	6.922123	7.002966	298.125917	0.999563	2961.243440	1004.407834	2961.743440	2682.092166	333414.363133	686.154266	485.917497	12188.763672	1310.235654	698.769414	5.045847	6.780753	6.095370	7.466136	89.012542	0.959908	22.193578	-58.968765
55	cpt1m012-fa06-20190714-0241-e91.fits	55.000000	0.000000	58679.458782	2458679.458782	NaN	1.223409	49.976000	6.372999	9.000000	18.000000	27.000000	0.134605	0.421280	0.177753	0.634999	0.196582	0.000333	0.000694	0.000412	0.000974	0.000434	404.113701	606.616680	431.862263	651.705459	452.712037	2042660.660041	1561.920647	1942.775020	1845.885689	1943.275020	1840.614311	274953.060201	254.469005	647.087488	424.908633	11288.579102	1080.497251	681.136702	1059.000000	4.977523	6.916994	6.650854	7.183134	288.175730	0.990898	2520.954610	1624.177539	2521.454610	2062.322461	605463.023922	827.499960	731.677406	21819.562500	2379.319336	686.200498	4.965314	6.620963	6.128012	7.113914	278.991884	0.975760	1768.662861	1098.611895	1769.162861	2587.888105	308289.740160	668.302157	461.302925	10827.311523	1211.502125	681.669369	5.261717	6.909459	6.540001	7.278916	78.766821	0.986684	1400.428902	1604.546848	1400.928902	2081.953152	793326.132770	913.624799	868.328151	26454.751953	3117.574704	678.526903	5.269409	6.821336	6.748365	6.894307	275.798229	0.999523	2961.237455	1004.450710	2961.737455	2682.049290	335581.763188	688.114726	487.682868	12913.516602	1318.752998	696.554748	4.876250	6.642060	5.936699	7.347420	87.245979	0.955480	22.193578	-58.968757
56	cpt1m012-fa06-20190714-0242-e91.fits	56.000000	0.000000	58679.459656	2458679.459656	NaN	1.221369	49.972000	6.392938	9.000000	18.000000	27.000000	0.136606	0.420990	0.177013	0.636037	0.196997	0.000335	0.000696	0.000411	0.000977	0.000435	407.320301	605.167913	430.349674	650.919623	452.811493	2034871.320814	1558.316860	1942.866860	1845.868900	1943.366860	1840.631100	277975.009256	254.469005	648.397879	428.710547	10876.115234	1092.372760	677.078024	1075.000000	4.982048	6.952324	6.741110	7.163539	288.711208	0.994157	2521.036563	1624.230041	2521.536563	2062.269959	602861.529597	826.481800	729.431101	21139.308594	2369.096110	685.629691	5.021520	6.670489	6.174442	7.166536	279.087999	0.975764	1768.744085	1098.617307	1769.244085	2587.882693	306027.787166	665.950930	459.535040	10663.119141	1202.613211	679.330101	5.262247	6.943041	6.612228	7.273854	77.623180	0.989038	1400.527508	1604.547891	1401.027508	2081.952109	791090.854273	911.464278	867.934020	25407.486328	3108.790615	675.042210	5.519702	6.884892	6.843491	6.926293	289.356714	0.999762	2961.284823	1004.487385	2961.784823	2682.012615	334891.149777	686.310061	487.958969	12728.735352	1316.039059	691.245927	4.806176	6.684213	6.037914	7.330512	87.485393	0.963009	22.193578	-58.968759
57	cpt1m012-fa06-20190714-0243-e91.fits	57.000000	0.000000	58679.460532	2458679.460532	NaN	1.219352	49.972000	6.452079	9.000000	18.000000	27.000000	0.136101	0.419130	0.178623	0.636864	0.196214	0.000335	0.000693	0.000412	0.000977	0.000434	406.495612	604.940093	433.094943	651.687784	451.824831	2035800.606800	1557.644987	1942.848507	1845.949517	1943.348507	1840.550483	277074.645273	254.469005	647.811727	427.708598	10531.444336	1088.834553	674.661628	1045.000000	5.046170	6.941592	6.705858	7.177326	290.680395	0.991830	2521.035913	1624.311225	2521.535913	2062.188775	601259.557570	825.432282	728.417789	21151.886719	2362.800757	680.777718	5.112042	6.706444	6.210947	7.201940	282.995942	0.973267	1768.744528	1098.680180	1769.244528	2587.819820	308530.229738	666.523702	462.894611	10521.707031	1212.447189	674.766921	5.277106	7.000057	6.683423	7.316692	81.946806	0.991170	1400.511484	1604.591379	1401.011484	2081.908621	792080.250980	910.889211	869.568156	25362.146484	3112.678698	669.393939	5.518719	6.897108	6.851472	6.942745	296.895823	0.999498	2961.277697	1004.506608	2961.777697	2681.993392	333930.568512	686.255385	486.598103	12075.164062	1312.264213	689.576362	4.913422	6.760970	6.073047	7.448893	89.477001	0.959419	22.193578	-58.968755
58	cpt1m012-fa06-20190714-0244-e91.fits	58.000000	0.000000	58679.461410	2458679.461410	NaN	1.217327	49.980000	6.413562	9.000000	18.000000	27.000000	0.135200	0.420851	0.177283	0.636876	0.196368	0.000334	0.000695	0.000411	0.000977	0.000433	404.554603	605.845441	431.216490	651.834262	453.094726	2037705.103653	1558.360237	1942.799597	1845.778185	1943.299597	1840.721815	275497.270357	254.469005	647.576932	425.427863	10891.952148	1082.635861	674.759597	1082.000000	4.861172	6.879391	6.715337	7.043445	295.030115	0.994487	2520.967670	1624.131814	2521.467670	2062.368186	603561.154552	826.673600	730.108176	21177.732422	2371.845462	680.902306	5.022304	6.601671	6.171278	7.032064	278.916056	0.981398	1768.676885	1098.553887	1769.176885	2587.946113	306850.678885	666.328561	460.509570	10720.705078	1205.846971	674.109053	5.292046	6.920764	6.646232	7.195296	73.721290	0.991168	1400.458396	1604.457412	1400.958396	2082.042588	792830.788402	912.002514	869.329609	25695.005859	3115.628124	667.497247	5.391634	6.841888	6.846520	6.837256	319.522439	0.999926	2961.197673	1004.414949	2961.697673	2682.085051	334462.481813	685.094921	488.198746	12596.390625	1314.354500	686.982047	5.048575	6.658520	6.043553	7.273487	86.213518	0.965862	22.193579	-58.968760
59	cpt1m012-fa06-20190714-0245-e91.fits	59.000000	0.000000	58679.462298	2458679.462298	NaN	1.215341	49.976000	6.636530	9.000000	18.000000	27.000000	0.137492	0.421005	0.177476	0.633157	0.198053	0.000337	0.000699	0.000414	0.000977	0.000438	407.929558	602.647610	429.183213	648.079965	452.580993	2019092.808850	1552.311873	1942.827681	1845.837252	1943.327681	1840.662748	277609.423807	254.469005	646.198233	429.604121	9903.435547	1090.936100	668.009857	1084.000000	5.196362	7.190198	6.996869	7.383527	293.646575	0.993723	2521.054393	1624.066324	2521.554393	2062.433676	598202.118351	823.681016	726.254590	19024.675781	2350.785780	676.022108	5.273848	6.893572	6.446143	7.341000	279.796073	0.981173	1768.761426	1098.491151	1769.261426	2588.008849	304329.797840	663.923288	458.380966	9595.293945	1195.940535	668.712184	5.327364	7.213671	6.909010	7.518333	74.770075	0.990432	1400.483190	1604.448302	1400.983190	2082.051698	782780.083431	907.020309	863.023767	23280.562500	3076.131349	666.497110	5.569158	7.094895	7.068253	7.121537	300.599450	0.999757	2961.354305	1004.301791	2961.854305	2682.198209	333780.809229	683.916489	488.043226	11010.991211	1311.675696	683.015765	5.402358	6.970977	6.315174	7.626781	88.447152	0.965115	22.193578	-58.968741
