Label,Saturated,J.D.-2400000,JD_UTC,DATE-OBS,JD-OBS,BJD-OBS,TIME-OBS,AIRMASS,EXPTIME,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_C4,rel_flux_C5,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_err_C5,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_C4,rel_flux_SNR_C5,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_C2,Y(IJ)_C2,X(FITS)_C2,Y(FITS)_C2,RA_C2,DEC_C2,Source-Sky_C2,Source_Error_C2,Source_SNR_C2,Peak_C2,Mean_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,X-Width_C2,Y-Width_C2,Angle_C2,Roundness_C2,X(IJ)_C3,Y(IJ)_C3,X(FITS)_C3,Y(FITS)_C3,RA_C3,DEC_C3,Source-Sky_C3,Source_Error_C3,Source_SNR_C3,Peak_C3,Mean_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,X-Width_C3,Y-Width_C3,Angle_C3,Roundness_C3,X(IJ)_C4,Y(IJ)_C4,X(FITS)_C4,Y(FITS)_C4,RA_C4,DEC_C4,Source-Sky_C4,Source_Error_C4,Source_SNR_C4,Peak_C4,Mean_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,X-Width_C4,Y-Width_C4,Angle_C4,Roundness_C4,X(IJ)_C5,Y(IJ)_C5,X(FITS)_C5,Y(FITS)_C5,RA_C5,DEC_C5,Source-Sky_C5,Source_Error_C5,Source_SNR_C5,Peak_C5,Mean_C5,Sky/Pixel_C5,FWHM_C5,Width_C5,X-Width_C5,Y-Width_C5,Angle_C5,Roundness_C5
cpt1m012-fl06-20181018-0214-e91.fits,0,58410.42538,2458410.425,2018,NaN,2458410.427,NaN,1.33142,42,4.919513,14,27,41,0.08669,0.198666,0.289372,0.658291,0.270426,0.00056,0.000762,0.000909,0.001654,0.000878,154.790134,260.552341,318.309395,397.986222,308.090662,1233889.936,1578.618165,1990.52352,2039.842223,1991.02352,2056.657777,22.19653,-58.946308,106966.1445,615.75216,677.353602,157.917732,6131.668945,173.716231,498.996218,2534,3.769739,6.874973,7.01933,6.730617,27.3664,0.994715,2634.422371,1794.232919,2634.922371,2302.267081,22.20557,-58.972241,204504.257,734.14158,278.562422,11328.91309,332.121055,501.277827,4.036274,7.077557,7.006873,7.148241,52.233804,0.993609,1388.765505,1769.685627,1389.265505,2326.814373,22.188138,-58.976019,276920.2118,773.482274,358.017528,15036.61035,449.72674,500.235875,3.914065,6.998632,7.045107,6.952158,38.859269,0.996102,1236.100042,1991.132125,1236.600042,2105.367875,22.185982,-58.952156,489816.5087,875.963162,559.17478,26037.12891,795.47672,499.55475,3.955674,7.119166,7.169764,7.068567,38.391785,0.996135,3304.228167,1958.761262,3304.728167,2137.738738,22.214916,-58.953616,262648.9586,766.475805,342.670906,13106.78027,426.549796,501.450538,3.989348,7.460946,7.388055,7.533837,59.788373,0.998433
cpt1m012-fl06-20181018-0215-e91.fits,0,58410.42637,2458410.426,2018,NaN,2458410.428,NaN,1.335005,42,5.037818,14,27,41,0.088274,0.203516,0.289086,0.649062,0.270726,0.000688,0.000923,0.00108,0.00193,0.001045,128.24278,220.439572,267.554197,336.296768,258.967204,1052246.826,1598.029615,1990.000978,2040.748046,1990.500978,2055.751954,22.196529,-58.946311,92885.6706,615.75216,710.425908,130.746457,4924.252441,150.849119,583.83559,2539,3.980745,7.44447,7.264443,7.624497,283.870065,0.997017,2633.840925,1795.120166,2634.340925,2301.379834,22.205569,-58.972245,177935.9799,754.561144,235.813865,9054.248047,288.973375,583.230836,4.137972,7.648012,7.594823,7.7012,62.794822,0.999429,1388.280968,1770.648176,1388.780968,2325.851824,22.188138,-58.976018,235973.1061,784.804876,300.677421,12280.92285,383.227411,586.631954,3.996247,7.282614,7.259342,7.305886,49.160113,0.998049,1235.590111,1992.113716,1236.090111,2104.386284,22.185982,-58.952153,414158.6455,872.778155,474.529115,21806.90234,672.606078,587.871625,3.978733,7.30771,7.292127,7.323292,49.524204,0.999265,3303.569654,1959.607098,3304.069654,2136.892902,22.214914,-58.953623,224179.0945,778.893914,287.817237,11340.39258,364.073582,583.323592,4.175881,7.419044,7.43099,7.407099,42.852932,0.99815
cpt1m012-fl06-20181018-0216-e91.fits,0,58410.42735,2458410.427,2018,NaN,2458410.429,NaN,1.338627,42,5.002367,14,27,41,0.087648,0.201173,0.289245,0.65062,0.272265,0.000676,0.000905,0.001066,0.001908,0.001034,129.711393,222.230713,271.3018,340.9541,263.428142,1061480.574,1589.761092,1990.487102,2040.770597,1990.987102,2055.729403,22.19653,-58.946306,93036.63455,615.75216,703.594121,132.230546,5207.543945,151.094289,571.872358,2548,3.859751,7.155822,7.151059,7.160585,45.920901,0.998284,2634.310129,1795.109906,2634.810129,2301.390094,22.205569,-58.972245,177777.0532,748.558929,237.492395,9028.950195,288.715273,572.217553,4.080882,7.495425,7.409005,7.581844,82.050762,0.999425,1388.667644,1770.624125,1389.167644,2325.875875,22.188137,-58.976017,238145.5362,781.096528,304.88618,12866.89746,386.755503,575.294085,3.975456,7.107809,7.076951,7.138668,49.526111,0.996954,1235.986639,1992.048415,1236.486639,2104.451585,22.185981,-58.952155,418400.7947,869.551628,481.168433,21235.19922,679.495456,576.848306,3.956778,7.160794,7.211464,7.110124,28.280549,0.99934,3304.095734,1959.627081,3304.595734,2136.872919,22.214915,-58.953621,227157.1899,775.092278,293.071156,10937.5332,368.910098,570.251364,4.10115,7.470839,7.439008,7.502671,48.443891,0.994951
cpt1m012-fl06-20181018-0217-e91.fits,0,58410.42833,2458410.428,2018,NaN,2458410.43,NaN,1.342275,42,4.847396,14,27,41,0.085863,0.19719,0.292795,0.656805,0.269645,0.000597,0.000808,0.000966,0.001743,0.000927,143.759018,244.066105,303.155087,376.928047,290.994805,1163729.607,1573.524525,1990.494574,2040.640499,1990.994574,2055.859501,22.19653,-58.946307,99921.15554,615.75216,681.802419,146.554416,6255.100098,162.274957,516.217695,2567,3.693374,6.797102,6.728273,6.86593,51.748809,0.992473,2634.266251,1794.958486,2634.766251,2301.541514,22.205569,-58.97225,191678.5388,735.911065,260.464271,10414.43359,311.291703,517.299342,3.935334,7.020226,6.948325,7.092127,54.737452,0.996226,1388.670396,1770.486477,1389.170396,2326.013523,22.188137,-58.976017,263564.1954,771.084734,341.80964,14934.15918,428.036169,513.549123,3.872455,7.073734,7.113043,7.034426,39.941761,0.995997,1235.998383,1991.921002,1236.498383,2104.578998,22.185981,-58.952155,461335.6983,869.515275,530.566525,23567.85742,749.223029,516.528937,3.862631,7.080234,7.117586,7.042882,39.505357,0.996937,3304.065468,1959.494668,3304.565468,2137.005332,22.214914,-58.953626,247151.1745,764.058804,323.471404,12628.44043,401.38093,517.246019,3.87082,7.281463,7.1558,7.407126,65.131822,0.99715
cpt1m012-fl06-20181018-0218-e91.fits,0,58410.42933,2458410.429,2018,NaN,2458410.431,NaN,1.345992,42,4.866307,14,27,41,0.087082,0.199543,0.290054,0.65139,0.272852,0.000497,0.000684,0.00082,0.001484,0.000792,175.201954,291.551182,353.52931,438.800392,344.46711,1355225.55,1565.378937,1990.915917,2039.86727,1991.415917,2056.63273,22.196531,-58.946306,118015.3362,615.75216,659.658675,178.903637,6565.621582,191.66045,443.32498,2587,3.876542,6.915848,6.912214,6.919482,45.459682,0.99571,2634.734973,1794.214302,2635.234973,2302.285698,22.20557,-58.972244,225440.5752,721.864026,312.30338,12569.39453,366.122265,443.363411,3.913001,7.059127,7.075187,7.043068,36.813306,0.999739,1389.082258,1769.680587,1389.582258,2326.819413,22.188138,-58.976019,304707.3163,765.519125,398.040109,16880.5332,494.853833,445.387248,3.802525,7.056721,7.023392,7.090051,50.847863,0.997829,1236.393736,1991.112482,1236.893736,2105.387518,22.185982,-58.952158,534567.8452,878.600837,608.43084,30220.33594,868.154235,446.901011,3.823992,7.116656,7.167114,7.066197,35.07524,0.998256,3304.569605,1958.750119,3305.069605,2137.749881,22.214916,-58.953619,290509.8134,755.88662,384.329879,15584.67871,471.796661,440.947292,4.06808,7.177664,7.129663,7.225666,56.954752,0.998911
cpt1m012-fl06-20181018-0219-e91.fits,0,58410.43031,2458410.43,2018,NaN,2458410.432,NaN,1.349748,42,4.913747,14,27,41,0.08725,0.200372,0.289248,0.647128,0.275247,0.000709,0.000946,0.001114,0.001981,0.001085,123.111367,211.753376,259.533001,326.608701,253.654897,1014624.183,1587.076801,1990.813793,2040.508168,1991.313793,2055.991832,22.19653,-58.946304,88526.09602,615.75216,705.61443,125.459588,5341.944824,143.769039,583.430871,2513,3.766191,7.14691,7.138896,7.154924,47.379334,0.999269,2634.621343,1794.866126,2635.121343,2301.633874,22.20557,-58.972241,169366.0488,749.082089,226.098116,9272.217773,275.055549,581.28907,3.958695,7.234982,7.184378,7.285585,54.168691,0.998023,1389.001336,1770.329955,1389.501336,2326.170045,22.188137,-58.976019,227635.3335,780.743374,291.5623,12024.7002,369.686618,586.369119,4.057527,7.111824,7.144957,7.078692,38.959438,0.998018,1236.32855,1991.786611,1236.82855,2104.713389,22.185982,-58.952154,398628.0566,864.935368,460.87612,21589.4668,647.383935,587.410476,3.889269,7.074293,7.111377,7.037209,36.591041,0.998687,3304.367328,1959.39489,3304.867328,2137.10511,22.214915,-58.953616,218994.7441,774.606604,282.717373,12043.79785,355.654041,577.819272,4.030746,7.293158,7.276659,7.309656,49.307424,0.999088
cpt1m012-fl06-20181018-0220-e91.fits,0,58410.43129,2458410.431,2018,NaN,2458410.433,NaN,1.353518,42,5.00324,14,27,41,0.087795,0.197348,0.29344,0.660168,0.26688,0.000777,0.001026,0.001216,0.002182,0.001164,112.974417,192.278522,241.287893,302.568142,229.25294,942252.946,1597.501416,1990.962367,2039.958299,1991.462367,2056.541701,22.196529,-58.946314,82725.27684,615.75216,718.690518,115.105563,4656.080566,134.348334,620.111371,2558,3.940382,7.480411,7.464129,7.496694,83.986353,0.99998,2634.845995,1794.330912,2635.345995,2302.169088,22.20557,-58.972249,155303.2594,758.548902,204.737307,8376.628906,252.217157,624.260066,3.994299,7.315925,7.196159,7.43569,77.75942,0.998706,1389.229152,1769.867485,1389.729152,2326.632515,22.188137,-58.976019,213766.956,786.38051,271.836539,11122.69531,347.163956,616.582952,3.979209,7.225592,7.190718,7.260467,48.628795,0.994162,1236.537352,1991.294592,1237.037352,2105.205408,22.185982,-58.952157,374688.207,864.159632,433.586797,20559.96484,608.504901,617.379993,4.017013,7.255895,7.36145,7.15034,29.837968,0.996681,3304.616296,1958.845151,3305.116296,2137.654849,22.214915,-58.953625,198494.5237,781.951508,253.845055,9837.924805,322.361068,625.765521,4.171551,7.526321,7.552704,7.499938,31.250866,0.999769
cpt1m012-fl06-20181018-0221-e91.fits,0,58410.43227,2458410.432,2018,NaN,2458410.434,NaN,1.357326,42,4.913406,14,27,41,0.087771,0.203347,0.287496,0.65162,0.270944,0.000714,0.000957,0.001117,0.002006,0.001085,122.985535,212.441194,257.2723,324.813155,249.808055,1009905.317,1589.462847,1991.038124,2040.084152,1991.538124,2056.415848,22.19653,-58.946307,88640.04225,615.75216,707.104762,125.356308,5054.379395,143.954091,586.670748,2518,3.949969,7.246205,7.142675,7.349735,274.005663,0.999168,2634.876995,1794.463076,2635.376995,2302.036924,22.20557,-58.972241,170658.1992,751.122817,227.204121,9261.775391,277.154041,586.083283,3.862613,7.508416,7.730662,7.286171,358.554992,0.996493,1389.24615,1769.942259,1389.74615,2326.557741,22.188138,-58.976018,225510.4528,780.977265,288.754184,12123.6709,366.235748,589.023759,3.897898,7.069387,7.12744,7.011334,36.600914,0.996771,1236.551365,1991.361838,1237.051365,2105.138162,22.185982,-58.952158,398441.7837,866.499471,459.829229,22738.7168,647.081423,589.361466,3.969808,7.21523,7.278244,7.152217,33.290015,0.998069,3304.600051,1958.937675,3305.100051,2137.562325,22.214915,-58.953621,215294.8814,775.538415,277.606985,11108.00781,349.645353,585.274221,3.883505,7.287925,7.11078,7.465071,67.501936,0.99528
cpt1m012-fl06-20181018-0222-e91.fits,0,58410.43326,2458410.433,2018,NaN,2458410.435,NaN,1.361172,42,4.761137,14,27,41,0.087127,0.200676,0.293258,0.655034,0.266338,0.000777,0.001036,0.001221,0.002173,0.001167,112.06686,193.760952,240.126829,301.408883,228.292227,935699.4794,1591.926621,1990.900106,2039.943935,1991.400106,2056.556065,22.19653,-58.946311,81525.13763,615.75216,714.123884,114.161057,4984.258301,132.399272,615.449911,2559,3.765072,6.808512,7.052333,6.564691,20.504665,0.991014,2634.76613,1794.33735,2635.26613,2302.16265,22.20557,-58.972245,156389.154,756.601933,206.699385,9506.103516,253.980683,616.620092,3.839443,7.235514,7.201839,7.26919,71.126595,0.999861,1389.018221,1769.796163,1389.518221,2326.703837,22.188136,-58.976021,212178.5896,784.7164,270.388881,11654.25684,344.584402,614.552898,3.734364,7.1746,7.176477,7.172722,44.228171,0.999623,1236.385802,1991.251736,1236.885802,2105.248264,22.185981,-58.952156,370333.8209,860.023191,430.60911,22384.59961,601.433247,615.084869,3.823814,7.025854,7.064123,6.987586,31.706958,0.999408,3304.464945,1958.825555,3304.964945,2137.674445,22.214915,-58.953625,196797.9149,778.693883,252.728215,11064.77246,319.605724,619.723638,3.729587,7.137359,7.149107,7.125612,42.620599,0.998426
cpt1m012-fl06-20181018-0223-e91.fits,0,58410.43424,2458410.434,2018,NaN,2458410.436,NaN,1.365074,42,4.852079,14,27,41,0.087802,0.200111,0.291187,0.648705,0.272708,0.00082,0.001087,0.001276,0.002256,0.001233,107.10309,184.115523,228.184894,287.511482,221.254122,892772.4473,1591.427403,1990.596506,2040.12985,1991.096506,2056.37015,22.196531,-58.946302,78387.12268,615.75216,718.422423,109.110072,4930.522461,127.303041,630.173711,2641,3.877418,6.96801,6.943363,6.992658,48.600658,0.996815,2634.31647,1794.446495,2634.81647,2302.053505,22.205569,-58.972243,148864.1141,758.520195,196.255967,8446.828125,241.759792,630.988556,4.068952,7.159425,7.251656,7.067194,27.780398,0.997925,1388.771456,1769.971524,1389.271456,2326.528476,22.188138,-58.976015,201337.2079,784.867776,256.523728,11322.34473,326.977672,630.531265,3.884792,7.111596,7.106234,7.116958,45.64626,0.995531,1236.044717,1991.405108,1236.544717,2105.094892,22.185982,-58.952153,351273.2743,858.573931,409.135733,19725.54492,570.478347,631.795205,3.67966,6.918988,6.949741,6.888236,39.290175,0.997984,3304.064827,1958.921049,3304.564827,2137.578951,22.214914,-58.953623,191297.8511,777.252644,246.120554,10026.49316,310.673455,627.725906,3.988436,7.08461,7.068544,7.100677,53.171246,0.99974
cpt1m012-fl06-20181018-0224-e91.fits,0,58410.43522,2458410.435,2018,NaN,2458410.437,NaN,1.36902,42,4.872066,14,27,41,0.087203,0.205584,0.289099,0.639447,0.274162,0.000917,0.001215,0.00141,0.002457,0.001369,95.103569,169.274978,205.084654,260.259656,200.255181,815411.6844,1607.043293,1990.381365,2040.61912,1990.881365,2055.88088,22.19653,-58.94631,71106.42793,615.75216,734.422791,96.819474,4622.643555,115.478974,676.367266,2572,3.889697,7.055418,7.225071,6.885765,14.389125,0.996993,2634.217415,1795.041749,2634.717415,2301.458251,22.20557,-58.97224,139049.5572,768.488356,180.939055,7894.418457,225.820657,674.403092,3.937016,7.271821,7.393051,7.150592,36.052247,0.988233,1388.681906,1770.532519,1389.181906,2325.967481,22.188138,-58.976015,182867.8399,795.017668,230.017328,10651.7207,296.982864,678.84216,3.940445,7.182753,7.159544,7.205962,295.626439,0.999893,1235.95636,1991.95751,1236.45636,2104.54249,22.185982,-58.952154,318041.7776,860.139355,369.756105,16927.22656,516.509398,680.076742,3.882242,7.073991,7.163708,6.984274,26.897489,0.998157,3303.885346,1959.509067,3304.385346,2136.990933,22.214914,-58.95362,175452.5096,787.477612,222.803172,9875.389648,284.940145,670.946447,3.858849,7.190789,7.175879,7.205699,47.890319,0.998305
