 ,Label,slice,Saturated,J.D.-2400000,JD_UTC,JD_SOBS,JD_MOBS,HJD_MOBS,BJD_MOBS,ALT_OBJ,AIRMASS,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_C4,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_C4,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,Variance_T1,X(IJ)_C2,Y(IJ)_C2,X(FITS)_C2,Y(FITS)_C2,Source-Sky_C2,Source_Error_C2,Source_SNR_C2,Peak_C2,Mean_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,X-Width_C2,Y-Width_C2,Angle_C2,Roundness_C2,Variance_C2,X(IJ)_C3,Y(IJ)_C3,X(FITS)_C3,Y(FITS)_C3,Source-Sky_C3,Source_Error_C3,Source_SNR_C3,Peak_C3,Mean_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,X-Width_C3,Y-Width_C3,Angle_C3,Roundness_C3,Variance_C3,X(IJ)_C4,Y(IJ)_C4,X(FITS)_C4,Y(FITS)_C4,Source-Sky_C4,Source_Error_C4,Source_SNR_C4,Peak_C4,Mean_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,X-Width_C4,Y-Width_C4,Angle_C4,Roundness_C4,Variance_C4,RA_T1,DEC_T1
275,cpt1m012-fa06-20200223-0330-e91.fits,275,0,58903.39977,2458903.399770,NaN,NaN,NaN,2458903.403233,NaN,1.097997,36.554821,24,42,63,0.215976,0.547069,0.369166,0.604505,0.000206,0.000453,0.000332,0.000494,1046.021848,1206.50287,1113.254826,1223.075348,6811228.407,2702.00836,1950.42772,1924.368107,1950.92772,1885.131893,1471060.664,1809.557368,1279.545017,1149.674802,3031.962891,812.939501,67.244283,5771,29.310429,22.538945,21.853658,23.224231,274.87064,0.9962,295.048085,3247.016393,2274.640835,3247.516393,1534.859165,2408563.279,1602.860843,1502.665244,5408.986328,1331.023443,67.988894,27.734675,21.758287,20.153339,23.363235,276.18706,0.977435,262.706364,987.728763,1678.597615,988.228763,2130.902385,1836501.774,1413.798961,1298.983678,3674.515625,1014.890053,67.654231,23.18681,28.711849,28.431199,28.992499,313.459564,0.867718,320.428149,1084.230999,1082.554396,1084.730999,2726.945604,2566163.354,1653.136048,1552.300161,4946.469238,1418.116606,70.046069,29.586427,23.758494,23.406807,24.110182,53.666836,0.99013,310.139155,10.448057,-52.484514
276,cpt1m012-fa06-20200223-0331-e91.fits,276,0,58903.40027,2458903.400267,NaN,NaN,NaN,2458903.403730,NaN,1.097363,36.406498,24,42,63,0.215645,0.541058,0.369942,0.60995,0.000206,0.000449,0.000332,0.000498,1045.41581,1204.340803,1113.915032,1224.70829,6815596.92,2703.54713,1950.42772,1924.368107,1950.92772,1885.131893,1469748.965,1809.557368,1279.318375,1148.853166,3008.323242,812.214628,67.420412,5867,29.234543,22.425175,21.774256,23.076093,278.30603,0.996336,298.759447,3247.016393,2274.640835,3247.516393,1534.859165,2392922.479,1598.913642,1496.592697,5676.678223,1322.380003,68.736248,27.571846,21.604334,19.919032,23.289636,277.280582,0.97433,237.441492,987.728763,1678.597615,988.228763,2130.902385,1840498.216,1415.617007,1300.138531,3878.698486,1017.098573,68.27883,22.713103,28.758718,29.00361,28.513825,316.329771,0.865305,289.399423,1084.230999,1082.554396,1084.730999,2726.945604,2582176.225,1657.91156,1557.487316,5389.711914,1426.96566,70.236204,29.551677,23.889235,23.508844,24.269626,52.361235,0.984305,266.880763,10.448182,-52.483219
277,cpt1m012-fa06-20200223-0332-e91.fits,277,0,58903.40076,2458903.400764,NaN,NaN,NaN,2458903.404227,NaN,1.096744,36.310453,24,42,63,0.215921,0.547065,0.367362,0.606995,0.000206,0.000452,0.00033,0.000495,1048.503943,1209.501906,1114.622948,1226.95498,6844187.706,2708.170433,1950.42772,1924.368107,1950.92772,1885.131893,1477806.584,1809.557368,1282.417577,1152.359895,3335.966064,816.66744,67.121009,5743,29.027968,22.299914,21.615419,22.984408,282.150179,0.995471,252.302565,3247.016393,2274.640835,3247.516393,1534.859165,2420205.217,1606.744836,1506.278509,6002.692383,1337.457027,67.928893,27.61923,21.43178,19.710258,23.153301,275.994272,0.973372,222.521071,987.728763,1678.597615,988.228763,2130.902385,1838791.237,1414.879625,1299.609666,4162.368164,1016.155259,68.269146,22.458503,28.975791,28.93496,29.016621,314.79191,0.849462,258.841132,1084.230999,1082.554396,1084.730999,2726.945604,2585191.251,1658.515531,1558.738041,5398.799316,1428.631828,69.454855,29.729615,23.680273,23.426854,23.933692,50.285917,0.986394,269.492444,10.448106,-52.484566
278,cpt1m012-fa06-20200223-0333-e91.fits,278,0,58903.40126,2458903.401258,NaN,NaN,NaN,2458903.404721,NaN,1.096137,36.740802,24,42,63,0.215142,0.545213,0.368377,0.607596,0.000206,0.000452,0.000331,0.000497,1043.226933,1205.29557,1112.100521,1223.444939,6813333.818,2703.991514,1950.42772,1924.368107,1950.92772,1885.131893,1465834.982,1809.557368,1279.012584,1146.067678,3154.872314,810.051678,68.574481,5895,29.602305,22.575231,21.89816,23.252301,277.704211,0.996136,269.132795,3247.016393,2274.640835,3247.516393,1534.859165,2404015.609,1602.564439,1500.105425,5394.949707,1328.510303,69.032117,28.377835,21.932571,20.24433,23.620811,276.567831,0.975303,259.746744,987.728763,1678.597615,988.228763,2130.902385,1834197.254,1413.981519,1297.186158,3830.460205,1013.616526,69.061791,22.842866,28.884764,28.703149,29.06638,314.029155,0.862265,296.600302,1084.230999,1082.554396,1084.730999,2726.945604,2575120.955,1656.506442,1554.549315,5224.165527,1423.066768,71.329019,29.829748,23.948393,23.676614,24.220171,51.477123,0.989752,277.35008,10.448065,-52.484564
279,cpt1m012-fa06-20200223-0334-e91.fits,279,0,58903.40175,2458903.401752,NaN,NaN,NaN,2458903.405215,NaN,1.095536,36.813961,24,42,63,0.215501,0.546268,0.370833,0.603083,0.000206,0.000452,0.000332,0.000492,1047.506373,1209.116775,1117.2667,1225.776806,6851225.472,2711.202959,1950.42772,1924.368107,1950.92772,1885.131893,1476443.145,1809.557368,1282.683784,1151.057777,3076.950439,815.913975,68.478783,5761,29.364319,22.499016,21.63045,23.367582,276.902126,0.993698,285.810275,3247.016393,2274.640835,3247.516393,1534.859165,2420411.821,1607.840604,1505.380456,5594.714844,1337.5712,69.486612,28.183868,21.960056,20.15563,23.764483,275.383004,0.972391,244.407418,987.728763,1678.597615,988.228763,2130.902385,1853368.973,1420.739189,1304.510347,3656.080566,1024.211227,69.390721,22.974688,28.501887,28.444165,28.55961,314.664685,0.880244,321.434867,1084.230999,1082.554396,1084.730999,2726.945604,2577444.678,1657.398634,1555.114518,4992.666992,1424.350907,71.207172,29.992166,24.103134,23.542521,24.663746,57.904428,0.988596,299.996005,10.448188,-52.483484
280,cpt1m012-fa06-20200223-0335-e91.fits,280,0,58903.40225,2458903.402249,NaN,NaN,NaN,2458903.405712,NaN,1.094932,36.401365,24,42,63,0.214759,0.547475,0.367941,0.605755,0.000206,0.000454,0.000331,0.000495,1042.663419,1206.092659,1111.30711,1222.911743,6806704.285,2701.620342,1950.42772,1924.368107,1950.92772,1885.131893,1461798.899,1809.557368,1276.297445,1145.343434,3186.951904,807.821252,67.73518,5878,29.375422,22.518603,21.904976,23.13223,278.870103,0.996731,260.647395,3247.016393,2274.640835,3247.516393,1534.859165,2408115.639,1602.753413,1502.486671,5410.248535,1330.776068,68.11228,27.767635,21.564945,19.790778,23.339112,276.762921,0.971743,263.39163,987.728763,1678.597615,988.228763,2130.902385,1830828.101,1412.887796,1295.80573,3803.714844,1011.754661,68.763797,21.867994,28.933891,29.251588,28.616194,316.690174,0.861326,300.204699,1084.230999,1082.554396,1084.730999,2726.945604,2567760.545,1653.385027,1553.032417,5249.818359,1418.999248,70.025117,29.780447,23.980115,23.766631,24.193599,49.197211,0.985127,274.600133,10.448028,-52.483718
281,cpt1m012-fa06-20200223-0336-e91.fits,281,0,58903.40274,2458903.402741,NaN,NaN,NaN,2458903.406204,NaN,1.094343,36.786118,24,42,63,0.215385,0.545125,0.369358,0.606337,0.000206,0.000451,0.000331,0.000495,1046.259812,1207.731989,1115.074288,1225.886208,6838475.121,2708.195601,1950.42772,1924.368107,1950.92772,1885.131893,1472903.096,1809.557368,1281.249214,1149.583609,3335.712646,813.957668,67.795032,5890,29.316426,22.499426,21.700799,23.298054,278.66395,0.994484,245.358608,3247.016393,2274.640835,3247.516393,1534.859165,2412636.798,1605.280515,1502.93782,5901.955566,1333.274556,69.082049,27.957283,21.716314,19.907968,23.524661,277.790415,0.970517,222.293471,987.728763,1678.597615,988.228763,2130.902385,1844547.771,1417.736674,1301.051037,3996.907959,1019.336443,68.95548,23.520017,28.843551,28.736624,28.950479,314.434854,0.85873,276.976256,1084.230999,1082.554396,1084.730999,2726.945604,2581290.552,1657.534496,1557.307289,5344.987793,1426.476218,70.146918,29.949382,23.878033,23.449096,24.306969,54.920558,0.988803,270.031529,10.4482,-52.483591
282,cpt1m012-fa06-20200223-0337-e91.fits,282,0,58903.40324,2458903.403237,NaN,NaN,NaN,2458903.406700,NaN,1.093756,36.965574,24,42,63,0.214965,0.544835,0.368254,0.608173,0.000206,0.000452,0.000331,0.000497,1042.66224,1204.489416,1111.427544,1222.944657,6806488.883,2702.732647,1950.42772,1924.368107,1950.92772,1885.131893,1463156.596,1809.557368,1277.367511,1145.446853,2822.174316,808.571544,68.318481,5782,29.643873,22.748574,21.98126,23.515887,279.160323,0.994962,324.812073,3247.016393,2274.640835,3247.516393,1534.859165,2400524.522,1601.560036,1498.866397,5120.028809,1326.581054,69.356004,27.868442,21.979537,20.157791,23.801283,277.567654,0.970912,279.544049,987.728763,1678.597615,988.228763,2130.902385,1831910.156,1413.125776,1296.353224,3720.701416,1012.352627,68.863454,23.592421,28.651964,28.883036,28.420891,316.310068,0.875522,302.072623,1084.230999,1082.554396,1084.730999,2726.945604,2574054.205,1656.153601,1554.236397,4688.117188,1422.477259,70.959753,29.971444,24.239244,23.746651,24.731838,54.94377,0.985736,334.824297,10.448064,-52.484493
283,cpt1m012-fa06-20200223-0338-e91.fits,283,0,58903.40373,2458903.403733,NaN,NaN,NaN,2458903.407196,NaN,1.093176,36.779907,24,42,63,0.215784,0.545327,0.369931,0.605332,0.000207,0.000453,0.000332,0.000495,1043.665487,1204.637764,1112.695891,1222.140262,6809813.432,2704.143866,1950.42772,1924.368107,1950.92772,1885.131893,1469446.445,1809.557368,1281.361295,1146.785416,2883.497803,812.047449,69.328678,5769,29.594006,22.688905,21.814353,23.563456,276.800292,0.993728,317.074016,3247.016393,2274.640835,3247.516393,1534.859165,2403101.092,1602.77631,1499.336544,5539.544922,1328.004922,70.22493,28.091217,21.793126,19.872575,23.713677,276.843173,0.967598,245.510274,987.728763,1678.597615,988.228763,2130.902385,1838896.69,1415.955615,1298.696562,3684.766357,1016.213535,69.703886,22.725043,28.671654,28.796293,28.547016,315.7107,0.877159,314.962521,1084.230999,1082.554396,1084.730999,2726.945604,2567815.65,1654.863089,1551.678605,4944.429688,1419.0297,71.748503,29.74379,24.192289,23.538718,24.84586,57.17838,0.982861,305.620332,10.448182,-52.483454
284,cpt1m012-fa06-20200223-0339-e91.fits,284,0,58903.40423,2458903.404232,NaN,NaN,NaN,2458903.407695,NaN,1.092594,36.757531,24,42,63,0.215205,0.545848,0.368635,0.606553,0.000206,0.000453,0.000331,0.000496,1044.066458,1205.306416,1112.148091,1223.170167,6811836.678,2703.642558,1950.42772,1924.368107,1950.92772,1885.131893,1465939.055,1809.557368,1277.83797,1147.20261,3096.258789,810.10919,67.802088,5835,29.535322,22.747785,21.953797,23.541773,277.922355,0.994747,273.837732,3247.016393,2274.640835,3247.516393,1534.859165,2405298.089,1603.208776,1500.302472,5443.363281,1329.219029,69.568631,28.133138,21.996607,20.251456,23.741758,275.348689,0.974249,251.24047,987.728763,1678.597615,988.228763,2130.902385,1834734.942,1414.229509,1297.33889,3675.214844,1013.913664,69.162893,22.798915,28.597281,28.209346,28.985217,312.800769,0.874897,316.337791,1084.230999,1082.554396,1084.730999,2726.945604,2571803.648,1655.101084,1553.865001,4787.545898,1421.233553,70.593139,29.782843,23.85148,23.641603,24.061356,50.111522,0.990169,325.689241,10.448006,-52.483564
285,cpt1m012-fa06-20200223-0340-e91.fits,285,0,58903.40473,2458903.404727,NaN,NaN,NaN,2458903.408190,NaN,1.092035,37.059575,24,42,63,0.215252,0.548058,0.366105,0.607662,0.000206,0.000454,0.00033,0.000496,1044.114419,1206.98748,1110.796381,1224.060325,6820737.357,2705.550397,1950.42772,1924.368107,1950.92772,1885.131893,1468175.244,1809.557368,1279.875454,1147.123526,2980.486816,811.344956,68.17384,5844,29.472866,22.611912,22.059458,23.164367,277.783724,0.99743,298.464353,3247.016393,2274.640835,3247.516393,1534.859165,2414740.332,1605.701864,1503.853477,5539.767578,1334.437014,69.095251,28.072567,21.857683,20.130366,23.585,276.776374,0.973895,246.572636,987.728763,1678.597615,988.228763,2130.902385,1827903.495,1412.119294,1294.439856,3817.052246,1010.138461,69.549921,23.97453,28.805136,29.069831,28.540442,316.466429,0.871003,291.471885,1084.230999,1082.554396,1084.730999,2726.945604,2578093.529,1657.601753,1555.315397,5063.38916,1424.709475,71.460347,29.960806,24.107239,23.760962,24.453516,52.004098,0.985921,294.417672,10.448061,-52.484495
286,cpt1m012-fa06-20200223-0341-e91.fits,286,0,58903.40522,2458903.405223,NaN,NaN,NaN,2458903.408686,NaN,1.091466,36.659696,24,42,63,0.215298,0.544526,0.369684,0.606538,0.000207,0.000453,0.000333,0.000497,1041.461316,1203.208365,1111.069632,1221.126744,6801681.537,2703.837507,1950.42772,1924.368107,1950.92772,1885.131893,1464387.029,1809.557368,1279.925745,1144.118738,2935.80957,809.251508,70.221485,5828,29.472846,22.735778,22.11172,23.359836,284.495573,0.996067,297.494438,3247.016393,2274.640835,3247.516393,1534.859165,2397946.576,1601.446856,1497.362568,5024.400879,1325.156426,70.446187,27.49666,22.004234,20.342228,23.666239,281.532878,0.973347,288.041081,987.728763,1678.597615,988.228763,2130.902385,1835803.92,1415.952575,1296.515118,3624.438477,1014.504404,70.806145,22.859699,28.385586,28.745819,28.025352,317.086935,0.878429,317.212052,1084.230999,1082.554396,1084.730999,2726.945604,2567931.041,1655.651998,1551.008934,4642.750488,1419.093467,72.975223,29.750004,24.415943,23.79964,25.032247,57.804175,0.986375,335.634751,10.448031,-52.483758
287,cpt1m012-fa06-20200223-0342-e91.fits,287,0,58903.40572,2458903.405717,NaN,NaN,NaN,2458903.409180,NaN,1.090925,36.874622,24,42,63,0.214384,0.545789,0.366511,0.609553,0.000206,0.000453,0.00033,0.000498,1041.019215,1205.018943,1110.023442,1223.428169,6818172.735,2707.112208,1950.42772,1924.368107,1950.92772,1885.131893,1461706.147,1809.557368,1278.556844,1143.246899,2719.510254,807.769995,69.881651,5851,29.635507,22.8299,22.167441,23.49236,281.478814,0.996034,347.539902,3247.016393,2274.640835,3247.516393,1534.859165,2407368.783,1604.750754,1500.151209,5131.338379,1330.363339,70.6795,27.225198,22.118757,20.44832,23.789195,277.50232,0.975824,278.124246,987.728763,1678.597615,988.228763,2130.902385,1828696.97,1413.513276,1293.724651,3539.464355,1010.576952,70.997139,24.080826,28.501243,28.105456,28.89703,312.749358,0.874814,334.141559,1084.230999,1082.554396,1084.730999,2726.945604,2582106.983,1659.883051,1555.595728,4872.472656,1426.927396,72.980973,29.897263,24.028078,23.791173,24.264983,51.997424,0.993353,308.31233,10.448188,-52.483443
288,cpt1m012-fa06-20200223-0343-e91.fits,288,0,58903.4062,2458903.406199,NaN,NaN,NaN,2458903.409662,NaN,1.09038,36.798286,24,42,63,0.216264,0.545362,0.366516,0.610009,0.000207,0.000454,0.000331,0.0005,1042.690565,1202.424252,1107.51632,1221.153426,6789698.377,2701.32401,1950.42772,1924.368107,1950.92772,1885.131893,1468367.044,1809.557368,1281.356434,1145.947376,2976.890625,811.450949,69.804974,5850,29.336033,22.632365,22.05704,23.20769,284.056437,0.996682,297.862209,3247.016393,2274.640835,3247.516393,1534.859165,2396102.265,1600.904053,1496.71822,5336.21875,1324.137221,70.76444,28.039634,21.855497,20.166238,23.544755,276.850511,0.974983,258.043998,987.728763,1678.597615,988.228763,2130.902385,1821076.956,1410.98372,1290.643492,3672.138672,1006.36597,70.694415,23.142182,28.759365,29.049134,28.469596,316.602756,0.870156,312.765974,1084.230999,1082.554396,1084.730999,2726.945604,2572519.155,1656.31596,1553.157258,4854.763184,1421.628957,72.032025,29.800674,24.131294,23.995876,24.266711,47.631889,0.985034,314.659321,10.448197,-52.483449
289,cpt1m012-fa06-20200223-0344-e91.fits,289,0,58903.40669,2458903.406691,NaN,NaN,NaN,2458903.410154,NaN,1.089842,36.575303,24,42,63,0.216444,0.54773,0.365088,0.609428,0.000207,0.000455,0.000329,0.000498,1045.45196,1205.09021,1108.310145,1222.738555,6806194.962,2703.771655,1950.42772,1924.368107,1950.92772,1885.131893,1473162.503,1809.557368,1281.845711,1149.251029,3025.415771,814.101022,68.735883,5784,29.496682,22.780478,22.003224,23.557732,283.196646,0.99421,287.466532,3247.016393,2274.640835,3247.516393,1534.859165,2408661.089,1604.371593,1501.311229,5287.152344,1331.077495,69.935203,28.056762,21.997388,20.294414,23.700362,277.362377,0.974675,265.886425,987.728763,1678.597615,988.228763,2130.902385,1820291.384,1409.993827,1290.992449,3524.006836,1005.931846,70.026761,22.039506,28.787086,28.621597,28.952576,314.11315,0.862025,339.751599,1084.230999,1082.554396,1084.730999,2726.945604,2577242.489,1657.79684,1554.619015,4840.57959,1424.239173,71.915787,29.909976,23.958608,23.701129,24.216087,51.887967,0.991855,315.483089,10.448036,-52.483709
290,cpt1m012-fa06-20200223-0345-e91.fits,290,0,58903.40718,2458903.407184,NaN,NaN,NaN,2458903.410647,NaN,1.08931,36.576408,24,42,63,0.216464,0.550272,0.36402,0.60817,0.000207,0.000457,0.000329,0.000498,1044.101769,1205.276029,1106.667565,1221.739997,6796036.385,2701.330469,1950.42772,1924.368107,1950.92772,1885.131893,1471096.478,1809.557368,1281.890682,1147.599011,2871.86792,812.959293,68.995633,5847,29.508901,22.748055,21.914216,23.581894,279.686281,0.993977,319.376527,3247.016393,2274.640835,3247.516393,1534.859165,2412265.146,1605.044587,1502.927187,5378.061035,1333.069174,69.288057,28.017089,21.861419,20.006726,23.716111,278.262817,0.969121,259.768758,987.728763,1678.597615,988.228763,2130.902385,1813677.95,1407.654236,1288.439948,3664.19165,1002.277121,70.093427,22.065001,28.94136,29.079774,28.802945,315.746918,0.865381,312.792052,1084.230999,1082.554396,1084.730999,2726.945604,2570093.289,1655.151876,1552.783963,4635.564453,1420.288372,71.420241,30.139337,24.213252,23.967534,24.45897,50.058025,0.98665,342.996241,10.448073,-52.484545
291,cpt1m012-fa06-20200223-0346-e91.fits,291,0,58903.40768,2458903.407680,NaN,NaN,NaN,2458903.411143,NaN,1.08878,36.836158,24,42,63,0.215325,0.545678,0.366289,0.609981,0.000206,0.000452,0.00033,0.000498,1044.666894,1206.294808,1111.010751,1224.864653,6820827.133,2705.247505,1950.42772,1924.368107,1950.92772,1885.131893,1468694.847,1809.557368,1279.544257,1147.826532,2973.570312,811.6321,68.391151,5818,29.496912,22.626248,22.019828,23.232667,279.295794,0.996806,299.099176,3247.016393,2274.640835,3247.516393,1534.859165,2407988.692,1603.505735,1501.702575,5310.891602,1330.705914,68.93975,28.045888,22.005201,20.388819,23.621583,276.863799,0.977375,264.91256,987.728763,1678.597615,988.228763,2130.902385,1828599.151,1412.331466,1294.737953,3685.070312,1010.522895,69.550949,22.997543,28.597236,28.658426,28.536045,315.350492,0.877645,311.164378,1084.230999,1082.554396,1084.730999,2726.945604,2584239.29,1659.051914,1557.660293,4997.344727,1428.105754,70.821652,30.227883,24.142814,23.750098,24.53553,53.417962,0.98739,300.960096,10.448178,-52.48329
292,cpt1m012-fa06-20200223-0347-e91.fits,292,0,58903.40818,2458903.408176,NaN,NaN,NaN,2458903.411639,NaN,1.088255,36.847598,24,42,63,0.214856,0.544161,0.369608,0.607037,0.000206,0.000451,0.000332,0.000496,1043.809557,1205.901375,1113.892919,1224.198001,6813420.155,2701.958633,1950.42772,1924.368107,1950.92772,1885.131893,1463903.325,1809.557368,1276.668659,1146.658778,2806.390381,808.984203,66.935674,5788,29.36426,22.594192,21.986587,23.201796,275.53249,0.997001,332.367273,3247.016393,2274.640835,3247.516393,1534.859165,2401044.582,1600.290051,1500.380871,5230.249512,1326.868451,67.983233,27.390923,21.895743,20.351519,23.439968,279.142835,0.97815,270.504124,987.728763,1678.597615,988.228763,2130.902385,1838696.448,1414.491677,1299.899093,3695.467041,1016.102877,67.814113,23.910202,28.518041,28.493608,28.542474,314.862027,0.873413,312.622278,1084.230999,1082.554396,1084.730999,2726.945604,2573679.125,1654.951812,1555.138407,4864.245605,1422.269981,69.459957,29.888848,23.93678,23.643977,24.229582,51.865489,0.98938,314.710309,10.448017,-52.483626
293,cpt1m012-fa06-20200223-0348-e91.fits,293,0,58903.40867,2458903.408672,NaN,NaN,NaN,2458903.412135,NaN,1.087737,36.947544,24,42,63,0.215287,0.546955,0.367332,0.607154,0.000206,0.000453,0.00033,0.000496,1045.095614,1207.11638,1112.629879,1224.43716,6810117.406,2700.01041,1950.42772,1924.368107,1950.92772,1885.131893,1466129.101,1809.557368,1276.77335,1148.308038,2792.683838,810.214214,65.865569,5640,29.435302,22.677992,22.109347,23.246637,278.694488,0.997242,329.794719,3247.016393,2274.640835,3247.516393,1534.859165,2407845.358,1601.701908,1503.304296,5055.001465,1330.626705,66.481103,27.504116,22.039094,20.584539,23.493649,278.09741,0.98127,286.357887,987.728763,1678.597615,988.228763,2130.902385,1829530.46,1410.127691,1297.421837,3411.49585,1011.037556,66.648163,24.184712,28.47225,28.732768,28.211733,316.531855,0.882786,354.962412,1084.230999,1082.554396,1084.730999,2726.945604,2572741.589,1654.130317,1555.343954,4494.772461,1421.751879,68.282924,29.818449,24.140775,23.705052,24.576498,54.865608,0.988575,360.973694,10.448165,-52.483655
294,cpt1m012-fa06-20200223-0349-e91.fits,294,0,58903.40917,2458903.409169,NaN,NaN,NaN,2458903.412632,NaN,1.087225,36.547474,24,42,63,0.216073,0.547889,0.366337,0.607523,0.000207,0.000454,0.00033,0.000497,1045.729062,1206.669945,1110.567283,1223.52819,6802116.132,2699.053767,1950.42772,1924.368107,1950.92772,1885.131893,1469751.675,1809.557368,1278.773763,1149.344566,2906.012695,812.216126,66.716981,5853,29.326863,22.582344,21.969197,23.195492,283.153434,0.996336,316.172436,3247.016393,2274.640835,3247.516393,1534.859165,2407669.422,1601.292464,1503.578813,5294.82959,1330.529479,66.338372,27.815731,21.771956,20.201789,23.342123,277.480154,0.97794,269.198065,987.728763,1678.597615,988.228763,2130.902385,1823757.021,1409.110007,1294.261635,3627.301514,1007.847031,67.419354,22.441238,28.824956,28.849283,28.80063,315.130575,0.862865,323.897069,1084.230999,1082.554396,1084.730999,2726.945604,2570689.689,1653.832721,1554.383134,5030.330078,1420.617955,69.343254,29.658519,23.888493,23.70421,24.072777,49.200829,0.988851,296.165857,10.448013,-52.48368
295,cpt1m012-fa06-20200223-0350-e91.fits,295,0,58903.40966,2458903.409664,NaN,NaN,NaN,2458903.413127,NaN,1.086724,36.660791,24,42,63,0.215232,0.54468,0.369153,0.607101,0.000206,0.000452,0.000331,0.000496,1045.300654,1206.270732,1113.940268,1224.392317,6809998.034,2700.085319,1950.42772,1924.368107,1950.92772,1885.131893,1465732.171,1809.557368,1276.113426,1148.590824,3025.149902,809.994862,65.693214,5798,29.399662,22.574529,22.087844,23.061215,285.842275,0.997435,289.222936,3247.016393,2274.640835,3247.516393,1534.859165,2401318.387,1599.758557,1501.050504,5496.699707,1327.019761,66.732623,27.776163,21.71168,20.085265,23.338095,278.488877,0.975735,249.38781,987.728763,1678.597615,988.228763,2130.902385,1836123.058,1412.568953,1299.846677,3732.720703,1014.680767,66.6861,22.899821,28.711838,28.841266,28.58241,315.708759,0.867184,309.357207,1084.230999,1082.554396,1084.730999,2726.945604,2572556.588,1654.050254,1555.307393,5075.357422,1421.649644,68.70485,30.020046,23.989474,23.856824,24.122123,47.966901,0.988557,292.146956,10.448187,-52.483241
296,cpt1m012-fa06-20200223-0351-e91.fits,296,0,58903.41015,2458903.410147,NaN,NaN,NaN,2458903.413610,NaN,1.086228,36.668152,24,42,63,0.215393,0.543729,0.370923,0.605697,0.000205,0.00045,0.000332,0.000493,1049.063155,1209.584792,1118.606856,1227.872123,6848740.685,2707.148222,1950.42772,1924.368107,1950.92772,1885.131893,1475169.218,1809.557368,1279.581943,1152.852481,2970.783203,815.209975,65.586162,5777,29.339537,22.427257,21.857699,22.996816,279.234307,0.997136,308.516861,3247.016393,2274.640835,3247.516393,1534.859165,2412248.552,1603.251648,1504.597581,5369.745117,1333.060004,66.989343,27.786425,21.84582,20.335681,23.355959,279.328851,0.978909,265.769621,987.728763,1678.597615,988.228763,2130.902385,1853026.934,1418.722568,1306.123534,3703.450928,1024.022209,66.421882,23.062737,28.478126,28.476845,28.479407,314.992798,0.871905,319.613283,1084.230999,1082.554396,1084.730999,2726.945604,2583465.198,1656.943549,1559.175145,4961.623535,1427.677974,68.086197,29.823118,23.906379,23.35897,24.453789,57.158191,0.987644,310.693072,10.448193,-52.483359
297,cpt1m012-fa06-20200223-0352-e91.fits,297,0,58903.41065,2458903.410646,NaN,NaN,NaN,2458903.414109,NaN,1.085735,36.767306,24,42,63,0.214871,0.544248,0.369169,0.607548,0.000206,0.000451,0.000331,0.000496,1045.351216,1207.1862,1114.813098,1225.789579,6828082.411,2704.729966,1950.42772,1924.368107,1950.92772,1885.131893,1467159.8,1809.557368,1277.528781,1148.43581,2942.211426,810.7838,66.500538,5891,29.616525,22.682805,21.96578,23.39983,276.292591,0.995812,300.432382,3247.016393,2274.640835,3247.516393,1534.859165,2406458.508,1602.305464,1501.872497,5288.067871,1329.860302,67.782065,27.970708,21.915411,20.170646,23.660176,276.74644,0.973524,266.41641,987.728763,1678.597615,988.228763,2130.902385,1841055.329,1415.3771,1300.75252,3603.380127,1017.406445,67.575534,22.765227,28.559952,28.686481,28.433423,315.72218,0.876436,328.676075,1084.230999,1082.554396,1084.730999,2726.945604,2580568.574,1656.770671,1557.589484,4939.085938,1426.077238,69.384705,30.048612,24.030318,23.410055,24.65058,58.177292,0.986495,306.510243,10.448189,-52.48342
