Label,slice,Saturated,J.D.-2400000,JD_UTC,DATE-OBS,JD-OBS,BJD-OBS,TIME-OBS,JD,EXPTIME,AIRMASS,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_C4,rel_flux_C5,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_err_C5,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_C4,rel_flux_SNR_C5,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_C2,Y(IJ)_C2,X(FITS)_C2,Y(FITS)_C2,RA_C2,DEC_C2,Source-Sky_C2,Source_Error_C2,Source_SNR_C2,Peak_C2,Mean_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,X-Width_C2,Y-Width_C2,Angle_C2,Roundness_C2,X(IJ)_C3,Y(IJ)_C3,X(FITS)_C3,Y(FITS)_C3,RA_C3,DEC_C3,Source-Sky_C3,Source_Error_C3,Source_SNR_C3,Peak_C3,Mean_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,X-Width_C3,Y-Width_C3,Angle_C3,Roundness_C3,X(IJ)_C4,Y(IJ)_C4,X(FITS)_C4,Y(FITS)_C4,RA_C4,DEC_C4,Source-Sky_C4,Source_Error_C4,Source_SNR_C4,Peak_C4,Mean_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,X-Width_C4,Y-Width_C4,Angle_C4,Roundness_C4,X(IJ)_C5,Y(IJ)_C5,X(FITS)_C5,Y(FITS)_C5,RA_C5,DEC_C5,Source-Sky_C5,Source_Error_C5,Source_SNR_C5,Peak_C5,Mean_C5,Sky/Pixel_C5,FWHM_C5,Width_C5,X-Width_C5,Y-Width_C5,Angle_C5,Roundness_C5
lsc1m009-fa04-20181102-0146-e91.fits,84,148626.2656,58425.58817,2458425.588,2018,NaN,2458425.589,NaN,NaN,42,1.222586,4.222838,12,21,32,0.087505,0.264569,0.199736,0.657207,0.294875,0.000144,0.000282,0.000235,0.000573,0.000303,608.412302,939.816459,849.419967,1146.569086,973.049698,4857538.846,2086.409369,2021.840258,2061.859368,2022.340258,2034.640632,22.196525,-58.946343,425058.8975,452.389342,674.359232,630.315235,34724.60938,939.586453,130.85417,1582,3.214452,6.361904,6.518092,6.205716,25.703705,0.993811,3336.060023,1995.004821,3336.560023,2101.495179,22.214923,-58.953737,1016277.148,964.213224,1053.996276,59306.57813,2246.465717,134.387627,3.814024,6.520706,6.811183,6.23023,3.390627,0.991982,2668.259505,1823.328811,2668.759505,2273.171189,22.20557,-58.972328,808700.5217,873.615704,925.693664,60599.71484,1787.620632,132.780476,3.420805,6.365207,6.588474,6.141939,14.882732,0.993485,1268.070418,2005.044178,1268.570418,2091.455822,22.185969,-58.952145,1926379.334,1288.143837,1495.469123,148626.2656,4258.23324,138.492007,3.113662,6.272671,6.332984,6.212359,37.07379,0.995045,1423.202558,1785.360578,1423.702558,2311.139422,22.188125,-58.976028,1106181.843,1000.43889,1105.696564,98475.13281,2445.198725,134.244472,3.227796,6.308065,6.38347,6.232661,34.644766,0.995431
lsc1m009-fa04-20181102-0147-e91.fits,85,148151.4531,58425.58898,2458425.589,2018,NaN,2458425.59,NaN,NaN,42,1.224287,4.181737,12,21,32,0.087188,0.265392,0.199617,0.656951,0.294308,0.000143,0.000281,0.000234,0.000572,0.000302,608.621046,943.013375,851.540411,1148.704041,974.220527,4869613.289,2087.330835,2021.576862,2061.735686,2022.076862,2034.764314,22.196524,-58.946344,424572.2117,452.389342,673.439733,630.453166,38422.06641,938.510641,130.513256,1593,3.238961,6.28811,6.449222,6.126997,29.088621,0.990568,3335.903625,1994.950431,3336.403625,2101.549569,22.214923,-58.953727,1021308.373,965.244011,1058.083097,60161.99219,2257.587166,131.383274,3.904236,6.489542,6.835194,6.14389,6.380677,0.988138,2667.960828,1823.246145,2668.460828,2273.253855,22.205568,-58.972322,810307.4931,873.07725,928.105151,59438.4375,1791.172819,129.992591,3.337583,6.337247,6.612206,6.062288,14.408895,0.990228,1267.824589,2004.851835,1268.324589,2091.648165,22.185969,-58.952155,1930713.601,1289.12211,1497.696445,148151.4531,4267.814074,136.029028,3.17528,6.232953,6.316539,6.149367,36.404926,0.991767,1422.910543,1785.20032,1423.410543,2311.29968,22.188124,-58.976033,1107283.822,1000.576992,1106.645297,95389.82813,2447.634634,133.325099,3.029786,6.207295,6.289705,6.124885,36.22193,0.992254
lsc1m009-fa04-20181102-0148-e91.fits,86,148189.9844,58425.58978,2458425.59,2018,NaN,2458425.591,NaN,NaN,42,1.226,4.215218,12,21,32,0.086946,0.264007,0.199943,0.65798,0.294752,0.000143,0.000281,0.000235,0.000573,0.000303,606.556,940.600701,851.49446,1148.34103,973.798365,4869734.32,2088.671025,2021.699689,2061.771751,2022.199689,2034.728249,22.196525,-58.946344,423403.9691,452.389342,674.009662,628.186794,36028.4375,935.928258,132.92922,1564,3.307609,6.304777,6.454492,6.155062,28.379525,0.992502,3335.981215,1995.052589,3336.481215,2101.447411,22.214923,-58.953721,1017118.698,964.404142,1054.660234,59435.05859,2248.325952,135.31214,3.88135,6.473219,6.815621,6.130817,4.648972,0.988572,2668.109677,1823.314914,2668.609677,2273.185086,22.20557,-58.972319,811430.5179,874.220462,928.176076,58502.63281,1793.655249,132.700233,3.461633,6.37267,6.605172,6.140168,16.254799,0.992533,1267.865478,2004.83341,1268.365478,2091.66659,22.185969,-58.952159,1932585.075,1289.943004,1498.194159,148189.9844,4271.950938,139.00475,3.190138,6.239721,6.312311,6.167131,37.220798,0.992477,1422.933301,1785.159826,1423.433301,2311.340174,22.188124,-58.97604,1108600.029,1002.126206,1106.247918,95207.39844,2450.54409,136.704228,3.053623,6.228761,6.282228,6.175294,38.586781,0.99402
lsc1m009-fa04-20181102-0149-e91.fits,87,147989.0313,58425.59059,2458425.591,2018,NaN,2458425.592,NaN,NaN,42,1.227739,4.249206,12,21,32,0.087378,0.264745,0.200107,0.657199,0.294264,0.000144,0.000281,0.000235,0.000573,0.000302,607.982354,941.296967,851.056044,1147.817198,973.128083,4871581.734,2090.185046,2021.678972,2061.802086,2022.178972,2034.697914,22.196525,-58.946342,425671.2917,452.389342,675.896664,629.787532,35386.16016,940.940142,134.608534,1568,3.348712,6.384646,6.553578,6.215713,28.0017,0.991055,3335.939335,1995.021949,3336.439335,2101.478051,22.214923,-58.953725,1019751.347,965.819926,1055.840038,58079.64844,2254.145384,137.66667,3.952428,6.560234,6.90376,6.216708,5.642169,0.988657,2668.02514,1823.308832,2668.52514,2273.191168,22.205569,-58.972321,812292.3081,875.63656,927.659198,58989.48047,1795.560223,135.801656,3.414871,6.373999,6.603689,6.144308,16.202719,0.992732,1267.889777,2004.885097,1268.389777,2091.614903,22.185969,-58.952155,1931934.019,1290.430223,1497.123971,147989.0313,4270.51179,142.691125,3.185863,6.269336,6.335446,6.203227,37.658139,0.993079,1422.958343,1785.234945,1423.458343,2311.265055,22.188125,-58.976034,1107604.059,1002.055813,1105.331705,90639.32031,2448.342514,138.254369,3.128938,6.275229,6.347099,6.203359,36.507612,0.993853
lsc1m009-fa04-20181102-0151-e91.fits,88,140269.9531,58425.5922,2458425.592,2018,NaN,2458425.593,NaN,NaN,42,1.231268,4.391702,12,21,32,0.087458,0.264148,0.19987,0.659958,0.293485,0.000144,0.000281,0.000235,0.000575,0.000302,607.610571,939.519914,849.764,1147.304004,971.710994,4867894.463,2090.450981,2021.705178,2061.664253,2022.205178,2034.835747,22.196525,-58.94635,425734.6642,452.389342,676.397443,629.414952,31634.79297,941.080226,136.343354,1590,3.53754,6.546272,6.718508,6.374036,27.501572,0.991594,3335.912352,1994.909375,3336.412352,2101.590625,22.214923,-58.953729,1017164.295,965.530468,1053.477159,54918.17969,2248.426743,139.294507,4.008946,6.702294,7.019682,6.384905,3.760551,0.990914,2668.009715,1823.208127,2668.509715,2273.291873,22.205569,-58.972324,810877.2092,875.569989,926.113526,51071.04297,1792.432168,136.61663,3.567706,6.574851,6.809426,6.340275,13.887134,0.993513,1267.923595,2004.755002,1268.423595,2091.744998,22.185969,-58.952165,1935352.885,1291.989124,1497.963759,140269.9531,4278.069142,143.428397,3.356336,6.460238,6.527571,6.392904,36.965057,0.99433,1422.969,1785.082647,1423.469,2311.417353,22.188125,-58.976046,1104500.075,1000.93832,1103.464672,79035.50781,2441.481202,139.567687,3.238774,6.474918,6.560571,6.389266,35.023567,0.993991
lsc1m009-fa04-20181102-0152-e91.fits,89,147373.0781,58425.593,2458425.593,2018,NaN,2458425.594,NaN,NaN,42,1.233065,4.310151,12,21,32,0.087209,0.264305,0.199616,0.658819,0.294309,0.000144,0.000281,0.000235,0.000574,0.000303,606.547965,939.588028,849.275259,1146.879609,971.820331,4865755.54,2090.090404,2021.637624,2061.772506,2022.137624,2034.727494,22.196525,-58.946349,424335.3726,452.389342,675.428438,628.246234,34685.95313,937.987112,135.293185,1545,3.377758,6.418728,6.568539,6.268917,30.13797,0.991146,3335.845584,1995.011029,3336.345584,2101.488971,22.214923,-58.953729,1017194.787,965.374978,1053.678425,55949.96094,2248.494144,138.670681,3.955869,6.580183,6.912803,6.247562,5.775161,0.989407,2667.980124,1823.270641,2668.480124,2273.229359,22.205569,-58.972328,809660.7534,874.821204,925.515693,55738.83203,1789.74321,136.231976,3.513029,6.441356,6.685474,6.197239,16.955294,0.991682,1267.85048,2004.872781,1268.35048,2091.627219,22.185969,-58.952161,1932490.884,1290.894072,1497.017398,147373.0781,4271.742732,142.84294,3.199945,6.342366,6.409873,6.274859,38.496822,0.991055,1422.895035,1785.184607,1423.395035,2311.315393,22.188124,-58.976044,1106409.116,1002.401817,1103.75809,89052.82031,2445.701109,140.938949,3.112455,6.321993,6.396266,6.24772,37.311978,0.992149
lsc1m009-fa04-20181102-0153-e91.fits,90,147230.4219,58425.59381,2458425.594,2018,NaN,2458425.595,NaN,NaN,42,1.234875,4.277266,12,21,32,0.086849,0.263842,0.199896,0.658989,0.294366,0.000143,0.000281,0.000235,0.000574,0.000302,605.3978,940.13368,850.749092,1148.032308,973.408912,4868155.058,2088.767115,2021.611186,2061.68249,2022.111186,2034.81751,22.196525,-58.946353,422795.7695,452.389342,674.404404,626.917273,34501.14063,934.583842,133.543611,1620,3.369532,6.402992,6.568156,6.237829,28.318171,0.991212,3335.925266,1995.053205,3336.425266,2101.446795,22.214923,-58.953722,1016285.894,964.135041,1054.090819,57637.3125,2246.485051,135.873503,3.870941,6.554757,6.871888,6.237626,5.326115,0.990351,2667.977149,1823.232102,2668.477149,2273.267898,22.205569,-58.972329,811006.2859,874.633498,927.252715,55089.05469,1792.71749,134.349973,3.403808,6.448809,6.677938,6.21968,16.93678,0.992693,1267.83778,2004.810225,1268.33778,2091.689775,22.185969,-58.952161,1933743.527,1290.739445,1498.16722,147230.4219,4274.51168,139.954717,3.28165,6.338938,6.402264,6.275612,36.936294,0.994827,1422.921454,1785.134894,1423.421454,2311.365106,22.188125,-58.976042,1107119.351,1001.199087,1105.793408,83538.66406,2447.271073,137.217303,3.150249,6.330364,6.406371,6.254357,34.603406,0.995426
lsc1m009-fa04-20181102-0154-e91.fits,91,147104.6406,58425.59461,2458425.595,2018,NaN,2458425.596,NaN,NaN,42,1.236714,4.208268,12,21,32,0.087066,0.264611,0.199864,0.65881,0.293706,0.000144,0.000281,0.000235,0.000574,0.000302,606.586831,940.799655,850.675935,1147.924268,972.917009,4864501.686,2087.302306,2021.80617,2061.637909,2022.30617,2034.862091,22.196524,-58.94635,423533.1925,452.389342,674.158069,628.240189,35120.29297,936.213905,132.202731,1610,3.309479,6.350947,6.504934,6.19696,28.566892,0.992025,3336.066161,1994.898415,3336.566161,2101.601585,22.214923,-58.953731,1017863.241,964.695084,1055.11395,61400.42188,2249.971752,134.351462,3.823199,6.555958,6.839837,6.272079,6.084664,0.992181,2668.172712,1823.139545,2668.672712,2273.360455,22.205569,-58.972331,810289.9437,873.943446,927.165193,56352.70313,1791.134026,131.513239,3.291175,6.441139,6.651247,6.231031,16.568516,0.993943,1268.126501,2004.758289,1268.626501,2091.741711,22.185969,-58.952158,1931976.367,1289.808397,1497.878577,147104.6406,4270.605398,138.237225,3.180642,6.332778,6.416065,6.24949,35.153101,0.99391,1423.220532,1785.075282,1423.720532,2311.424718,22.188125,-58.976042,1104372.135,999.405555,1105.029014,90967.67969,2441.198393,133.876928,3.159581,6.316098,6.385451,6.246745,36.086868,0.994855
lsc1m009-fa04-20181102-0155-e91.fits,92,148286.5156,58425.59542,2458425.595,2018,NaN,2458425.596,NaN,NaN,42,1.238572,4.222476,12,21,32,0.087012,0.264929,0.199912,0.657768,0.293952,0.000143,0.000281,0.000235,0.000573,0.000302,607.23899,941.827157,851.819336,1148.586786,973.591331,4872772.77,2089.316188,2021.846956,2061.695227,2022.346956,2034.804773,22.196524,-58.946345,423990.6207,452.389342,674.144703,628.931176,35578.67188,937.225043,133.39215,1580,3.29475,6.373323,6.487127,6.259518,32.070545,0.9933,3336.036694,1994.938287,3336.536694,2101.561713,22.214922,-58.953727,1020561.609,966.077347,1056.397411,58842.5625,2255.936455,135.731572,3.911223,6.562188,6.837471,6.286906,9.423377,0.992168,2668.24178,1823.235922,2668.74178,2273.264078,22.205569,-58.972322,811830.6191,874.303829,928.545195,57623.375,1794.539666,132.737098,3.464617,6.427906,6.611767,6.244046,23.107124,0.993176,1268.218724,2004.777471,1268.718724,2091.722529,22.18597,-58.952158,1933414.523,1290.493807,1498.197444,148286.5156,4273.784422,139.815996,3.056965,6.315116,6.331664,6.298567,43.197837,0.99305,1423.255944,1785.101973,1423.755944,2311.398027,22.188125,-58.97604,1106966.019,1001.07704,1105.775055,89927.78906,2446.932136,135.570459,3.176559,6.339402,6.360179,6.318626,42.750285,0.993019
lsc1m009-fa04-20181102-0156-e91.fits,93,143544.1875,58425.59622,2458425.596,2018,NaN,2458425.597,NaN,NaN,42,1.240443,4.352578,12,21,32,0.086866,0.264613,0.199523,0.657581,0.294849,0.000144,0.000281,0.000235,0.000573,0.000303,604.888712,940.813439,849.533137,1147.032519,972.887639,4869224.02,2090.620701,2021.601044,2061.623896,2022.101044,2034.876104,22.196525,-58.94635,422969.5145,452.389342,675.257863,626.382212,33100.26563,934.967903,136.336004,1502,3.417786,6.448971,6.597967,6.299975,29.042873,0.992368,3335.956485,1994.96763,3336.456485,2101.53237,22.214924,-58.953719,1018857.636,965.407829,1055.365003,55117.83984,2252.169849,137.42358,3.982227,6.625396,6.906722,6.34407,6.830442,0.992389,2668.020585,1823.16354,2668.520585,2273.33646,22.20557,-58.972325,809924.6212,874.871997,925.763568,53358.73438,1790.326486,136.449181,3.48343,6.506517,6.684493,6.328542,18.034182,0.995426,1267.847904,2004.719959,1268.347904,2091.780041,22.185969,-58.952162,1931675.454,1291.094917,1496.152939,143544.1875,4269.940236,143.807954,3.442479,6.408105,6.47917,6.337041,36.662609,0.994027,1422.915162,1785.023837,1423.415162,2311.476163,22.188125,-58.976045,1108766.308,1003.172738,1105.259609,81104.21094,2450.911649,138.569858,3.214492,6.410704,6.4689,6.352507,38.131608,0.994155
lsc1m009-fa04-20181102-0157-e91.fits,94,142244.0938,58425.59703,2458425.597,2018,NaN,2458425.598,NaN,NaN,42,1.242352,4.324731,12,21,32,0.087002,0.264011,0.198744,0.659019,0.295513,0.000144,0.000281,0.000234,0.000574,0.000303,605.720877,939.950043,848.368367,1147.415185,973.831743,4871492.452,2091.36555,2021.667243,2061.810562,2022.167243,2034.689438,22.196525,-58.946353,423831.285,452.389342,675.642149,627.301428,34339.40234,936.872834,137.562521,1579,3.332022,6.477648,6.626674,6.328622,29.782984,0.991758,3335.971694,1995.143405,3336.471694,2101.356595,22.214924,-58.953722,1017495.766,965.349331,1054.018202,56711.89453,2249.159454,139.908974,3.950222,6.633184,6.92693,6.339438,8.690763,0.991421,2667.992732,1823.356524,2668.492732,2273.143476,22.205569,-58.972327,807661.692,873.923976,924.178435,55505.69531,1785.324314,138.455828,3.549064,6.475248,6.677852,6.272644,19.197397,0.993637,1267.924332,2004.947078,1268.424332,2091.552922,22.185969,-58.952161,1935123.044,1292.300582,1497.42488,142244.0938,4277.561083,144.997892,3.206162,6.386479,6.441079,6.331879,39.146091,0.992901,1422.965676,1785.297832,1423.465676,2311.202168,22.188125,-58.97604,1111211.95,1004.05509,1106.724085,87514.85156,2456.317704,141.064878,3.233606,6.37602,6.434593,6.317447,38.362671,0.993599
lsc1m009-fa04-20181102-0158-e91.fits,95,144961.25,58425.59782,2458425.598,2018,NaN,2458425.599,NaN,NaN,42,1.244263,4.313968,12,21,32,0.086905,0.26394,0.199359,0.65897,0.294899,0.000144,0.000281,0.000235,0.000574,0.000303,604.243323,939.051385,849.144027,1147.272889,972.862351,4873731.509,2092.9243,2021.693439,2061.737359,2022.193439,2034.762641,22.196525,-58.94635,423551.6479,452.389342,676.953063,625.673582,34086.625,936.2547,139.707929,1563,3.35864,6.422601,6.555161,6.29004,31.996258,0.991145,3335.902551,1995.040402,3336.402551,2101.459598,22.214922,-58.953725,1017749.625,966.741699,1052.762724,56108.39844,2249.720606,142.639642,3.948738,6.607275,6.909011,6.305539,6.946514,0.991184,2668.059269,1823.282187,2668.559269,2273.217813,22.205569,-58.972325,810116.2746,875.536962,925.279354,53431.42969,1790.750133,139.879394,3.535512,6.513235,6.716936,6.309534,18.248208,0.993958,1267.928396,2004.840138,1268.428396,2091.659862,22.185969,-58.952162,1935926.231,1292.580319,1497.722194,144961.25,4279.336517,146.246518,3.244591,6.39778,6.450744,6.344817,39.383964,0.992776,1422.963654,1785.152397,1423.463654,2311.347603,22.188124,-58.976045,1109939.378,1004.198067,1105.299257,82878.75,2453.504702,143.27965,3.157627,6.39179,6.452497,6.331082,38.256882,0.993367
lsc1m009-fa04-20181102-0159-e91.fits,96,143012.4375,58425.59863,2458425.599,2018,NaN,2458425.6,NaN,NaN,42,1.246194,4.360165,12,21,32,0.087386,0.2652,0.198758,0.659336,0.294056,0.000144,0.000283,0.000235,0.000576,0.000303,604.93809,938.08908,846.127032,1145.140694,969.991204,4860158.122,2091.46651,2021.815728,2061.741751,2022.315728,2034.758249,22.196525,-58.946346,424709.3456,452.389342,677.8646,626.540087,33285.08984,938.813774,140.670551,1541,3.432444,6.454007,6.579718,6.328296,31.493137,0.992649,3336.053767,1995.034526,3336.553767,2101.465474,22.214923,-58.953721,1018743.561,968.322385,1052.07065,53483.13672,2251.917688,143.835805,4.024637,6.64994,6.96642,6.333461,7.498445,0.990334,2668.177053,1823.280055,2668.677053,2273.219945,22.20557,-58.972321,805830.1419,874.307127,921.67857,54881.85547,1781.2757,141.971338,3.587961,6.486503,6.708755,6.26425,19.160053,0.992389,1268.050926,2004.830473,1268.550926,2091.669527,22.18597,-58.952159,1931180.903,1291.186141,1495.664213,143012.4375,4268.847037,147.599707,3.191973,6.368516,6.440176,6.296856,36.70119,0.993795,1423.074077,1785.120346,1423.574077,2311.379654,22.188125,-58.976044,1104403.516,1002.501532,1101.647709,82832.98438,2441.26776,144.642908,3.249845,6.406768,6.481453,6.332083,36.304025,0.993918
lsc1m009-fa04-20181102-0160-e91.fits,97,139118.0938,58425.59943,2458425.599,2018,NaN,2458425.6,NaN,NaN,42,1.248146,4.355962,12,21,32,0.087156,0.26552,0.199561,0.658895,0.293056,0.000144,0.000282,0.000235,0.000575,0.000302,604.614506,940.093956,848.264747,1146.043693,969.872468,4865052.637,2091.471308,2021.725998,2061.684075,2022.225998,2034.815925,22.196524,-58.946351,424019.1246,452.389342,677.200807,626.134996,32442.58008,937.288051,140.080181,1590,3.441938,6.493781,6.62564,6.361922,31.387039,0.992127,3335.985985,1995.033114,3336.485985,2101.466886,22.214923,-58.953723,1020742.639,967.76829,1054.73867,53440.88281,2256.33662,144.225988,3.976547,6.650676,6.947002,6.354351,10.033983,0.991035,2668.119806,1823.251562,2668.619806,2273.248438,22.205569,-58.972326,809357.572,875.614814,924.330607,55621.01563,1789.073032,141.045105,3.507106,6.524211,6.714623,6.333798,22.345984,0.99327,1268.084398,2004.793576,1268.584398,2091.706424,22.18597,-58.952161,1932346.396,1291.537364,1496.159887,139118.0938,4271.423344,146.98552,3.203932,6.405281,6.460537,6.350025,39.023344,0.993062,1423.145729,1785.164642,1423.645729,2311.335358,22.188126,-58.976038,1102606.029,1001.452298,1101.007039,87593.16406,2437.294442,145.040939,3.290123,6.400959,6.451189,6.350729,39.30985,0.993674
lsc1m009-fa04-20181102-0161-e91.fits,98,139105.4531,58425.60023,2458425.6,2018,NaN,2458425.601,NaN,NaN,42,1.250118,4.369795,12,21,32,0.087212,0.264387,0.199034,0.660297,0.294002,0.000144,0.000282,0.000235,0.000576,0.000303,604.991318,938.567352,847.234118,1146.195021,970.625517,4866572.926,2092.393092,2021.701161,2061.712701,2022.201161,2034.787299,22.196525,-58.946347,424424.0631,452.389342,677.388444,626.55935,32578.1582,938.183161,142.78894,1560,3.425846,6.541265,6.6628,6.41973,31.892776,0.992928,3335.921737,1994.926837,3336.421737,2101.573163,22.214923,-58.953731,1017613.988,966.87587,1052.476351,55998.79688,2249.420782,145.227254,3.962813,6.665362,6.922522,6.408202,10.438154,0.9932,2668.11347,1823.272482,2668.61347,2273.227518,22.20557,-58.972321,807828.5329,875.243643,922.975607,53509.73828,1785.693114,142.818286,3.523238,6.545414,6.739444,6.351384,19.442072,0.994209,1267.950097,2004.85144,1268.450097,2091.64856,22.185969,-58.952154,1935427.586,1292.658261,1497.246135,139105.4531,4278.234269,149.715744,3.322286,6.474561,6.508199,6.440923,41.474613,0.992835,1423.042105,1785.203284,1423.542105,2311.296716,22.188125,-58.976033,1105702.819,1003.116687,1102.267397,84113.86719,2444.139851,145.778403,3.258831,6.43914,6.473938,6.404342,40.449761,0.995331
lsc1m009-fa04-20181102-0162-e91.fits,99,147859.25,58425.60104,2458425.601,2018,NaN,2458425.602,NaN,NaN,42,1.252129,4.26944,12,21,32,0.087236,0.265035,0.199303,0.658286,0.294233,0.000144,0.000282,0.000235,0.000575,0.000303,604.794449,938.538622,846.963365,1144.907891,970.248595,4865671.9,2093.68081,2021.67663,2061.757298,2022.17663,2034.742702,22.196526,-58.946339,424459.8103,452.389342,677.642646,626.377063,34744.05469,938.26218,144.12779,1567,3.330496,6.395111,6.558699,6.231523,28.757347,0.990938,3335.837563,1994.966109,3336.337563,2101.533891,22.214923,-58.953725,1019398.169,968.341584,1052.7258,57636.54688,2253.364688,146.932469,3.922452,6.533328,6.84773,6.218926,9.290795,0.989737,2668.019244,1823.290974,2668.519244,2273.209026,22.20557,-58.972316,808589.9129,876.251722,922.782681,56539.66797,1787.376133,144.425927,3.433438,6.386585,6.600447,6.172724,19.312314,0.992668,1267.92066,2004.813889,1268.42066,2091.686111,22.18597,-58.952154,1931514.833,1292.463891,1494.443942,147859.25,4269.585185,151.280402,3.199329,6.291469,6.33275,6.250188,40.209041,0.993785,1422.971607,1785.191425,1423.471607,2311.308575,22.188125,-58.976031,1106168.986,1003.759893,1102.025488,91702.39844,2445.170306,148.008481,3.091687,6.265144,6.308515,6.221773,39.662709,0.994414
lsc1m009-fa04-20181102-0163-e91.fits,100,146828.1719,58425.60185,2458425.602,2018,NaN,2458425.603,NaN,NaN,42,1.254154,4.161716,12,21,32,0.087145,0.264833,0.198955,0.659192,0.294299,0.000144,0.000282,0.000235,0.000576,0.000303,604.302279,938.15497,845.906798,1145.217526,970.614513,4863889.046,2092.81759,2021.747769,2061.455738,2022.247769,2035.044262,22.196524,-58.946347,423863.8548,452.389342,677.284614,625.828265,33492.63672,936.944829,141.99384,1568,3.237195,6.40151,6.567206,6.235814,29.655335,0.989726,3335.991952,1994.606227,3336.491952,2101.893773,22.214923,-58.953737,1018409.565,967.952267,1052.127878,60716.23828,2251.179394,145.866585,3.660704,6.547777,6.837056,6.258498,8.990711,0.991404,2668.117257,1822.940718,2668.617257,2273.559282,22.205569,-58.972328,807114.4379,876.009117,921.353924,55178.66016,1784.114617,143.497228,3.393779,6.428118,6.599538,6.256697,19.886393,0.995191,1268.000278,2004.588312,1268.500278,2091.911688,22.185969,-58.952155,1932407.79,1292.070974,1495.589506,146828.1719,4271.559053,148.204003,3.088951,6.336268,6.398699,6.273837,37.945272,0.993467,1423.135588,1784.883725,1423.635588,2311.616275,22.188125,-58.97604,1105957.254,1003.052591,1102.591493,81925.76563,2444.702274,145.365445,3.15851,6.360061,6.424119,6.296002,38.187766,0.992688
lsc1m009-fa04-20181102-0164-e91.fits,101,148244.4219,58425.60265,2458425.603,2018,NaN,2458425.604,NaN,NaN,42,1.256199,4.202032,12,21,32,0.087533,0.264794,0.199567,0.657261,0.294804,0.000144,0.000282,0.000235,0.000574,0.000303,606.008738,938.572566,847.824027,1145.129753,971.530219,4857955.989,2089.475264,2021.666101,2061.788512,2022.166101,2034.711488,22.196525,-58.946346,425233.7471,452.389342,677.439926,627.706946,35114.01953,939.972956,138.584461,1602,3.319022,6.353889,6.475036,6.232741,34.142326,0.989386,3335.836506,1995.013498,3336.336506,2101.486502,22.214922,-58.95373,1017049.06,966.205932,1052.621419,58079.66797,2248.172018,143.017485,3.875961,6.51048,6.778087,6.242872,9.913438,0.992389,2668.004167,1823.25171,2668.504167,2273.24829,22.205569,-58.972331,808196.8029,874.816641,923.847084,57748.62109,1786.507169,140.039377,3.394149,6.384726,6.574657,6.194796,20.852879,0.993661,1267.946678,2004.935152,1268.446678,2091.564848,22.185969,-58.952153,1926640.391,1289.609134,1493.972352,148244.4219,4258.810303,145.191853,3.112668,6.286355,6.324763,6.247948,40.947508,0.992489,1423.020822,1785.264552,1423.520822,2311.235448,22.188125,-58.976035,1106069.735,1001.976597,1103.887794,95503.58594,2444.950914,141.765639,3.146645,6.277603,6.298684,6.256523,42.634326,0.99337
lsc1m009-fa04-20181102-0165-e91.fits,102,147716.7188,58425.60345,2458425.603,2018,NaN,2458425.604,NaN,NaN,42,1.258257,4.242906,12,21,32,0.08738,0.265395,0.198843,0.65829,0.29439,0.000144,0.000282,0.000234,0.000574,0.000303,607.271475,941.134815,848.069743,1146.893537,972.310559,4863478.927,2088.749972,2021.746094,2061.617376,2022.246094,2034.882624,22.196525,-58.946349,424969.5983,452.389342,675.581869,629.042338,36226.22266,939.389059,135.84821,1563,3.357238,6.330016,6.49105,6.168982,29.709661,0.990011,3335.993012,1994.853238,3336.493012,2101.646762,22.214923,-58.953731,1020032.773,965.981178,1055.955122,59546.83984,2254.76747,137.646797,3.975289,6.555908,6.892909,6.218907,8.503668,0.988502,2668.146206,1823.135264,2668.646206,2273.364736,22.205569,-58.972327,806668.2428,873.148467,923.861489,56858.43359,1783.128309,135.722383,3.404801,6.344349,6.552644,6.136054,19.928144,0.992699,1268.024286,2004.736755,1268.524286,2091.763245,22.185969,-58.952158,1930651.442,1290.100041,1496.512969,147716.7188,4267.676673,141.194739,3.192577,6.282726,6.326076,6.239375,40.561035,0.992005,1423.071446,1785.08198,1423.571446,2311.41802,22.188125,-58.976038,1106126.47,1001.504094,1104.46525,93936.42188,2445.076324,138.237495,3.082593,6.26198,6.30203,6.221931,40.787374,0.992379
