Label,Saturated,J.D.-2400000,JD_UTC,DATE-OBS,JD-OBS,BJD-OBS,TIME-OBS,JD,DATE,FWHM_Mean,Source_Radius,FWHM_Mult,Source_Rad(base),Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_C4,rel_flux_C5,rel_flux_C6,rel_flux_C7,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_err_C5,rel_flux_err_C6,rel_flux_err_C7,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_C4,rel_flux_SNR_C5,rel_flux_SNR_C6,rel_flux_SNR_C7,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_C2,Y(IJ)_C2,X(FITS)_C2,Y(FITS)_C2,Source-Sky_C2,Source_Error_C2,Source_SNR_C2,Peak_C2,Mean_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,X-Width_C2,Y-Width_C2,Angle_C2,Roundness_C2,X(IJ)_C3,Y(IJ)_C3,X(FITS)_C3,Y(FITS)_C3,Source-Sky_C3,Source_Error_C3,Source_SNR_C3,Peak_C3,Mean_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,X-Width_C3,Y-Width_C3,Angle_C3,Roundness_C3,X(IJ)_C4,Y(IJ)_C4,X(FITS)_C4,Y(FITS)_C4,Source-Sky_C4,Source_Error_C4,Source_SNR_C4,Peak_C4,Mean_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,X-Width_C4,Y-Width_C4,Angle_C4,Roundness_C4,X(IJ)_C5,Y(IJ)_C5,X(FITS)_C5,Y(FITS)_C5,Source-Sky_C5,Source_Error_C5,Source_SNR_C5,Peak_C5,Mean_C5,Sky/Pixel_C5,FWHM_C5,Width_C5,X-Width_C5,Y-Width_C5,Angle_C5,Roundness_C5,X(IJ)_C6,Y(IJ)_C6,X(FITS)_C6,Y(FITS)_C6,Source-Sky_C6,Source_Error_C6,Source_SNR_C6,Peak_C6,Mean_C6,Sky/Pixel_C6,FWHM_C6,Width_C6,X-Width_C6,Y-Width_C6,Angle_C6,Roundness_C6,X(IJ)_C7,Y(IJ)_C7,X(FITS)_C7,Y(FITS)_C7,Source-Sky_C7,Source_Error_C7,Source_SNR_C7,Peak_C7,Mean_C7,Sky/Pixel_C7,FWHM_C7,Width_C7,X-Width_C7,Y-Width_C7,Angle_C7,Roundness_C7,RA_T1,DEC_T1
lsc1m005-fa15-20190226-0226-e91.fits,0,58541.72961,2458541.729611,2019,NaN,2458541.733618,NaN,NaN,2019,10.738321,12.494607,1.4,8,32,48,0.057611,0.504915,0.161736,0.177502,0.092556,0.220792,0.122272,0.000157,0.000579,0.000263,0.000277,0.000198,0.000316,0.000226,366.806128,871.385818,615.348967,640.534807,467.310402,697.799214,540.318141,3174856.177,1759.969769,1630.273117,1488.26263,1630.773117,1543.23737,182908.188,490.450379,488.233378,374.632698,2890.538818,372.939233,91.270254,3370,8.287073,8.726704,8.508486,8.944922,60.521399,0.990606,1467.259046,1525.047935,1467.759046,1506.452065,1065197.702,972.49166,1095.328367,16479.59961,2171.876602,94.876095,8.932102,8.640031,8.44472,8.835342,66.931521,0.995747,1620.110538,1935.162682,1620.610538,1096.337318,442002.2119,668.28452,661.39825,7310.268555,901.216986,93.981852,9.519947,8.688567,8.544432,8.832701,60.953815,0.996062,1823.194989,1968.999207,1823.694989,1062.500793,478591.1994,689.684063,693.92817,7374.447266,975.819819,93.10775,9.309228,8.7238,8.341984,9.105616,70.909166,0.987647,1128.374709,1489.870559,1128.874709,1541.629441,268959.1659,554.393614,485.141169,4298.866211,548.392208,92.180461,9.281961,8.556667,8.565865,8.547468,43.435598,0.998448,2022.201842,1730.145541,2022.701842,1301.354459,574202.7914,743.699594,772.089693,9034.986328,1170.766333,94.612278,8.740121,8.674948,8.345444,9.004453,65.901689,0.987049,1852.799675,2154.622935,1853.299675,876.877065,345903.1064,607.489826,569.397365,5276.98877,705.276459,91.907773,10.344635,8.776747,8.350959,9.202534,72.235263,0.985852,10.243475,-47.216773
lsc1m005-fa15-20190226-0227-e91.fits,0,58541.73021,2458541.730206,2019,NaN,2458541.734213,NaN,NaN,2019,10.743129,12.088643,1.4,8,32,48,0.057108,0.502293,0.162504,0.17682,0.093235,0.219927,0.123654,0.000155,0.000575,0.000262,0.000275,0.000197,0.000314,0.000226,369.122385,873.894963,620.392004,642.705034,473.266294,699.871876,547.31267,3168208.919,1747.61754,1630.037711,1488.195696,1630.537711,1543.304304,180931.627,459.097528,479.898874,377.02032,3117.112549,394.102812,92.324702,3437,8.649428,8.435592,8.265323,8.605862,57.578859,0.99099,1467.080511,1524.999936,1467.580511,1506.500064,1059293.551,966.712075,1095.769442,17606.38086,2307.338823,95.817047,9.084699,8.444047,8.330555,8.557538,57.688868,0.996068,1619.855727,1935.166388,1620.355727,1096.333612,442876.9797,663.76731,667.21722,7720.551758,964.668621,93.957103,9.675481,8.472086,8.369909,8.574263,53.646107,0.993417,1823.02306,1968.983997,1823.52306,1062.516003,476030.8598,683.902532,696.050734,8018.635742,1036.883953,93.312178,9.395999,8.532939,8.251332,8.814546,64.89636,0.989387,1128.230388,1489.930739,1128.730388,1541.569261,270195.8695,549.565989,491.653186,5164.767578,588.536973,92.204544,8.582847,8.302869,8.325898,8.27984,41.663358,0.997721,2022.027514,1730.084985,2022.527514,1301.415015,571161.2735,737.98933,773.942454,9603.141602,1244.095728,95.219066,8.914498,8.439782,8.235893,8.643671,58.928251,0.98932,1852.554292,2154.638749,1853.054292,876.861251,348650.3862,603.882509,577.348046,5804.938965,759.425535,92.47552,10.160634,8.577611,8.187729,8.967493,68.946345,0.985047,10.243475,-47.216784
lsc1m005-fa15-20190226-0228-e91.fits,0,58541.7308,2458541.730801,2019,NaN,2458541.734808,NaN,NaN,2019,10.645352,12.382811,1.4,8,32,48,0.057883,0.501925,0.163775,0.176497,0.092974,0.219549,0.123565,0.000157,0.000577,0.000265,0.000276,0.000199,0.000316,0.000227,368.035684,869.613649,618.712692,638.676277,468.143363,695.657343,543.215168,3162236.572,1754.268167,1630.283261,1488.191466,1630.783261,1543.308534,183039.045,481.712966,486.864247,375.954993,3525.361572,379.975334,92.166352,3420,8.108516,8.559298,8.337951,8.780644,62.931431,0.992216,1467.30785,1525.005902,1467.80785,1506.494098,1056780.48,968.361571,1091.307743,20069.2832,2193.797044,94.607323,8.771449,8.521369,8.302937,8.7398,69.409925,0.995366,1620.119978,1935.116349,1620.619978,1096.383651,445013.2158,668.407939,665.780865,8134.980957,923.814071,94.123724,9.457772,8.604863,8.415914,8.793813,64.791221,0.995254,1823.221287,1968.992434,1823.721287,1062.507566,474395.6317,685.93877,691.600551,8735.608398,984.809764,93.34084,9.223652,8.630863,8.2095,9.052226,73.721376,0.986644,1128.414131,1489.761093,1128.914131,1541.738907,268995.2657,553.362845,486.110096,5256.998047,558.414004,92.648903,9.231784,8.429804,8.333008,8.5266,59.447461,0.997742,2022.248791,1730.087735,2022.748791,1301.412265,569281.3336,740.092084,769.203381,11076.12598,1181.785367,95.384282,8.520924,8.514072,8.147978,8.880166,69.038286,0.98669,1852.848735,2154.686658,1853.348735,876.813342,347770.6453,607.045937,572.890162,6601.676758,721.945785,91.867316,10.460236,8.654899,8.168994,9.140804,75.788602,0.983802,10.243477,-47.216798
lsc1m005-fa15-20190226-0229-e91.fits,0,58541.73139,2458541.731394,2019,NaN,2458541.735401,NaN,NaN,2019,11.052167,12.843894,1.4,8,32,48,0.058233,0.501724,0.163269,0.177554,0.091701,0.22012,0.124049,0.000159,0.000577,0.000265,0.000278,0.000199,0.000317,0.000229,365.83417,869.268839,615.950632,638.719112,461.937311,695.089046,541.957319,3193660.989,1775.091994,1630.220616,1487.851929,1630.720616,1543.648071,185976.8803,518.254741,497.743565,373.639949,3111.072754,358.852251,93.009593,3440,8.796124,8.774043,8.484482,9.063604,69.937438,0.992565,1467.244302,1524.634096,1467.744302,1506.865904,1066997.758,976.483272,1092.694354,17924.0293,2058.828747,95.793092,9.513914,8.865236,8.573173,9.157298,71.538845,0.993222,1620.037214,1934.714381,1620.537214,1096.785619,448242.0323,676.602644,662.48933,7893.571777,864.906767,94.577831,10.288989,8.781292,8.491251,9.071332,74.331893,0.994031,1823.153466,1968.566632,1823.653466,1062.933368,481547.1214,695.944371,691.933352,8419.358398,929.170702,93.824955,9.936734,8.875685,8.388481,9.362889,79.926356,0.986407,1128.396638,1489.45174,1128.896638,1542.04826,268263.2205,559.814074,479.200565,4978.948242,517.628107,92.985475,9.115951,8.752394,8.534845,8.969944,78.19238,0.99706,2022.157447,1729.655856,2022.657447,1301.844144,576162.5954,749.415308,768.816155,10443.54492,1111.736276,96.292718,9.547921,8.83753,8.404585,9.270475,72.088857,0.985468,1852.732937,2154.224413,1853.232937,877.275587,352448.2608,616.674306,571.53064,5728.958984,680.067606,92.614634,9.520183,8.880828,8.437729,9.323927,75.134085,0.98686,10.243476,-47.216783
lsc1m005-fa15-20190226-0230-e91.fits,0,58541.73199,2458541.731987,2019,NaN,2458541.735994,NaN,NaN,2019,11.165806,12.38759,1.4,8,32,48,0.057917,0.501694,0.163866,0.17616,0.091907,0.220763,0.124016,0.000157,0.000576,0.000264,0.000275,0.000197,0.000316,0.000227,369.249924,871.664719,620.131483,639.426772,466.302767,698.649774,545.508628,3177345.652,1758.610769,1630.157626,1487.956707,1630.657626,1543.543293,184021.0292,482.084865,487.845394,377.21178,2892.238281,381.719159,92.880206,3485,8.741868,8.707607,8.58129,8.833923,59.174296,0.996268,1467.166702,1524.732694,1467.666702,1506.767306,1061504.917,970.350425,1093.939766,17026.59961,2201.904673,96.433899,9.417497,8.734681,8.701536,8.767826,48.724519,0.996573,1619.878348,1934.898346,1620.378348,1096.601654,447353.2914,670.386227,667.306806,7440.34082,927.955478,94.65742,10.232523,8.709099,8.759974,8.658225,39.077919,0.99676,1823.070466,1968.679358,1823.570466,1062.820642,475888.5718,687.450609,692.251291,7248.839844,987.146883,94.407209,9.823273,8.832368,8.578165,9.086571,63.59555,0.990947,1128.371864,1489.605968,1128.871864,1541.894032,267441.5159,552.629588,483.943534,4342.013184,554.760241,93.343471,10.034194,8.64177,8.734803,8.548737,19.505395,0.999232,2022.091266,1729.754948,2022.591266,1301.745052,574592.1404,743.370014,772.955768,9229.393555,1191.890022,96.292763,9.347548,8.71981,8.552266,8.887354,57.134138,0.991265,1852.557359,2154.328375,1853.057359,877.171625,350565.2149,609.202279,575.449612,5457.112305,727.185689,93.044725,9.51157,8.815002,8.47469,9.155313,67.720988,0.988293,10.243476,-47.216765
lsc1m005-fa15-20190226-0231-e91.fits,0,58541.73258,2458541.732582,2019,NaN,2458541.736589,NaN,NaN,2019,11.339578,12.284387,1.4,8,32,48,0.057186,0.506412,0.159488,0.178282,0.092926,0.222225,0.121236,0.000155,0.000577,0.000259,0.000276,0.000197,0.000316,0.000223,368.878969,877.466378,616.609744,646.621228,472.427607,704.235898,542.534439,3199681.891,1761.002169,1630.877978,1488.125594,1631.377978,1543.374406,182977.7716,474.085676,485.707324,376.724341,3626.232666,385.959291,93.448931,3374,9.338964,8.578726,8.402045,8.755408,57.957174,0.991124,1467.758295,1524.887562,1468.258295,1506.612438,1075640.78,975.396577,1102.772765,21451.97266,2268.874244,96.737351,9.47143,8.541893,8.475556,8.60823,51.512098,0.99525,1620.562556,1935.028384,1621.062556,1096.471616,440116.8069,664.697614,662.130866,8516.575195,928.34867,95.007211,9.987481,8.624717,8.542388,8.707046,53.430875,0.995669,1823.635427,1968.792226,1824.135427,1062.707774,484133.0585,690.773904,700.856033,9368.429688,1021.193178,94.489198,9.66983,8.590036,8.262052,8.91802,68.505846,0.989133,1128.858733,1489.644579,1129.358733,1541.855421,272052.1814,554.518877,490.609414,5338.921387,573.846026,94.066609,9.869788,8.529561,8.55542,8.503702,42.103526,0.996391,2022.706746,1729.919517,2023.206746,1301.580483,581767.2389,746.181114,779.65956,12047.82227,1227.135237,96.899288,9.477724,8.551883,8.365105,8.73866,56.426357,0.987362,1853.350438,2154.575011,1853.850438,876.924989,345971.8255,605.360398,571.513807,7072.177246,729.76646,93.836053,10.39602,8.814399,8.43793,9.190868,68.020531,0.985969,10.243475,-47.216782
lsc1m005-fa15-20190226-0232-e91.fits,0,58541.73318,2458541.733176,2019,NaN,2458541.737183,NaN,NaN,2019,10.702347,12.569031,1.4,8,32,48,0.05859,0.503382,0.16301,0.176509,0.091047,0.22065,0.12456,0.000157,0.000575,0.000263,0.000275,0.000196,0.000315,0.000228,372.054925,874.763623,619.997465,641.580861,464.507901,700.216738,547.257096,3209852.214,1772.255655,1630.241484,1487.663702,1630.741484,1543.836298,188066.2096,496.310541,494.699504,380.162519,3949.800293,378.928501,93.736141,3367,8.011017,8.597884,8.307665,8.888103,64.395229,0.988414,1467.251515,1524.544321,1467.751515,1506.955679,1074764.68,977.687884,1099.292215,23215.82813,2165.50847,97.143282,9.247774,8.689122,8.463122,8.915122,62.41869,0.991719,1620.053575,1934.570527,1620.553575,1096.929473,449900.7061,674.686393,666.829376,10294.70508,906.49033,96.433832,9.641879,8.605461,8.364794,8.846128,64.042714,0.99179,1823.181029,1968.443886,1823.681029,1063.056114,481566.308,693.184784,694.715636,9548.839844,970.292323,95.680028,9.035644,8.687797,8.279486,9.096109,72.09966,0.986628,1128.493091,1489.440158,1128.993091,1542.059842,267860.8324,555.928214,481.826297,6098.939941,539.704097,94.560551,8.769063,8.594917,8.435276,8.754559,60.373012,0.994724,2022.229046,1729.517865,2022.729046,1301.982135,580226.8981,749.025255,774.642636,12339.12891,1169.080344,97.567662,8.799301,8.660145,8.265135,9.055155,67.170957,0.983035,1852.770398,2154.015771,1853.270398,877.484229,355532.7893,615.804047,577.347276,7851.262207,716.351477,94.566751,10.072177,8.761978,8.233974,9.289981,73.664819,0.97965,10.243474,-47.216799
lsc1m005-fa15-20190226-0233-e91.fits,0,58541.73378,2458541.733775,2019,NaN,2458541.737782,NaN,NaN,2019,10.811739,12.419656,1.4,8,32,48,0.058675,0.509931,0.158877,0.177877,0.089873,0.222968,0.122829,0.000157,0.000581,0.000259,0.000276,0.000194,0.000317,0.000226,374.001657,877.139157,614.13793,644.578211,462.252596,703.906025,544.613512,3202222.502,1765.806037,1630.532605,1488.172281,1631.032605,1543.327719,187890.1306,484.583955,491.577798,382.218504,4296.498047,387.734939,92.951337,3415,6.332705,8.619761,8.463934,8.775587,61.56509,0.995627,1467.562627,1524.992781,1468.062627,1506.507219,1081449.089,979.069513,1104.568241,25234.27734,2231.706348,97.199252,9.133172,8.622149,8.474908,8.769391,67.109307,0.997603,1620.398439,1935.172489,1620.898439,1096.327511,439009.7718,665.945607,659.227671,10171.42676,905.951934,95.771775,10.336089,8.666458,8.499148,8.833768,72.633189,0.997794,1823.473248,1968.931306,1823.973248,1062.568694,483582.4568,692.356261,698.458993,11210.56348,997.933282,95.651287,9.360547,8.633341,8.271444,8.995238,76.955047,0.991317,1128.788496,1489.682063,1129.288496,1541.817937,264061.6147,550.992822,479.246923,6554.574707,544.924387,94.938945,10.156906,8.598629,8.518436,8.678821,62.467692,0.998939,2022.545947,1730.052585,2023.045947,1301.447415,583819.9917,748.845507,779.626753,14508.68848,1204.786055,96.899228,9.10986,8.632581,8.363494,8.901667,67.990508,0.992499,1853.136603,2154.582008,1853.636603,876.917992,350299.578,610.156061,574.114723,8044.125488,722.887281,94.444911,10.550549,8.729512,8.315216,9.143809,78.37982,0.989377,10.243473,-47.216806
lsc1m005-fa15-20190226-0234-e91.fits,0,58541.73437,2458541.734373,2019,NaN,2458541.738380,NaN,NaN,2019,10.659401,12.337367,1.4,8,32,48,0.058149,0.505777,0.162515,0.177319,0.091102,0.220611,0.122923,0.000156,0.000578,0.000262,0.000276,0.000196,0.000315,0.000226,371.74845,875.655711,620.179195,643.418161,465.969377,700.824613,544.773749,3193624.016,1761.608373,1630.393628,1488.324026,1630.893628,1543.175974,185706.7657,478.18376,488.934117,379.81961,4410.703125,388.358579,94.05051,3417,6.652566,8.530336,8.276181,8.78449,65.351388,0.991666,1467.356149,1525.191786,1467.856149,1506.308214,1072709.171,974.600187,1100.665879,25279.28906,2243.299044,97.056549,8.884065,8.516265,8.330251,8.702279,66.057623,0.995761,1620.211845,1935.233052,1620.711845,1096.266948,446456.2535,669.406628,666.943282,10969.83106,933.649971,95.759288,9.769743,8.539285,8.339575,8.738995,68.010148,0.995779,1823.278724,1969.14782,1823.778724,1062.35218,481000.4639,690.118265,696.98266,10445.16016,1005.890422,95.875306,9.353191,8.544744,8.125773,8.963716,76.253671,0.987837,1128.654506,1489.768219,1129.154506,1541.731781,266653.6509,551.584839,483.431799,6570.224609,557.63845,94.8679,9.927091,8.470348,8.397052,8.543644,56.197674,0.997937,2022.378783,1730.224855,2022.878783,1301.275145,577208.8136,744.502035,775.295146,13942.92285,1207.085773,97.550199,8.930849,8.525016,8.18731,8.862723,68.701341,0.988453,1852.926984,2154.713173,1853.426984,876.786827,349595.6628,608.704334,574.32754,8231.916016,731.090623,94.8234,10.286566,8.58226,8.073535,9.090986,76.129709,0.982183,10.243475,-47.216756
lsc1m005-fa15-20190226-0235-e91.fits,0,58541.73497,2458541.734968,2019,NaN,2458541.738975,NaN,NaN,2019,11.091054,12.458082,1.4,8,32,48,0.058181,0.498167,0.164447,0.176734,0.094119,0.219044,0.124052,0.000158,0.000575,0.000267,0.000278,0.000201,0.000316,0.000229,367.235685,866.032549,617.020893,636.671625,469.245933,692.684436,541.803428,3154103.623,1755.971419,1630.12278,1488.164728,1630.62278,1543.335272,183508.9545,487.587126,489.148297,375.160162,3199.12207,376.361361,94.191393,3439,8.341957,8.561615,8.265461,8.857769,72.187856,0.992774,1467.123118,1525.067712,1467.623118,1506.432288,1048795.647,965.871372,1085.854367,18036.79883,2150.99126,97.386022,9.322252,8.60674,8.388341,8.825139,69.949989,0.995604,1619.918806,1935.037491,1620.418806,1096.462509,445432.6909,670.771787,664.059967,7682.565918,913.544815,96.774287,10.25555,8.638833,8.421244,8.856422,66.319719,0.994477,1823.077029,1968.931028,1823.577029,1062.568972,473715.8306,687.05495,689.487545,7797.358398,971.551144,95.538208,9.797178,8.704733,8.319166,9.0903,72.079024,0.988104,1128.262584,1489.745289,1128.762584,1541.754711,271323.1163,556.558873,487.501196,5090.25293,556.460788,95.0418,9.561749,8.438729,8.365099,8.512358,58.95101,0.99861,2022.108382,1730.087338,2022.608382,1301.412662,566745.6786,740.113793,765.754785,9645.808594,1162.347503,96.911523,9.188451,8.606871,8.263372,8.950371,68.041996,0.987761,1852.623191,2154.565009,1853.123191,876.934991,348090.6595,609.116258,571.468344,6206.164551,713.904533,94.306477,10.510837,8.720626,8.243202,9.19805,74.183527,0.983561,10.243476,-47.216791
lsc1m005-fa15-20190226-0236-e91.fits,0,58541.73556,2458541.735563,2019,NaN,2458541.739570,NaN,NaN,2019,11.391718,12.490889,1.4,8,32,48,0.058581,0.50199,0.162867,0.176332,0.093128,0.220245,0.123773,0.000159,0.000579,0.000265,0.000277,0.000199,0.000317,0.000229,369.185022,867.729435,615.266802,636.63855,466.929856,694.776055,541.435152,3161095.51,1758.365317,1630.365089,1488.430555,1630.865089,1543.069445,185180.0973,490.158516,490.90092,377.224996,4014.800537,377.796348,93.583824,3324,7.959671,8.652414,8.450915,8.853914,76.347278,0.997255,1467.443471,1525.230151,1467.943471,1506.269849,1056490.277,969.630585,1089.58019,21351.05664,2155.405327,97.651331,9.561563,8.686688,8.480478,8.892899,89.648357,0.997748,1620.256571,1935.301074,1620.756571,1096.198926,442732.8788,669.069556,661.714279,8915.201172,903.244285,95.0763,10.535958,8.662597,8.510447,8.814747,272.710436,0.998756,1823.345972,1969.169457,1823.845972,1062.330543,473847.8492,687.411818,689.32165,8874.010742,966.723689,95.172678,9.997221,8.741484,8.322288,9.16068,87.601323,0.990779,1128.604957,1489.805564,1129.104957,1541.694436,269305.3739,555.436968,484.853168,6092.349121,549.425063,94.080959,10.116811,8.529509,8.455568,8.60345,283.623132,0.99962,2022.407336,1730.261786,2022.907336,1301.238214,570554.5604,742.384698,768.542996,11035.05762,1164.020498,96.506627,9.636975,8.664213,8.353223,8.975203,77.403507,0.993722,1852.902521,2154.778961,1853.402521,876.721039,348164.5701,609.779284,570.968184,7978.340332,710.310152,93.858009,10.842774,8.719246,8.28494,9.153551,85.675536,0.989896,10.243475,-47.216785
lsc1m005-fa15-20190226-0237-e91.fits,0,58541.73616,2458541.736164,2019,NaN,2458541.740171,NaN,NaN,2019,10.577629,12.066814,1.4,8,32,48,0.057773,0.500633,0.162616,0.176799,0.093628,0.220986,0.123186,0.000156,0.000575,0.000263,0.000276,0.000198,0.000316,0.000226,370.672297,870.762058,618.161878,640.830585,472.37728,698.789617,544.302059,3152090.134,1744.497661,1630.386686,1488.354479,1630.886686,1543.145521,182106.2298,457.441007,480.837398,378.727259,4215.047852,398.097737,92.968342,3410,6.693788,8.445544,8.33901,8.552079,54.628908,0.994151,1467.372308,1525.154538,1467.872308,1506.345462,1051582.966,963.522041,1091.394821,22978.52539,2298.83843,97.125041,8.640426,8.456543,8.406288,8.506797,51.31771,0.997048,1620.220728,1935.360452,1620.720728,1096.139548,440884.7108,663.20147,664.782469,9730.326172,963.806708,95.864731,9.847231,8.500248,8.464752,8.535743,49.843796,0.997537,1823.309119,1969.180005,1823.809119,1062.319995,473560.9078,682.287468,694.078273,10266.00391,1035.2393,95.282333,9.202723,8.5423,8.2467,8.8379,67.196839,0.990237,1128.557483,1489.852271,1129.057483,1541.647729,269858.375,549.845305,490.789632,5683.04541,589.930441,94.441845,9.68137,8.380967,8.452479,8.309455,31.789176,0.998529,2022.378342,1730.225951,2022.878342,1301.274049,570497.1161,737.897945,773.138237,13158.35645,1247.149048,97.190568,8.264492,8.440608,8.241511,8.639704,59.263341,0.990253,1852.927314,2154.818352,1853.427314,876.681648,345706.0583,602.263855,574.010968,7655.897461,755.739108,94.088465,10.321657,8.606336,8.260282,8.952391,68.304687,0.987793,10.243475,-47.216789
lsc1m005-fa15-20190226-0238-e91.fits,0,58541.73676,2458541.736760,2019,NaN,2458541.740767,NaN,NaN,2019,9.950418,11.884491,1.4,8,32,48,0.05637,0.49943,0.161572,0.179209,0.09532,0.221067,0.120798,0.000154,0.000573,0.000261,0.000278,0.000199,0.000316,0.000224,366.174147,871.189868,617.951908,645.331834,478.336441,700.06922,540.463879,3144793.151,1737.763117,1630.489048,1488.499667,1630.989048,1543.000333,177271.6135,443.722117,474.10429,373.908478,3353.086182,399.51043,93.251399,3328,7.735044,8.233994,8.067753,8.400234,69.4455,0.99713,1467.526612,1525.187773,1468.026612,1506.312227,1047467.972,960.461363,1090.588349,20055.63281,2360.639537,96.966578,7.618968,8.199808,8.010078,8.389537,82.801246,0.99772,1620.328629,1935.334027,1620.828629,1096.165973,437433.7997,658.46346,664.325093,7144.875977,985.828254,95.3576,9.094125,8.34347,8.242195,8.444745,67.321859,0.998807,1823.452691,1969.059787,1823.952691,1062.440213,477926.7548,682.987163,699.759499,8356.015625,1077.085718,95.466622,8.23766,8.340627,7.962852,8.718401,80.096797,0.990768,1128.662754,1489.820474,1129.162754,1541.679526,273675.3981,550.141959,497.463234,5001.288574,616.772047,94.688458,8.911768,8.139867,8.088646,8.191088,75.079262,0.99979,2022.498615,1730.283381,2022.998615,1301.216619,569346.9706,735.005199,774.61625,10594.77539,1283.116052,96.699137,7.327506,8.20461,7.888486,8.520735,74.023378,0.991776,1852.99121,2154.872123,1853.49121,876.627877,338942.2553,595.315218,569.34922,5695.472656,763.861531,93.426259,10.150227,8.419129,8.080542,8.757717,73.324419,0.990758,10.243476,-47.216784
lsc1m005-fa15-20190226-0239-e91.fits,0,58541.73735,2458541.737354,2019,NaN,2458541.741361,NaN,NaN,2019,10.782232,12.153763,1.4,8,32,48,0.058214,0.500043,0.163862,0.177042,0.091802,0.219933,0.124958,0.000156,0.000573,0.000264,0.000275,0.000196,0.000315,0.000228,372.94306,872.603987,621.528717,642.992511,468.139675,699.24767,549.141599,3171502.794,1751.248004,1630.129125,1488.288285,1630.629125,1543.211715,184625.2752,464.057106,484.438697,381.111741,4018.078369,397.850335,93.026396,3359,8.612067,8.410682,8.212787,8.608576,61.644681,0.992657,1467.159033,1525.091462,1467.659033,1506.408538,1057228.513,966.860012,1093.465963,19882.58203,2278.229336,96.764918,8.998807,8.458482,8.327779,8.589185,60.318384,0.996324,1620.008068,1935.211477,1620.508068,1096.288523,446521.4942,667.648667,668.797103,8983.160156,962.212383,95.728982,9.688553,8.479741,8.369789,8.589692,57.25189,0.996092,1823.109248,1969.069241,1823.609248,1062.430759,477034.3512,684.823759,696.579733,8067.064941,1027.964758,93.666302,9.450565,8.574068,8.244287,8.903849,68.181193,0.988735,1128.502708,1489.756873,1129.002708,1541.743127,266668.9058,548.795378,485.916822,5777.964355,574.646745,94.357266,9.794129,8.358912,8.315057,8.402768,53.436551,0.998693,2022.156325,1730.172251,2022.656325,1301.327749,571766.6551,739.400699,773.283899,10962.87305,1232.104082,96.47194,8.866878,8.431703,8.14643,8.716976,64.274784,0.988237,1852.6673,2154.657979,1853.1673,876.842021,352282.8744,607.801947,579.601424,7252.753418,759.136903,93.816619,10.114205,8.570331,8.182891,8.95777,70.585461,0.986585,10.243474,-47.216792
lsc1m005-fa15-20190226-0240-e91.fits,0,58541.73795,2458541.737947,2019,NaN,2458541.741954,NaN,NaN,2019,10.963051,12.15956,1.4,8,32,48,0.057938,0.500964,0.162139,0.178694,0.092844,0.2198,0.123556,0.000156,0.000575,0.000263,0.000278,0.000198,0.000315,0.000227,370.750228,870.813199,617.514823,643.650761,469.667933,697.364697,544.792433,3158182.059,1748.123199,1630.340705,1488.307453,1630.840705,1543.192547,182977.8692,464.499894,483.029793,378.812802,3917.763916,393.924458,92.889185,3400,7.992218,8.410227,8.214268,8.606186,59.920735,0.991239,1467.328594,1525.115722,1467.828594,1506.384278,1054079.471,965.516493,1091.726012,21988.35938,2269.278172,96.653444,9.403881,8.392615,8.172168,8.613063,65.688662,0.993693,1620.172983,1935.174987,1620.672983,1096.325013,440621.5606,663.610754,663.97592,9525.955078,948.593457,95.227756,9.798556,8.501351,8.356677,8.646026,59.008133,0.994753,1823.232606,1968.938198,1823.732606,1062.561802,478790.7749,686.14219,697.8011,10373.92481,1030.766166,94.814735,9.499577,8.450979,8.071894,8.830065,70.074302,0.986399,1128.538002,1489.707398,1129.038002,1541.792602,268306.2396,550.103328,487.737896,6767.599609,577.623898,93.843636,9.765039,8.310295,8.232846,8.387743,54.940896,0.996997,2022.255419,1730.069511,2022.755419,1301.430489,569083.2993,737.975486,771.141196,12243.80859,1225.152699,97.158145,8.964527,8.413152,8.111459,8.714845,63.291782,0.985557,1852.822136,2154.628897,1853.322136,876.871103,347300.7138,604.417731,574.603782,7452.05127,747.68739,93.622574,10.535324,8.534154,8.068434,8.999874,72.581798,0.982423,10.243475,-47.216778
