Label,Saturated,J.D.-2400000,JD_UTC,DATE-OBS,JD-OBS,BJD-OBS,TIME-OBS,AIRMASS,EXPTIME,FWHM_Mean,Source_Radius,FWHM_Mult,Source_Rad(base),Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_C4,rel_flux_C5,rel_flux_C6,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_err_C5,rel_flux_err_C6,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_C4,rel_flux_SNR_C5,rel_flux_SNR_C6,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_C2,Y(IJ)_C2,X(FITS)_C2,Y(FITS)_C2,RA_C2,DEC_C2,Source-Sky_C2,Source_Error_C2,Source_SNR_C2,Peak_C2,Mean_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,X-Width_C2,Y-Width_C2,Angle_C2,Roundness_C2,X(IJ)_C3,Y(IJ)_C3,X(FITS)_C3,Y(FITS)_C3,RA_C3,DEC_C3,Source-Sky_C3,Source_Error_C3,Source_SNR_C3,Peak_C3,Mean_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,X-Width_C3,Y-Width_C3,Angle_C3,Roundness_C3,X(IJ)_C4,Y(IJ)_C4,X(FITS)_C4,Y(FITS)_C4,RA_C4,DEC_C4,Source-Sky_C4,Source_Error_C4,Source_SNR_C4,Peak_C4,Mean_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,X-Width_C4,Y-Width_C4,Angle_C4,Roundness_C4,X(IJ)_C5,Y(IJ)_C5,X(FITS)_C5,Y(FITS)_C5,RA_C5,DEC_C5,Source-Sky_C5,Source_Error_C5,Source_SNR_C5,Peak_C5,Mean_C5,Sky/Pixel_C5,FWHM_C5,Width_C5,X-Width_C5,Y-Width_C5,Angle_C5,Roundness_C5,X(IJ)_C6,Y(IJ)_C6,X(FITS)_C6,Y(FITS)_C6,RA_C6,DEC_C6,Source-Sky_C6,Source_Error_C6,Source_SNR_C6,Peak_C6,Mean_C6,Sky/Pixel_C6,FWHM_C6,Width_C6,X-Width_C6,Y-Width_C6,Angle_C6,Roundness_C6
lsc1m005-fa15-20181120-0212-e91.fits,0,58443.76824,2458443.768,2018,NaN,2458443.768,NaN,1.408911,42,11.382858,13.176435,1.4,10,25,38,0.095667,0.139488,0.105734,0.138899,0.687172,0.338175,0.000243,0.000301,0.000269,0.0003,0.000882,0.000493,393.238655,463.910166,392.433491,462.85357,779.505614,686.085726,2923376.457,1895.607861,2018.10107,2068.53017,2018.60107,2027.96983,7.666902,-72.20532,279671.2916,545.438433,687.690606,406.681856,5419.168457,512.745848,342.333846,2076,9.520756,9.138139,9.485561,8.790718,341.364881,0.990897,2110.038117,1890.034853,2110.538117,2206.465147,7.66913,-72.224505,357858.2703,731.817372,488.99942,6314.787109,656.092877,342.03671,9.848153,9.262575,9.400855,9.124296,323.727783,0.990097,2256.29009,2661.449188,2256.79009,1435.050812,7.672323,-72.140796,279541.8905,687.403679,406.663361,5899.364746,512.508605,341.382566,9.044618,8.986595,9.495047,8.478143,345.706037,0.983499,2514.822967,1698.650857,2515.322967,2397.849143,7.678769,-72.244567,356531.5719,730.978895,487.745371,6638.296387,653.660524,343.550468,9.938171,9.255966,9.523092,8.98884,329.69247,0.986185,928.383267,2134.03963,928.883267,1962.46037,7.641162,-72.199395,1190668.585,1098.045138,1084.353042,24039.80664,2182.956891,348.366076,9.38883,9.023243,9.22591,8.820577,11.959232,0.997588,1242.212067,1925.06426,1242.712067,2171.43574,7.648612,-72.221755,738776.1387,919.355976,803.580069,13176.65234,1354.462932,346.480413,9.782761,9.147418,9.339973,8.954863,357.159569,0.998212
lsc1m005-fa15-20181120-0213-e91.fits,0,58443.76924,2458443.769,2018,NaN,2458443.769,NaN,1.407342,42,11.193754,12.962823,1.4,10,25,38,0.095289,0.139799,0.105778,0.13838,0.687687,0.338072,0.00024,0.000298,0.000266,0.000297,0.000877,0.000489,396.269656,468.716103,397.037761,465.999933,784.346836,691.291233,2921708.553,1880.869987,2017.992572,2068.057895,2018.492572,2028.442105,7.666903,-72.205325,278405.8806,527.896804,679.321848,409.829128,5409.816406,527.386941,340.191709,2218,9.331897,8.999532,9.3289,8.670165,347.079411,0.993403,2109.887201,1889.550582,2110.387201,2206.949418,7.66913,-72.224511,358355.1812,725.027483,494.264272,6406.551758,678.835671,340.950241,9.518268,9.078635,9.289404,8.867866,329.016033,0.990249,2256.136751,2661.121195,2256.636751,1435.378805,7.672323,-72.140787,279488.562,679.043484,411.591553,5817.019531,529.437875,339.77173,9.106551,8.78232,9.306474,8.258167,350.097629,0.984018,2514.744095,1698.173094,2515.244095,2398.326906,7.67877,-72.244573,355160.0147,723.284841,491.037548,6404.286133,672.783036,343.159478,9.748122,9.111979,9.416855,8.807103,331.50088,0.984939,928.175608,2133.692303,928.675608,1962.807697,7.641161,-72.199383,1190517.522,1094.006201,1088.218258,23648.80859,2255.208808,346.73318,8.839796,8.796334,9.048438,8.54423,14.294736,0.995746,1242.061425,1924.54538,1242.561425,2171.95462,7.648612,-72.221762,738187.2728,911.546201,809.818824,13697.87793,1398.355261,344.883858,9.235034,8.921124,9.164884,8.677365,1.687679,0.997008
lsc1m005-fa15-20181120-0214-e91.fits,0,58443.77022,2458443.77,2018,NaN,2458443.77,NaN,1.405799,42,11.41086,12.976019,1.4,10,25,38,0.095505,0.139275,0.105876,0.138681,0.688858,0.337502,0.00024,0.000298,0.000267,0.000297,0.000878,0.000489,397.44374,467.770481,396.617382,466.390405,784.18596,690.39731,2922203.875,1882.018947,2017.700307,2068.284927,2018.200307,2028.215073,7.666902,-72.205326,279084.9529,528.972137,678.805905,411.141021,5195.509277,527.598589,338.749176,2179,9.443034,9.014729,9.324494,8.704964,346.210866,0.994003,2109.595818,1889.801972,2110.095818,2206.698028,7.669129,-72.22451,357235.0435,724.365868,493.169349,5920.803223,675.338111,340.767359,9.847261,9.128365,9.270399,8.986331,324.382724,0.990647,2255.896148,2661.366441,2256.396148,1435.133559,7.672324,-72.140785,279770.6534,680.487711,411.132558,5694.847168,528.894877,338.911585,9.333316,8.878443,9.364405,8.392481,347.533767,0.985513,2514.42567,1698.37581,2514.92567,2398.12419,7.678769,-72.244577,355897.4857,724.062893,491.528414,6109.551758,672.809513,341.289311,10.222826,9.18238,9.460599,8.904161,330.21437,0.98571,928.028262,2133.936313,928.528262,1962.563687,7.641163,-72.199385,1191919.485,1094.487411,1089.020736,22404.93945,2253.274609,345.296037,9.149542,8.869094,9.040026,8.698163,9.377092,0.998344,1241.881617,1924.849555,1242.381617,2171.650445,7.648613,-72.221757,737381.2072,912.171099,808.380366,12977.27734,1393.988748,345.587567,9.275424,8.96252,9.151586,8.773454,357.362762,0.998206
lsc1m005-fa15-20181120-0215-e91.fits,0,58443.77122,2458443.771,2018,NaN,2458443.771,NaN,1.404271,42,11.188237,12.980008,1.4,10,25,38,0.095279,0.139619,0.105736,0.139209,0.687782,0.33718,0.00024,0.000298,0.000266,0.000298,0.000877,0.000488,397.146326,468.704864,396.990418,467.273005,784.563915,690.509606,2919773.659,1879.404489,2018.151254,2068.331037,2018.651254,2028.168963,7.666903,-72.205333,278194.5127,529.297405,677.208807,410.795769,5691.068359,525.592059,337.247818,2173,9.055548,9.039593,9.357319,8.721867,350.501928,0.994486,2110.065795,1889.891674,2110.565795,2206.608326,7.66913,-72.224512,357711.8452,723.753671,494.245293,6107.394531,675.823917,338.293052,9.523474,9.143296,9.273821,9.012772,325.009348,0.993047,2256.296102,2661.349133,2256.796102,1435.150867,7.672323,-72.140799,279202.3776,678.442162,411.534532,5900.139648,527.496215,337.139579,9.142574,8.891497,9.367829,8.415165,350.317903,0.987176,2514.913985,1698.520447,2515.413985,2397.979553,7.678771,-72.244573,356790.0126,724.389112,492.539171,6556.619629,674.082301,339.805543,9.730165,9.174979,9.449311,8.900646,332.852851,0.98952,928.362364,2133.993078,928.862364,1962.506922,7.641162,-72.199389,1189827.018,1092.57792,1089.008844,24652.95313,2247.936617,343.159247,8.969306,8.878647,9.02687,8.730424,21.780327,0.997878,1242.253601,1924.880017,1242.753601,2171.619983,7.648613,-72.221765,736242.4055,910.819406,808.329731,14227.73047,1390.98057,342.051811,9.297493,9.011405,9.153454,8.869355,6.383937,0.998956
lsc1m005-fa15-20181120-0216-e91.fits,0,58443.77221,2458443.772,2018,NaN,2458443.772,NaN,1.402759,42,11.197497,12.753838,1.4,10,25,38,0.094924,0.139428,0.106001,0.138419,0.688314,0.337811,0.000237,0.000294,0.000263,0.000293,0.000869,0.000484,400.71389,474.605366,402.93995,471.943676,791.71396,697.292424,2927920.559,1865.840863,2017.879899,2068.15516,2018.379899,2028.34484,7.666902,-72.205335,277929.3832,511.012682,670.590832,414.454493,5595.116699,543.879619,335.068748,2189,9.363417,8.898102,9.162618,8.633586,351.201429,0.996116,2109.776933,1889.706205,2110.276933,2206.793795,7.669129,-72.224515,358279.0557,715.647005,500.636561,6957.046387,701.115781,335.332649,9.475892,8.997664,9.106063,8.889266,323.716705,0.993534,2256.039842,2661.242439,2256.539842,1435.257561,7.672322,-72.140795,280616.1919,671.530545,417.875544,5829.737305,549.137432,335.098564,9.085794,8.78616,9.220185,8.352135,349.273183,0.988786,2514.621727,1698.326084,2515.121727,2398.173916,7.678769,-72.244576,356001.7422,715.629394,497.466629,6410.41748,696.659309,337.462603,9.912674,9.034949,9.2374,8.832499,329.04609,0.990952,928.152786,2133.882728,928.652786,1962.617272,7.641163,-72.199387,1193692.976,1088.83568,1096.302222,24490.65234,2335.936107,341.035495,9.033317,8.797266,8.904309,8.690223,28.399769,0.998025,1242.021879,1924.725519,1242.521879,2171.774481,7.648613,-72.221766,739330.593,905.852995,816.170612,13947.79395,1446.794998,339.496378,9.125648,8.924769,9.028732,8.820806,14.538196,0.99929
lsc1m005-fa15-20181120-0217-e91.fits,0,58443.77321,2458443.773,2018,NaN,2458443.773,NaN,1.401269,42,10.819138,12.765776,1.4,10,25,38,0.095001,0.13959,0.106256,0.139052,0.686526,0.337463,0.000237,0.000294,0.000264,0.000294,0.000868,0.000484,400.738537,474.094893,402.744384,472.347727,791.027833,696.602646,2929252.379,1868.505998,2018.052973,2068.358137,2018.552973,2028.141863,7.666904,-72.205328,278282.2551,511.969781,671.352465,414.509918,6061.868164,543.55211,334.927687,2165,8.740784,8.806897,9.17201,8.441784,345.550265,0.991061,2109.950636,1889.846407,2110.450636,2206.653593,7.669131,-72.224515,358808.5508,717.489159,500.08916,7141.781738,700.839315,335.636248,8.958437,8.901827,9.111913,8.69174,328.583949,0.989326,2256.190791,2661.27291,2256.690791,1435.22709,7.672324,-72.140803,281355.004,673.601507,417.687611,6411.938965,549.553927,335.599592,8.592252,8.692156,9.224347,8.159966,348.438115,0.982403,2514.817125,1698.391025,2515.317125,2398.108975,7.678772,-72.244586,357595.1332,718.053844,498.006015,7367.811035,698.469219,338.003577,9.551953,8.958531,9.287272,8.62979,332.526088,0.983714,928.275148,2133.946458,928.775148,1962.553542,7.641162,-72.199392,1192397.124,1088.796388,1095.151617,28117.24805,2329.038096,342.342356,8.846699,8.6528,8.901228,8.404371,9.265829,0.996338,1242.17631,1924.854468,1242.67631,2171.645532,7.648614,-72.221766,739096.5669,906.480053,815.347855,16381.74609,1443.633187,340.149404,9.027207,8.764156,9.013699,8.514614,357.662083,0.996741
lsc1m005-fa15-20181120-0218-e91.fits,0,58443.77419,2458443.774,2018,NaN,2458443.774,NaN,1.399805,42,11.023686,12.816375,1.4,10,25,38,0.095295,0.139557,0.105737,0.138948,0.686672,0.33832,0.000237,0.000295,0.000264,0.000295,0.00087,0.000486,401.511659,473.011826,400.975381,471.500209,789.556544,695.671722,2928478.071,1871.487719,2018.028878,2068.269726,2018.528878,2028.230274,7.666902,-72.205326,279068.7378,516.036377,671.774917,415.420002,5579.109863,540.792762,336.955039,2136,9.203845,8.917557,9.212253,8.622861,354.752322,0.995492,2109.908875,1889.767823,2110.408875,2206.732177,7.669128,-72.224512,358639.7375,718.834569,498.918323,6685.135254,694.989255,336.323821,9.376733,9.042242,9.122254,8.962229,323.555395,0.996382,2256.2099,2661.319461,2256.7099,1435.180539,7.672323,-72.140789,280038.3757,673.547388,415.766404,6109.695801,542.671773,336.364058,8.824371,8.75658,9.200826,8.312335,351.011421,0.988679,2514.785957,1698.387831,2515.285957,2398.112169,7.678769,-72.244574,357264.7176,718.671984,497.117914,6540.553711,692.324676,338.334784,9.760726,9.074094,9.346781,8.801407,335.528444,0.991642,928.228709,2133.852147,928.728709,1962.647853,7.641161,-72.19939,1192231.387,1090.64088,1093.147533,24174.73047,2310.363066,344.083046,9.051846,8.823978,8.978403,8.669554,23.760922,0.997315,1242.131159,1924.744976,1242.631159,2171.755024,7.648612,-72.221765,740303.8538,908.894994,814.509771,14153.75781,1434.596254,341.373054,9.10546,8.920202,9.066807,8.773598,11.752236,0.998716
lsc1m005-fa15-20181120-0219-e91.fits,0,58443.77519,2458443.775,2018,NaN,2458443.775,NaN,1.398364,42,11.146913,12.759109,1.4,10,25,38,0.095081,0.139316,0.106099,0.139967,0.685275,0.337598,0.000236,0.000294,0.000263,0.000294,0.000864,0.000484,402.147131,474.35691,404.089576,476.182157,792.947725,698.229659,2937015.378,1868.473836,2017.92026,2068.408272,2018.42026,2028.091728,7.666878,-72.205265,279253.3033,511.435123,671.295673,415.991514,6199.882324,546.019018,334.954369,2168,9.233787,8.857026,9.152646,8.561405,345.113949,0.994099,2109.83247,1889.949285,2110.33247,2206.550715,7.669102,-72.224435,359139.8489,717.953917,500.226881,6830.186035,702.21976,336.242449,9.367674,8.968134,9.088694,8.847574,323.68277,0.991888,2256.073538,2661.440102,2256.573538,1435.059898,7.672299,-72.140792,281724.1442,672.197376,419.109259,6708.046387,550.850209,334.02296,9.042343,8.754343,9.24397,8.264716,350.103072,0.985955,2514.716278,1698.647105,2515.216278,2397.852895,7.678734,-72.244488,360611.1888,717.77182,502.403659,6757.754395,705.096644,335.109408,9.873398,9.041931,9.321744,8.762119,332.002682,0.987777,928.20788,2133.972442,928.70788,1962.527558,7.64116,-72.199294,1194263.874,1088.892677,1096.76913,25615.42578,2335.122915,341.606357,9.139876,8.751352,8.881929,8.620774,26.422492,0.99756,1242.050346,1924.913786,1242.550346,2171.586214,7.648602,-72.221658,741276.322,907.195506,817.107577,15416.21582,1449.40441,339.954148,9.200716,8.856584,8.992912,8.720257,11.801303,0.998872
lsc1m005-fa15-20181120-0220-e91.fits,0,58443.77618,2458443.776,2018,NaN,2458443.776,NaN,1.396933,42,10.918614,12.669653,1.4,10,25,38,0.094914,0.139415,0.106014,0.138851,0.687789,0.337543,0.000235,0.000292,0.00026,0.000291,0.000864,0.000482,404.101446,478.054557,407.07259,476.370034,796.001475,700.941915,2931572.012,1856.844193,2017.751329,2068.604486,2018.251329,2027.895514,7.666902,-72.205324,278246.367,504.288767,665.618863,418.026565,5441.375977,551.759994,327.609754,2170,8.911994,8.818742,9.08409,8.553395,352.450314,0.996122,2109.644563,1890.090249,2110.144563,2206.409751,7.669129,-72.224512,358697.0848,711.200855,504.354125,6579.367188,711.29303,327.418038,9.139243,8.965978,9.033291,8.898666,320.939194,0.994679,2255.88491,2661.588052,2256.38491,1434.911948,7.672322,-72.140793,280997.2217,665.374039,422.314676,6051.575684,557.214914,326.023208,8.745905,8.672444,9.09413,8.250758,351.901041,0.989793,2514.488334,1698.743109,2514.988334,2397.756891,7.678769,-72.244572,357422.6258,711.508109,502.345119,6326.097656,708.765789,329.127904,9.628271,8.980077,9.214082,8.746073,331.938089,0.99127,928.015366,2134.169902,928.515366,1962.330098,7.641161,-72.199389,1194641.703,1085.916396,1100.123091,24584.81055,2368.963541,333.090488,8.913771,8.730991,8.891912,8.57007,24.057094,0.996954,1241.883021,1925.050318,1242.383021,2171.449682,7.648612,-72.221766,739813.3774,902.154576,820.051682,13969.6709,1467.043143,331.722365,9.025587,8.830328,8.981006,8.679651,15.983955,0.998383
lsc1m005-fa15-20181120-0221-e91.fits,0,58443.77718,2458443.777,2018,NaN,2458443.777,NaN,1.395534,42,11.223973,12.893675,1.4,10,25,38,0.095204,0.139244,0.105937,0.138815,0.687019,0.338425,0.000235,0.000292,0.00026,0.000291,0.000863,0.000482,405.348847,477.519464,406.769709,476.410047,796.008473,701.493773,2940055.64,1862.21387,2017.862306,2068.423251,2018.362306,2028.076749,7.66691,-72.205332,279904.0425,522.279894,667.379196,419.407803,5879.880859,535.927279,314.288043,2136,9.416245,8.9695,9.293702,8.645298,352.68641,0.994433,2109.783931,1889.932188,2110.283931,2206.567812,7.669136,-72.22452,359348.8759,713.396688,503.715369,6393.349609,688.038885,315.420505,9.647696,9.1116,9.294579,8.928621,329.80943,0.993401,2256.022351,2661.418363,2256.522351,1435.081637,7.672335,-72.140806,281625.2774,667.400414,421.973483,6025.805176,539.222897,314.551364,9.229402,8.844078,9.341788,8.346367,352.374543,0.986476,2514.650156,1698.542133,2515.150156,2397.957867,7.678776,-72.244598,358375.6846,713.33697,502.393258,6712.329102,686.175533,316.150973,9.905443,9.093275,9.3555,8.83105,331.066315,0.988261,928.151562,2134.003979,928.651562,1962.496021,7.64117,-72.199359,1197304.086,1088.51696,1099.940681,25470.25391,2292.456783,318.982291,9.061712,8.792114,8.935165,8.649062,26.763234,0.997005,1241.962555,1924.909566,1242.462555,2171.590434,7.648618,-72.221744,743401.7158,905.407945,821.068249,14894.78613,1423.378009,317.927566,9.164727,8.901429,9.037873,8.764985,13.798876,0.998804
lsc1m005-fa15-20181120-0222-e91.fits,0,58443.77817,2458443.778,2018,NaN,2458443.778,NaN,1.394148,42,11.400286,13.041908,1.4,10,25,38,0.095727,0.138673,0.105997,0.138937,0.689125,0.337634,0.000237,0.000294,0.000263,0.000294,0.000871,0.000484,403.466939,472.303645,402.520114,472.843912,791.474071,697.157313,2930370.493,1868.24436,2018.047253,2068.328546,2018.547253,2028.171454,7.666901,-72.205339,280516.1971,534.357754,671.869168,417.516103,5361.96875,524.959533,313.574176,2214,9.514806,9.137061,9.392203,8.881919,350.504887,0.996517,2109.973155,1889.880877,2110.473155,2206.619123,7.669129,-72.22452,356874.6883,716.726196,497.923322,5864.657715,667.857228,314.596942,9.632475,9.220228,9.317158,9.123298,323.610401,0.994957,2256.229981,2661.379642,2256.729981,1435.120358,7.672323,-72.140801,280841.2144,672.804833,417.418545,5269.853027,525.567772,312.231918,9.251012,8.955398,9.374119,8.536678,351.616688,0.990503,2514.817755,1698.517131,2515.317755,2397.982869,7.678769,-72.244581,357470.1333,716.996983,498.565742,6241.327637,668.971547,314.735526,9.967543,9.285592,9.495008,9.076177,329.642504,0.991506,928.370817,2133.964528,928.870817,1962.535472,7.641162,-72.199396,1195525.271,1090.18114,1096.629933,24193.64648,2237.312478,318.818725,9.292746,9.019443,9.131383,8.907502,30.334113,0.997433,1242.226716,1924.863018,1242.726716,2171.636982,7.648612,-72.221771,739659.1862,906.308233,816.123212,13058.52051,1384.202214,317.937714,9.519164,9.085389,9.184018,8.986759,17.8554,0.999285
lsc1m005-fa15-20181120-0223-e91.fits,0,58443.77916,2458443.779,2018,NaN,2458443.779,NaN,1.392784,42,11.446083,13.248315,1.4,10,25,38,0.095392,0.139988,0.105788,0.138599,0.687751,0.337454,0.000238,0.000296,0.000264,0.000295,0.000872,0.000486,400.125302,472.209571,400.764459,470.017518,788.941944,694.738432,2934747.196,1877.523195,2018.050771,2068.174712,2018.550771,2028.325288,7.6669,-72.205328,279950.179,551.40557,676.344681,413.916435,5339.13916,507.70285,308.087317,2143,9.588638,9.198092,9.509322,8.886861,350.976056,0.994946,2109.944609,1889.676937,2110.444609,2206.823063,7.669127,-72.224513,360381.3577,723.620192,498.025569,6442.750488,653.568585,307.11267,9.714393,9.355771,9.530772,9.180771,329.61129,0.994132,2256.162403,2661.1454,2256.662403,1435.3546,7.67232,-72.140801,280760.9891,675.609024,415.567258,5591.668457,509.173292,307.185331,9.322596,9.055132,9.545687,8.564577,350.513967,0.98695,2514.838223,1698.310385,2515.338223,2398.189615,7.678768,-72.244575,357240.3272,721.082207,495.422469,6485.349609,647.872178,309.173039,10.123355,9.354859,9.616558,9.09316,332.92576,0.990889,928.252211,2133.833817,928.752211,1962.666183,7.641159,-72.199381,1195895.937,1093.665293,1093.475257,23396.05664,2168.813669,313.798526,9.24562,9.046846,9.228094,8.865598,20.649813,0.997158,1242.097187,1924.723726,1242.597187,2171.776274,7.648609,-72.221757,740468.5848,910.470367,813.281367,13803.54102,1342.874693,311.7022,9.28161,9.144172,9.348058,8.940286,6.003718,0.997924
lsc1m005-fa15-20181120-0224-e91.fits,0,58443.78015,2458443.78,2018,NaN,2458443.78,NaN,1.391446,42,11.661885,13.473095,1.4,10,25,38,0.096085,0.139401,0.105892,0.139303,0.687733,0.337152,0.000242,0.000299,0.000268,0.000299,0.000878,0.00049,397.546486,466.856829,394.730856,466.287349,782.865117,688.748333,2931538.817,1891.956278,2017.872363,2068.238454,2018.372363,2028.261546,7.666898,-72.20534,281675.4519,570.275377,684.817172,411.31482,4884.945801,493.928834,310.571677,2132,9.847819,9.382665,9.711975,9.053354,350.677891,0.994525,2109.775861,1889.801649,2110.275861,2206.698351,7.669125,-72.224519,358662.6238,728.674292,492.21254,5694.264648,628.928827,310.373958,10.041024,9.482879,9.649046,9.316712,327.684687,0.993314,2256.012386,2661.238724,2256.512386,1435.261276,7.672318,-72.140806,280703.2022,686.178992,409.081603,5305.314453,492.223956,310.877478,9.375033,9.211009,9.682911,8.739107,349.498062,0.988016,2514.699068,1698.33543,2515.199068,2398.16457,7.678768,-72.244591,358439.8567,729.22802,491.533302,5534.764648,628.538196,311.132653,10.208961,9.527648,9.79623,9.259066,332.150412,0.990007,928.209059,2133.894504,928.709059,1962.605496,7.641159,-72.199397,1194570.127,1097.962378,1087.988214,19237.78906,2094.725067,317.546843,9.517552,9.215764,9.401397,9.030132,19.519083,0.997312,1242.005534,1924.861131,1242.505534,2171.638869,7.648608,-72.221764,739163.0079,916.731061,806.303004,12181.08301,1296.151014,315.864992,9.534842,9.286913,9.500278,9.073548,9.667579,0.997631
lsc1m005-fa15-20181120-0225-e91.fits,0,58443.78115,2458443.781,2018,NaN,2458443.781,NaN,1.390119,42,11.76156,13.356763,1.4,10,25,38,0.095062,0.139278,0.106104,0.138614,0.688097,0.337733,0.000241,0.000298,0.000267,0.000297,0.000877,0.000489,394.497347,467.16749,396.84284,466.422889,784.262019,690.293512,2929905.693,1887.18073,2018.185251,2068.426076,2018.685251,2028.073924,7.666895,-72.205323,278522.7147,560.469895,682.846315,407.88492,5716.509766,496.945005,316.385466,2145,9.610295,9.385767,9.640323,9.131212,346.207381,0.99626,2110.127594,1889.891722,2110.627594,2206.608278,7.669123,-72.224512,358184.8106,727.343977,492.45587,6832.43457,639.079482,316.38032,10.032276,9.483581,9.540821,9.426341,319.365052,0.993675,2256.390188,2661.338745,2256.890188,1435.161255,7.672317,-72.140802,281053.1855,683.183275,411.387684,6148.549316,501.459914,315.340696,9.599051,9.229892,9.62408,8.835704,346.837144,0.990951,2515.00775,1698.524429,2515.50775,2397.975571,7.678764,-72.244574,356684.8185,725.595989,491.574959,6930.249512,636.403171,316.649135,10.299338,9.534506,9.728561,9.340451,327.673209,0.990966,928.522756,2133.970512,929.022756,1962.529488,7.641157,-72.199389,1194278.947,1096.17781,1089.493818,26749.43945,2130.852982,322.111857,9.543926,9.197384,9.303056,9.091712,26.335763,0.998564,1242.402184,1924.910161,1242.902184,2171.589839,7.648607,-72.221759,739703.9305,915.197864,808.244818,14995.31055,1319.79244,319.820507,9.822588,9.315576,9.406427,9.224724,7.820711,0.99959
lsc1m005-fa15-20181120-0226-e91.fits,0,58443.78214,2458443.782,2018,NaN,2458443.782,NaN,1.388824,42,11.750692,13.2136,1.4,10,25,38,0.095489,0.139115,0.106193,0.138742,0.688974,0.337101,0.00024,0.000297,0.000267,0.000297,0.000877,0.000488,397.555207,468.281912,398.469359,467.165742,785.61113,691.036888,2930850.374,1884.295562,2018.31751,2068.348986,2018.81751,2028.151014,7.666897,-72.205323,279864.4051,548.519656,680.580681,411.214148,6091.734375,510.217641,322.505233,2156,9.675222,9.246858,9.529688,8.964029,348.452656,0.995586,2110.249959,1889.916162,2110.749959,2206.583838,7.669124,-72.224502,357930.9214,725.044515,493.667511,7072.612793,652.539826,322.706611,10.138816,9.353993,9.48425,9.223735,325.701562,0.994178,2256.482406,2661.331011,2256.982406,1435.168989,7.672318,-72.140793,281358.2093,681.00199,413.153285,6692.918457,512.940979,320.979425,9.732501,9.037842,9.53803,8.537653,350.186066,0.986274,2515.127537,1698.549515,2515.627537,2397.950485,7.678765,-72.244565,357089.2487,725.291017,492.339268,7206.28418,651.005382,325.673942,10.084442,9.342048,9.58276,9.101335,331.519976,0.991078,928.58487,2133.995083,929.08487,1962.504917,7.641157,-72.199375,1195566.321,1095.604589,1091.238877,28682.41992,2179.623478,328.431211,9.242834,9.030691,9.172891,8.888491,25.483332,0.997501,1242.459192,1924.894512,1242.959192,2171.605488,7.648607,-72.221751,738905.6733,913.630139,808.757988,16070.24609,1347.0906,327.676617,9.868777,9.173966,9.322096,9.025835,7.966222,0.998873
lsc1m005-fa15-20181120-0227-e91.fits,0,58443.78313,2458443.783,2018,NaN,2458443.783,NaN,1.387544,42,11.489342,13.19539,1.4,10,25,38,0.095858,0.140159,0.10579,0.1392,0.686999,0.336861,0.000238,0.000296,0.000264,0.000295,0.00087,0.000484,402.410147,474.306223,401.17958,471.501437,789.794796,695.326501,2929497.261,1871.641118,2018.337735,2068.09638,2018.837735,2028.40362,7.666895,-72.20533,280814.6451,547.008793,674.374567,416.407526,6289.290527,513.364042,306.496971,2222,9.275461,9.148208,9.520937,8.775479,349.1516,0.992334,2110.27167,1889.689836,2110.77167,2206.810164,7.669123,-72.224506,360121.3385,719.604974,500.443092,7217.942383,658.346526,307.489097,9.670059,9.307671,9.516863,9.098478,329.114313,0.990978,2256.544592,2661.117336,2257.044592,1435.382664,7.672318,-72.140797,280261.6318,673.727944,415.986355,6843.834473,512.353065,305.937917,9.353323,8.962467,9.493737,8.431197,348.321605,0.98344,2515.172463,1698.353936,2515.672463,2398.146064,7.678764,-72.244566,357958.2028,720.094909,497.098644,7520.794434,654.392045,308.003121,10.010581,9.321746,9.589401,9.054091,330.759977,0.987954,928.602894,2133.753902,929.102894,1962.746098,7.641156,-72.199382,1192983.317,1090.804793,1093.672603,28390.75,2180.921645,313.929368,9.260553,8.981462,9.14786,8.815064,19.706913,0.997701,1242.474119,1924.665472,1242.974119,2171.834528,7.648606,-72.221756,738172.7711,907.142788,813.733826,15893.77539,1349.47149,311.247144,9.615385,9.071002,9.282871,8.859133,4.440401,0.997767
