 ,Label,slice,Saturated,J.D.-2400000,JD_UTC,DATE-OBS,JD-OBS,BJD-OBS,TIME-OBS,JD,AIRMASS,EXPTIME,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_T2,rel_flux_C3,rel_flux_C4,rel_flux_C5,rel_flux_C6,rel_flux_C7,rel_flux_C8,rel_flux_err_T1,rel_flux_err_T2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_err_C5,rel_flux_err_C6,rel_flux_err_C7,rel_flux_err_C8,rel_flux_SNR_T1,rel_flux_SNR_T2,rel_flux_SNR_C3,rel_flux_SNR_C4,rel_flux_SNR_C5,rel_flux_SNR_C6,rel_flux_SNR_C7,rel_flux_SNR_C8,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_T2,Y(IJ)_T2,X(FITS)_T2,Y(FITS)_T2,RA_T2,DEC_T2,Source-Sky_T2,Source_Error_T2,Source_SNR_T2,Peak_T2,Mean_T2,Sky/Pixel_T2,FWHM_T2,Width_T2,X-Width_T2,Y-Width_T2,Angle_T2,Roundness_T2,X(IJ)_C3,Y(IJ)_C3,X(FITS)_C3,Y(FITS)_C3,RA_C3,DEC_C3,Source-Sky_C3,Source_Error_C3,Source_SNR_C3,Peak_C3,Mean_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,X-Width_C3,Y-Width_C3,Angle_C3,Roundness_C3,X(IJ)_C4,Y(IJ)_C4,X(FITS)_C4,Y(FITS)_C4,RA_C4,DEC_C4,Source-Sky_C4,Source_Error_C4,Source_SNR_C4,Peak_C4,Mean_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,X-Width_C4,Y-Width_C4,Angle_C4,Roundness_C4,X(IJ)_C5,Y(IJ)_C5,X(FITS)_C5,Y(FITS)_C5,RA_C5,DEC_C5,Source-Sky_C5,Source_Error_C5,Source_SNR_C5,Peak_C5,Mean_C5,Sky/Pixel_C5,FWHM_C5,Width_C5,X-Width_C5,Y-Width_C5,Angle_C5,Roundness_C5,X(IJ)_C6,Y(IJ)_C6,X(FITS)_C6,Y(FITS)_C6,RA_C6,DEC_C6,Source-Sky_C6,Source_Error_C6,Source_SNR_C6,Peak_C6,Mean_C6,Sky/Pixel_C6,FWHM_C6,Width_C6,X-Width_C6,Y-Width_C6,Angle_C6,Roundness_C6,X(IJ)_C7,Y(IJ)_C7,X(FITS)_C7,Y(FITS)_C7,RA_C7,DEC_C7,Source-Sky_C7,Source_Error_C7,Source_SNR_C7,Peak_C7,Mean_C7,Sky/Pixel_C7,FWHM_C7,Width_C7,X-Width_C7,Y-Width_C7,Angle_C7,Roundness_C7,X(IJ)_C8,Y(IJ)_C8,X(FITS)_C8,Y(FITS)_C8,RA_C8,DEC_C8,Source-Sky_C8,Source_Error_C8,Source_SNR_C8,Peak_C8,Mean_C8,Sky/Pixel_C8,FWHM_C8,Width_C8,X-Width_C8,Y-Width_C8,Angle_C8,Roundness_C8
59,coj1m011-fa12-20190425-0116-e91.fits,59,0,58598.92522,2458598.925,2019,NaN,2458598.927,NaN,NaN,1.1176,80.028,5.202884,10,18,27,0.141591,0.082234,0.191399,0.188692,0.319124,0.211492,0.152822,0.151481,0.000222,0.00018,0.000283,0.000281,0.000393,0.0003,0.00025,0.00025,638.297025,457.789814,675.465128,671.288553,812.973307,705.546227,610.440685,606.997755,3651493.906,1976.40481,2084.572673,2098.794904,2085.072673,1997.705096,8.939285,-12.930644,517019.3976,314.159265,760.122157,680.179354,18498.83594,1645.723856,390.405795,1069,4.876197,7.339518,6.829583,7.849452,282.415724,0.976782,2073.67439,2059.875791,2074.17439,2036.624209,8.939207,-12.934867,300278.5006,635.4761,472.525246,11012.41406,955.816154,390.474802,4.807095,7.390874,6.869738,7.91201,280.44926,0.977438,2238.19201,2222.64718,2238.69201,1873.85282,8.940411,-12.917059,586615.5668,796.471733,736.517747,21855.55859,1867.255343,393.000531,4.4803,7.378936,6.864118,7.893754,282.28312,0.976688,2433.965694,2416.863794,2434.465694,1679.636206,8.941843,-12.895809,579635.6011,793.02493,730.91725,22333.54102,1845.037422,395.663041,4.47045,7.352736,6.843067,7.862405,282.842031,0.976561,1449.425299,1553.071034,1449.925299,2543.428966,8.93463,-12.990441,883374.2499,933.625355,946.176371,32233.77539,2811.867569,387.733404,4.464162,7.289139,6.790649,7.787629,277.98448,0.979948,2717.971518,1360.425,2718.471518,2736.075,8.944034,-13.009731,637447.9093,819.511526,777.838858,24261.05273,2029.059715,382.271486,4.411973,7.340497,6.826978,7.854017,281.304565,0.977252,2162.517969,1207.939585,2163.017969,2888.560415,8.939936,-13.026912,484054.4309,741.897265,652.454799,17528.52344,1540.793108,386.175418,4.456016,7.362236,6.823787,7.900686,279.420222,0.976366,1739.083698,2554.836313,1739.583698,1541.663687,8.936691,-12.881732,480366.1478,741.116195,648.165768,18087.88281,1529.052938,389.378254,4.354776,7.370995,6.907684,7.834306,282.577944,0.980863
60,coj1m011-fa12-20190425-0117-e91.fits,60,0,58598.92647,2458598.926,2019,NaN,2458598.929,NaN,NaN,1.120535,80.024,5.550156,10,18,27,0.142297,0.082868,0.190572,0.188841,0.318411,0.212121,0.153223,0.151691,0.000223,0.000181,0.000283,0.000283,0.000393,0.000301,0.000251,0.00025,638.859274,457.765286,672.570873,668.080282,810.514015,704.664414,609.920024,605.839271,3645628.344,1978.793253,2084.4099,2098.851851,2084.9099,1997.648149,8.939285,-12.930648,518762.0271,314.159265,761.629725,681.121036,16996.19727,1651.270818,395.819622,1081,4.80335,7.507159,7.106082,7.908235,288.912433,0.981805,2073.536396,2059.905473,2074.036396,2036.594527,8.939207,-12.934874,302106.2121,639.262485,472.585548,10091.97168,961.63394,397.501988,4.792676,7.537332,7.129648,7.945016,289.444816,0.980797,2237.993627,2222.684966,2238.493627,1873.815034,8.940411,-12.917064,583547.1224,795.988493,733.109998,19946.66211,1857.488181,400.877647,4.854164,7.505547,7.13147,7.879623,290.318779,0.982831,2433.737828,2416.95192,2434.237828,1679.54808,8.941843,-12.895808,579087.2496,796.43964,727.094962,19812.48828,1843.291965,403.963114,5.076935,7.486707,7.107998,7.865415,289.110381,0.983502,1449.28064,1553.137867,1449.78064,2543.362133,8.93463,-12.990447,880460.2342,933.490577,943.191346,28895.59766,2802.591969,396.306839,4.930476,7.488522,7.100446,7.876599,284.030044,0.986279,2717.667389,1360.534321,2718.167389,2735.965679,8.944034,-13.009734,637985.5353,820.876438,777.200448,21253.54883,2030.771031,388.17537,4.881164,7.449081,6.997058,7.901103,285.251734,0.980304,2162.261871,1208.055695,2162.761871,2888.444305,8.939935,-13.026916,484376.5396,742.77937,652.113615,16624.75,1541.818412,391.878778,4.873581,7.542361,7.078727,8.005995,284.440876,0.980435,1738.99996,2554.931389,1739.49996,1541.568611,8.936691,-12.881729,480171.6624,742.121944,647.025285,16291.9209,1528.433872,395.739488,4.98602,7.532518,7.172516,7.892521,291.123112,0.983403
61,coj1m011-fa12-20190425-0118-e91.fits,61,0,58598.92771,2458598.928,2019,NaN,2458598.93,NaN,NaN,1.123556,79.972,5.53972,10,18,27,0.14191,0.082551,0.19153,0.189424,0.317252,0.212252,0.152812,0.151425,0.000223,0.000181,0.000285,0.000283,0.000392,0.000302,0.000251,0.000251,636.705595,455.433021,673.024704,669.920769,808.921945,703.24871,607.762531,604.105576,3638960.161,1977.505029,2084.603473,2098.612363,2085.103473,1997.887637,8.939285,-12.930643,516405.431,314.159265,760.962315,678.621557,17052.61914,1643.76954,398.528472,1077,4.876852,7.566034,7.072832,8.059235,284.847679,0.977665,2073.709838,2059.671608,2074.209838,2036.828392,8.939207,-12.934869,300398.1709,639.067858,470.056766,9821.845703,956.197076,398.453419,4.895631,7.612352,7.095832,8.128872,284.070711,0.976532,2238.220644,2222.475211,2238.720644,1874.024789,8.940411,-12.917056,584935.8634,797.001024,733.921094,19158.05273,1861.908681,400.191221,4.574206,7.576151,7.07561,8.076691,284.21488,0.977619,2434.021469,2416.720382,2434.521469,1679.779618,8.941843,-12.895802,579530.4557,794.144138,729.754749,18672.05469,1844.702734,402.455917,4.900762,7.604268,7.105143,8.103393,283.714382,0.978312,1449.370019,1552.894717,1449.870019,2543.605283,8.934629,-12.990443,876421.2887,931.440227,940.931327,27512.74805,2789.735606,396.720285,4.788378,7.563043,7.077762,8.048323,282.931149,0.979828,2717.983575,1360.268112,2718.483575,2736.231888,8.944034,-13.009731,637142.7349,821.628835,775.462968,20939.15039,2028.088314,391.470499,5.116689,7.590063,7.031026,8.149099,281.440144,0.974711,2162.484103,1207.79321,2162.984103,2888.70679,8.939935,-13.026913,482365.463,742.617016,649.548088,15158.13281,1535.416956,392.917441,4.776079,7.586493,7.059062,8.113923,282.834477,0.976429,1739.109867,2554.693845,1739.609867,1541.806155,8.93669,-12.881725,478564.3552,741.967468,644.993717,15579.12305,1523.317654,398.569102,4.839005,7.632721,7.188041,8.0774,287.933542,0.979466
62,coj1m011-fa12-20190425-0119-e91.fits,62,0,58598.92895,2458598.929,2019,NaN,2458598.931,NaN,NaN,1.126653,79.972,5.509241,10,18,27,0.142304,0.082056,0.190103,0.188724,0.319673,0.212401,0.152566,0.151681,0.000223,0.00018,0.000283,0.000283,0.000394,0.000302,0.000251,0.000251,637.851675,454.843796,670.747901,667.388428,811.248802,703.940852,607.795777,604.886979,3633617.564,1974.418681,2084.211771,2098.935834,2084.711771,1997.564166,8.939284,-12.930649,517078.3673,314.159265,760.408115,680.001116,17129.24609,1645.911562,390.36915,1077,4.706204,7.638083,7.195017,8.081148,285.155088,0.982062,2073.338312,2060.024652,2073.838312,2036.475348,8.939207,-12.934872,298161.2473,635.188145,469.40619,10082.64941,949.076727,393.29047,4.648606,7.570619,7.123486,8.017753,285.08638,0.98146,2237.799856,2222.793582,2238.299856,1873.706418,8.940411,-12.917063,580421.9929,794.176745,730.847379,19440.97656,1847.540585,396.624727,4.935941,7.583515,7.152537,8.014493,285.965065,0.982179,2433.585917,2417.046178,2434.085917,1679.453822,8.941843,-12.895809,576880.2114,794.21717,726.350717,19008.56055,1836.266744,400.069579,4.641169,7.585126,7.129267,8.040985,285.082757,0.980811,1449.053643,1553.266564,1449.553643,2543.233436,8.934629,-12.990443,880195.3258,931.382398,945.04183,30524.67969,2801.74874,390.07221,4.881752,7.545469,7.119533,7.971404,282.922444,0.984363,2717.554951,1360.577846,2718.054951,2735.922154,8.944034,-13.009741,636574.4061,819.888476,776.415848,20887.42773,2026.279268,386.757354,4.986623,7.555447,7.087041,8.023852,281.865059,0.981795,2162.111385,1208.093759,2162.611385,2888.406241,8.939935,-13.026923,480983.3311,740.45175,649.580923,16683.07813,1531.017494,387.871203,4.780848,7.5984,7.17616,8.020641,283.093654,0.984755,1738.847773,2554.935729,1739.347773,1541.564271,8.936691,-12.881738,478562.2963,740.859253,645.955752,16006.77539,1523.311101,393.512277,4.953065,7.581565,7.151727,8.011403,287.14357,0.981286
63,coj1m011-fa12-20190425-0120-e91.fits,63,0,58598.93019,2458598.93,2019,NaN,2458598.932,NaN,NaN,1.12982,80.02,5.536439,10,18,27,0.142128,0.082335,0.190999,0.188561,0.318884,0.211758,0.152883,0.15186,0.000223,0.000181,0.000284,0.000283,0.000393,0.000301,0.000252,0.000251,636.486167,455.373313,672.032306,667.415687,810.387264,703.10486,607.82333,605.71708,3636067.554,1975.865324,2084.445442,2098.774761,2084.945442,1997.725239,8.939285,-12.930645,516788.302,314.159265,761.828288,678.352734,16125.30859,1644.988256,394.403975,1107,4.734395,7.58432,7.133446,8.035195,287.158023,0.979423,2073.564009,2059.860413,2074.064009,2036.639587,8.939207,-12.934868,299376.2671,636.98424,469.990069,9706.734375,952.944255,395.374362,4.710341,7.626112,7.149888,8.102335,286.292472,0.9782,2238.02026,2222.60375,2238.52026,1873.89625,8.940411,-12.917062,583112.0235,795.969328,732.581021,19090.92578,1856.103218,397.509676,4.859553,7.642548,7.18783,8.097266,288.080347,0.97843,2433.799296,2416.800372,2434.299296,1679.699628,8.941843,-12.895814,576848.1055,794.122078,726.397265,19081.05273,1836.164548,403.146197,5.108963,7.609539,7.145008,8.074071,287.431883,0.978023,1449.245457,1553.061883,1449.745457,2543.438117,8.934629,-12.990444,879141.0926,931.756104,943.531348,28786.82227,2798.393011,393.45056,4.786725,7.550151,7.087419,8.012883,284.042226,0.980841,2717.775262,1360.397921,2718.275262,2736.102079,8.944034,-13.009736,635412.0819,819.619511,775.252508,21652.1582,2022.579475,389.577986,4.893399,7.52279,7.040889,8.004691,281.65771,0.980696,2162.339932,1207.963958,2162.839932,2888.536042,8.939936,-13.026913,482177.6556,742.245855,649.61987,15417.78223,1534.819147,391.040468,4.757472,7.618428,7.151349,8.085506,282.820191,0.981639,1738.992856,2554.716288,1739.492856,1541.783712,8.936691,-12.881743,479376.5946,740.92661,646.996057,15778.76953,1525.903093,394.947807,4.931426,7.610229,7.157541,8.062917,287.583421,0.97897
64,coj1m011-fa12-20190425-0121-e91.fits,64,0,58598.93144,2458598.931,2019,NaN,2458598.934,NaN,NaN,1.133093,79.976,5.592194,10,18,27,0.141871,0.082683,0.191444,0.189359,0.318117,0.211629,0.152156,0.152123,0.000223,0.000181,0.000285,0.000283,0.000393,0.000301,0.000251,0.000251,635.766654,456.664302,672.16609,669.063019,808.958486,702.078207,606.604123,605.784648,3630055.066,1973.717367,2084.528018,2098.793738,2085.028018,1997.706262,8.939284,-12.930644,514999.7818,314.159265,760.109117,677.534015,16166.55566,1639.295219,394.415269,1101,4.721199,7.647146,7.145102,8.14919,284.86041,0.977337,2073.661431,2059.842764,2074.161431,2036.657236,8.939207,-12.93487,300142.3186,636.667161,471.42736,9541.147461,955.382673,394.819275,5.145682,7.658253,7.146756,8.169751,285.332361,0.976097,2238.138796,2222.622412,2238.638796,1873.877588,8.940411,-12.91706,583286.7316,795.907663,732.857288,18760.32227,1856.659331,396.885828,4.875401,7.673743,7.155674,8.191812,285.206882,0.975708,2433.916008,2416.813815,2434.416008,1679.686185,8.941843,-12.895813,577944.6136,793.123011,728.694799,18021.74414,1839.654842,399.545294,4.944834,7.668021,7.154378,8.181664,285.957128,0.975313,1449.419811,1553.106633,1449.919811,2543.393367,8.93463,-12.990439,876085.6579,930.74518,941.273376,26966.55664,2788.66726,393.130666,4.892813,7.627818,7.10562,8.150016,280.834158,0.978496,2717.841199,1360.381414,2718.341199,2736.118586,8.944034,-13.009737,634043.4988,819.250012,773.931632,20806.2793,2018.223139,388.862157,5.001834,7.62859,7.094162,8.163018,282.054543,0.976667,2162.43603,1208.040448,2162.93603,2888.459552,8.939936,-13.026905,479392.3364,739.616667,648.163242,14874.58106,1525.9532,390.403598,4.801848,7.674312,7.101255,8.247368,280.902691,0.974412,1739.090532,2554.766321,1739.590532,1541.733679,8.936691,-12.881739,479302.2276,740.646433,647.140398,15487.12305,1525.666375,393.23344,4.817503,7.665061,7.178728,8.151393,286.537755,0.977251
65,coj1m011-fa12-20190425-0122-e91.fits,65,0,58598.93269,2458598.933,2019,NaN,2458598.935,NaN,NaN,1.136418,80,5.536996,10,18,27,0.141226,0.08237,0.193264,0.188714,0.317896,0.211089,0.152497,0.151347,0.000222,0.00018,0.000286,0.000282,0.000392,0.0003,0.000251,0.00025,635.50096,457.602884,676.707499,670.029124,811.098979,703.203694,608.086283,605.284822,3642345.324,1975.55074,2084.467423,2098.851088,2084.967423,1997.648912,8.939284,-12.930643,514392.5193,314.159265,759.825119,676.988041,16051.50098,1637.362243,391.37192,1063,4.785347,7.563505,7.048303,8.078707,285.817189,0.974633,2073.58036,2059.927903,2074.08036,2036.572097,8.939207,-12.934867,300019.5185,635.117965,472.383927,9959.452148,954.991788,391.471751,4.765154,7.577598,7.012658,8.142538,283.866092,0.971935,2238.043178,2222.692004,2238.543178,1873.807996,8.94041,-12.917059,589923.3722,798.75802,738.550797,19309.07617,1877.784415,392.593116,4.802118,7.675806,7.301595,8.050018,291.315807,0.982519,2433.828875,2416.904466,2434.328875,1679.595534,8.941842,-12.895809,578239.9228,792.56644,729.579116,19443.02734,1840.59484,397.076609,5.016808,7.582889,7.061762,8.104016,285.437052,0.974596,1449.317163,1553.189007,1449.817163,2543.310993,8.934629,-12.990436,878588.1668,930.856805,943.848895,29480.16406,2796.632994,389.4269,4.775892,7.52249,7.009904,8.035077,281.10461,0.978531,2717.837305,1360.445487,2718.337305,2736.054513,8.944034,-13.009734,634848.8413,819.168148,774.992097,21134.11914,2020.786624,385.730488,4.864027,7.517968,6.974668,8.061269,282.580341,0.974765,2162.382249,1208.043104,2162.882249,2888.456896,8.939936,-13.026908,481951.7651,741.75681,649.743634,15405.42383,1534.100115,386.549422,4.872849,7.577045,7.027936,8.126155,281.612246,0.975383,1739.016117,2554.858822,1739.516117,1541.641178,8.936691,-12.881735,478793.2558,740.871635,646.256697,16003.86523,1524.046268,391.482417,4.821578,7.528523,7.026888,8.030159,286.665251,0.974785
66,coj1m011-fa12-20190425-0123-e91.fits,66,0,58598.93393,2458598.934,2019,NaN,2458598.936,NaN,NaN,1.139834,79.972,5.51478,10,18,27,0.142256,0.082318,0.190726,0.188814,0.318499,0.21178,0.152582,0.152454,0.000222,0.00018,0.000283,0.000281,0.000392,0.0003,0.00025,0.00025,640.032494,458.431209,674.653446,671.064943,812.457207,705.728752,610.766548,609.471497,3636666.116,1968.027199,2084.444332,2098.908586,2084.944332,1997.591414,8.939285,-12.93064,517337.8721,314.159265,758.266541,682.26388,16794.28125,1646.737592,378.029543,1074,4.717133,7.561914,7.055845,8.067983,285.040522,0.976287,2073.571076,2059.939572,2074.071076,2036.560428,8.939208,-12.934869,299363.9734,632.603699,473.225139,10157.23438,952.905123,379.050811,4.695142,7.56878,7.051975,8.085585,285.462694,0.974892,2238.050894,2222.743957,2238.550894,1873.756043,8.940411,-12.917057,582507.0765,792.099357,735.396477,19983.86719,1854.177612,380.150835,4.695143,7.568216,7.077036,8.059395,287.718481,0.974832,2433.820575,2416.985677,2434.320575,1679.514323,8.941843,-12.895804,577595.2936,790.58986,730.587784,20658.38086,1838.542922,385.731265,5.01036,7.583796,7.118316,8.049275,288.10192,0.97703,1449.24022,1553.20095,1449.74022,2543.29905,8.934629,-12.990437,878479.6247,929.442845,945.167989,30837.62695,2796.287494,379.526122,4.747539,7.453242,6.993348,7.913136,282.995398,0.981293,2717.701208,1360.463714,2718.201208,2736.036286,8.944033,-13.009736,635570.7442,816.868342,778.05775,21691.26367,2023.084513,370.905984,4.959295,7.526649,7.033968,8.01933,284.641291,0.977663,2162.346096,1208.006228,2162.846096,2888.493772,8.939936,-13.026915,481433.1351,737.439966,652.843834,15764.40332,1532.449265,374.366346,4.878111,7.608644,7.11079,8.106499,284.093269,0.978144,1738.95122,2554.962011,1739.45122,1541.537989,8.936691,-12.881727,481080.2423,738.729817,651.226241,17169.14453,1531.325972,377.289804,4.878522,7.511096,7.06021,7.961981,285.754424,0.980312
67,coj1m011-fa12-20190425-0124-e91.fits,67,0,58598.93518,2458598.935,2019,NaN,2458598.937,NaN,NaN,1.143342,80.048,5.657687,10,18,27,0.141855,0.082749,0.191235,0.189271,0.318308,0.211703,0.152849,0.151497,0.000222,0.00018,0.000283,0.000282,0.000392,0.000301,0.00025,0.000249,638.676066,459.444093,675.502284,670.865284,811.728128,703.9797,610.212664,607.78198,3641729.47,1972.678985,2084.477576,2098.769334,2084.977576,1997.730666,8.939284,-12.930641,516596.8418,314.159265,758.90753,680.711182,16392.41797,1644.378819,383.889754,1128,4.804094,7.488715,6.974607,8.002823,285.511825,0.97457,2073.586393,2059.836083,2074.086393,2036.663917,8.939207,-12.934866,301348.2711,635.260156,474.36986,9997.191406,959.221339,383.418815,5.332473,7.493283,6.953723,8.032842,284.784632,0.972867,2238.076305,2222.606894,2238.576305,1873.893106,8.94041,-12.917056,584624.1871,793.566745,736.704494,19438.85938,1860.916584,385.72971,4.976436,7.499121,7.013622,7.98462,286.413655,0.976455,2433.878401,2416.873466,2434.378401,1679.626534,8.941842,-12.895799,579575.5258,793.415252,730.481957,20040.77344,1844.846197,387.984881,5.003155,7.507134,7.030768,7.983499,286.523198,0.977261,1449.308231,1553.109445,1449.808231,2543.390555,8.934629,-12.990436,879303.289,931.121307,944.3488,29856.64258,2798.909299,383.619813,4.822104,7.443542,6.943564,7.94352,281.762697,0.978725,2717.872877,1360.346572,2718.372877,2736.153428,8.944034,-13.009736,636266.5028,820.131699,775.810158,21285.67578,2025.299181,377.793593,5.04781,7.468466,6.944028,7.992903,282.922404,0.975887,2162.453872,1207.941281,2162.953872,2888.558719,8.939936,-13.026911,482834.5363,740.251849,652.257116,15579.66406,1536.910063,380.415635,4.977882,7.477345,6.945107,8.009583,281.656742,0.976211,1739.066609,2554.765542,1739.566609,1541.734458,8.93669,-12.881733,479125.4294,737.99102,649.229349,16538.61133,1525.103609,384.178963,4.782761,7.485425,7.046152,7.924698,287.397946,0.979713
68,coj1m011-fa12-20190425-0125-e91.fits,68,0,58598.93643,2458598.936,2019,NaN,2458598.939,NaN,NaN,1.146942,79.972,5.714398,10,18,27,0.141901,0.082235,0.190773,0.188909,0.319248,0.21194,0.152361,0.151826,0.000222,0.00018,0.000283,0.000281,0.000393,0.000301,0.000249,0.00025,639.597622,458.116458,673.683376,671.498583,813.076582,705.139233,610.878948,607.306452,3633303.117,1967.068085,2084.373707,2098.86146,2084.873707,1997.63854,8.939284,-12.93064,515568.046,314.159265,756.211222,681.77783,16562.45898,1641.10406,377.312806,1049,4.829922,7.520046,7.049095,7.990997,284.119351,0.979944,2073.509204,2059.930758,2074.009204,2036.569242,8.939207,-12.934865,298786.1647,631.826812,472.892506,9703.430664,951.065901,378.739483,4.862852,7.533678,7.024963,8.042393,283.859092,0.976937,2237.950304,2222.707402,2238.450304,1873.792598,8.94041,-12.917055,582089.0477,792.855517,734.167872,19014.33789,1852.846985,381.473163,4.999211,7.530422,7.031543,8.029302,283.183624,0.978322,2433.757603,2416.920636,2434.257603,1679.579364,8.941843,-12.895804,577304.3607,789.485268,731.24146,19018.0293,1837.616853,381.665415,5.250757,7.547571,7.051183,8.043958,284.157395,0.977868,1449.155878,1553.114997,1449.655878,2543.385003,8.934629,-12.990444,879232.1599,928.943834,946.485813,30224.41602,2798.682887,376.306719,4.912072,7.490463,7.047256,7.93367,280.808494,0.98391,2717.674178,1360.425728,2718.174178,2736.074272,8.944034,-13.009738,635378.6218,817.392371,777.323895,20452.68359,2022.472968,370.722616,5.209581,7.498048,6.967049,8.029048,281.004295,0.976894,2162.242205,1207.992522,2162.742205,2888.507478,8.939935,-13.026916,480381.5873,735.61475,653.034196,15501.64648,1529.102084,371.559179,5.043966,7.567975,7.069925,8.066024,282.404073,0.979156,1738.959744,2554.888572,1739.459744,1541.611428,8.936691,-12.881728,478917.3398,738.413162,648.576386,16371.01758,1524.441239,378.499195,4.949136,7.511806,7.053326,7.970285,285.200777,0.980118
69,coj1m011-fa12-20190425-0126-e91.fits,69,0,58598.93767,2458598.938,2019,NaN,2458598.94,NaN,NaN,1.150604,79.976,5.569258,10,18,27,0.142206,0.082549,0.190769,0.189218,0.318072,0.211606,0.15314,0.151961,0.000223,0.000181,0.000284,0.000283,0.000392,0.000301,0.000251,0.000251,637.970006,457.198707,672.173976,669.498695,810.691152,703.304004,610.094344,605.760971,3637426.213,1974.435653,2084.660221,2098.713193,2085.160221,1997.786807,8.939285,-12.930647,517262.4777,314.159265,760.626319,680.048093,17856.88672,1646.497604,389.46208,1042,4.869949,7.422793,6.941519,7.904066,285.087208,0.977688,2073.793743,2059.772411,2074.293743,2036.727589,8.939207,-12.934873,300266.6995,636.207196,471.963696,10607.20703,955.778589,392.491518,4.879647,7.439207,6.952705,7.925709,283.604112,0.978555,2238.26684,2222.541147,2238.76684,1873.958853,8.940411,-12.917064,582739.2064,795.456624,732.584516,19911.91602,1854.916505,393.535693,4.712644,7.434638,6.985216,7.884059,286.671147,0.979208,2434.025534,2416.802298,2434.525534,1679.697702,8.941843,-12.895808,578754.8214,793.902769,728.999625,20487.71484,1842.233813,396.727198,4.755835,7.435297,6.980738,7.889856,286.305653,0.979087,1449.515205,1553.007883,1450.015205,2543.492117,8.934629,-12.990446,877768.7457,930.317638,943.515107,29314.30859,2794.024695,389.84576,4.822098,7.389489,6.893958,7.885021,281.533999,0.97894,2717.961859,1360.3154,2718.461859,2736.1846,8.944034,-13.009741,635273.2686,819.390623,775.299657,22015.33008,2022.137618,384.234225,5.216806,7.436496,6.966951,7.90604,283.648092,0.979966,2162.568271,1207.914208,2163.068271,2888.585792,8.939936,-13.026915,483059.123,740.504783,652.337614,16375.40039,1537.624944,384.482585,4.762089,7.469649,6.977263,7.962035,283.366805,0.978398,1739.246602,2554.79471,1739.746602,1541.70529,8.936691,-12.881729,479831.0477,741.703488,646.931092,16652.94531,1527.349662,390.385398,4.820598,7.413153,6.966736,7.859569,287.769826,0.978251
70,coj1m011-fa12-20190425-0127-e91.fits,70,0,58598.93892,2458598.939,2019,NaN,2458598.941,NaN,NaN,1.154359,79.984,5.612229,10,18,27,0.141998,0.082553,0.190776,0.189303,0.31829,0.211474,0.152904,0.152062,0.000223,0.000182,0.000284,0.000283,0.000393,0.000302,0.000252,0.000251,636.078533,454.441406,670.687691,668.644371,809.200364,701.064359,607.561052,605.62669,3639082.886,1979.528566,2084.410391,2098.868578,2084.910391,1997.631422,8.939285,-12.93065,516743.2732,314.159265,762.210435,677.953554,17144.99414,1644.844925,400.095965,1111,4.833426,7.393888,6.910183,7.877593,283.492757,0.978626,2073.539442,2059.929332,2074.039442,2036.570668,8.939208,-12.934875,300416.3244,640.550741,468.996919,10000.17676,956.25486,400.806202,4.801524,7.440184,6.965856,7.914512,282.721744,0.980224,2237.998973,2222.685943,2238.498973,1873.814057,8.940411,-12.917068,583023.533,797.625626,730.948849,20137.42383,1855.821544,402.431341,4.864687,7.400786,6.963986,7.837586,285.741349,0.980974,2433.778901,2416.957941,2434.278901,1679.542059,8.941843,-12.895811,579238.822,795.427754,728.210475,20136.67773,1843.774435,406.757366,5.140512,7.410815,6.999116,7.822515,285.735921,0.983134,1449.222821,1553.212287,1449.722821,2543.287713,8.934629,-12.990443,878625.533,932.802444,941.920273,30693.41602,2796.751934,400.060269,4.893467,7.363224,6.906576,7.819873,281.160581,0.98216,2717.693978,1360.552472,2718.193978,2735.947528,8.944034,-13.009736,635235.2277,822.198152,772.606003,20887.07422,2022.01653,394.588817,4.932161,7.421178,6.933958,7.908397,281.206691,0.979999,2162.317823,1208.07804,2162.817823,2888.42196,8.939936,-13.026918,482633.5062,743.193797,649.404648,16155.10352,1536.270164,396.267741,4.952436,7.456113,6.964313,7.947913,282.093194,0.979268,1738.968186,2554.943704,1739.468186,1541.556296,8.936691,-12.881732,480326.2639,742.397585,646.993301,17020.11328,1528.925984,399.770525,4.910358,7.382334,6.959992,7.804675,286.25023,0.981714
