 ,Label,slice,Saturated,J.D.-2400000,JD_UTC,DATE-OBS,JD-OBS,BJD-OBS,TIME-OBS,JD,EXPTIME,AIRMASS,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_C4,rel_flux_C5,rel_flux_C6,rel_flux_C7,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_err_C5,rel_flux_err_C6,rel_flux_err_C7,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_C4,rel_flux_SNR_C5,rel_flux_SNR_C6,rel_flux_SNR_C7,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_C2,Y(IJ)_C2,X(FITS)_C2,Y(FITS)_C2,RA_C2,DEC_C2,Source-Sky_C2,Source_Error_C2,Source_SNR_C2,Peak_C2,Mean_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,X-Width_C2,Y-Width_C2,Angle_C2,Roundness_C2,X(IJ)_C3,Y(IJ)_C3,X(FITS)_C3,Y(FITS)_C3,RA_C3,DEC_C3,Source-Sky_C3,Source_Error_C3,Source_SNR_C3,Peak_C3,Mean_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,X-Width_C3,Y-Width_C3,Angle_C3,Roundness_C3,X(IJ)_C4,Y(IJ)_C4,X(FITS)_C4,Y(FITS)_C4,RA_C4,DEC_C4,Source-Sky_C4,Source_Error_C4,Source_SNR_C4,Peak_C4,Mean_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,X-Width_C4,Y-Width_C4,Angle_C4,Roundness_C4,X(IJ)_C5,Y(IJ)_C5,X(FITS)_C5,Y(FITS)_C5,RA_C5,DEC_C5,Source-Sky_C5,Source_Error_C5,Source_SNR_C5,Peak_C5,Mean_C5,Sky/Pixel_C5,FWHM_C5,Width_C5,X-Width_C5,Y-Width_C5,Angle_C5,Roundness_C5,X(IJ)_C6,Y(IJ)_C6,X(FITS)_C6,Y(FITS)_C6,RA_C6,DEC_C6,Source-Sky_C6,Source_Error_C6,Source_SNR_C6,Peak_C6,Mean_C6,Sky/Pixel_C6,FWHM_C6,Width_C6,X-Width_C6,Y-Width_C6,Angle_C6,Roundness_C6,X(IJ)_C7,Y(IJ)_C7,X(FITS)_C7,Y(FITS)_C7,RA_C7,DEC_C7,Source-Sky_C7,Source_Error_C7,Source_SNR_C7,Peak_C7,Mean_C7,Sky/Pixel_C7,FWHM_C7,Width_C7,X-Width_C7,Y-Width_C7,Angle_C7,Roundness_C7
24,lsc1m005-fa15-20190407-0081-e91.fits,24,0,58581.49458,2458581.495,2019,NaN,2458581.494,NaN,NaN,42,1.330457,6.745244,15,28,42,0.111528,0.15786,0.128447,0.170904,0.596257,0.134762,0.1256,0.000133,0.00017,0.000153,0.000178,0.000439,0.000156,0.000151,836.811414,926.30773,841.985007,960.062171,1359.369381,863.149954,832.625308,7495660.501,2725.561264,2011.122357,2016.11429,2011.622357,2080.38571,5.05642,-54.177924,835975.8073,706.858347,951.631375,878.466,9194.355469,1182.66384,217.476114,2622,5.651876,14.235109,14.298888,14.17133,40.139823,0.997183,1769.120891,2258.251506,1769.620891,1838.248494,5.053409,-54.15197,1021942.56,1028.785037,993.348973,11260.62598,1445.752977,220.093076,5.802993,14.35149,14.391136,14.311845,40.368149,0.998822,2348.50352,2511.550375,2349.00352,1584.949625,5.060513,-54.123937,853202.3629,958.868645,889.801088,9104.402344,1207.034431,214.696499,5.84399,14.368875,14.249801,14.487948,52.423259,0.995817,2206.412252,2740.361421,2206.912252,1356.138579,5.058735,-54.099338,1094057.69,1055.549396,1036.481755,11474.70898,1547.775017,218.678947,5.821352,14.470814,14.309799,14.63183,56.286728,0.99664,2268.137483,910.967507,2268.637483,3185.532493,5.059731,-54.297231,2799886.304,1576.267872,1776.275691,32072.57813,3961.028847,225.274816,5.333497,13.806133,14.196351,13.415916,27.71949,0.990086,2971.892216,935.350816,2972.392216,3161.149184,5.068427,-54.29372,890167.5249,972.547728,915.294436,10061.94336,1259.329438,211.101407,5.842002,13.761227,14.115704,13.406749,32.681617,0.984747,2911.005604,1123.453509,2911.505604,2973.046491,5.067646,-54.273447,836404.0591,951.946667,878.624915,9523.463867,1183.269693,215.367469,5.347728,13.883867,14.246921,13.520812,31.472651,0.986797
25,lsc1m005-fa15-20190407-0082-e91.fits,25,0,58581.49537,2458581.495,2019,NaN,2458581.495,NaN,NaN,42,1.333724,6.210556,15,28,42,0.111445,0.158081,0.128487,0.170781,0.596357,0.134547,0.125627,0.000133,0.00017,0.000152,0.000178,0.000438,0.000156,0.000151,837.13514,927.802681,842.839679,960.314649,1360.291118,862.778271,833.571351,7505741.739,2727.309118,2010.38603,2015.934191,2010.88603,2080.565809,5.056421,-54.177933,836477.828,706.858347,951.865324,878.777499,9513.357422,1183.374054,217.4869,2665,5.148741,14.211603,14.228609,14.194597,43.471204,0.997987,1768.207803,2258.023092,1768.707803,1838.476908,5.053408,-54.151984,1024550.666,1029.582058,995.113171,11443.69141,1449.442694,220.823998,5.236232,14.384754,14.380436,14.389072,45.596017,0.999167,2347.776284,2511.439791,2348.276284,1585.060209,5.060514,-54.123939,854587.2326,959.410987,890.741553,9466.044922,1208.993621,216.319822,5.640516,14.324211,14.229776,14.418646,51.954442,0.996991,2205.698135,2740.233233,2206.198135,1356.266767,5.058736,-54.099342,1094859.713,1056.138013,1036.663485,12215.63379,1548.909647,218.659387,5.403096,14.464511,14.283504,14.645517,59.536225,0.997348,2267.332954,910.769826,2267.832954,3185.730174,5.059731,-54.297245,2803946.785,1577.532534,1777.425647,33244.97656,3966.773254,225.794484,5.07654,13.756663,14.09639,13.416936,28.403627,0.99187,2971.083477,935.242328,2971.583477,3161.257672,5.068427,-54.293726,890111.5161,973.063535,914.751694,11230.28027,1259.250202,213.059081,5.190359,13.751095,14.096896,13.405293,32.316824,0.986235,2910.303452,1123.296533,2910.803452,2973.203467,5.067647,-54.273457,837685.8263,952.269569,879.672997,10436.93262,1185.083022,215.928964,5.033164,13.916018,14.25063,13.581407,32.011792,0.987959
26,lsc1m005-fa15-20190407-0083-e91.fits,26,0,58581.49616,2458581.496,2019,NaN,2458581.496,NaN,NaN,42,1.33702,6.347646,15,28,42,0.111369,0.157802,0.128419,0.170512,0.596232,0.134724,0.126094,0.000133,0.000171,0.000153,0.000178,0.000439,0.000156,0.000151,834.423276,924.842171,840.477422,958.156541,1357.86166,861.45406,833.754904,7482972.773,2724.201886,2010.534702,2016.23801,2011.034702,2080.26199,5.056419,-54.177941,833370.651,706.858347,951.542024,875.810663,9273.117188,1178.978298,217.701696,2707,5.493445,14.278264,14.347065,14.209464,40.711372,0.995825,1768.473105,2258.320283,1768.973105,1838.179717,5.053408,-54.151992,1019889.623,1028.416503,991.708729,11376.25879,1442.848666,220.599959,5.584331,14.369906,14.349295,14.390518,46.783517,0.997874,2347.893922,2511.746466,2348.393922,1584.753534,5.060513,-54.123943,851596.7898,958.858174,888.136341,8934.436523,1204.76301,215.745737,5.572071,14.449256,14.328858,14.569653,51.882357,0.995095,2205.870941,2740.547772,2206.370941,1355.952228,5.058735,-54.099345,1090064.685,1053.953788,1034.262315,11510.01953,1542.126071,218.465992,5.405153,14.509284,14.3453,14.673269,55.289918,0.995866,2267.434538,911.097492,2267.934538,3185.402508,5.059729,-54.297253,2795075.619,1575.088805,1774.551129,32420.48633,3954.22312,226.017259,5.089943,13.827966,14.174623,13.48131,29.674466,0.99034,2971.357222,935.40186,2971.857222,3161.09814,5.068428,-54.29375,888440.8856,972.680744,913.394134,10707.85645,1256.886743,211.972672,5.628815,13.753249,14.038097,13.468402,35.754153,0.982958,2910.435111,1123.525076,2910.935111,2972.974924,5.067646,-54.273474,837905.1701,952.047927,880.108182,10037.35742,1185.39333,216.170464,5.449209,13.848022,14.082635,13.61341,36.630684,0.986166
27,lsc1m005-fa15-20190407-0084-e91.fits,27,0,58581.49695,2458581.497,2019,NaN,2458581.497,NaN,NaN,42,1.340375,7.235554,15,28,42,0.111666,0.157594,0.128272,0.170819,0.596077,0.134891,0.126067,0.000134,0.000171,0.000153,0.000178,0.00044,0.000157,0.000152,833.976522,922.982966,839.238164,957.017999,1355.464849,860.617517,831.493225,7460782.984,2720.795617,2010.671269,2016.009637,2011.171269,2080.490363,5.056419,-54.177953,833119.1859,706.858347,951.649869,875.447172,8279.657227,1178.622548,217.341754,2622,6.257576,14.659913,14.572652,14.747175,51.213918,0.99694,1768.591294,2258.090058,1769.091294,1838.409942,5.053407,-54.152005,1015704.197,1026.311646,989.664495,9687.295898,1436.9275,220.754334,6.357935,14.7684,14.685943,14.850857,52.733571,0.998247,2348.015867,2511.404569,2348.515867,1585.095431,5.060512,-54.123971,848208.709,956.420662,886.857366,8298.891602,1199.969856,215.753153,6.098319,14.73104,14.529393,14.932687,56.110582,0.994761,2205.952372,2740.180064,2206.452372,1356.319936,5.058734,-54.099376,1088503.954,1053.586607,1033.141411,10518.98731,1539.918088,219.28768,6.303926,14.861829,14.593643,15.130015,60.767308,0.995241,2267.569466,910.908775,2268.069466,3185.591225,5.059728,-54.297257,2786333.398,1573.08998,1771.248583,28005.42969,3941.855408,227.048919,6.19383,14.185942,14.426981,13.944903,34.100648,0.99163,2971.526762,935.275634,2972.026762,3161.224366,5.068427,-54.29375,886773.4818,971.695085,912.60468,8871.960938,1254.527849,211.755522,6.662539,14.098284,14.28979,13.906778,38.409999,0.985809,2910.612631,1123.375331,2911.112631,2973.124669,5.067645,-54.273476,835259.244,951.748155,877.60532,8456.638672,1181.650111,216.116767,6.427104,14.225808,14.403557,14.048059,38.450197,0.987847
28,lsc1m005-fa15-20190407-0085-e91.fits,28,0,58581.49774,2458581.498,2019,NaN,2458581.497,NaN,NaN,42,1.343745,7.166622,15,28,42,0.111568,0.157308,0.1284,0.171267,0.596005,0.134794,0.125927,0.000134,0.000171,0.000153,0.000179,0.00044,0.000157,0.000152,833.409579,921.754363,838.293526,957.428725,1354.562897,859.629992,830.205946,7453715.458,2720.30682,2010.50985,2016.074139,2011.00985,2080.425861,5.056419,-54.177953,831592.9991,706.858347,950.544208,874.859888,8020.280762,1176.463435,217.916581,2592,6.059273,14.565367,14.457557,14.673178,52.230466,0.996486,1768.4229,2258.120575,1768.9229,1838.379425,5.053407,-54.152007,1013152.775,1025.199451,988.249431,9529.679688,1433.317975,220.768242,5.968344,14.769458,14.613466,14.92545,57.120734,0.997354,2347.827882,2511.499914,2348.327882,1585.000086,5.060512,-54.123965,848153.6327,957.483942,885.814995,8044.026855,1199.891939,216.867277,6.300118,14.692979,14.467732,14.918226,56.984379,0.994306,2205.79537,2740.278983,2206.29537,1356.221017,5.058734,-54.099367,1089909.106,1054.242868,1033.83114,10342.81445,1541.905971,218.415013,6.239958,14.807556,14.522414,15.092699,61.315626,0.994903,2267.504987,911.002732,2268.004987,3185.497268,5.05973,-54.297261,2783481.69,1572.273185,1770.354997,27906.83594,3937.821066,227.254348,5.988104,14.13658,14.355934,13.917225,35.041215,0.991705,2971.23477,935.35505,2971.73477,3161.14495,5.068426,-54.293756,885374.9885,971.329899,911.508016,9244.22168,1252.549386,213.015432,6.175451,14.079747,14.270436,13.889058,38.183531,0.986798,2910.403011,1123.45923,2910.903011,2973.04077,5.067646,-54.273481,833643.266,951.476231,876.157742,8303.280273,1179.363969,216.382525,6.19955,14.210503,14.346568,14.074438,39.891826,0.988345
29,lsc1m005-fa15-20190407-0086-e91.fits,29,0,58581.49853,2458581.499,2019,NaN,2458581.498,NaN,NaN,42,1.347133,7.741438,15,28,42,0.11132,0.157379,0.128527,0.170768,0.597251,0.13458,0.125786,0.000133,0.00017,0.000153,0.000178,0.00044,0.000156,0.000151,834.838635,923.631726,841.779264,959.031496,1358.408587,861.717135,832.859167,7479958.52,2722.239572,2010.640764,2015.875322,2011.140764,2080.624678,5.05642,-54.177949,832666.1713,706.858347,950.247238,876.262658,7698.62793,1177.981663,215.98141,2724,6.607188,14.484279,14.285984,14.682575,57.284886,0.995665,1768.595871,2257.925226,1769.095871,1838.574774,5.053409,-54.152004,1017114.953,1027.258432,990.12568,9514.301758,1438.92331,219.954748,6.518071,14.5785,14.309465,14.847535,63.845495,0.996358,2347.938289,2511.251044,2348.438289,1585.248956,5.060512,-54.123967,851884.1985,957.539785,889.659325,7584.634766,1205.16961,214.146817,6.841014,14.64024,14.291515,14.988965,62.101179,0.992826,2205.96039,2740.010593,2206.46039,1356.489407,5.058735,-54.099374,1091024.66,1053.795246,1035.328888,9621.307617,1543.484156,218.25181,6.757167,14.706104,14.273567,15.138641,67.268215,0.992978,2267.554707,910.728533,2268.054707,3185.771467,5.05973,-54.297258,2796939.175,1575.108738,1775.711802,27650.64063,3956.859513,225.279437,6.834425,13.987199,14.153453,13.820946,37.566549,0.991418,2971.339396,935.132138,2971.839396,3161.367862,5.068426,-54.293746,887249.1671,971.07991,913.672663,8584.3125,1255.200806,210.948121,6.639394,13.963313,14.067611,13.859015,41.119573,0.987763,2910.449108,1123.168509,2910.949108,2973.331491,5.067645,-54.273479,835746.3677,950.787999,879.003909,7789.438477,1182.33925,215.657502,6.826187,14.049277,14.067981,14.030573,44.28525,0.988609
30,lsc1m005-fa15-20190407-0087-e91.fits,30,0,58581.49931,2458581.499,2019,NaN,2458581.499,NaN,NaN,42,1.350553,6.968761,15,28,42,0.111274,0.157525,0.128424,0.170624,0.597303,0.13456,0.125877,0.000134,0.000171,0.000153,0.000178,0.000441,0.000157,0.000151,832.271176,922.723265,838.995161,956.176991,1355.737016,859.736029,831.07898,7460005.054,2720.777522,2010.602098,2016.19188,2011.102098,2080.30812,5.056418,-54.177948,830105.9013,706.858347,950.33917,873.483833,8308.795898,1174.359622,218.072263,2647,5.897545,14.633113,14.619406,14.64682,45.799234,0.995489,1768.543227,2258.206325,1769.043227,1838.293675,5.053408,-54.152007,1015214.256,1026.138556,989.353971,10376.31836,1436.234374,219.933153,5.553645,14.722655,14.637682,14.807627,51.584922,0.997433,2347.937841,2511.647468,2348.437841,1584.852532,5.060511,-54.123961,849010.4618,957.628393,886.576117,8286.209961,1201.104104,215.098133,5.900274,14.748166,14.599054,14.897278,52.201312,0.993392,2205.85433,2740.395343,2206.35433,1356.104657,5.058733,-54.099369,1087331.356,1053.541159,1032.072973,10499.81055,1538.259201,219.17189,5.948307,14.885499,14.706229,15.064768,56.086468,0.995928,2267.576541,911.137267,2268.076541,3185.362733,5.059729,-54.297246,2789629.75,1573.648109,1772.715091,29603.05859,3946.518792,226.427107,5.776657,14.155736,14.496761,13.814712,31.321207,0.98902,2971.449043,935.532087,2971.949043,3160.967913,5.068426,-54.293737,884762.1898,970.612766,911.550127,9232.658203,1251.682453,212.20144,5.919413,14.134882,14.451434,13.81833,34.837945,0.983387,2910.58173,1123.59104,2911.08173,2972.90896,5.067645,-54.273468,834057.0409,950.900291,877.123552,8689.171875,1179.949341,215.872687,6.044047,14.26261,14.501396,14.023825,36.728919,0.986177
31,lsc1m005-fa15-20190407-0088-e91.fits,31,0,58581.5001,2458581.5,2019,NaN,2458581.5,NaN,NaN,42,1.354005,7.488979,15,28,42,0.111543,0.157665,0.128595,0.170452,0.596981,0.134844,0.125614,0.000134,0.000171,0.000153,0.000178,0.00044,0.000157,0.000151,833.959264,923.223333,840.252581,956.390484,1356.00751,860.861003,830.235827,7462641.58,2720.86331,2010.738373,2015.862256,2011.238373,2080.637744,5.05642,-54.177946,832408.9023,706.858347,950.881936,875.407209,7770.095703,1177.617702,217.55816,2642,6.461373,14.715368,14.552357,14.87838,54.253992,0.99513,1768.676551,2257.982707,1769.176551,1838.517293,5.053409,-54.151993,1016355.779,1026.696519,989.928144,9591.134766,1437.849299,220.694671,6.427707,14.813793,14.637488,14.990099,58.03518,0.997067,2348.114181,2511.286655,2348.614181,1585.213345,5.060514,-54.123961,850310.9286,957.509054,888.044792,7852.34668,1202.943888,214.504544,6.519943,14.87011,14.57731,15.162911,58.6785,0.992662,2206.082891,2740.085368,2206.582891,1356.414632,5.058736,-54.099363,1086778.432,1052.790228,1032.283928,9495.953125,1537.476973,217.641016,6.484391,14.938997,14.574342,15.303652,63.058234,0.993148,2267.735518,910.698349,2268.235518,3185.801651,5.059731,-54.297258,2789674.617,1573.733643,1772.647251,26753.03906,3946.582266,226.147348,6.585195,14.266467,14.4729,14.060034,36.4979,0.990211,2971.489464,935.063155,2971.989464,3161.436845,5.068427,-54.293752,886720.8025,971.353834,912.871058,8606.40332,1254.453323,211.788688,6.338457,14.158036,14.25675,14.059323,41.845864,0.983896,2910.606644,1123.148035,2911.106644,2973.351965,5.067646,-54.27348,832801.0217,950.597027,876.082081,7975.55957,1178.172437,216.338159,6.63703,14.299172,14.387519,14.210825,41.972597,0.986277
32,lsc1m005-fa15-20190407-0089-e91.fits,32,0,58581.50088,2458581.501,2019,NaN,2458581.501,NaN,NaN,42,1.357505,6.996833,15,28,42,0.11134,0.158118,0.128543,0.170139,0.597667,0.134492,0.125533,0.000134,0.000171,0.000153,0.000178,0.000441,0.000157,0.000151,831.413496,923.284397,838.990651,954.224363,1354.178475,858.320515,828.948065,7444638.27,2718.187999,2010.603538,2015.866174,2011.103538,2080.633826,5.056419,-54.177963,828882.4475,706.858347,949.909837,872.590656,8125.956055,1172.628789,218.756118,2738,5.906899,14.878149,14.805061,14.951237,49.729886,0.996427,1768.585168,2257.924839,1769.085168,1838.575161,5.053408,-54.152016,1016415.315,1026.4161,990.256597,10155.00293,1437.933525,221.874962,5.328089,14.968289,14.826605,15.109972,56.26267,0.997558,2347.949578,2511.300585,2348.449578,1585.199415,5.060512,-54.123975,847954.6378,956.300652,886.70298,8311.837891,1199.610419,215.536376,6.024558,15.009498,14.744833,15.274162,57.980661,0.993514,2205.938811,2740.071565,2206.438811,1356.428435,5.058735,-54.099379,1082456.187,1051.157289,1029.775657,10599.40137,1531.362248,219.455007,5.977034,15.074974,14.768747,15.381202,60.943716,0.99409,2267.615323,910.759821,2268.115323,3185.740179,5.05973,-54.29727,2784945.559,1572.856805,1770.628801,28140.22656,3939.892017,226.390615,6.058401,14.373316,14.619546,14.127086,35.045182,0.989883,2971.502357,935.162317,2972.002357,3161.337683,5.068428,-54.293759,882550.2301,969.857815,909.978985,8714.773438,1248.55317,213.425979,5.921012,14.304333,14.462556,14.14611,39.89773,0.984411,2910.585889,1123.182107,2911.085889,2973.317893,5.067647,-54.273493,830316.3414,949.247437,874.710122,8077.436035,1174.657334,217.997549,6.272861,14.404564,14.506,14.303128,41.4854,0.986756
33,lsc1m005-fa15-20190407-0090-e91.fits,33,0,58581.50167,2458581.502,2019,NaN,2458581.501,NaN,NaN,42,1.361024,7.106155,15,28,42,0.111473,0.157724,0.128641,0.170655,0.596385,0.134598,0.125863,0.000134,0.000171,0.000153,0.000179,0.00044,0.000157,0.000152,832.671531,922.319061,839.915358,955.764911,1355.045333,859.549995,830.212759,7465332.847,2723.903798,2010.558924,2015.996653,2011.058924,2080.503347,5.05642,-54.177955,832186.1582,706.858347,952.174107,873.985285,7903.837891,1177.302584,220.643549,2603,5.82924,14.739318,14.709064,14.769572,46.657831,0.994962,1768.544047,2258.128491,1769.044047,1838.371509,5.053409,-54.152003,1017050.044,1028.446747,988.918529,9530.137695,1438.831483,223.240835,5.80346,14.838698,14.734202,14.943194,52.84497,0.997288,2347.881697,2511.489329,2348.381697,1585.010671,5.060512,-54.123961,850888.5935,958.4985,887.730751,8021.05127,1203.761117,217.74924,6.070904,14.819874,14.666602,14.973146,52.588681,0.993759,2205.828943,2740.209114,2206.328943,1356.290886,5.058735,-54.099372,1088274.351,1054.908922,1031.628729,10140.1875,1539.593265,220.84931,6.319296,14.959259,14.724449,15.194069,58.191426,0.995011,2267.503523,910.781772,2268.003523,3185.718228,5.059731,-54.297271,2788935.543,1574.415336,1771.4103,28153.12109,3945.53669,228.334988,6.101522,14.234933,14.561276,13.90859,31.873513,0.989267,2971.326926,935.256558,2971.826926,3161.243442,5.068428,-54.293749,885618.7851,971.732395,911.381353,8798.307617,1252.894287,213.833834,6.169004,14.170086,14.419969,13.920204,37.328676,0.982243,2910.514502,1123.390557,2911.014502,2973.109443,5.067647,-54.273472,834565.5309,952.548938,876.139269,8214.362305,1180.668707,218.497146,6.452829,14.29455,14.510049,14.079051,38.010578,0.984428
34,lsc1m005-fa15-20190407-0091-e91.fits,34,0,58581.50246,2458581.502,2019,NaN,2458581.502,NaN,NaN,42,1.364592,7.701805,15,28,42,0.111131,0.15775,0.128165,0.171003,0.597187,0.134477,0.125711,0.000134,0.000171,0.000153,0.000179,0.00044,0.000156,0.000151,832.00655,923.523256,838.435494,957.022786,1355.805701,859.547847,829.873,7471163.173,2724.791454,2010.521596,2015.92545,2011.021596,2080.57455,5.056417,-54.177952,830278.3265,706.858347,950.871541,873.176124,7472.584961,1174.603554,221.225399,2632,6.323971,14.636898,14.390392,14.883403,61.024089,0.995973,1768.554061,2258.001365,1769.054061,1838.498635,5.053407,-54.152003,1017990.529,1027.899197,990.360273,9244.572266,1440.161998,223.344206,6.297671,14.696969,14.420224,14.973715,66.659838,0.996989,2347.96119,2511.390881,2348.46119,1585.109119,5.060511,-54.123961,848757.9699,958.069096,885.904757,7348.474121,1200.746901,218.37216,6.639958,14.760311,14.391628,15.128994,63.515891,0.993128,2205.885165,2740.166335,2206.385165,1356.333665,5.058733,-54.099365,1091024.886,1056.004923,1033.162689,9252.317383,1543.484476,221.765233,6.888388,14.856706,14.389072,15.324341,69.277574,0.992961,2267.593415,910.855047,2268.093415,3185.644953,5.059729,-54.297255,2793462.648,1575.671424,1772.871301,27387.38477,3951.941233,229.633742,6.574912,14.066921,14.148765,13.985076,40.835813,0.993546,2971.42865,935.120842,2971.92865,3161.379158,5.068426,-54.293758,885603.1261,971.780932,911.319719,8352.977539,1252.872134,215.464175,6.925031,14.037879,14.031569,14.044189,45.230423,0.987507,2910.540852,1123.292343,2911.040852,2973.207657,5.067645,-54.273477,834324.0146,952.769805,875.682678,7763.039551,1180.327032,220.13937,7.156547,14.171075,14.151252,14.190898,45.729988,0.987943
35,lsc1m005-fa15-20190407-0092-e91.fits,35,0,58581.50325,2458581.503,2019,NaN,2458581.503,NaN,NaN,42,1.368207,7.392668,15,28,42,0.111436,0.158019,0.128791,0.170671,0.597101,0.134394,0.125265,0.000133,0.000171,0.000153,0.000178,0.00044,0.000156,0.000151,834.732736,925.677541,842.305841,957.805617,1357.718821,861.065398,829.931225,7485325.912,2725.535831,2010.385814,2016.146864,2010.885814,2080.353136,5.056417,-54.177946,834132.1041,706.858347,952.005496,876.184127,7869.421387,1180.055534,217.893082,2619,6.02011,14.580595,14.464446,14.696745,53.78101,0.997212,1768.423731,2258.269243,1768.923731,1838.230757,5.053407,-54.151993,1021420.329,1028.83303,992.79504,9619.393555,1445.014172,220.618252,5.9384,14.62118,14.456118,14.786241,60.208891,0.998012,2347.898047,2511.600533,2348.398047,1584.899467,5.060512,-54.123953,854050.6331,959.231559,890.348764,7890.431641,1208.234488,215.442533,6.36499,14.67655,14.366496,14.986605,62.063604,0.994333,2205.772118,2740.407901,2206.272118,1356.092099,5.058733,-54.099354,1091280.543,1055.557131,1033.843182,9877.478516,1543.846157,219.440337,6.332719,14.735221,14.353151,15.117291,66.289319,0.994133,2267.435725,910.992408,2267.935725,3185.507592,5.059729,-54.29726,2798504.391,1576.856006,1774.736806,27068.31445,3959.073841,226.129308,6.362203,14.025138,14.216137,13.834139,35.608335,0.992847,2971.402218,935.375008,2971.902218,3161.124992,5.068428,-54.293747,886800.529,971.358965,912.948313,8382.610352,1254.566113,212.847468,6.402889,14.051972,14.237651,13.866293,37.880116,0.988461,2910.535029,1123.465634,2911.035029,2973.034366,5.067647,-54.273474,833269.487,951.68746,875.570523,7837.978516,1178.83518,218.092064,6.625563,14.160413,14.303758,14.017068,39.446596,0.988957
36,lsc1m005-fa15-20190407-0093-e91.fits,36,0,58581.50404,2458581.504,2019,NaN,2458581.504,NaN,NaN,42,1.371824,7.630003,15,28,42,0.111721,0.157993,0.128992,0.171062,0.59432,0.134839,0.125675,0.000134,0.000171,0.000153,0.000178,0.000438,0.000156,0.000151,835.363976,925.179828,842.208399,958.940755,1357.036414,861.796432,831.718878,7482998.54,2725.034233,2010.763986,2016.153658,2011.263986,2080.346342,5.056419,-54.177936,836007.0779,706.858347,953.338677,876.925586,7513.393555,1182.708079,218.821928,2664,6.636219,14.509991,14.314091,14.705892,58.655327,0.996538,1768.671298,2258.21866,1769.171298,1838.28134,5.053407,-54.151991,1020956.877,1028.995201,992.188181,9171.275391,1444.358521,222.176233,6.431095,14.636556,14.418333,14.854778,64.654469,0.997785,2348.096916,2511.654687,2348.596916,1584.845313,5.060511,-54.123942,854961.5122,960.366253,890.245268,7651.316406,1209.523118,216.953829,6.487948,14.622668,14.281307,14.964029,63.675915,0.994084,2206.131139,2740.363762,2206.631139,1356.136238,5.058735,-54.099354,1093072.356,1055.763194,1035.33857,9454.070312,1546.381054,220.168825,6.63304,14.773809,14.341842,15.205775,68.131529,0.993461,2267.712323,910.918539,2268.212323,3185.581461,5.059729,-54.297254,2789462.1,1573.997877,1772.214653,27301.77344,3946.281616,227.039004,6.470499,13.999927,14.158876,13.840978,37.194385,0.992882,2971.575029,935.36778,2972.075029,3161.13222,5.068426,-54.293736,889110.3804,972.929282,913.848927,8560.230469,1257.833884,213.578297,6.671506,13.894439,13.969498,13.81938,42.302267,0.986798,2910.666726,1123.45386,2911.166726,2973.04614,5.067645,-54.273464,835435.3144,951.830071,877.714773,7923.314941,1181.899199,217.249573,6.687046,14.073643,14.129591,14.017694,42.876535,0.988473
