Label,Saturated,J.D.-2400000,JD_UTC,DATE-OBS,JD-OBS,BJD-OBS,TIME-OBS,JD,DATE,FWHM_Mean,Source_Radius,FWHM_Mult,Source_Rad(base),Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_C4,rel_flux_C5,rel_flux_C6,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_err_C5,rel_flux_err_C6,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_C4,rel_flux_SNR_C5,rel_flux_SNR_C6,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_C2,Y(IJ)_C2,X(FITS)_C2,Y(FITS)_C2,RA_C2,DEC_C2,Source-Sky_C2,Source_Error_C2,Source_SNR_C2,Peak_C2,Mean_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,X-Width_C2,Y-Width_C2,Angle_C2,Roundness_C2,X(IJ)_C3,Y(IJ)_C3,X(FITS)_C3,Y(FITS)_C3,RA_C3,DEC_C3,Source-Sky_C3,Source_Error_C3,Source_SNR_C3,Peak_C3,Mean_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,X-Width_C3,Y-Width_C3,Angle_C3,Roundness_C3,X(IJ)_C4,Y(IJ)_C4,X(FITS)_C4,Y(FITS)_C4,RA_C4,DEC_C4,Source-Sky_C4,Source_Error_C4,Source_SNR_C4,Peak_C4,Mean_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,X-Width_C4,Y-Width_C4,Angle_C4,Roundness_C4,X(IJ)_C5,Y(IJ)_C5,X(FITS)_C5,Y(FITS)_C5,RA_C5,DEC_C5,Source-Sky_C5,Source_Error_C5,Source_SNR_C5,Peak_C5,Mean_C5,Sky/Pixel_C5,FWHM_C5,Width_C5,X-Width_C5,Y-Width_C5,Angle_C5,Roundness_C5,X(IJ)_C6,Y(IJ)_C6,X(FITS)_C6,Y(FITS)_C6,RA_C6,DEC_C6,Source-Sky_C6,Source_Error_C6,Source_SNR_C6,Peak_C6,Mean_C6,Sky/Pixel_C6,FWHM_C6,Width_C6,X-Width_C6,Y-Width_C6,Angle_C6,Roundness_C6
lsc1m009-fa04-20181106-0167-e91.fits,0,58429.78873,2458429.789,2018,NaN,NaN,NaN,NaN,2018,24.867818,23.559353,1.4,15,34,51,0.433339,0.521944,0.457191,0.522779,0,0,0.000218,0.000308,0.000276,0.000308,0,0,1984.035525,1696.132397,1654.119725,1698.182045,0,0,11655018.75,3262.941027,1988.374574,2054.122698,1988.874574,2042.377302,8.302209,-68.314692,5050574.092,1743.719414,2116.797508,2385.950509,30393.28125,2896.437381,107.143503,3955,18.603321,15.00074,13.25442,16.74706,281.809011,0.93714,2819.469842,1933.932388,2819.969842,2162.567612,8.318469,-68.327206,3997039.075,1909.516359,2093.220651,26681.96875,2292.248996,105.629216,17.997666,14.564634,12.502227,16.627041,274.803574,0.920707,2068.190684,2760.997524,2068.690684,1335.502476,8.303713,-68.238086,3656741.602,1834.418727,1993.406166,22408.89453,2097.0929,103.050349,19.171614,15.273273,13.168445,17.378101,283.716415,0.907125,1093.129477,1827.177844,1093.629477,2269.322156,8.284709,-68.339424,4001238.071,1906.682814,2098.533664,22636.01563,2294.657065,103.206672,18.878729,15.380338,14.20044,16.560236,290.687131,0.958683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lsc1m009-fa04-20181106-0168-e91.fits,0,58429.78926,2458429.789,2018,NaN,NaN,NaN,NaN,2018,24.692932,23.37558,1.4,15,34,51,0.434634,0.520661,0.458011,0.523171,0,0,0.000219,0.000307,0.000277,0.000308,0,0,1984.851746,1695.328589,1654.07588,1697.126485,0,0,11629893.2,3257.208889,1988.521417,2054.126545,1989.021417,2042.373455,8.302213,-68.31486,5054742.212,1716.621893,2116.906083,2387.797103,33250.26563,2944.586826,107.467391,3742,18.334014,14.994451,13.396793,16.59211,283.63953,0.943796,2819.340334,1933.983559,2819.840334,2162.516441,8.318451,-68.327433,3981971.875,1903.377876,2092.055353,27811.91602,2319.655767,107.335036,17.949915,14.570827,12.619352,16.522302,275.744277,0.927897,2068.371724,2760.889054,2068.871724,1335.610946,8.303729,-68.238346,3653346.688,1832.19762,1993.969782,25300.77148,2128.218626,104.565786,18.880387,15.243768,13.270035,17.217501,284.462902,0.915326,1093.292851,1827.120847,1093.792851,2269.379153,8.284727,-68.339493,3994574.64,1905.154663,2096.719347,24633.49609,2326.997375,103.684526,18.739595,15.32825,14.201043,16.455457,291.751377,0.959326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lsc1m009-fa04-20181106-0169-e91.fits,0,58429.78978,2458429.79,2018,NaN,NaN,NaN,NaN,2018,25.059606,23.831806,1.4,15,34,51,0.434841,0.521616,0.457433,0.522844,0,0,0.000219,0.000308,0.000277,0.000309,0,0,1981.225373,1690.897963,1649.019561,1693.308816,0,0,11641348.25,3268.949639,1988.695772,2054.506552,1989.195772,2041.993448,8.302187,-68.314828,5062134.352,1784.28323,2123.13601,2384.272288,30309.49609,2837.068839,107.855301,3935,18.922398,15.171085,13.453076,16.889094,282.399539,0.93932,2819.599579,1934.453308,2820.099579,2162.046692,8.318429,-68.327402,3990701.471,1912.553045,2086.583419,27572.60938,2236.585204,107.058109,18.300296,14.770931,12.721002,16.82086,275.494262,0.923047,2068.58155,2761.254942,2069.08155,1335.245058,8.303704,-68.238301,3653779.316,1838.718456,1987.133649,22268.38672,2047.757472,104.744439,19.141528,15.467823,13.34405,17.591596,284.367895,0.905518,1093.519926,1827.523185,1094.019926,2268.976815,8.284697,-68.339453,3996867.467,1909.787169,2092.833972,22414.7207,2240.040931,103.865008,19.18127,15.572241,14.355157,16.789325,291.916954,0.953611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lsc1m009-fa04-20181106-0170-e91.fits,0,58429.7903,2458429.79,2018,NaN,NaN,NaN,NaN,2018,24.950627,23.75575,1.4,15,34,51,0.43351,0.520135,0.457691,0.524049,0,0,0.000219,0.000307,0.000277,0.000309,0,0,1981.051731,1691.591049,1650.798158,1695.556204,0,0,11650391.05,3268.445253,1988.547041,2054.28397,1989.047041,2042.21603,8.302224,-68.314721,5050555.886,1772.91277,2119.431403,2382.976811,30835.42383,2848.733436,107.280909,3888,18.506524,15.050823,13.199498,16.902148,282.607717,0.928247,2819.448739,1934.246341,2819.948739,2162.253659,8.318479,-68.327206,3986340.866,1910.766426,2086.252308,26576.80859,2248.469825,106.890354,18.016026,14.591617,12.425851,16.757382,275.352428,0.912623,2068.325155,2761.213163,2068.825155,1335.286837,8.303726,-68.238115,3658028.651,1838.649147,1989.519673,22954.15234,2063.287441,104.689821,19.150762,15.278083,13.076141,17.480025,283.691494,0.898866,1093.324721,1827.357,1093.824721,2269.143,8.284727,-68.339459,4006021.537,1910.778729,2096.538693,22107.56055,2259.570581,103.160515,19.06959,15.404588,14.07516,16.734016,290.506702,0.948446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lsc1m009-fa04-20181106-0171-e91.fits,0,58429.79082,2458429.791,2018,NaN,NaN,NaN,NaN,2018,24.820894,23.723113,1.4,15,34,51,0.434399,0.52084,0.457485,0.523565,0,0,0.00022,0.000308,0.000278,0.000309,0,0,1977.86071,1689.027306,1647.819546,1692.357639,0,0,11601269.63,3260.310106,1988.74698,2054.14884,1989.24698,2042.35116,8.30222,-68.314686,5039579.787,1768.044644,2118.122752,2379.267104,31251.98242,2850.369081,106.76951,3951,18.541089,15.132678,13.397826,16.86753,281.267177,0.939966,2819.693884,1934.005677,2820.193884,2162.494323,8.318476,-68.327185,3973072.565,1906.847678,2083.58151,26259.19531,2247.156246,106.363083,17.904048,14.674755,12.607424,16.742086,274.282664,0.921943,2068.578587,2760.935418,2069.078587,1335.564582,8.303724,-68.238098,3641483.774,1833.751806,1985.8106,22659.55469,2059.610761,103.454213,18.981784,15.361746,13.236133,17.487359,283.301577,0.90777,1093.662242,1827.121326,1094.162242,2269.378674,8.284726,-68.33943,3986713.29,1905.494223,2092.220087,23375.06055,2254.871394,102.722816,18.906029,15.442184,14.201019,16.683348,289.123301,0.95864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lsc1m009-fa04-20181106-0172-e91.fits,0,58429.79135,2458429.791,2018,NaN,NaN,NaN,NaN,2018,24.927439,23.849738,1.4,15,34,51,0.434575,0.521163,0.458614,0.522011,0,0,0.00022,0.000309,0.000278,0.000309,0,0,1978.010726,1689.194342,1648.208228,1691.008266,0,0,11611070.83,3263.67339,1988.591942,2054.272005,1989.091942,2042.227995,8.302212,-68.314864,5045883.432,1786.969336,2120.362439,2379.726852,29641.2832,2823.710138,106.464467,3894,18.516965,15.214236,13.500006,16.928465,283.120561,0.938452,2819.521112,1934.039771,2820.021112,2162.460229,8.318452,-68.327445,3978046.711,1908.451925,2084.436427,26481.81641,2226.141563,106.477839,18.068511,14.729857,12.629961,16.829754,275.344556,0.91913,2068.409337,2761.061075,2068.909337,1335.438925,8.303726,-68.238348,3650724.023,1837.32991,1986.97251,21956.77539,2042.969596,103.178853,19.168992,15.4652,13.393885,17.536514,284.377044,0.909904,1093.531845,1827.278936,1094.031845,2269.221064,8.284729,-68.339497,3982300.092,1906.198849,2089.131517,23044.17969,2228.521783,101.750658,19.134392,15.646178,14.44498,16.847375,291.404604,0.956706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lsc1m009-fa04-20181106-0173-e91.fits,0,58429.79188,2458429.792,2018,NaN,NaN,NaN,NaN,2018,25.190857,23.826712,1.4,15,34,51,0.434395,0.518838,0.45899,0.523933,0,0,0.000219,0.000307,0.000278,0.00031,0,0,1979.16277,1688.311378,1649.429526,1692.664584,0,0,11621033.96,3265.232261,1988.628962,2054.238552,1989.128962,2042.261448,8.302212,-68.314682,5048113.828,1783.520477,2119.873171,2381.328231,26021.97461,2830.421009,105.621386,3828,18.78518,15.325119,13.728274,16.921965,284.110907,0.945257,2819.500945,1934.117911,2820.000945,2162.382089,8.318468,-68.327186,3969770.119,1907.350012,2081.301332,22527.88086,2225.805743,105.874451,18.241916,14.938954,13.009874,16.868034,276.591039,0.931931,2068.441474,2761.152629,2068.941474,1335.347371,8.303716,-68.238071,3655913.017,1838.024465,1989.044807,19290.41992,2049.829573,102.32391,19.400925,15.590038,13.643098,17.536978,285.352286,0.918187,1093.372664,1827.327032,1093.872664,2269.172968,8.284712,-68.339412,3995350.822,1909.299274,2092.574421,20034.49023,2240.148557,101.801144,19.407967,15.647208,14.545073,16.749343,292.744385,0.960018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lsc1m009-fa04-20181106-0174-e91.fits,0,58429.7924,2458429.792,2018,NaN,NaN,NaN,NaN,2018,25.22361,23.566482,1.4,15,34,51,0.435116,0.521748,0.457239,0.522923,0,0,0.000219,0.000308,0.000276,0.000308,0,0,1987.501642,1696.289872,1654.394008,1698.533678,0,0,11662182.34,3264.441836,1988.547637,2053.996427,1989.047637,2042.503573,8.302221,-68.314715,5074397.549,1744.774788,2121.563428,2391.819864,29463.38281,2908.339566,106.104088,3868,18.868622,15.252111,13.754148,16.750073,285.205972,0.949109,2819.424749,1933.929162,2819.924749,2162.570838,8.318476,-68.327212,3998508.579,1910.170338,2093.273306,24984.42383,2291.704699,105.602595,18.363162,14.812038,12.988504,16.635572,276.494389,0.938041,2068.363845,2760.884073,2068.863845,1335.615927,8.303725,-68.238114,3659252.622,1835.357226,1993.754987,21333.14258,2097.263583,102.804672,19.316059,15.522563,13.719036,17.32609,286.35544,0.925746,1093.37691,1827.071051,1093.87691,2269.428949,8.284724,-68.339443,4004421.137,1907.693275,2099.090661,22407.16602,2295.093421,102.204795,19.15574,15.636406,14.651743,16.621069,294.931046,0.962129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lsc1m009-fa04-20181106-0175-e91.fits,0,58429.79293,2458429.793,2018,NaN,NaN,NaN,NaN,2018,24.886622,23.48805,1.4,15,34,51,0.434829,0.519969,0.459108,0.522668,0,0,0.000219,0.000307,0.000277,0.000308,0,0,1984.469626,1694.105565,1655.012334,1696.968562,0,0,11637993.55,3259.896207,1988.372852,2053.949046,1988.872852,2042.550954,8.302208,-68.314693,5060532.036,1733.180443,2119.799698,2387.268967,28375.83789,2919.795256,106.657492,3851,18.498557,14.961801,13.274409,16.649193,279.768771,0.944146,2819.277557,1933.854816,2819.777557,2162.645184,8.318464,-68.327184,3981262.459,1905.64257,2089.196852,24345.33594,2297.084804,106.15465,17.939019,14.558714,12.532765,16.584662,272.533138,0.92487,2068.092171,2760.806817,2068.592171,1335.693183,8.303709,-68.238091,3661894.633,1834.381409,1996.255858,20499.86133,2112.817882,103.393493,18.989259,15.23611,13.190065,17.282155,281.943134,0.916748,1093.123287,1827.066562,1093.623287,2269.433438,8.284709,-68.33943,3994836.462,1905.385662,2096.602563,21600.76367,2304.91665,103.233569,18.896043,15.386999,14.181296,16.592703,287.662627,0.963553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lsc1m009-fa04-20181106-0176-e91.fits,0,58429.79346,2458429.793,2018,NaN,NaN,NaN,NaN,2018,25.136241,23.742142,1.4,15,34,51,0.433703,0.521068,0.458469,0.522262,0,0,0.000219,0.000308,0.000278,0.000308,0,0,1981.236854,1692.309003,1651.327683,1694.166721,0,0,11651289.38,3268.87435,1988.666699,2054.141583,1989.166699,2042.358417,8.302231,-68.314961,5053196.425,1770.882165,2120.201436,2383.35676,28378.91992,2853.491059,107.640424,3809,18.820919,15.27709,13.697292,16.856888,284.444013,0.945378,2819.597335,1934.004574,2820.097335,2162.495426,8.318469,-68.327508,3991351.169,1911.359336,2088.226475,25227.03516,2253.877332,106.837428,18.198065,14.814995,12.914751,16.71524,276.154629,0.933273,2068.461573,2760.943158,2068.961573,1335.556842,8.303741,-68.238453,3662578.213,1839.773395,1990.776811,20703.4707,2068.222429,104.187176,19.402188,15.516358,13.565521,17.467196,285.914268,0.915113,1093.493978,1827.230027,1093.993978,2269.269973,8.284749,-68.339605,3997359.993,1909.837391,2093.036827,22065.99023,2257.270456,103.696179,19.237168,15.714903,14.634438,16.795368,294.095156,0.957854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lsc1m009-fa04-20181106-0177-e91.fits,0,58429.79398,2458429.794,2018,NaN,NaN,NaN,NaN,2018,25.104231,23.717927,1.4,15,34,51,0.433925,0.519932,0.458832,0.523006,0,0,0.000219,0.000308,0.000278,0.000309,0,0,1979.010061,1689.794276,1650.035888,1692.835635,0,0,11621737.09,3263.955097,1988.36839,2054.241635,1988.86839,2042.258365,8.302212,-68.314868,5042962.634,1767.271738,2118.374558,2380.581194,28021.64648,2853.529837,108.37802,3876,18.755596,15.189661,13.535494,16.843829,282.425393,0.94373,2819.23457,1934.141341,2819.73457,2162.358659,8.31845,-68.327434,3975514.896,1907.552002,2084.09254,25194.45703,2249.521005,108.026373,18.122833,14.749623,12.737412,16.761833,275.140186,0.925889,2068.282587,2760.992547,2068.782587,1335.507453,8.303728,-68.238357,3655271.572,1837.155631,1989.636322,20281.93555,2068.313261,105.140227,19.287102,15.399892,13.338979,17.460805,283.455885,0.913047,1093.264366,1827.214385,1093.764366,2269.285615,8.284728,-68.339504,3990950.619,1907.749308,2091.96806,20752.52148,2258.255215,104.094242,19.11515,15.567479,14.435919,16.699039,291.210106,0.961626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lsc1m009-fa04-20181106-0178-e91.fits,0,58429.7945,2458429.795,2018,NaN,NaN,NaN,NaN,2018,25.021731,23.657889,1.4,15,34,51,0.435251,0.521702,0.457199,0.523013,0,0,0.000219,0.000308,0.000277,0.000309,0,0,1983.555021,1692.153806,1650.637014,1694.493087,0,0,11648368.59,3268.31672,1988.376,2053.840363,1988.876,2042.659637,8.302212,-68.31488,5069964.195,1758.335974,2123.561847,2387.481298,31171.16016,2883.387628,109.435235,3797,18.606349,15.067627,13.325563,16.809691,282.381098,0.936855,2819.314176,1933.772168,2819.814176,2162.727832,8.318452,-68.32744,3993540.614,1912.606061,2088.010017,25243.73242,2271.204521,108.652095,18.052867,14.627914,12.610162,16.645665,275.289795,0.924151,2068.187502,2760.728842,2068.687502,1335.771158,8.303726,-68.238354,3654699.646,1837.094985,1989.390682,22890.38281,2078.499046,106.149046,19.221729,15.376124,13.281903,17.470344,284.201609,0.907561,1093.214164,1826.897122,1093.714164,2269.602878,8.284727,-68.339509,4000128.33,1910.213143,2094.074341,22716.54883,2274.951083,105.136892,19.101749,15.454022,14.239774,16.668269,290.436984,0.957339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lsc1m009-fa04-20181106-0179-e91.fits,0,58429.79504,2458429.795,2018,NaN,NaN,NaN,NaN,2018,25.071593,23.703496,1.4,15,34,51,0.434685,0.522,0.456734,0.523223,0,0,0.00022,0.000309,0.000277,0.000309,0,0,1980.004166,1690.81538,1648.06104,1693.228087,0,0,11623419.09,3264.564696,1988.605888,2054.193699,1989.105888,2042.306301,8.302212,-68.314874,5052524.302,1765.121814,2120.809085,2382.356968,28905.2832,2862.422447,108.816327,3938,18.660041,15.208802,13.549776,16.867827,286.389071,0.934243,2819.427744,1934.139666,2819.927744,2162.360334,8.31845,-68.327435,3986481.67,1910.309632,2086.824881,26301.88281,2258.47397,107.808085,18.191829,14.74574,12.802561,16.68892,278.535595,0.926559,2068.378622,2761.074424,2068.878622,1335.425576,8.303725,-68.238347,3644325.885,1835.607822,1985.351033,20961.99609,2064.631379,105.63269,19.283728,15.482966,13.480323,17.485608,286.98704,0.905869,1093.472787,1827.262375,1093.972787,2269.237625,8.284727,-68.339501,3992611.533,1907.52292,2093.087056,22106.9707,2261.94674,104.445494,19.129042,15.597871,14.513823,16.68192,295.205627,0.952882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lsc1m009-fa04-20181106-0180-e91.fits,0,58429.79557,2458429.796,2018,NaN,NaN,NaN,NaN,2018,25.17591,23.65416,1.4,15,34,51,0.435429,0.519141,0.459578,0.522989,0,0,0.00022,0.000307,0.000278,0.000309,0,0,1983.287302,1690.905417,1652.400012,1694.757615,0,0,11632771.67,3263.6249,1988.391986,2054.070747,1988.891986,2042.429253,8.302201,-68.314664,5065242.378,1757.781612,2122.091031,2386.910978,29163.52148,2881.610744,107.911371,3912,18.778757,15.275548,13.723238,16.827859,286.245619,0.94312,2819.360751,1933.863217,2819.860751,2162.636783,8.318458,-68.327151,3975304.946,1907.010004,2084.574772,25285.39844,2261.546553,107.11159,18.210599,14.777637,12.869494,16.685779,278.110005,0.930018,2068.13878,2760.917748,2068.63878,1335.582252,8.3037,-68.238067,3662813.48,1837.726737,1993.121941,21890.11914,2083.770507,104.522137,19.33531,15.463559,13.535743,17.391376,286.857916,0.912876,1093.194759,1827.151551,1093.694759,2269.348449,8.284706,-68.339418,3994653.244,1907.176126,2094.538197,22324.13281,2272.553779,103.736643,19.307382,15.632679,14.587059,16.678298,295.067465,0.956831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lsc1m009-fa04-20181106-0181-e91.fits,0,58429.7961,2458429.796,2018,NaN,NaN,NaN,NaN,2018,25.310929,23.971877,1.4,15,34,51,0.434761,0.520572,0.457893,0.523388,0,0,0.000219,0.000308,0.000278,0.000309,0,0,1980.903486,1690.193213,1649.590615,1693.6673,0,0,11659254.26,3273.889505,1988.482367,2053.970064,1988.982367,2042.529936,8.30222,-68.314684,5068985.824,1805.319055,2126.535601,2383.68256,27551.91602,2807.806083,106.97459,3889,19.053893,15.342884,13.645311,17.040458,285.392141,0.935249,2819.419817,1933.767125,2819.919817,2162.732875,8.318475,-68.327183,3991579.865,1914.698901,2084.703691,23271.875,2211.010765,106.533762,18.391239,14.908858,12.904589,16.913126,278.470241,0.923782,2068.308047,2760.690231,2068.808047,1335.809769,8.303722,-68.238104,3661922.828,1841.68997,1988.349227,19928.86523,2028.407565,104.424194,19.23602,15.569038,13.50932,17.628755,286.581759,0.903503,1093.317705,1827.052993,1093.817705,2269.447007,8.284725,-68.339424,4005751.571,1913.232518,2093.708701,21431.55469,2218.860738,102.63007,19.386652,15.694657,14.480576,16.908738,293.430265,0.949413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lsc1m009-fa04-20181106-0182-e91.fits,0,58429.79662,2458429.797,2018,NaN,NaN,NaN,NaN,2018,25.329214,23.683606,1.4,15,34,51,0.434213,0.52131,0.456803,0.52384,0,0,0.000219,0.000308,0.000277,0.000309,0,0,1982.176947,1693.665735,1651.706753,1696.673961,0,0,11641658.14,3263.282997,1988.190768,2054.753618,1988.690768,2041.746382,8.30223,-68.314947,5054963.613,1762.160719,2120.325997,2384.050198,34376.67969,2868.61667,106.783049,3956,18.810332,15.265791,13.716608,16.814973,287.551798,0.939702,2819.196712,1934.558776,2819.696712,2161.941224,8.318469,-68.3275,3989265.666,1909.003772,2089.71073,28130.61523,2263.848934,106.137166,18.443132,14.805828,12.917828,16.693829,278.785769,0.930707,2068.023567,2761.609708,2068.523567,1334.890292,8.303741,-68.238432,3650418.777,1834.237796,1990.155684,25567.41406,2071.558364,103.011963,19.525138,15.544037,13.624391,17.463683,288.074316,0.909228,1093.044103,1827.884994,1093.544103,2268.615006,8.284748,-68.339586,4001973.7,1907.954983,2097.519981,25813.74805,2271.060555,102.36417,19.227328,15.639138,14.583317,16.69496,295.44892,0.954584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lsc1m009-fa04-20181106-0183-e91.fits,0,58429.79714,2458429.797,2018,NaN,NaN,NaN,NaN,2018,25.553162,24.094926,1.4,15,34,51,0.435749,0.522615,0.457742,0.521508,0,0,0.00022,0.00031,0.000278,0.000309,0,0,1977.70687,1687.508086,1644.691283,1687.642375,0,0,11613040.64,3269.708648,1988.240887,2054.442027,1988.740887,2042.057973,8.302207,-68.314664,5060375.431,1823.900196,2125.325766,2380.988135,29870.63477,2774.480447,105.789732,3836,19.226204,15.398317,13.696028,17.100606,286.34078,0.932651,2819.12828,1934.288419,2819.62828,2162.211581,8.318444,-68.327263,3986002.948,1912.752873,2083.909012,24981.85547,2185.428214,105.292051,18.39376,14.918059,12.864103,16.972015,279.258918,0.918776,2068.036885,2761.240594,2068.536885,1335.259406,8.303725,-68.238158,3646584.135,1839.870251,1981.978964,21492.16992,1999.333156,102.803463,19.702347,15.698648,13.604772,17.792525,287.34275,0.898405,1093.043316,1827.421544,1093.543316,2269.078456,8.284722,-68.339268,3980453.552,1909.777094,2084.250337,21478.67383,2182.385615,102.070569,19.561122,15.795409,14.613317,16.977501,294.784276,0.947328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lsc1m009-fa04-20181106-0184-e91.fits,0,58429.79766,2458429.798,2018,NaN,NaN,NaN,NaN,2018,24.889125,23.41997,1.4,15,34,51,0.434454,0.520571,0.458527,0.522699,0,0,0.000219,0.000307,0.000277,0.000308,0,0,1983.092813,1693.351052,1652.6522,1696.144903,0,0,11616177.5,3256.202025,1988.744527,2054.002194,1989.244527,2042.497806,8.302218,-68.314678,5046699.549,1723.147891,2115.427326,2385.664347,28820.43945,2928.767504,106.092976,3870,18.296178,15.027694,13.44438,16.611008,282.472131,0.947171,2819.725845,1933.936387,2820.225845,2162.563613,8.318475,-68.327138,3976822.771,1903.750531,2088.941122,25067.74609,2307.882446,105.993105,17.725261,14.606099,12.693611,16.518587,274.467957,0.932075,2068.569584,2760.781018,2069.069584,1335.718982,8.303717,-68.238092,3651854.127,1833.01586,1992.265429,20411.41602,2119.29234,103.601443,18.928338,15.271024,13.298771,17.243278,284.411173,0.915908,1093.481874,1826.969742,1093.981874,2269.530258,8.284723,-68.339456,3987500.603,1902.271906,2096.178044,21308.40039,2314.079147,102.209319,19.053559,15.408075,14.274823,16.541327,290.850726,0.9616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lsc1m009-fa04-20181106-0185-e91.fits,0,58429.79819,2458429.798,2018,NaN,NaN,NaN,NaN,2018,25.062882,23.749627,1.4,15,34,51,0.435779,0.520125,0.458754,0.522898,0,0,0.00022,0.000308,0.000278,0.000309,0,0,1982.02575,1689.685063,1650.052849,1692.955994,0,0,11626506.18,3265.276441,1988.677968,2054.519871,1989.177968,2041.980129,8.30217,-68.314801,5066588.076,1771.998889,2123.616707,2385.829825,29165.28906,2859.250142,108.241042,3879,18.835472,15.239501,13.644672,16.83433,283.590817,0.945833,2819.665126,1934.275173,2820.165126,2162.224827,8.318408,-68.327327,3978117.467,1909.069126,2083.799593,22434.56055,2244.988691,107.723094,18.170038,14.85376,12.923143,16.784378,276.144714,0.931551,2068.488608,2761.350063,2068.988608,1335.149937,8.303676,-68.238296,3656345.477,1837.668546,1989.665375,20027.8125,2063.401675,104.850911,19.07753,15.485321,13.517508,17.453134,284.912884,0.916883,1093.245225,1827.609855,1093.745225,2268.890145,8.284687,-68.339475,3992043.238,1907.998853,2092.267106,22721.60352,2252.847483,103.42442,19.279364,15.683345,14.582457,16.784233,292.962508,0.959665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
