Label,Saturated,J.D.-2400000,JD_UTC,DATE-OBS,JD-OBS,BJD-OBS,TIME-OBS,JD,DATE,FWHM_Mean,Source_Radius,FWHM_Mult,Source_Rad(base),Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_C2,Y(IJ)_C2,X(FITS)_C2,Y(FITS)_C2,RA_C2,DEC_C2,Source-Sky_C2,Source_Error_C2,Source_SNR_C2,Peak_C2,Mean_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,X-Width_C2,Y-Width_C2,Angle_C2,Roundness_C2,X(IJ)_C3,Y(IJ)_C3,X(FITS)_C3,Y(FITS)_C3,RA_C3,DEC_C3,Source-Sky_C3,Source_Error_C3,Source_SNR_C3,Peak_C3,Mean_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,X-Width_C3,Y-Width_C3,Angle_C3,Roundness_C3
coj1m003-fl11-20181104-0120-e91.fits,0,58427.01828,2458427.018283,2018,NaN,2458427.023385,NaN,NaN,2018,21.422146,18.665526,1.4,15,30,45,0.435237,6.826116,0.146496,0.0004,0.012107,0.00026,1087.442145,563.797639,563.797639,3793549.609,1902.852563,2056.372463,2030.236721,2056.872463,2066.263279,0.749995,-15.276637,1651092.651,1094.536745,1272.562469,1297.455088,10321.81543,1508.485355,131.839032,3063,14.370856,12.542185,13.363618,11.720753,4.59148,0.982544,2176.896557,1679.45012,2177.396557,2417.04988,0.750896,-15.314556,3308820.098,1716.060674,1928.148665,20815.71289,3023.032449,134.986265,14.109482,12.47955,13.430774,11.528326,6.084027,0.97596,2229.342281,2667.840847,2229.842281,1428.659153,0.751287,-15.207711,484729.5108,822.182243,589.564558,3125.714355,442.862711,126.988439,14.445672,12.641674,13.203165,12.080184,5.439395,0.99185
coj1m003-fl11-20181104-0121-e91.fits,0,58427.01936,2458427.019361,2018,NaN,2458427.024463,NaN,NaN,2018,21.343409,18.423053,1.4,15,30,45,0.438337,6.64026,0.150597,0.00045,0.013302,0.000302,973.380749,499.185331,499.185331,3122809.24,1754.908036,2055.953442,2030.407666,2056.453442,2066.092334,0.749992,-15.276618,1368841.436,1066.284493,1177.234005,1162.760701,8743.53418,1283.748798,135.532891,2917,14.202087,12.281451,13.20551,11.357393,2.92318,0.977375,2176.438927,1679.717991,2176.938927,2416.782009,0.750893,-15.314527,2714078.482,1570.09065,1728.612601,17700.61328,2545.360548,138.423621,14.053788,12.203223,13.237124,11.169321,5.573427,0.970596,2228.962384,2667.94475,2229.462384,1428.55525,0.751284,-15.2077,408730.7582,783.911709,521.398971,2685.772461,383.322426,131.345941,14.352204,12.426401,13.035338,11.817464,3.206325,0.99032
coj1m003-fl11-20181104-0122-e91.fits,0,58427.02044,2458427.020440,2018,NaN,2458427.025542,NaN,NaN,2018,21.130078,18.077205,1.4,15,30,45,0.435523,7.008134,0.142691,0.000485,0.015834,0.000322,897.71001,442.611479,442.611479,2726447.504,1653.945509,2056.275232,2030.077808,2056.775232,2066.422192,0.749995,-15.276654,1187431.835,1026.626402,1109.390729,1070.345915,8324.716797,1156.634812,137.600502,3007,14.065053,12.06447,12.960191,11.168749,1.664286,0.978118,2176.790282,1679.363218,2177.290282,2417.136782,0.750895,-15.314566,2385987.722,1479.329063,1612.885045,17145.78711,2324.105163,138.763293,13.904166,11.946813,12.997658,10.895967,4.810505,0.96865,2229.239193,2667.754665,2229.739193,1428.745335,0.751286,-15.20772,340459.7825,739.676464,460.282027,2506.318848,331.629677,133.893285,14.077606,12.162222,12.779018,11.545427,3.608158,0.989601
coj1m003-fl11-20181104-0136-e91.fits,0,58427.03551,2458427.035505,2018,NaN,2458427.040606,NaN,NaN,2018,20.015271,17.433493,1.4,15,30,45,0.437893,6.81792,0.146672,0.000576,0.018511,0.000398,760.076933,368.319731,368.319731,2062704.468,1477.977656,2054.176752,2030.867652,2054.676752,2065.632348,0.749979,-15.276569,903244.1161,954.813827,996.66125,906.269925,7383.210938,945.989773,151.783069,3019,13.024856,11.518477,12.505678,10.531277,4.282015,0.970388,2174.681927,1680.089718,2175.181927,2416.410282,0.750879,-15.314487,1798861.348,1306.910608,1376.422639,14686.24023,1883.991724,152.210223,12.827226,11.438534,12.516852,10.360215,6.346966,0.963304,2227.196885,2668.50307,2227.696885,1427.99693,0.751271,-15.207639,263843.1192,690.21925,382.259867,2230.450195,276.329387,148.398006,13.063653,11.66508,12.334955,10.995204,6.681264,0.986156
coj1m003-fl11-20181104-0137-e91.fits,0,58427.03659,2458427.036593,2018,NaN,2458427.041694,NaN,NaN,2018,19.670719,17.436152,1.4,15,30,45,0.43401,6.802744,0.146999,0.000396,0.011787,0.000255,1097.154192,577.141979,577.141979,3795203.316,1887.028917,2054.246678,2030.742684,2054.746678,2065.757316,0.74998,-15.276582,1647156.8,955.105123,1258.23502,1309.101061,13869.9043,1724.581683,145.55357,2999,12.982097,11.491649,12.47591,10.507389,3.050313,0.970752,2174.73518,1679.95006,2175.23518,2416.54994,0.75088,-15.314502,3308809.921,1706.923981,1938.463551,27618.20703,3464.341087,148.110564,12.898828,11.462337,12.561938,10.362737,4.245527,0.963051,2227.284086,2668.400989,2227.784086,1428.099011,0.751272,-15.20765,486393.3952,804.542515,604.558971,4144.84375,509.256399,140.77462,13.11596,11.611174,12.325335,10.897013,3.183109,0.984795
coj1m003-fl11-20181104-0138-e91.fits,0,58427.03767,2458427.037671,2018,NaN,2458427.042772,NaN,NaN,2018,19.323038,17.090922,1.4,15,30,45,0.440174,6.575718,0.152075,0.000465,0.013383,0.00031,946.073148,491.349885,491.349885,2906221.555,1681.986048,2054.038538,2030.69629,2054.538538,2065.80371,0.749978,-15.276587,1279243.423,917.657985,1131.457977,1130.615055,11137.60938,1394.030721,148.884063,2948,12.776269,11.297862,12.238039,10.357685,3.704623,0.972217,2174.557783,1679.893976,2175.057783,2416.606024,0.750879,-15.314508,2522598.325,1507.330643,1673.553401,21936.22852,2748.952622,150.355759,12.677069,11.227579,12.311534,10.143623,5.017838,0.962256,2227.032778,2668.332928,2227.532778,1428.167072,0.75127,-15.207658,383623.2304,746.345362,514.002297,3276.793457,418.045979,144.34233,12.845059,11.425699,12.073831,10.777567,3.382335,0.987031
coj1m003-fl11-20181104-0139-e91.fits,0,58427.03876,2458427.038756,2018,NaN,2458427.043857,NaN,NaN,2018,19.510309,17.292863,1.4,15,30,45,0.435325,6.776748,0.147563,0.000367,0.01071,0.000233,1185.277973,632.746087,632.746087,4321558.196,1993.026827,2051.609149,2033.998011,2052.109149,2062.501989,0.74996,-15.27623,1881282.162,939.471634,1329.087363,1415.469151,16222.35645,2002.489584,146.286273,2888,13.063287,11.351734,12.377608,10.325861,2.998729,0.967504,2172.105439,1683.225706,2172.605439,2413.274294,0.75086,-15.314148,3765855.723,1808.89512,2081.8541,34433.86719,4008.482624,148.871304,12.986441,11.259627,12.422139,10.097116,5.670972,0.956576,2224.649448,2671.543547,2225.149448,1424.956453,0.751252,-15.207311,555702.4735,836.692523,664.165698,4631.619629,591.505324,141.004877,13.158162,11.530106,12.256388,10.803824,2.871927,0.984095
coj1m003-fl11-20181104-0140-e91.fits,0,58427.03984,2458427.039836,2018,NaN,2458427.044937,NaN,NaN,2018,19.623073,17.452579,1.4,15,30,45,0.435549,6.79668,0.147131,0.000365,0.010661,0.000231,1193.083364,637.526283,637.526283,4374744.587,2004.007587,2051.187453,2033.512345,2051.687453,2062.987655,0.749957,-15.276283,1905416.829,956.905596,1337.430414,1424.684836,15839.66211,1991.227596,143.331532,3102,13.127174,11.591322,12.499374,10.683269,4.141033,0.975237,2171.684302,1682.783292,2172.184302,2413.716708,0.750857,-15.314196,3813641.041,1820.204791,2095.171412,33144.6875,3985.389005,145.938367,12.978855,11.529119,12.568002,10.490237,6.145364,0.966525,2224.146466,2671.2168,2224.646466,1425.2832,0.751248,-15.207346,561103.5459,838.39187,669.261674,4599.495117,586.372938,138.097269,13.25288,11.734139,12.331008,11.137271,5.240194,0.989352
coj1m003-fl11-20181104-0141-e91.fits,0,58427.04091,2458427.040908,2018,NaN,2458427.046009,NaN,NaN,2018,19.561208,17.347701,1.4,15,30,45,0.438509,6.699239,0.149271,0.000372,0.010629,0.000237,1178.160172,630.264041,630.264041,4254745.429,1980.580309,2050.555665,2033.142192,2051.055665,2063.357808,0.749952,-15.276323,1865742.99,945.439426,1324.204154,1408.954189,16054.05859,1973.413566,146.728765,3057,12.995698,11.388664,12.425162,10.352165,3.1553,0.967011,2171.069284,1682.378644,2171.569284,2414.121356,0.750852,-15.31424,3702126.439,1796.047488,2061.263115,32826.37891,3915.773276,150.204176,12.864191,11.310283,12.487797,10.13277,5.189099,0.956146,2223.606687,2670.672386,2224.106687,1425.827614,0.751244,-15.207405,552618.9901,834.812422,661.967857,4626.731934,584.510202,141.824267,13.200663,11.545118,12.260686,10.82955,3.084338,0.984573
coj1m003-fl11-20181104-0142-e91.fits,0,58427.04199,2458427.041989,2018,NaN,2458427.047090,NaN,NaN,2018,19.625191,17.416942,1.4,15,30,45,0.436648,6.819663,0.146635,0.000367,0.010775,0.000232,1190.416379,632.896335,632.896335,4358958.348,2003.120296,2050.128514,2032.76318,2050.628514,2063.73682,0.749949,-15.276364,1903328.602,953.001747,1338.424313,1422.066667,15721.42871,1997.193193,148.987701,3039,13.077964,11.516184,12.475922,10.556447,3.241706,0.972247,2170.611149,1682.078436,2171.111149,2414.421564,0.750849,-15.314272,3801522.751,1818.752709,2090.181218,33248.25,3988.998724,151.147394,12.94887,11.443669,12.536701,10.350637,4.909077,0.963092,2223.161599,2670.369508,2223.661599,1426.130492,0.751241,-15.207438,557435.5966,839.422125,664.070651,4519.04834,584.926102,142.801495,13.287529,11.665863,12.309397,11.022329,4.719946,0.987567
coj1m003-fl11-20181104-0143-e91.fits,0,58427.04306,2458427.043063,2018,NaN,2458427.048164,NaN,NaN,2018,19.771857,17.635461,1.4,15,30,45,0.436087,6.761971,0.147886,0.000362,0.010518,0.00023,1203.827412,642.925445,642.925445,4463573.564,2027.721199,2050.24942,2032.654379,2050.74942,2063.845621,0.74995,-15.276375,1946508.083,977.065102,1353.716988,1437.898836,16768.19727,1992.198963,147.781988,2995,13.21473,11.590838,12.626953,10.554722,2.964683,0.968203,2170.718129,1681.894624,2171.218129,2414.605376,0.75085,-15.314292,3888516.864,1840.021799,2113.299345,33363.61328,3979.793011,150.89698,13.078999,11.52918,12.684365,10.373995,4.68154,0.959567,2223.232732,2670.289022,2223.732732,1426.210978,0.751242,-15.207446,575056.7006,852.040514,674.917086,4762.432129,588.555153,141.029085,13.396651,11.761792,12.478955,11.044629,3.220058,0.985051
coj1m003-fl11-20181104-0144-e91.fits,0,58427.04414,2458427.044141,2018,NaN,2458427.049242,NaN,NaN,2018,19.79371,17.576381,1.4,15,30,45,0.436705,6.757637,0.147981,0.000368,0.010701,0.000234,1185.138435,631.507744,631.507744,4337192.725,2001.824535,2050.118385,2032.288396,2050.618385,2064.211604,0.749949,-15.276415,1894073.401,970.529657,1337.896102,1415.710382,16255.62793,1951.58735,148.904001,3061,13.237658,11.630992,12.602405,10.659578,2.421137,0.972286,2170.587712,1681.532092,2171.087712,2414.967908,0.750849,-15.314331,3778105.921,1815.400415,2081.141929,34980.69922,3892.828925,151.681087,13.103626,11.524919,12.643355,10.406482,3.790255,0.962374,2223.113989,2669.953303,2223.613989,1426.546697,0.751241,-15.207483,559086.8038,843.577385,662.756985,4763.828125,576.063596,143.014886,13.267989,11.74633,12.417914,11.074746,1.930582,0.98695
coj1m003-fl11-20181104-0145-e91.fits,0,58427.04522,2458427.045215,2018,NaN,2458427.050316,NaN,NaN,2018,20.126418,18.321608,1.4,15,30,45,0.436522,6.764518,0.14783,0.000366,0.010763,0.000235,1191.492055,628.481566,628.481566,4443854.52,2039.907322,2049.705476,2032.241391,2050.205476,2064.258609,0.749946,-15.27642,1939838.798,1054.574015,1362.975982,1423.237697,15518.77246,1839.452491,150.168829,2984,13.605502,12.24053,13.135541,11.345519,0.111742,0.978841,2170.224348,1681.485913,2170.724348,2415.014087,0.750846,-15.314336,3871526.063,1845.636914,2097.663974,30835.68555,3671.17529,154.08534,13.340891,12.133076,13.15562,11.110532,2.494349,0.971775,2222.745201,2669.848491,2223.245201,1426.651509,0.751238,-15.207494,572328.4569,868.81889,658.743109,4527.837402,542.710563,144.601015,13.639152,12.342683,12.969428,11.715938,1.152578,0.989722
coj1m003-fl11-20181104-0146-e91.fits,0,58427.04629,2458427.046292,2018,NaN,2458427.051393,NaN,NaN,2018,20.182838,18.062283,1.4,15,30,45,0.436452,6.750315,0.148141,0.000365,0.010662,0.000234,1194.214898,633.138103,633.138103,4443409.638,2034.356158,2049.26992,2031.847481,2049.76992,2064.652519,0.749942,-15.276463,1939335.885,1024.932275,1359.714323,1426.281869,16639.11719,1892.16003,152.381888,3056,13.522156,11.965539,12.942741,10.988338,2.591217,0.973457,2169.746335,1681.124943,2170.246335,2415.375057,0.750843,-15.314375,3870089.751,1842.037185,2100.98351,33148.85156,3775.946805,155.486703,13.243056,11.867027,12.995415,10.738639,4.575326,0.963558,2222.280519,2669.398303,2222.780519,1427.101697,0.751234,-15.207543,573319.8872,863.425728,664.006027,4910.303711,559.373435,146.479143,13.656885,12.076525,12.766736,11.386314,2.601867,0.986911
coj1m003-fl11-20181104-0147-e91.fits,0,58427.04738,2458427.047380,2018,NaN,2458427.052481,NaN,NaN,2018,20.292825,18.797553,1.4,15,30,45,0.436577,6.765945,0.147799,0.000369,0.010915,0.000238,1183.576337,619.904092,619.904092,4438627.742,2049.767368,2048.112692,2031.477131,2048.612692,2065.022869,0.749934,-15.276503,1937804.373,1110.075513,1371.042368,1413.380373,14200.13477,1745.65095,152.581236,3044,13.585446,12.537656,13.443919,11.631394,2.398738,0.979172,2168.632449,1680.760065,2169.132449,2415.739935,0.750834,-15.314415,3867077.527,1851.030131,2089.148881,28641.94727,3483.616639,155.676119,13.38232,12.484973,13.491793,11.478154,3.88121,0.973845,2221.171515,2669.088113,2221.671515,1427.411887,0.751226,-15.207576,571550.2153,880.473576,649.139543,4156.647949,514.875077,146.892861,13.727872,12.678224,13.344759,12.011688,2.344437,0.988931
coj1m003-fl11-20181104-0148-e91.fits,0,58427.04846,2458427.048456,2018,NaN,2458427.053557,NaN,NaN,2018,20.059259,17.816207,1.4,15,30,45,0.434329,6.789434,0.147288,0.000363,0.010693,0.000232,1195.986575,634.956215,634.956215,4454266.419,2032.684532,2049.153131,2031.583567,2049.653131,2064.916433,0.749942,-15.276491,1934615.976,997.195588,1355.421534,1427.316836,17217.89648,1940.056694,153.188438,2974,13.234578,11.82206,12.751365,10.892756,2.196843,0.975442,2169.658831,1680.771825,2170.158831,2415.728175,0.750842,-15.314413,3882431.974,1842.385099,2107.285809,34911.51563,3893.350532,155.751298,13.156643,11.747475,12.820879,10.674071,4.361431,0.966381,2222.152042,2669.200611,2222.652042,1427.299389,0.751234,-15.207564,571834.4458,858.733693,665.904285,4894.066406,573.442615,147.311931,13.49373,11.944721,12.605341,11.2841,2.666819,0.987733
coj1m003-fl11-20181104-0149-e91.fits,0,58427.04954,2458427.049542,2018,NaN,2458427.054643,NaN,NaN,2018,20.216475,17.926125,1.4,15,30,45,0.43549,6.758463,0.147963,0.000365,0.010644,0.000233,1194.581891,634.971887,634.971887,4441362.203,2030.837991,2042.399396,2034.29062,2042.899396,2062.20938,0.749891,-15.276199,1934170.002,1009.538138,1356.231671,1426.135404,15958.28809,1915.895923,152.311912,3046,13.580967,11.86578,12.840932,10.890628,2.587261,0.973127,2162.864338,1683.5642,2163.364338,2412.9358,0.750791,-15.314112,3868908.296,1840.012637,2102.653111,32624.50586,3832.354769,155.030091,13.344167,11.781173,12.899588,10.662759,3.943284,0.963913,2215.367403,2672.00084,2215.867403,1424.49916,0.751183,-15.207261,572453.9066,859.451243,666.069089,4611.761719,567.04535,145.539811,13.665033,11.997157,12.672606,11.321707,3.122459,0.98725
coj1m003-fl11-20181104-0150-e91.fits,0,58427.05062,2458427.050619,2018,NaN,2458427.055720,NaN,NaN,2018,20.407055,18.826718,1.4,15,30,45,0.43606,6.787121,0.147338,0.000369,0.010993,0.000239,1181.466584,617.38447,617.38447,4427408.987,2046.770631,2042.57458,2033.817449,2043.07458,2062.682551,0.749892,-15.27625,1930614.861,1113.522841,1368.812113,1410.430871,13647.04395,1733.790084,150.166939,2927,13.663418,12.580945,13.475761,11.686129,359.599097,0.979964,2163.017965,1683.090454,2163.517965,2413.409546,0.750792,-15.314163,3858853.691,1848.063085,2088.053012,27188.65039,3465.446372,152.606777,13.675149,12.508478,13.548254,11.468702,1.794745,0.972631,2215.572527,2671.469633,2216.072527,1425.030367,0.751184,-15.207319,568555.2962,879.734534,646.280525,3994.369141,510.591499,143.985664,13.666124,12.677679,13.318954,12.036404,359.596394,0.989816
coj1m003-fl11-20181104-0151-e91.fits,0,58427.05169,2458427.051691,2018,NaN,2458427.056791,NaN,NaN,2018,20.344922,18.227285,1.4,15,30,45,0.434821,6.732427,0.148535,0.000365,0.010644,0.000235,1191.735392,632.517119,632.517119,4450883.154,2038.819321,2041.652495,2034.26169,2042.152495,2062.23831,0.749886,-15.276202,1935339.333,1043.743675,1360.642516,1422.371645,14928.0332,1854.228562,151.942216,3015,13.576242,12.145177,13.061079,11.229275,0.532676,0.9775,2162.180507,1683.570831,2162.680507,2412.929169,0.750786,-15.314111,3875270.476,1844.916106,2100.513115,30289.92188,3712.85649,153.95098,13.360458,12.012229,13.10035,10.924109,3.330397,0.96727,2214.705804,2671.901144,2215.205804,1424.598856,0.751178,-15.207272,575612.6783,867.795358,663.304629,4398.373047,551.488543,144.791791,13.691011,12.262544,12.897039,11.628048,0.968517,0.989336
coj1m003-fl11-20181104-0152-e91.fits,0,58427.05277,2458427.052770,2018,NaN,2458427.057870,NaN,NaN,2018,20.450553,18.174899,1.4,15,30,45,0.435707,6.767535,0.147764,0.000365,0.010695,0.000234,1193.293521,632.749014,632.749014,4446036.253,2035.626552,2041.878693,2033.978881,2042.378693,2062.521119,0.749887,-15.276232,1937170.256,1037.75269,1359.672308,1424.733184,15842.93262,1866.697407,148.050274,3091,13.613426,12.071941,13.033331,11.11055,0.933208,0.974923,2162.422146,1683.182817,2162.922146,2413.317183,0.750788,-15.314153,3873649.22,1843.826936,2100.874623,31281.39648,3732.728671,151.706274,13.613324,11.957967,13.059702,10.856232,3.096027,0.966222,2214.954632,2671.578072,2215.454632,1424.921928,0.75118,-15.207307,572387.0325,862.59938,663.560682,4510.875977,551.564007,142.561669,13.779987,12.197671,12.853178,11.542164,1.261013,0.988492
coj1m003-fl11-20181104-0153-e91.fits,0,58427.05384,2458427.053844,2018,NaN,2458427.058944,NaN,NaN,2018,20.376476,18.046281,1.4,15,30,45,0.435502,6.767284,0.14777,0.000365,0.010683,0.000233,1193.946185,633.447543,633.447543,4439390.961,2031.696889,2041.478445,2034.00719,2041.978445,2062.49281,0.749884,-15.276229,1933364.687,1023.116973,1356.195797,1425.579324,15141.50391,1889.680982,148.188096,3029,13.567388,11.944399,12.920388,10.96841,1.758683,0.973547,2162.028943,1683.226337,2162.528943,2413.273663,0.750785,-15.314148,3867840.984,1840.556179,2101.452282,30466.66797,3780.448458,151.281701,13.355494,11.85596,12.972006,10.739915,3.492203,0.964653,2214.501994,2671.6669,2215.001994,1424.8331,0.751176,-15.207297,571549.9768,860.316918,664.348178,4404.020996,558.636003,142.874131,13.755993,12.094841,12.778208,11.411475,0.08742,0.987312
coj1m003-fl11-20181104-0154-e91.fits,0,58427.05492,2458427.054920,2018,NaN,2458427.060020,NaN,NaN,2018,20.366016,17.972124,1.4,15,30,45,0.435441,6.740054,0.148367,0.000365,0.010608,0.000234,1193.808033,635.351615,635.351615,4434122.785,2029.658552,2040.917683,2034.105018,2041.417683,2062.394982,0.74988,-15.276219,1930798.835,1014.72577,1354.513511,1425.455574,15488.99121,1902.778951,148.466451,3012,13.568785,11.909736,12.88501,10.934461,1.226756,0.973484,2161.428985,1683.361381,2161.928985,2413.138619,0.75078,-15.314134,3861242.688,1838.72805,2099.953111,31603.0918,3805.20807,152.193573,13.519957,11.827267,12.929241,10.725292,2.944401,0.965508,2213.984499,2671.735474,2214.484499,1424.764526,0.751173,-15.20729,572880.0972,859.414334,666.593602,4825.244141,564.566422,142.771342,13.632832,12.012697,12.697443,11.327951,2.737352,0.986969
coj1m003-fl11-20181104-0155-e91.fits,0,58427.05601,2458427.056008,2018,NaN,2458427.061108,NaN,NaN,2018,20.307027,18.259606,1.4,15,30,45,0.435133,6.747128,0.148211,0.000365,0.01067,0.000234,1191.6129,632.360376,632.360376,4444670.101,2036.618574,2040.827334,2033.904261,2041.327334,2062.595739,0.749879,-15.27624,1934024.063,1047.448506,1359.73396,1422.354754,15603.02441,1846.414455,149.260743,3072,13.412673,12.084418,13.078919,11.089917,2.149925,0.973122,2161.354247,1683.104266,2161.854247,2413.395734,0.75078,-15.314161,3870951.693,1843.734719,2099.516623,31283.56445,3695.600948,151.976966,13.48278,11.992832,13.113512,10.872152,3.560909,0.965138,2213.833855,2671.59634,2214.333855,1424.90366,0.751171,-15.207305,573718.4083,865.134383,663.15525,4660.316406,547.729464,142.125149,13.659611,12.214509,12.935297,11.493721,1.862586,0.986109
coj1m003-fl11-20181104-0156-e91.fits,0,58427.05709,2458427.057088,2018,NaN,2458427.062188,NaN,NaN,2018,20.263586,17.9035,1.4,15,30,45,0.435723,6.764767,0.147825,0.000365,0.010671,0.000233,1192.47972,633.925634,633.925634,4416336.23,2023.368489,2040.819743,2033.86568,2041.319743,2062.63432,0.749879,-15.276244,1924297.609,1006.99141,1351.570218,1423.749638,15483.58008,1910.937461,147.786705,3027,13.448504,11.8796,12.835664,10.923536,1.006651,0.974393,2161.366907,1683.09565,2161.866907,2413.40435,0.75078,-15.314162,3847570.162,1833.714162,2098.238778,32084.30859,3820.856984,151.443502,13.369395,11.752766,12.852773,10.65276,3.334115,0.965095,2213.880259,2671.487744,2214.380259,1425.012256,0.751172,-15.207317,568766.0676,855.284992,665.00181,4698.632812,564.817199,142.050394,13.665831,12.013543,12.676206,11.35088,0.082204,0.987903
coj1m003-fl11-20181104-0157-e91.fits,0,58427.05816,2458427.058162,2018,NaN,2458427.063262,NaN,NaN,2018,20.217567,17.812898,1.4,15,30,45,0.435215,6.743617,0.148288,0.000364,0.010595,0.000233,1194.64728,636.493534,636.493534,4430360.966,2025.828176,2040.589185,2034.009838,2041.089185,2062.490162,0.749878,-15.276229,1928160.684,996.825252,1351.906652,1426.252826,15310.23438,1934.301604,149.777444,2911,13.445589,11.73698,12.758016,10.715944,1.590839,0.97009,2161.151639,1683.257806,2161.651639,2413.242194,0.750778,-15.314145,3858230.287,1835.784029,2101.679842,32432.65625,3870.518208,151.382958,13.221944,11.62246,12.785706,10.459213,3.790349,0.960026,2213.619617,2671.649103,2214.119617,1424.850897,0.75117,-15.207299,572130.6793,856.666096,667.857269,4581.730957,573.952835,142.478884,13.721583,11.941143,12.626774,11.255513,1.48863,0.986864
coj1m003-fl11-20181104-0158-e91.fits,0,58427.05925,2458427.059252,2018,NaN,2458427.064352,NaN,NaN,2018,20.251415,18.01604,1.4,15,30,45,0.436346,6.738288,0.148406,0.000366,0.010643,0.000234,1190.88513,633.107434,633.107434,4412454.018,2025.342285,2040.814656,2033.318482,2041.314656,2063.181518,0.749879,-15.276304,1925356.584,1019.690945,1353.827051,1422.158452,14915.08106,1888.176602,149.343149,3088,13.433856,11.928741,12.907246,10.950237,2.858728,0.973177,2161.322371,1682.578888,2161.822371,2413.921112,0.75078,-15.314218,3842243.395,1834.378482,2094.575047,30512.94531,3768.046988,152.554302,13.398263,11.854411,12.962968,10.745854,4.538853,0.964747,2213.820875,2671.029542,2214.320875,1425.470458,0.751171,-15.207366,570210.6225,858.526036,664.173943,4383.208008,559.199457,143.366809,13.70456,12.089216,12.735586,11.442845,1.154245,0.988612
coj1m003-fl11-20181104-0159-e91.fits,0,58427.06032,2458427.060323,2018,NaN,2458427.065423,NaN,NaN,2018,20.721242,18.308283,1.4,15,30,45,0.435975,6.766932,0.147777,0.000366,0.010765,0.000235,1191.442218,628.585252,628.585252,4449748.63,2040.055182,2036.341991,2033.384779,2036.841991,2063.115221,0.749846,-15.276296,1939977.667,1053.040547,1363.882748,1422.393288,14917.72949,1842.263028,151.613382,2920,14.043012,12.157708,13.148185,11.167231,359.931351,0.9738,2156.770267,1682.690277,2157.270267,2413.809723,0.750746,-15.314206,3876839.192,1845.398651,2100.813929,30279.73438,3681.566871,153.421112,13.791145,12.040695,13.177203,10.904187,2.1149,0.964798,2209.427546,2670.895987,2209.927546,1425.604013,0.751138,-15.207381,572909.438,869.671757,658.765142,4348.609863,544.052591,144.48549,14.078154,12.234909,12.906646,11.563171,0.072402,0.988015
coj1m003-fl11-20181104-0160-e91.fits,0,58427.06141,2458427.061414,2018,NaN,2458427.066514,NaN,NaN,2018,20.62913,17.851588,1.4,15,30,45,0.434692,6.779081,0.147513,0.000364,0.010706,0.000233,1192.860187,633.233249,633.233249,4434956.329,2029.382143,2036.166103,2033.714969,2036.666103,2062.785031,0.749845,-15.276261,1927838.63,1001.160211,1354.155098,1423.646843,14611.45117,1925.604522,153.760614,2982,13.734313,11.760435,12.785903,10.734967,1.498407,0.969962,2156.620344,1682.976927,2157.120344,2413.523073,0.750745,-15.314175,3864843.187,1838.856477,2101.764458,29765.49414,3860.364348,156.451549,13.524752,11.656226,12.838011,10.474442,3.116052,0.959235,2209.188742,2671.364513,2209.688742,1425.135487,0.751137,-15.20733,570113.142,858.486307,664.091131,4362.122559,569.452457,147.077013,13.907084,11.914431,12.629489,11.199373,2.303623,0.985603
coj1m003-fl11-20181104-0161-e91.fits,0,58427.06249,2458427.062490,2018,NaN,2458427.067590,NaN,NaN,2018,20.377183,17.856328,1.4,15,30,45,0.435996,6.743754,0.148285,0.000365,0.010634,0.000234,1193.469711,634.163216,634.163216,4433357.45,2030.808604,2035.457785,2034.127573,2035.957785,2062.372427,0.749839,-15.276216,1932927.769,1001.691916,1356.128159,1425.328245,14739.94629,1929.662942,155.493742,3062,13.410609,11.723473,12.77956,10.667386,2.416203,0.967832,2155.980005,1683.328749,2156.480005,2413.171251,0.75074,-15.314137,3860849.946,1839.450615,2098.914705,29569.625,3854.328747,158.699612,13.211614,11.64486,12.866525,10.423195,3.554902,0.956259,2208.516063,2671.803255,2209.016063,1424.696745,0.751132,-15.207283,572507.5038,860.584117,665.254555,4284.69043,571.540506,150.227675,13.880195,11.881299,12.617475,11.145122,2.183768,0.984672
